"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
16674	26516	"Schwemm"	47.65811	12.299518	200	"AWI"	200	468	1184	812	16	1	84	0	16	0	1	0	4	0	6	0	0	0	1	0	4	95	131	0	0	0	53	0	4	0	0	1	13	0	0	0	0	0	0	0	0	1	66	26	0	0	0	0	0	0	20	0	0	0	1	3	485	13	0	0	0	1	0	0	2	9	10	2
16674	26516	"Schwemm"	47.65811	12.299518	220	"AWI"	220	544	1276	897	48	3	51	0	4	0	1	0	13	0	8	1	0	0	1	0	1	101	239	0	0	0	97	3	5	0	0	0	13	2	0	0	0	1	0	0	0	4	183	39	0	169	0	0	0	0	38	0	1	0	7	12	52	9	0	0	0	0	0	0	1	2	3	0
16674	26516	"Schwemm"	47.65811	12.299518	240	"AWI"	240	659	1348	980	70	3	58	1	7	0	1	0	14	0	1	0	0	0	0	0	1	156	265	1	0	0	168	0	1	0	0	1	1	0	0	0	0	0	1	0	0	5	153	27	0	0	0	0	0	0	10	0	2	0	0	1	3	0	0	0	0	0	0	0	2	6	2	0
16674	26516	"Schwemm"	47.65811	12.299518	260	"AWI"	260	747	1431	1063	20	0	72	1	5	0	1	0	12	0	19	0	2	0	1	1	1	137	0	0	0	0	39	0	4	0	0	0	1	0	0	0	0	0	0	1	0	2	47	31	0	0	0	0	0	0	41	0	0	0	5	33	5	0	0	0	1	0	0	2	0	8	6	0
16674	26516	"Schwemm"	47.65811	12.299518	280	"AWI"	280	915	1515	1159	155	0	88	0	3	0	0	0	7	0	2	0	0	0	0	2	0	130	857	0	0	0	98	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	292	72	0	72	0	0	0	0	9	0	1	0	3	8	5	0	0	0	0	0	0	0	1	8	0	0
16674	26516	"Schwemm"	47.65811	12.299518	300	"AWI"	300	1014	1646	1268	103	0	248	1	2	0	1	0	14	0	2	0	0	0	1	0	0	118	215	0	0	0	101	0	3	0	0	0	1	0	0	0	0	0	0	0	0	5	288	49	0	36	0	0	0	0	8	0	0	0	1	0	4	0	0	0	0	0	0	0	3	6	0	0
16674	26516	"Schwemm"	47.65811	12.299518	320	"AWI"	320	1099	1946	1429	163	4	226	0	1	0	0	0	15	0	1	1	0	0	0	1	0	89	111	0	0	0	260	0	11	0	0	0	1	0	0	0	0	0	0	0	0	8	198	51	0	0	0	0	0	0	27	0	0	0	0	0	3	0	0	0	0	0	0	0	3	40	0	0
16674	26516	"Schwemm"	47.65811	12.299518	340	"AWI"	340	1194	2271	1594	152	0	332	0	1	0	0	0	28	0	0	0	0	0	0	0	0	121	337	0	0	0	133	0	14	0	0	0	2	0	1	0	0	0	0	0	0	12	180	54	0	0	0	0	0	0	38	0	0	0	1	0	0	0	0	0	0	0	0	0	1	35	0	0
16674	26516	"Schwemm"	47.65811	12.299518	360	"AWI"	360	1293	2467	1776	96	0	359	1	4	0	0	0	11	0	0	0	0	0	0	0	0	99	238	0	0	0	44	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	263	77	0	0	0	0	0	0	8	0	0	0	1	0	2	0	0	0	0	0	0	0	0	14	0	0
16674	26516	"Schwemm"	47.65811	12.299518	380	"AWI"	380	1412	2699	1955	76	2	348	0	3	0	0	0	3	0	2	0	0	0	1	0	0	134	160	0	0	0	58	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	223	87	0	0	0	0	0	0	6	0	0	0	1	0	2	0	0	0	0	0	0	0	2	6	0	0
16674	26516	"Schwemm"	47.65811	12.299518	400	"AWI"	400	1523	2891	2139	90	1	321	1	4	0	0	0	33	0	0	0	0	0	0	0	0	87	237	0	0	0	86	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	212	118	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	1	0
16674	26516	"Schwemm"	47.65811	12.299518	420	"AWI"	420	1668	3067	2315	95	1	332	1	5	0	1	0	11	0	0	1	0	0	0	0	0	90	331	0	0	0	96	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	175	54	0	0	0	0	0	0	9	0	1	0	9	2	6	0	0	0	1	0	0	0	0	20	0	0
16674	26516	"Schwemm"	47.65811	12.299518	440	"AWI"	440	1784	3245	2501	75	1	318	1	3	0	1	0	18	0	0	0	0	0	0	0	0	131	560	0	0	0	105	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	201	101	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0
16674	26516	"Schwemm"	47.65811	12.299518	460	"AWI"	460	1964	3380	2679	69	0	219	0	0	0	0	0	13	0	1	0	0	0	0	0	0	119	596	0	0	0	108	2	7	0	0	0	5	0	0	0	0	1	0	1	0	1	127	66	0	0	0	0	0	0	20	0	0	0	1	1	6	0	0	0	0	0	0	0	2	30	4	0
16674	26516	"Schwemm"	47.65811	12.299518	480	"AWI"	480	2087	3567	2855	106	0	273	2	1	0	0	0	6	0	0	0	0	0	1	0	0	117	424	0	0	0	34	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	237	70	0	0	0	0	0	0	6	0	0	0	1	0	5	0	0	0	0	0	1	0	1	14	0	0
16674	26516	"Schwemm"	47.65811	12.299518	500	"AWI"	500	2293	3669	3034	98	0	143	0	7	0	1	0	2	0	0	0	0	0	0	0	0	59	100	1	0	0	38	0	6	0	0	0	1	0	1	0	0	0	0	0	0	0	256	49	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0
16674	26516	"Schwemm"	47.65811	12.299518	510	"AWI"	510	2366	3733	3124	88	1	250	0	0	0	0	0	9	0	0	0	0	0	0	0	0	167	53	0	0	0	67	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	180	36	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	2	7	0	1
16674	26516	"Schwemm"	47.65811	12.299518	520	"AWI"	520	2445	3816	3213	26	0	83	0	0	0	0	0	8	0	0	0	0	0	0	0	1	40	292	0	0	0	69	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	41	17	0	0	0	0	0	0	14	0	0	0	4	1	1	0	0	0	0	0	0	0	0	5	0	0
16674	26516	"Schwemm"	47.65811	12.299518	530	"AWI"	530	2584	3856	3297	63	0	154	0	0	0	0	0	5	0	0	0	0	0	0	0	0	64	317	0	0	0	57	0	6	0	0	0	2	0	0	0	0	0	0	3	0	0	92	21	0	0	0	0	0	0	11	0	0	0	7	1	1	0	0	0	0	0	0	0	1	7	3	0
16674	26516	"Schwemm"	47.65811	12.299518	540	"AWI"	540	2685	3898	3389	146	0	228	0	1	0	0	0	2	0	0	0	0	0	0	0	0	101	108	0	0	0	44	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	216	66	0	0	0	0	0	0	8	0	0	0	20	0	2	0	0	0	0	0	0	0	1	1	0	0
16674	26516	"Schwemm"	47.65811	12.299518	550	"AWI"	550	2768	3963	3479	107	0	180	0	28	0	0	0	8	0	0	0	0	0	0	0	0	135	123	0	0	0	94	0	9	0	1	0	2	0	2	0	0	0	0	1	0	0	84	31	0	0	0	0	2	0	17	0	0	0	46	1	3	0	0	0	0	0	0	0	0	3	3	0
16674	26516	"Schwemm"	47.65811	12.299518	560	"AWI"	560	2868	4027	3559	112	4	143	6	3	0	0	0	7	0	210	0	0	0	0	0	0	124	140	0	0	0	159	0	12	0	0	0	6	0	1	0	0	0	0	1	0	1	131	32	0	0	0	0	0	0	20	0	0	0	28	1	5	0	0	0	1	0	0	0	0	11	1	0
16674	26516	"Schwemm"	47.65811	12.299518	570	"AWI"	570	2978	4065	3634	24	2	100	1	1	0	2	0	19	0	0	0	0	0	0	0	0	76	113	0	0	0	185	0	19	0	0	0	12	0	0	0	0	0	0	6	0	1	23	19	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	6	0
16674	26516	"Schwemm"	47.65811	12.299518	580	"AWI"	580	3051	4116	3711	46	0	40	0	1	0	0	0	4	0	0	1	0	0	0	0	0	46	19	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	79	9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0
16674	26516	"Schwemm"	47.65811	12.299518	590	"AWI"	590	3105	4186	3788	148	1	238	0	3	0	0	0	47	0	1	0	0	0	0	0	0	110	36	0	0	0	270	1	21	0	0	0	0	0	0	0	0	1	0	3	0	1	167	35	0	0	0	0	0	0	31	0	1	0	0	1	3	0	0	0	0	0	0	0	2	7	4	0
16674	26516	"Schwemm"	47.65811	12.299518	610	"AWI"	610	3202	4292	3879	122	4	293	0	7	0	0	0	15	0	0	0	0	0	0	0	0	90	27	0	0	0	290	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	109	23	0	0	0	0	0	0	30	0	0	0	0	6	1	0	0	0	0	0	0	0	0	3	4	0
16674	26516	"Schwemm"	47.65811	12.299518	630	"AWI"	630	3277	4430	3960	284	7	282	0	5	0	1	0	16	0	1	0	0	0	0	0	2	87	36	0	0	0	250	0	10	0	0	0	3	0	0	0	0	0	0	0	0	0	106	25	0	0	0	0	0	0	16	0	0	0	0	0	4	0	0	0	0	0	1	0	2	1	0	0
16674	26516	"Schwemm"	47.65811	12.299518	650	"AWI"	650	3378	4523	4038	102	17	323	0	7	0	0	0	24	0	2	0	0	0	0	0	0	117	27	0	0	0	314	0	10	0	0	0	1	0	0	0	0	0	0	0	0	1	214	38	0	0	0	0	0	0	34	0	0	0	0	3	3	0	0	0	0	0	1	0	3	9	1	0
16674	26516	"Schwemm"	47.65811	12.299518	670	"AWI"	670	3471	4650	4116	73	7	47	0	5	0	3	0	6	0	2	0	0	0	0	0	0	94	36	0	0	0	170	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	116	30	0	0	0	0	0	0	16	0	0	0	0	1	5	0	0	0	1	0	0	0	4	5	2	0
16674	26516	"Schwemm"	47.65811	12.299518	690	"AWI"	690	3559	4747	4199	119	5	184	1	3	0	4	0	25	0	1	1	0	0	0	0	0	79	22	0	0	0	423	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	134	39	0	0	0	0	0	0	38	0	0	0	0	2	1	0	0	0	1	0	0	0	9	5	0	0
16674	26516	"Schwemm"	47.65811	12.299518	710	"AWI"	710	3646	4858	4277	142	1	155	0	5	0	2	0	6	0	0	1	0	0	0	0	0	119	31	0	0	0	258	0	11	0	0	0	1	0	0	0	0	0	0	0	0	1	195	36	0	0	0	0	0	0	9	0	2	0	0	0	2	0	0	0	0	0	0	0	5	10	0	0
16674	26516	"Schwemm"	47.65811	12.299518	730	"AWI"	730	3730	4939	4358	98	4	182	0	1	0	4	0	22	0	1	1	0	0	0	0	0	92	23	0	0	0	364	0	12	0	0	0	2	0	0	0	0	1	0	0	0	0	110	47	0	0	0	0	0	0	30	0	0	0	0	0	1	0	0	0	0	0	4	0	5	13	0	0
16674	26516	"Schwemm"	47.65811	12.299518	750	"AWI"	750	3807	5034	4439	84	4	262	0	7	0	1	0	28	0	0	0	0	0	0	0	0	96	33	0	0	0	268	0	35	0	0	0	5	0	0	0	0	0	0	0	0	3	92	37	0	0	0	0	1	0	35	0	0	0	0	2	3	0	0	0	0	0	2	1	4	44	3	0
16674	26516	"Schwemm"	47.65811	12.299518	770	"AWI"	770	3892	5127	4519	76	2	189	0	4	0	2	0	27	0	0	0	0	0	0	0	0	96	20	0	0	0	406	1	21	0	0	0	3	0	0	0	0	0	0	0	0	1	149	25	0	0	0	0	0	0	32	0	0	0	0	2	3	0	0	0	0	0	0	0	6	16	0	0
16674	26516	"Schwemm"	47.65811	12.299518	790	"AWI"	790	3986	5219	4603	60	1	161	0	0	0	1	0	12	0	0	0	0	0	0	0	1	53	7	1	0	0	463	0	26	0	0	0	3	0	0	0	0	0	0	0	0	0	96	32	0	0	0	0	0	0	51	0	0	0	1	0	1	0	0	0	0	0	0	0	5	20	0	0
16674	26516	"Schwemm"	47.65811	12.299518	810	"AWI"	810	4065	5318	4691	91	12	209	0	2	0	0	0	15	0	1	0	0	0	0	0	0	87	50	0	0	0	324	0	42	0	0	0	0	0	0	0	0	1	0	0	0	0	205	16	0	0	0	0	0	0	61	0	0	0	0	2	1	0	0	0	0	0	0	0	12	19	0	0
16674	26516	"Schwemm"	47.65811	12.299518	830	"AWI"	830	4164	5419	4781	148	20	114	0	1	0	0	0	15	0	0	0	0	0	0	0	0	93	36	0	0	0	185	0	70	0	0	0	1	0	0	0	0	0	0	0	0	1	239	18	0	0	0	0	0	0	21	0	0	0	0	0	4	0	0	0	0	0	1	0	13	5	1	0
16674	26516	"Schwemm"	47.65811	12.299518	850	"AWI"	850	4244	5535	4872	139	6	256	1	4	0	0	0	34	0	0	0	0	0	0	0	0	144	23	0	0	0	513	0	44	0	0	0	1	0	0	0	0	0	0	0	0	0	164	25	0	0	0	0	0	0	60	0	0	0	0	0	1	0	0	0	0	0	0	0	13	34	0	0
16674	26516	"Schwemm"	47.65811	12.299518	870	"AWI"	870	4332	5636	4963	87	13	265	0	2	0	0	0	25	0	0	1	0	0	0	0	0	170	46	0	0	0	270	0	32	1	0	0	2	0	0	1	0	1	0	0	0	0	132	23	0	0	0	0	0	0	45	0	0	0	0	1	3	0	0	0	0	0	0	0	15	8	1	0
16674	26516	"Schwemm"	47.65811	12.299518	890	"AWI"	890	4404	5753	5053	74	11	260	0	8	0	0	0	33	0	2	0	0	0	0	0	0	198	26	0	0	0	212	0	85	1	0	0	4	0	0	2	0	0	0	0	0	0	159	22	0	0	0	0	0	0	62	0	0	0	1	2	4	0	0	0	0	0	0	1	22	21	0	0
16674	26516	"Schwemm"	47.65811	12.299518	910	"AWI"	910	4497	5852	5144	74	13	254	0	2	0	0	0	17	0	0	0	0	0	1	0	0	142	19	0	0	0	166	0	80	0	0	0	6	0	0	0	0	0	0	0	0	0	215	26	0	0	0	0	0	0	37	0	0	0	0	0	5	0	1	0	1	0	0	0	21	16	2	0
16674	26516	"Schwemm"	47.65811	12.299518	930	"AWI"	930	4581	5974	5232	88	14	137	1	4	0	0	0	15	0	0	0	0	0	2	0	1	129	33	0	0	0	178	0	34	0	0	0	3	0	0	0	0	0	0	0	0	0	290	20	0	0	0	0	0	0	30	0	0	0	0	0	4	0	0	5	0	0	0	0	21	14	0	0
16674	26516	"Schwemm"	47.65811	12.299518	950	"AWI"	950	4673	6064	5317	73	9	244	0	2	0	0	0	24	0	1	0	0	0	0	0	0	155	36	0	0	0	196	0	39	0	0	0	3	0	0	0	0	0	0	0	0	0	193	19	0	0	0	0	0	0	32	0	0	0	0	0	3	0	0	0	1	0	0	0	15	13	0	0
16674	26516	"Schwemm"	47.65811	12.299518	970	"AWI"	970	4760	6150	5407	92	5	190	0	5	0	0	0	17	0	0	0	0	0	0	0	0	127	32	0	0	0	132	0	42	1	0	0	1	0	0	0	1	0	0	0	0	0	290	29	0	0	0	0	0	0	40	0	0	0	0	0	2	0	0	7	0	0	1	0	26	13	0	0
16674	26516	"Schwemm"	47.65811	12.299518	990	"AWI"	990	4851	6263	5504	109	20	109	0	8	0	0	0	1	0	0	0	0	0	0	0	0	146	19	0	0	0	90	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	319	34	0	0	0	0	0	0	30	0	0	0	0	0	3	0	0	2	0	0	0	0	16	15	0	0
16674	26516	"Schwemm"	47.65811	12.299518	1010	"AWI"	1010	4938	6371	5604	76	7	109	0	9	0	0	0	9	0	0	0	0	0	1	0	0	139	40	0	0	0	43	0	32	1	0	0	2	0	0	0	0	0	0	0	0	0	372	34	0	0	0	0	0	0	20	0	0	0	0	0	1	0	0	0	1	0	0	0	29	19	3	0
16674	26516	"Schwemm"	47.65811	12.299518	1030	"AWI"	1030	5030	6499	5715	73	12	315	0	9	1	0	0	19	0	1	1	0	0	0	0	0	177	23	0	0	0	94	0	49	0	0	0	5	0	0	0	0	0	0	0	0	0	182	36	0	0	0	0	0	0	67	0	2	0	0	0	4	0	0	0	0	0	2	0	41	39	2	0
16674	26516	"Schwemm"	47.65811	12.299518	1050	"AWI"	1050	5125	6620	5823	14	2	66	0	0	0	1	0	7	0	0	0	0	0	0	0	0	72	10	0	0	0	36	0	23	0	0	0	2	0	0	0	0	0	0	0	0	0	70	17	0	0	0	0	0	0	27	0	0	0	0	0	2	0	0	0	0	0	0	0	8	15	4	0
16674	26516	"Schwemm"	47.65811	12.299518	1070	"AWI"	1070	5222	6753	5930	66	0	90	0	8	0	0	0	11	0	1	1	0	0	0	0	0	119	97	0	0	0	24	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	263	30	0	0	0	0	0	0	15	0	0	0	0	0	2	0	0	0	0	0	0	0	17	10	1	1
16674	26516	"Schwemm"	47.65811	12.299518	1090	"AWI"	1090	5329	6870	6036	44	12	267	0	4	0	3	0	43	0	1	0	0	0	0	0	0	249	21	0	0	0	107	1	64	0	0	0	0	0	0	0	0	0	0	0	0	0	165	32	0	0	0	0	0	0	88	0	0	0	0	0	7	0	0	0	1	0	0	2	49	37	0	0
16674	26516	"Schwemm"	47.65811	12.299518	1110	"AWI"	1110	5408	7012	6144	61	11	299	0	6	0	2	0	51	0	0	0	0	0	0	0	2	262	34	0	0	0	123	0	65	1	0	0	2	4	0	0	0	0	0	0	0	0	244	39	0	0	0	0	0	0	105	0	0	0	1	1	4	0	0	0	0	0	0	1	47	125	7	0
