"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26213	45707	"Lisletjønn"	59.34349	7.30483	753	"AWI"	753	5552	6312	5902	0	63	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	5	0	0	0	0	5	0	0	325	0	0	0	0	1	12	0	0	0	0	0	1	0	3	0	0	0	14	2	0
26213	45707	"Lisletjønn"	59.34349	7.30483	761	"AWI"	761	5716	6541	6108	0	64	0	3	0	0	0	142	0	0	0	0	6	0	10	0	0	0	0	0	4	0	3	0	0	1	0	3	0	0	260	0	0	0	0	1	14	0	0	0	0	0	3	0	1	0	0	1	5	0	0
26213	45707	"Lisletjønn"	59.34349	7.30483	769	"AWI"	769	5897	6757	6314	0	127	0	0	0	0	0	0	0	0	0	0	15	0	12	0	0	0	0	0	4	0	5	0	0	0	0	6	0	0	217	0	0	0	1	0	17	0	0	0	0	0	3	0	1	0	0	2	11	0	1
26213	45707	"Lisletjønn"	59.34349	7.30483	777	"AWI"	777	6080	6951	6518	0	87	0	0	0	0	0	0	0	0	0	0	13	0	12	0	0	0	0	0	7	0	2	0	0	0	0	10	0	0	248	0	0	0	2	0	12	0	0	0	0	0	1	0	2	0	0	1	13	0	0
26213	45707	"Lisletjønn"	59.34349	7.30483	785	"AWI"	785	6311	7124	6733	0	46	0	0	0	0	0	0	0	1	0	0	13	0	11	0	0	0	0	0	4	0	3	0	0	0	0	4	0	0	352	0	0	0	0	1	15	0	0	0	0	0	0	0	2	0	0	1	4	0	0
26213	45707	"Lisletjønn"	59.34349	7.30483	793	"AWI"	793	6514	7306	6942	0	41	0	0	0	0	0	129	0	0	0	0	20	0	8	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	248	0	0	0	2	0	13	0	0	0	1	0	1	0	2	0	0	1	11	0	0
26213	45707	"Lisletjønn"	59.34349	7.30483	801	"AWI"	801	6740	7468	7148	0	51	0	0	0	0	0	0	0	0	0	0	11	0	9	0	0	0	0	0	4	0	5	0	0	0	1	4	0	0	264	0	0	0	1	0	15	0	0	0	0	0	2	0	3	0	0	0	10	0	0
26213	45707	"Lisletjønn"	59.34349	7.30483	809	"AWI"	809	7007	7597	7348	0	40	0	0	0	0	0	213	0	1	0	0	31	0	4	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	228	0	0	0	1	0	13	0	0	0	0	0	1	0	0	0	0	2	11	1	0
26213	45707	"Lisletjønn"	59.34349	7.30483	817	"AWI"	817	7307	7743	7547	0	40	0	0	0	0	0	0	0	0	0	0	37	0	7	0	0	0	0	0	1	0	4	0	0	0	0	2	0	0	310	0	0	0	2	0	19	0	0	0	0	0	2	0	1	0	0	0	12	1	0
26213	45707	"Lisletjønn"	59.34349	7.30483	825	"AWI"	825	7604	8062	7776	0	20	0	0	0	0	0	165	0	0	0	0	23	0	7	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	267	0	0	0	0	0	10	0	0	0	0	0	4	0	1	0	0	2	8	0	0
26213	45707	"Lisletjønn"	59.34349	7.30483	833	"AWI"	833	7760	8591	8077	0	38	1	0	1	0	0	0	0	0	0	0	25	0	11	0	0	0	0	0	4	0	2	0	0	0	0	2	0	0	370	0	0	0	2	0	7	0	0	0	0	0	2	0	2	0	0	1	8	0	0
26213	45707	"Lisletjønn"	59.34349	7.30483	841	"AWI"	841	7973	8974	8404	0	18	0	0	0	0	0	0	0	0	0	0	10	0	8	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	1	3	1	0
26213	45707	"Lisletjønn"	59.34349	7.30483	849	"AWI"	849	8209	9290	8718	0	22	1	0	2	0	0	0	0	0	0	0	28	0	10	0	0	2	0	0	0	0	4	0	0	0	0	2	0	0	262	0	0	0	2	0	10	0	0	0	0	0	1	0	1	0	0	0	8	0	0
26213	45707	"Lisletjønn"	59.34349	7.30483	857	"AWI"	857	8448	9589	9031	0	22	0	0	0	0	0	162	0	0	0	0	22	0	5	0	0	0	0	0	3	0	2	0	0	0	0	2	0	0	298	0	0	0	0	0	10	0	0	0	0	0	5	0	0	0	0	1	5	2	0
26213	45707	"Lisletjønn"	59.34349	7.30483	865	"AWI"	865	8781	9830	9353	0	20	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	287	0	0	0	1	0	14	0	0	0	0	0	3	0	0	0	0	0	4	0	1
26213	45707	"Lisletjønn"	59.34349	7.30483	873	"AWI"	873	9110	10077	9674	0	14	0	0	0	0	0	167	0	0	0	0	52	0	12	0	0	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	3	0	12	0	0	0	0	0	4	0	0	0	0	0	5	0	0
26213	45707	"Lisletjønn"	59.34349	7.30483	881	"AWI"	881	9512	10262	9998	0	1	0	0	0	0	0	0	0	1	0	0	70	0	8	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	4	0	1	0	0	0	6	0	1	2	0	1	4	0	0
26213	45707	"Lisletjønn"	59.34349	7.30483	885	"AWI"	885	9750	10349	10150	0	0	0	0	0	0	0	176	0	0	0	0	35	0	6	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	280	0	0	0	3	0	3	0	0	0	0	0	8	0	2	0	0	0	3	1	0
26213	45707	"Lisletjønn"	59.34349	7.30483	889	"AWI"	889	9916	10440	10263	0	0	0	0	2	0	0	0	0	1	0	0	59	0	11	0	0	0	0	0	0	0	5	1	0	0	0	5	0	0	340	0	0	0	1	0	4	0	0	0	0	0	10	2	1	0	0	0	3	0	0
26213	45707	"Lisletjønn"	59.34349	7.30483	891	"AWI"	891	9978	10502	10294	0	0	0	0	0	0	0	0	0	0	0	0	69	0	8	0	0	0	0	0	2	0	3	0	0	0	0	1	0	0	0	0	0	0	2	0	7	0	0	0	0	0	5	0	0	0	0	0	3	0	0
26213	45707	"Lisletjønn"	59.34349	7.30483	893	"AWI"	893	10043	10556	10327	0	0	0	0	0	0	0	0	0	0	0	0	70	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	275	0	0	0	2	0	4	0	0	0	0	0	12	0	0	0	0	0	7	0	0
26213	45707	"Lisletjønn"	59.34349	7.30483	895	"AWI"	895	10114	10589	10363	0	2	0	0	0	0	0	132	0	0	0	0	58	0	8	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	340	0	0	0	0	0	1	0	0	0	0	0	7	0	2	0	0	0	5	0	0
26213	45707	"Lisletjønn"	59.34349	7.30483	897	"AWI"	897	10159	10639	10398	0	0	0	0	1	0	0	162	0	0	0	0	39	0	8	8	0	0	0	0	1	0	4	0	14	0	0	1	0	0	344	0	0	0	0	0	4	0	0	0	0	0	9	0	2	0	0	0	7	0	0
26213	45707	"Lisletjønn"	59.34349	7.30483	899	"AWI"	899	10233	10691	10445	0	0	0	0	0	0	0	169	0	0	0	0	101	0	5	7	7	0	0	0	0	0	7	0	0	0	0	0	0	0	302	0	0	0	1	0	3	0	0	0	0	0	5	0	0	0	0	0	1	0	0
