"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Pterocarya"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sciadopitys"	"Thalictrum"	"Urticaceae"
13445	20163	"Mariahout"	51.52333	5.545	21	"AWI"	21	13893	14351	14134	0	0	2	22	0	200	0	0	0	0	0	288	0	0	0	0	0	17	0	0	0	1	0	58	0	0	0	0	0	0	0	2	0	13	0	0	7	0
13445	20163	"Mariahout"	51.52333	5.545	23	"AWI"	23	13928	14393	14172	0	0	1	12	0	0	0	0	0	0	0	206	0	0	0	0	0	21	0	0	0	1	0	51	0	0	0	0	0	0	0	4	1	8	0	0	1	0
13445	20163	"Mariahout"	51.52333	5.545	25	"AWI"	25	13967	14435	14209	0	1	2	42	0	246	0	0	0	0	1	296	1	0	0	0	0	17	0	0	0	1	0	57	0	0	0	1	0	0	0	4	1	24	0	0	6	2
13445	20163	"Mariahout"	51.52333	5.545	27	"AWI"	27	14009	14475	14246	0	0	0	10	0	144	0	0	0	1	0	89	0	0	0	0	0	5	0	0	0	0	0	21	0	0	0	0	0	0	0	2	0	4	0	0	1	0
13445	20163	"Mariahout"	51.52333	5.545	29	"AWI"	29	14046	14516	14284	0	1	1	16	0	66	0	0	0	0	0	206	0	0	0	0	0	2	0	0	0	1	0	28	0	0	0	0	0	0	0	1	2	8	0	0	5	0
13445	20163	"Mariahout"	51.52333	5.545	31	"AWI"	31	14082	14557	14321	0	0	0	7	0	34	1	0	0	0	0	221	0	0	0	0	0	15	1	0	0	5	0	7	0	9	0	0	0	0	0	3	0	16	0	0	2	0
13445	20163	"Mariahout"	51.52333	5.545	33	"AWI"	33	14119	14595	14359	0	0	1	11	0	108	0	0	0	2	0	127	0	0	0	0	0	20	0	0	0	2	0	19	0	0	0	0	0	0	0	0	0	31	0	0	5	0
13445	20163	"Mariahout"	51.52333	5.545	35	"AWI"	35	14154	14633	14396	0	0	3	44	0	138	0	0	3	1	0	177	0	0	0	0	0	14	0	0	0	1	0	35	0	0	0	0	0	0	0	6	3	17	0	0	9	0
13445	20163	"Mariahout"	51.52333	5.545	37	"AWI"	37	14192	14672	14432	0	0	0	15	6	128	0	0	0	0	0	66	0	0	0	0	0	7	1	0	0	3	0	30	0	1	0	0	1	0	0	6	2	11	0	0	9	0
13445	20163	"Mariahout"	51.52333	5.545	39	"AWI"	39	14232	14713	14469	0	0	3	28	0	74	0	0	0	1	0	129	0	0	0	0	0	5	0	0	0	2	0	30	0	0	0	0	0	0	0	3	1	14	0	0	4	0
13445	20163	"Mariahout"	51.52333	5.545	40	"AWI"	40	14249	14732	14488	1	1	4	18	0	52	0	0	0	2	0	274	0	0	0	0	0	14	0	0	0	6	6	38	0	0	0	0	0	0	0	8	1	27	0	1	2	0
13445	20163	"Mariahout"	51.52333	5.545	42	"AWI"	42	14287	14774	14526	0	1	5	19	6	110	0	0	0	1	0	557	0	1	0	0	0	5	1	0	0	3	0	55	0	3	0	0	0	0	0	5	0	27	0	1	3	0
13445	20163	"Mariahout"	51.52333	5.545	44	"AWI"	44	14320	14815	14563	0	1	0	4	0	32	0	0	0	0	0	501	0	0	0	0	0	2	1	0	0	2	2	27	0	7	0	0	1	0	0	1	0	10	0	0	2	0
13445	20163	"Mariahout"	51.52333	5.545	46	"AWI"	46	14356	14852	14602	0	0	0	22	7	60	0	0	0	0	0	390	0	0	0	0	0	4	0	0	0	1	0	35	0	1	0	0	0	0	0	7	3	20	0	0	0	0
13445	20163	"Mariahout"	51.52333	5.545	48	"AWI"	48	14393	14891	14639	0	1	0	3	0	0	0	0	0	0	0	98	0	0	0	0	0	2	0	0	0	2	0	18	0	0	0	0	1	0	0	7	1	6	0	0	0	0
13445	20163	"Mariahout"	51.52333	5.545	50	"AWI"	50	14429	14929	14678	0	0	0	7	0	84	0	0	0	0	0	129	0	0	0	0	0	7	0	0	0	4	0	33	0	0	0	1	1	0	0	3	0	16	0	0	2	0
13445	20163	"Mariahout"	51.52333	5.545	51	"AWI"	51	14448	14950	14696	0	0	0	6	0	28	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	4	0	39	0	2	0	0	0	0	0	1	0	5	0	0	1	0
