"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Violaceae"	"Vitaceae"
3357	4355	"Popovo Ezero"	41.70757	23.50822	120	"AWI"	120	2704	3739	3119	25	0	15	0	0	0	6	0	10	0	3	0	0	7	0	0	0	3	39	0	0	0	20	1	3	0	0	0	0	8	0	3	0	0	10	355	0	0	0	0	0	28	0	0	5	0	1	0	0	0	0	0	0
3357	4355	"Popovo Ezero"	41.70757	23.50822	130	"AWI"	130	2976	4218	3493	52	2	13	3	0	0	12	0	1	0	3	4	0	0	0	0	0	14	26	0	0	0	2	0	2	1	0	0	8	9	0	1	0	13	3	241	0	0	0	0	0	20	0	0	5	0	0	0	0	3	2	0	0
3357	4355	"Popovo Ezero"	41.70757	23.50822	140	"AWI"	140	3281	4667	3890	91	0	10	0	0	0	10	0	4	0	5	5	0	0	0	0	0	10	15	0	0	0	2	3	4	0	2	0	2	5	0	1	0	0	5	365	0	0	0	0	0	11	0	0	0	0	3	0	3	2	0	0	0
3357	4355	"Popovo Ezero"	41.70757	23.50822	150	"AWI"	150	3602	5051	4278	35	0	14	2	1	0	10	0	12	0	0	4	0	0	0	0	0	2	23	0	0	0	8	0	0	0	1	0	11	0	0	0	0	0	1	422	0	0	0	0	0	25	0	0	0	10	0	0	3	5	0	0	0
3357	4355	"Popovo Ezero"	41.70757	23.50822	160	"AWI"	160	3942	5435	4661	29	0	5	1	0	0	3	14	3	0	1	0	0	0	0	0	0	3	1	0	0	0	1	3	1	0	0	0	11	0	0	0	0	5	4	399	0	0	0	0	0	7	0	0	0	4	0	0	0	2	2	0	0
3357	4355	"Popovo Ezero"	41.70757	23.50822	170	"AWI"	170	4299	5836	5050	35	0	5	1	0	0	1	0	4	0	0	0	0	0	0	0	0	4	3	0	0	0	1	0	0	0	0	0	5	0	2	0	0	0	0	349	0	0	0	0	0	8	0	0	0	4	0	0	0	6	2	1	0
3357	4355	"Popovo Ezero"	41.70757	23.50822	180	"AWI"	180	4674	6196	5438	42	0	3	1	0	0	1	0	2	0	0	0	0	6	0	0	0	2	2	0	0	0	1	0	0	0	0	0	8	0	1	0	0	11	1	388	0	0	0	0	0	9	0	0	1	3	0	0	0	4	6	0	1
3357	4355	"Popovo Ezero"	41.70757	23.50822	190	"AWI"	190	5061	6531	5837	21	0	4	2	2	0	2	0	6	0	1	0	0	0	0	0	0	13	2	0	0	0	2	0	1	0	0	0	4	0	0	0	0	11	0	343	0	0	0	0	0	14	0	0	0	6	1	0	1	5	8	0	0
3357	4355	"Popovo Ezero"	41.70757	23.50822	200	"AWI"	200	5474	6845	6227	57	1	4	0	0	0	3	12	3	0	0	0	0	0	0	0	0	6	3	2	0	0	0	0	0	0	0	0	7	1	0	0	0	3	0	416	0	0	0	0	0	11	0	0	1	8	1	0	0	7	3	0	0
3357	4355	"Popovo Ezero"	41.70757	23.50822	210	"AWI"	210	5895	7150	6615	35	1	1	1	0	2	5	0	2	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	4	1	0	0	0	5	2	348	0	0	0	0	0	17	0	0	0	6	0	1	0	4	2	0	0
3357	4355	"Popovo Ezero"	41.70757	23.50822	220	"AWI"	220	6375	7397	7009	44	0	6	0	1	0	3	12	11	0	0	0	0	5	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	349	0	0	0	0	0	8	0	0	0	2	0	0	0	5	2	0	0
3357	4355	"Popovo Ezero"	41.70757	23.50822	230	"AWI"	230	6948	7615	7401	41	1	0	1	0	0	3	0	22	0	0	0	0	0	0	0	0	29	5	0	0	0	2	0	2	0	0	0	0	1	1	0	0	20	0	247	0	0	0	0	1	34	0	0	1	4	1	0	0	10	5	0	0
3357	4355	"Popovo Ezero"	41.70757	23.50822	250	"AWI"	250	7692	8653	8048	5	2	9	2	3	6	7	34	50	0	0	0	0	0	0	0	0	48	8	0	0	0	0	2	0	0	0	0	25	4	3	0	1	7	1	143	0	0	0	0	2	32	0	0	3	5	3	0	1	31	11	1	0
