"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Tilia"	"Ulmus"
3142	4086	"Hawks Tor"	50.540892	-4.612328	21	"AWI"	21	1813	6891	4681	0	0	0	0	0	0	1	1	0	0	0	1	329	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	126	3	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	23	"AWI"	23	1936	6979	4773	0	0	1	0	0	0	7	1	1	0	0	0	322	0	0	0	0	0	3	0	0	0	1	0	0	0	0	2	40	6	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	25	"AWI"	25	2063	7067	4856	0	0	2	0	0	0	43	0	0	0	0	2	415	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	64	6	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	27	"AWI"	27	2172	7159	4943	0	0	1	0	0	0	16	0	0	0	0	1	231	10	0	0	0	0	0	0	4	0	3	0	0	0	1	0	32	1	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	29	"AWI"	29	2297	7270	5043	0	0	1	0	0	0	8	1	0	0	0	0	138	0	0	0	0	0	0	0	4	0	2	0	0	0	0	1	18	5	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	31	"AWI"	31	2405	7351	5133	0	0	0	0	0	0	22	0	0	0	0	0	287	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	22	10	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	33	"AWI"	33	2529	7415	5228	0	0	1	0	0	0	25	2	0	0	1	0	168	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	44	8	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	35	"AWI"	35	2659	7463	5324	0	0	1	0	5	0	14	0	0	0	0	0	245	7	0	0	0	0	1	0	0	0	1	0	0	0	1	1	47	5	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	37	"AWI"	37	2776	7516	5427	0	0	1	0	0	0	5	0	0	0	0	0	229	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	28	6	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	39	"AWI"	39	2907	7579	5523	0	0	2	0	4	0	20	0	0	0	0	1	158	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	21	7	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	41	"AWI"	41	3025	7654	5618	0	0	1	0	4	0	19	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	45	15	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	43	"AWI"	43	3120	7724	5707	0	0	2	0	5	0	7	1	0	0	0	1	137	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	22	1	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	45	"AWI"	45	3275	7771	5805	0	0	3	0	4	0	1	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	10	9	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	47	"AWI"	47	3393	7864	5913	0	0	0	0	4	0	13	0	0	0	0	0	316	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	49	"AWI"	49	3499	7930	6014	0	0	0	0	0	0	7	0	0	0	0	1	329	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	51	"AWI"	51	3644	7997	6107	0	0	1	0	0	0	5	0	0	0	0	0	98	8	0	0	0	0	11	0	0	0	2	0	0	0	2	0	0	1	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	53	"AWI"	53	3795	8062	6204	0	0	7	0	0	0	5	1	1	0	0	1	65	11	0	2	0	0	12	0	3	0	2	0	0	0	1	1	6	2	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	55	"AWI"	55	3933	8121	6296	0	0	5	0	0	0	22	0	0	0	0	0	21	38	0	1	0	0	10	0	0	0	3	0	0	0	1	0	15	3	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	57	"AWI"	57	4043	8187	6393	0	0	2	0	0	0	16	0	0	0	0	1	65	71	0	0	0	0	9	0	4	0	8	0	0	0	0	0	54	3	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	59	"AWI"	59	4148	8268	6497	0	1	1	0	0	0	39	0	0	0	0	2	51	59	0	1	0	0	7	0	0	0	23	0	0	0	1	0	25	7	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	61	"AWI"	61	4266	8346	6601	0	0	2	1	0	0	106	0	0	0	0	10	23	87	0	0	0	0	0	0	0	0	8	0	0	0	0	0	23	14	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	63	"AWI"	63	4399	8401	6700	0	1	2	0	0	0	459	0	0	0	0	158	150	11	0	0	0	0	0	0	0	0	15	0	0	0	5	0	6	12	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	65	"AWI"	65	4502	8456	6793	0	0	1	0	0	0	335	0	0	0	0	99	104	5	0	0	0	0	0	0	0	0	5	0	0	0	7	0	0	13	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	67	"AWI"	67	4606	8536	6889	0	6	2	1	0	0	200	0	0	0	0	170	93	35	0	1	0	0	0	0	0	0	9	0	0	0	34	0	6	11	0	2
3142	4086	"Hawks Tor"	50.540892	-4.612328	69	"AWI"	69	4691	8640	6988	0	16	2	0	0	0	76	0	0	0	0	63	9	0	0	1	0	0	0	0	0	0	3	0	0	0	29	0	0	1	1	3
3142	4086	"Hawks Tor"	50.540892	-4.612328	71	"AWI"	71	4817	8713	7084	0	19	0	0	0	0	59	0	0	0	0	74	14	0	0	0	0	0	0	0	0	0	2	0	0	0	18	0	0	0	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	73	"AWI"	73	4937	8762	7176	0	17	0	0	0	0	30	0	0	0	0	99	12	0	0	0	0	0	0	0	0	0	2	0	0	0	31	0	0	0	1	3
3142	4086	"Hawks Tor"	50.540892	-4.612328	75	"AWI"	75	5056	8811	7278	0	6	0	0	0	0	26	0	0	0	0	49	13	0	0	1	1	0	0	0	0	0	1	0	0	0	22	0	0	0	0	4
3142	4086	"Hawks Tor"	50.540892	-4.612328	77	"AWI"	77	5193	8872	7376	0	22	0	0	0	0	28	0	0	0	0	81	12	0	0	1	2	0	0	0	0	0	0	0	0	0	26	0	0	1	0	1
3142	4086	"Hawks Tor"	50.540892	-4.612328	79	"AWI"	79	5307	8944	7478	0	1	3	0	0	0	271	0	0	0	0	26	17	54	0	0	0	0	0	0	0	0	14	0	0	0	5	0	14	21	0	1
3142	4086	"Hawks Tor"	50.540892	-4.612328	81	"AWI"	81	5443	9020	7570	0	27	2	0	0	0	21	0	0	0	0	49	6	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	2
3142	4086	"Hawks Tor"	50.540892	-4.612328	83	"AWI"	83	5569	9067	7662	0	12	0	0	0	0	24	0	0	0	0	63	21	0	0	1	0	0	0	0	0	0	2	0	0	0	24	0	0	0	0	2
3142	4086	"Hawks Tor"	50.540892	-4.612328	85	"AWI"	85	5690	9127	7764	0	13	0	1	0	0	15	0	0	0	0	34	25	0	0	2	2	0	0	0	0	0	0	0	0	0	11	0	0	1	0	1
3142	4086	"Hawks Tor"	50.540892	-4.612328	87	"AWI"	87	5786	9202	7869	0	11	0	0	0	0	7	0	0	0	0	47	10	0	0	0	0	0	0	0	0	0	1	0	0	0	13	0	0	0	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	89	"AWI"	89	5885	9292	7962	0	16	0	0	0	0	35	0	0	0	0	103	19	0	0	2	0	0	0	0	0	0	1	0	0	0	31	0	0	1	1	1
3142	4086	"Hawks Tor"	50.540892	-4.612328	91	"AWI"	91	6036	9368	8054	0	22	0	0	0	0	34	0	0	0	0	107	20	0	0	0	0	0	0	0	0	0	2	0	0	0	30	0	0	1	0	7
3142	4086	"Hawks Tor"	50.540892	-4.612328	92	"AWI"	92	6100	9389	8097	0	18	1	0	0	0	48	0	0	0	0	60	31	0	0	1	0	0	0	0	0	0	1	0	0	0	23	0	3	1	1	3
3142	4086	"Hawks Tor"	50.540892	-4.612328	93	"AWI"	93	6170	9412	8145	0	11	0	0	0	0	56	0	0	0	0	80	44	0	0	1	0	0	0	1	0	0	1	0	0	0	29	0	10	0	0	4
3142	4086	"Hawks Tor"	50.540892	-4.612328	94	"AWI"	94	6224	9431	8194	0	14	0	0	0	0	31	0	0	0	0	57	25	0	0	0	0	0	0	0	0	0	3	0	0	0	35	0	8	0	1	5
3142	4086	"Hawks Tor"	50.540892	-4.612328	95	"AWI"	95	6295	9458	8241	0	12	0	0	0	0	27	0	0	0	0	49	17	0	0	0	1	0	0	0	0	0	0	0	0	0	31	0	5	0	1	3
3142	4086	"Hawks Tor"	50.540892	-4.612328	96	"AWI"	96	6357	9484	8287	0	10	0	0	0	0	116	0	0	0	0	167	51	0	0	0	0	0	0	0	0	0	5	0	0	0	47	0	14	4	1	6
3142	4086	"Hawks Tor"	50.540892	-4.612328	97	"AWI"	97	6397	9518	8333	0	9	0	1	0	0	58	0	0	0	0	109	133	13	0	1	0	0	0	0	0	0	2	0	0	0	32	0	12	0	0	4
3142	4086	"Hawks Tor"	50.540892	-4.612328	98	"AWI"	98	6449	9558	8377	0	3	0	0	0	0	53	0	0	0	0	67	5	0	0	0	0	0	0	0	0	0	4	0	0	0	23	0	0	0	0	8
3142	4086	"Hawks Tor"	50.540892	-4.612328	99	"AWI"	99	6511	9590	8420	0	9	0	0	0	0	40	0	0	0	0	89	16	0	0	0	0	0	0	0	0	0	3	0	0	0	45	0	0	1	0	7
3142	4086	"Hawks Tor"	50.540892	-4.612328	101	"AWI"	101	6657	9648	8506	0	15	0	0	0	0	23	0	0	0	0	74	8	0	0	2	3	0	0	0	0	0	4	0	0	0	28	0	0	0	0	4
3142	4086	"Hawks Tor"	50.540892	-4.612328	103	"AWI"	103	6807	9694	8593	0	28	0	1	0	0	15	0	0	0	0	65	12	0	0	0	2	0	0	0	0	0	4	0	0	0	26	0	13	0	0	6
3142	4086	"Hawks Tor"	50.540892	-4.612328	105	"AWI"	105	6977	9754	8687	0	9	0	0	0	0	13	0	0	0	0	62	17	0	0	0	1	0	0	0	0	1	2	0	0	0	27	0	7	0	0	1
3142	4086	"Hawks Tor"	50.540892	-4.612328	106	"AWI"	106	7042	9784	8735	0	14	0	2	0	0	21	0	0	0	0	44	3	0	0	0	0	0	0	0	0	0	1	0	0	0	28	0	6	0	0	7
3142	4086	"Hawks Tor"	50.540892	-4.612328	107	"AWI"	107	7089	9823	8778	0	16	0	2	0	0	19	0	0	0	0	42	2	0	0	0	1	0	0	0	0	0	3	0	0	0	31	0	10	0	0	6
3142	4086	"Hawks Tor"	50.540892	-4.612328	108	"AWI"	108	7156	9864	8825	0	11	0	0	0	0	24	0	0	0	0	88	1	0	0	0	1	0	0	0	0	0	1	0	0	0	32	0	14	1	1	6
3142	4086	"Hawks Tor"	50.540892	-4.612328	109	"AWI"	109	7212	9902	8871	0	14	0	0	0	0	25	0	0	0	0	85	17	0	0	0	0	0	0	1	0	0	2	0	0	0	39	1	9	6	0	3
3142	4086	"Hawks Tor"	50.540892	-4.612328	110	"AWI"	110	7269	9950	8917	0	13	0	0	0	0	40	1	0	0	0	100	24	0	0	0	1	0	0	0	0	0	3	0	0	0	41	0	0	4	1	1
3142	4086	"Hawks Tor"	50.540892	-4.612328	111	"AWI"	111	7365	9967	8956	0	0	0	0	0	0	20	0	0	0	0	64	2	0	0	0	0	0	0	0	0	0	2	0	0	0	23	0	0	11	1	3
3142	4086	"Hawks Tor"	50.540892	-4.612328	112	"AWI"	112	7442	9980	8996	0	3	0	0	0	0	26	0	0	0	0	81	1	0	0	0	0	0	0	0	0	0	3	0	0	0	33	0	0	32	0	1
3142	4086	"Hawks Tor"	50.540892	-4.612328	113	"AWI"	113	7517	9997	9043	0	7	0	0	0	0	23	0	0	0	0	61	8	10	0	0	0	0	0	0	0	0	3	0	0	0	25	0	0	13	0	2
3142	4086	"Hawks Tor"	50.540892	-4.612328	114	"AWI"	114	7601	10018	9090	0	7	1	0	0	0	28	0	0	0	0	110	23	0	0	0	1	0	0	0	0	0	2	0	0	0	24	0	0	4	0	2
3142	4086	"Hawks Tor"	50.540892	-4.612328	115	"AWI"	115	7682	10038	9137	0	10	0	0	0	0	24	0	0	0	0	72	10	0	0	1	0	0	0	0	0	0	2	0	0	0	11	0	0	1	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	116	"AWI"	116	7747	10067	9185	0	3	0	0	0	0	5	0	0	0	0	32	7	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	3	0	1
3142	4086	"Hawks Tor"	50.540892	-4.612328	117	"AWI"	117	7821	10095	9232	0	3	0	0	0	0	1	0	0	0	0	10	22	0	0	1	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	118	"AWI"	118	7878	10118	9285	0	1	0	0	0	0	1	0	0	0	0	1	17	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	119	"AWI"	119	7929	10157	9335	0	3	0	0	0	0	4	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	120	"AWI"	120	7988	10208	9391	0	2	0	0	0	0	3	0	0	0	0	5	38	0	0	1	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	1
3142	4086	"Hawks Tor"	50.540892	-4.612328	121	"AWI"	121	8107	10217	9431	0	3	1	0	0	0	2	0	0	0	0	10	31	0	0	1	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	122	"AWI"	122	8185	10234	9473	0	3	0	0	0	0	0	0	0	0	0	9	79	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	4	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	123	"AWI"	123	8298	10246	9514	0	6	1	0	0	0	5	2	0	0	0	11	71	0	0	0	0	1	0	0	0	0	1	0	0	0	15	0	0	0	0	2
3142	4086	"Hawks Tor"	50.540892	-4.612328	124	"AWI"	124	8377	10261	9558	0	2	0	0	0	0	5	1	0	0	0	6	28	0	0	0	0	0	0	0	0	0	2	0	0	0	16	0	0	2	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	125	"AWI"	125	8472	10278	9606	1	6	2	0	0	0	6	0	0	0	0	8	103	0	0	1	1	0	0	0	0	0	1	0	0	0	13	0	0	0	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	126	"AWI"	126	8533	10303	9652	0	3	0	0	0	0	6	1	0	0	0	11	104	0	0	2	1	0	0	0	0	0	1	0	0	0	9	0	0	1	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	127	"AWI"	127	8588	10327	9699	1	0	0	0	0	0	7	1	0	0	0	17	48	0	0	3	0	0	0	0	0	1	1	0	0	0	15	0	0	1	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	128	"AWI"	128	8636	10354	9753	0	1	0	0	0	0	5	2	0	0	0	11	36	0	0	2	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	129	"AWI"	129	8689	10390	9800	0	1	1	0	0	0	6	0	0	0	0	16	71	0	0	2	1	0	1	0	0	0	1	0	0	0	8	0	0	1	0	0
3142	4086	"Hawks Tor"	50.540892	-4.612328	130	"AWI"	130	8748	10437	9850	0	1	2	0	0	0	5	1	0	0	0	11	101	0	0	0	2	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
