"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	120	"AWI"	120	2468	3731	3070	28	2	203	1	3	0	0	5	0	0	4	1	0	0	0	1	0	0	0	9	0	504	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	35	46	0	0	0	0	0	8	2	0	0	0	0	9	1	0	3	0	4	2	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	130	"AWI"	130	2732	4012	3364	14	0	235	0	8	0	0	1	0	0	4	0	0	0	0	3	0	0	0	13	0	451	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	28	53	0	0	0	0	0	7	0	0	0	0	1	11	2	0	1	0	3	1	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	150	"AWI"	150	3293	4559	3939	20	2	216	1	6	0	1	1	0	0	1	0	1	0	0	1	0	0	0	11	1	831	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	52	79	0	0	0	0	0	3	0	0	0	0	0	3	1	0	0	0	6	1	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	160	"AWI"	160	3581	4824	4228	15	0	138	1	2	0	0	0	0	0	4	0	2	0	0	0	0	0	0	9	0	616	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	30	48	0	0	0	0	0	8	5	0	0	0	1	1	0	0	0	0	3	0	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	170	"AWI"	170	3907	5082	4517	14	0	158	0	17	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	0	624	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	28	51	0	0	0	0	0	2	0	0	0	0	0	5	0	0	2	0	3	0	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	180	"AWI"	180	4205	5315	4812	20	0	93	0	28	0	0	0	0	0	9	0	1	0	0	5	0	0	2	12	0	469	0	0	0	0	0	6	0	0	1	0	0	0	1	3	0	0	0	0	26	61	0	0	0	0	0	1	5	0	0	0	0	12	5	0	6	0	7	0	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	190	"AWI"	190	4535	5541	5105	31	0	52	0	22	0	1	5	0	0	3	1	0	0	0	0	0	1	0	32	0	579	0	0	0	0	0	2	0	0	0	0	0	1	0	3	0	0	0	0	49	119	0	0	0	0	0	5	8	0	0	0	2	8	32	0	8	0	3	1	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	200	"AWI"	200	4902	5753	5393	51	1	47	2	3	0	0	5	0	0	14	0	4	0	0	3	0	0	0	41	0	273	0	0	0	0	0	2	3	0	3	0	0	0	0	6	0	1	0	0	29	131	0	0	0	0	0	13	7	0	0	0	0	15	35	0	13	0	14	0	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	210	"AWI"	210	5344	5916	5660	79	1	83	1	2	0	0	1	0	0	11	0	2	0	0	11	0	0	0	35	0	1026	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	3	0	0	67	191	0	0	0	0	0	10	11	0	0	0	2	17	17	0	5	0	4	1	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	220	"AWI"	220	5545	6442	5937	56	0	66	0	4	0	0	5	0	0	9	0	1	0	0	2	0	0	0	40	0	1123	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	2	0	0	37	155	0	0	0	0	0	11	15	0	0	0	2	41	28	0	9	0	6	3	1
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	230	"AWI"	230	5755	6876	6225	37	3	49	1	3	0	0	1	0	0	6	0	1	0	0	3	0	0	0	35	0	523	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	22	88	0	0	0	0	0	5	4	0	0	0	0	13	13	0	8	0	10	0	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	240	"AWI"	240	5958	7264	6509	53	0	67	0	2	0	0	4	0	0	13	0	2	0	0	17	0	0	0	40	0	394	0	0	0	0	0	0	2	0	5	0	0	1	0	4	0	0	0	0	23	115	0	0	0	0	0	6	14	0	0	0	2	17	19	0	16	0	13	0	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	260	"AWI"	260	6397	8010	7086	7	0	30	0	2	0	0	0	0	0	3	0	0	0	0	3	0	0	0	30	0	125	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	2	17	0	0	0	0	0	2	6	0	0	0	2	14	6	0	2	0	7	0	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	290	"AWI"	290	7105	9056	7965	13	0	28	0	0	0	0	0	0	0	10	0	0	0	0	4	0	0	0	24	0	55	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	3	43	0	0	0	0	0	3	4	0	0	0	0	19	9	0	9	0	11	0	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	310	"AWI"	310	7570	9761	8550	17	0	53	0	2	0	0	0	0	0	16	1	2	0	0	7	0	0	0	21	0	110	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	3	0	0	1	52	0	0	0	0	0	3	2	0	0	0	0	28	9	0	6	0	5	0	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	320	"AWI"	320	7824	10118	8844	20	0	62	1	3	0	0	2	0	0	22	0	3	0	0	5	0	0	0	59	0	91	0	0	0	0	0	2	1	0	2	0	0	1	0	3	0	2	0	0	1	73	0	0	0	0	0	10	10	0	0	0	0	27	11	0	9	3	18	0	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	330	"AWI"	330	8075	10436	9136	33	0	23	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	24	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	78	0	0	0	0	0	4	4	0	0	0	0	9	6	0	5	0	7	2	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	340	"AWI"	340	8317	10793	9417	21	0	21	0	0	0	0	1	0	0	22	0	0	0	0	2	0	0	0	25	0	22	0	0	0	0	0	1	3	0	0	0	0	0	0	3	0	2	0	0	1	40	0	0	0	0	0	9	12	0	0	0	0	20	10	0	4	0	15	0	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	360	"AWI"	360	8802	11455	9998	31	0	50	0	0	0	0	3	0	0	15	0	1	0	0	8	0	0	0	35	1	128	0	0	0	0	0	0	0	0	3	0	0	1	0	4	0	3	0	0	2	64	0	0	0	0	0	10	14	0	0	0	1	22	16	0	5	0	22	2	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	370	"AWI"	370	9063	11782	10292	35	1	0	0	0	0	0	1	0	0	8	1	1	0	0	1	0	0	0	11	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	38	0	0	0	0	0	3	2	0	0	0	1	11	0	0	1	0	13	0	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	380	"AWI"	380	9329	12101	10587	31	0	0	1	0	0	0	1	0	0	10	0	1	0	0	6	0	0	0	35	0	101	0	0	0	0	0	1	1	1	1	0	0	0	0	2	0	0	0	0	1	84	0	0	0	0	0	10	11	0	0	0	0	28	1	0	4	0	12	1	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	390	"AWI"	390	9574	12416	10868	41	0	34	0	0	0	0	2	0	0	19	0	1	0	0	12	0	0	0	52	0	83	1	0	0	0	0	1	4	0	0	0	0	0	0	6	0	2	0	0	1	88	0	0	0	0	0	16	14	0	0	0	0	10	12	0	8	4	21	0	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	400	"AWI"	400	9840	12735	11161	52	0	0	0	0	0	0	1	0	0	24	0	0	0	0	2	0	0	0	59	0	54	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	110	0	0	0	0	0	10	5	0	0	0	0	14	6	0	5	0	20	0	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	410	"AWI"	410	10090	13058	11440	18	0	0	0	0	0	0	1	0	0	2	0	2	0	0	2	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	4	2	0	2	0	1	0	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	422	"AWI"	422	10405	13475	11797	21	0	8	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	14	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	3	2	0	0	0	0	5	0	0	1	0	3	0	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	432	"AWI"	432	10644	13809	12091	13	0	0	0	0	0	0	8	0	0	12	0	0	0	0	4	0	0	0	59	0	30	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	113	0	0	0	0	0	4	4	0	0	0	1	15	7	0	4	0	27	0	0
14540	40579	"Alpi di Robièi Val Bavona"	46.445	8.51833	442	"AWI"	442	10888	14115	12386	0	0	0	0	0	0	0	2	0	0	17	0	0	0	0	0	0	0	0	10	0	11	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	128	0	0	0	0	0	3	0	0	0	4	0	3	5	0	0	0	11	0	0
