"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
15798	24277	"Weiherlohe"	49.72972	12.3875	140	"AWI"	140	8083	9048	8512	0	1	23	0	1	3	0	218	0	0	2	0	0	0	0	0	277	0	39	0	0	2	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	2	255	0	0	0	4	0	36	0	0	0	0	53	0	0	0	0	42	34	1
15798	24277	"Weiherlohe"	49.72972	12.3875	150	"AWI"	150	8397	9591	8922	0	0	10	0	11	3	3	655	0	1	1	1	0	0	0	0	486	0	61	0	0	0	0	0	1	11	2	0	0	0	9	0	0	1	0	0	0	0	5	322	0	0	0	7	0	58	0	0	0	0	14	0	1	0	0	44	36	0
15798	24277	"Weiherlohe"	49.72972	12.3875	160	"AWI"	160	8699	10263	9406	10	0	10	0	1	1	0	248	0	0	0	1	0	0	0	0	336	0	20	0	0	3	0	0	10	1	1	0	0	0	13	0	0	0	0	0	0	0	30	237	0	0	0	5	0	40	0	0	0	0	153	0	0	0	0	17	17	1
15798	24277	"Weiherlohe"	49.72972	12.3875	170	"AWI"	170	9110	10715	9914	0	0	6	0	1	4	0	468	0	0	1	0	0	0	0	0	225	0	163	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	390	0	0	0	12	0	14	0	0	9	0	12	0	0	0	0	0	14	2
15798	24277	"Weiherlohe"	49.72972	12.3875	180	"AWI"	180	9620	11032	10402	0	0	4	3	7	38	3	304	0	6	1	0	0	0	0	0	8	1	131	0	0	0	1	0	0	0	0	2	0	0	22	0	22	0	0	3	0	0	0	293	0	0	0	0	0	1	0	0	2	6	134	0	0	0	3	0	0	1
15798	24277	"Weiherlohe"	49.72972	12.3875	190	"AWI"	190	10522	12068	11152	0	0	1	1	7	9	0	241	0	0	0	0	0	0	0	0	0	1	565	0	0	0	0	0	0	0	0	0	1	0	29	0	119	0	0	0	0	0	0	321	0	0	0	3	0	0	0	0	4	2	19	0	0	0	1	0	1	11
15798	24277	"Weiherlohe"	49.72972	12.3875	200	"AWI"	200	11414	13517	12720	0	0	3	2	11	17	18	40	0	9	3	0	0	22	0	12	3	0	519	0	0	0	0	0	0	0	0	1	0	0	16	0	13	0	0	2	0	0	0	73	0	0	0	0	0	2	0	0	23	30	175	0	0	0	7	0	0	1
15798	24277	"Weiherlohe"	49.72972	12.3875	201	"AWI"	201	11593	13567	12815	0	0	1	0	0	14	0	16	0	13	0	0	0	4	0	4	0	0	811	0	0	0	0	0	0	0	0	0	0	0	22	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	1	6	0	0	0	22	0	0	0
15798	24277	"Weiherlohe"	49.72972	12.3875	202	"AWI"	202	11708	13645	12917	0	0	1	1	0	17	0	18	0	14	0	0	0	8	0	6	1	0	997	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	1	5	0	0	0	11	0	1	0
15798	24277	"Weiherlohe"	49.72972	12.3875	203	"AWI"	203	11801	13707	13022	0	0	0	2	0	12	0	13	0	3	0	0	0	2	0	1	1	0	901	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	2	1	0	0	0	11	0	0	0
15798	24277	"Weiherlohe"	49.72972	12.3875	204	"AWI"	204	11868	13820	13134	0	0	0	0	0	8	0	5	0	3	0	0	0	3	0	1	1	0	809	0	0	0	0	0	0	0	0	0	0	0	24	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	1	2	0	0	0	6	0	0	0
15798	24277	"Weiherlohe"	49.72972	12.3875	205	"AWI"	205	11927	13959	13228	0	0	0	0	0	4	3	5	0	8	0	0	0	3	0	0	0	0	872	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	2	0	0	0	0	6	0	0	0
15798	24277	"Weiherlohe"	49.72972	12.3875	206	"AWI"	206	11981	14165	13319	0	0	0	0	1	11	0	11	0	11	0	0	0	5	0	3	1	0	891	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	1	0
15798	24277	"Weiherlohe"	49.72972	12.3875	207	"AWI"	207	12045	14392	13404	0	0	2	4	0	13	0	5	0	14	0	0	0	9	0	0	0	0	795	1	0	0	0	0	0	0	0	0	0	0	39	0	2	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	1	0	3	0	0	0	5	0	1	0
