"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3204	4162	"Krageholmssjön"	55.50078	13.74492	740	"AWI"	740	5772	7071	6419	0	270	0	0	4	1	0	111	0	0	1	0	0	1	289	4	0	0	0	0	1	71	0	32	0	0	0	0	1	0	70	0	0	0	0	0	201	0	0	0	0	0	3	0	0	0	0	58	143	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	750	"AWI"	750	5845	7163	6505	0	310	0	0	1	3	0	108	0	0	1	0	0	0	263	11	0	0	0	0	2	89	0	24	0	0	0	0	0	0	84	0	0	0	0	0	199	0	0	0	0	0	3	1	0	0	0	47	120	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	760	"AWI"	760	5923	7264	6589	0	277	0	1	0	1	0	96	0	0	0	0	0	0	100	5	0	0	0	0	1	75	0	43	0	0	0	0	2	0	76	0	0	0	0	0	185	0	0	3	0	0	0	0	0	0	0	17	106	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	770	"AWI"	770	5996	7366	6674	0	198	0	0	2	1	0	59	0	0	0	0	0	0	260	3	0	0	0	0	0	82	0	0	1	0	0	0	0	1	81	0	0	0	0	0	172	0	0	3	0	0	0	2	0	0	0	39	87	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	780	"AWI"	780	6068	7472	6761	0	281	0	0	1	1	0	82	0	0	0	0	0	0	368	6	0	0	0	0	1	72	0	58	0	0	0	0	0	0	83	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	50	114	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	790	"AWI"	790	6137	7570	6849	0	280	0	1	1	2	0	65	0	0	0	0	0	0	330	6	0	0	0	0	1	63	0	18	0	0	0	0	0	0	49	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	60	91	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	800	"AWI"	800	6217	7653	6937	0	246	1	1	1	1	0	67	0	0	0	0	0	0	476	5	0	0	0	0	0	47	0	84	0	0	0	0	0	1	38	0	0	0	0	0	150	0	1	0	0	0	1	0	0	1	0	26	111	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	810	"AWI"	810	6295	7755	7024	0	227	0	1	0	1	0	92	0	0	0	0	0	0	380	3	0	0	0	0	0	42	0	12	0	0	0	0	0	1	72	0	0	0	0	0	145	0	0	3	0	0	5	0	0	0	0	44	97	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	820	"AWI"	820	6377	7842	7107	0	325	0	1	0	5	0	93	0	0	0	0	0	0	526	4	0	0	0	0	0	65	0	1	0	0	0	0	0	1	117	0	0	0	0	0	209	0	0	0	0	0	9	0	0	0	0	71	105	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	830	"AWI"	830	6455	7943	7194	0	252	2	0	0	1	0	119	0	0	0	0	0	0	488	2	0	0	0	0	0	27	0	26	0	0	0	0	0	2	252	0	0	0	0	0	137	0	0	0	0	0	2	0	0	0	0	56	102	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	840	"AWI"	840	6539	8029	7282	0	237	0	0	2	0	0	75	0	0	0	0	0	0	449	1	0	0	0	0	0	13	0	15	0	0	0	0	0	1	118	0	0	0	0	0	182	0	0	0	0	0	2	0	0	0	0	51	89	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	850	"AWI"	850	6612	8130	7368	0	85	0	0	0	0	0	30	0	0	0	0	0	0	166	1	0	0	0	0	0	6	0	32	0	0	0	0	0	1	33	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	26	38	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	860	"AWI"	860	6691	8213	7456	0	199	0	0	4	0	0	87	0	0	1	0	0	0	354	0	0	0	0	0	0	11	0	56	1	0	0	0	0	0	95	0	0	0	0	0	96	0	0	0	0	0	2	0	0	0	0	58	98	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	870	"AWI"	870	6759	8312	7545	0	228	0	0	4	0	0	110	0	0	0	0	0	0	404	5	0	0	0	0	0	13	0	85	0	0	0	0	0	0	100	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	47	119	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	880	"AWI"	880	6858	8396	7632	0	242	1	0	2	1	0	105	0	0	0	0	0	0	327	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	105	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	66	100	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	900	"AWI"	900	7036	8553	7808	0	73	0	0	0	0	0	34	0	0	0	0	1	0	119	4	0	0	0	0	0	1	0	24	0	0	0	0	0	0	54	0	0	0	0	0	32	0	1	0	0	0	0	0	0	0	0	22	46	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	950	"AWI"	950	7464	8972	8250	0	87	0	0	0	0	0	53	0	0	0	0	1	0	117	2	0	0	0	0	0	2	0	11	0	0	0	0	1	0	56	0	0	0	0	0	51	0	0	0	0	0	2	0	0	0	0	24	51	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	1000	"AWI"	1000	7948	9354	8684	0	84	1	0	0	0	0	50	0	0	0	0	0	0	183	2	0	0	0	0	1	0	0	9	0	0	0	0	0	0	75	0	0	0	0	0	29	0	0	0	0	0	1	0	0	0	0	29	45	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	1050	"AWI"	1050	8435	9728	9116	0	83	0	0	0	1	0	70	0	0	0	0	0	0	213	3	0	0	0	0	0	0	0	36	0	0	0	0	0	0	87	0	0	0	0	0	16	0	0	0	0	0	1	0	0	0	0	7	26	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	1100	"AWI"	1100	8990	10089	9536	0	50	0	0	0	0	0	63	0	0	0	0	0	0	225	6	0	0	0	0	0	0	0	55	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	29	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	1150	"AWI"	1150	9521	10548	10045	0	1	0	0	0	0	0	49	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	65	1	0	0	0	0	0	154	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	3	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	1200	"AWI"	1200	9971	11178	10559	0	0	0	0	0	0	0	229	0	0	0	0	1	0	21	11	0	0	0	0	0	0	0	54	0	0	0	0	0	0	186	0	0	0	2	0	1	0	0	0	0	0	10	0	0	0	0	0	3	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	1240	"AWI"	1240	10232	11706	10904	0	3	2	0	0	6	0	38	0	0	0	0	2	0	2	28	0	0	0	0	0	0	0	12	0	0	0	0	0	0	98	0	0	0	1	0	0	0	0	0	0	0	13	0	0	0	0	0	1	0	0
