"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Corylus"	"Cucurbitaceae"	"Cyperaceae"	"Dioscoreaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26058	45200	"Bradfiel Woods"	52.18194	0.83417	7.5	"AWI"	7.5	-50.5	-43	-46.5	0	8	50	6	0	0	0	0	0	0	27	0	5	0	0	1	3	1	209	0	1	0	0	32	0	5	53	0	0	0	1	0	1	0	0	1	2	30	0	204	0	0	0	10	194	11	0	0	0	24	8	3	0	5	1	0	0	3	3
26058	45200	"Bradfiel Woods"	52.18194	0.83417	9.3	"AWI"	9.3	-47.7	-40.4	-43.7	0	3	31	8	0	0	1	0	0	0	54	1	6	0	0	0	4	0	221	0	3	0	0	16	0	10	60	1	0	0	0	0	1	0	0	1	0	24	0	229	0	0	0	11	214	11	0	0	0	22	0	2	0	0	0	0	0	13	5
26058	45200	"Bradfiel Woods"	52.18194	0.83417	9.8	"AWI"	9.8	-47.2	-39.4	-43.2	0	3	70	6	0	0	0	1	0	0	13	1	3	0	0	1	1	1	239	0	2	2	0	29	0	6	66	0	0	0	0	0	0	0	0	0	0	27	0	180	0	0	0	3	233	17	0	0	0	26	4	0	0	1	1	0	1	20	2
26058	45200	"Bradfiel Woods"	52.18194	0.83417	10.3	"AWI"	10.3	-46.4	-38.7	-42.4	0	0	41	9	0	0	2	0	0	0	26	0	6	0	0	2	4	1	224	0	2	0	0	29	0	13	68	0	0	0	0	0	0	0	0	0	0	24	0	217	0	0	0	12	208	17	0	0	0	20	3	2	0	3	0	0	0	13	3
26058	45200	"Bradfiel Woods"	52.18194	0.83417	10.8	"AWI"	10.8	-45.4	-38.2	-41.4	0	0	47	23	0	0	3	0	0	0	25	0	3	0	0	0	0	1	224	0	0	0	0	28	0	9	47	0	0	0	0	0	1	0	0	0	0	42	0	184	0	0	0	8	232	20	0	0	0	25	7	2	0	5	0	0	0	16	4
26058	45200	"Bradfiel Woods"	52.18194	0.83417	11.5	"AWI"	11.5	-44.5	-36.5	-40.5	0	4	57	12	0	0	1	2	0	0	29	0	6	0	0	0	2	0	243	0	0	0	0	45	0	5	51	0	0	0	0	0	0	0	0	1	0	11	0	224	0	0	0	8	201	20	0	0	0	23	4	0	0	0	0	0	1	17	3
26058	45200	"Bradfiel Woods"	52.18194	0.83417	12.5	"AWI"	12.5	-42.5	-34.5	-39	1	6	76	6	1	0	0	0	4	0	43	0	6	0	0	0	4	1	212	0	2	0	0	39	0	15	52	0	0	1	0	0	1	0	0	0	0	25	0	185	0	0	0	4	184	46	0	0	0	17	1	0	0	1	0	0	0	16	3
26058	45200	"Bradfiel Woods"	52.18194	0.83417	13.7	"AWI"	13.7	-40.3	-31.9	-36.6	0	0	56	11	0	0	0	0	0	0	17	0	3	0	0	3	1	0	267	0	2	2	0	39	0	12	49	0	0	0	0	0	0	0	0	1	0	26	0	184	0	0	0	7	211	29	0	0	0	20	3	0	0	0	0	0	0	17	5
26058	45200	"Bradfiel Woods"	52.18194	0.83417	13.2	"AWI"	13.2	-40.8	-33.4	-37.6	0	4	57	6	0	0	1	1	1	0	24	0	5	1	0	0	5	0	224	0	3	0	0	56	0	6	44	0	0	0	0	0	1	0	0	0	0	19	0	236	0	0	0	2	201	25	0	0	0	27	5	0	0	2	1	1	0	16	2
26058	45200	"Bradfiel Woods"	52.18194	0.83417	14.4	"AWI"	14.4	-39.2	-30.2	-35.2	0	2	85	10	0	0	2	0	0	0	49	0	8	0	0	3	1	0	205	0	1	0	0	31	0	17	34	1	0	0	0	0	0	0	0	0	0	28	0	206	0	3	0	1	197	25	0	0	0	17	5	0	0	2	1	0	1	17	6
26058	45200	"Bradfiel Woods"	52.18194	0.83417	14	"AWI"	14	-40	-31	-36	0	1	85	7	0	0	0	1	0	0	38	0	6	0	0	0	1	0	232	0	3	0	0	29	0	17	44	0	0	0	0	0	0	0	0	1	0	17	0	203	0	0	0	6	159	35	27	0	0	32	3	1	0	0	1	0	0	12	4
26058	45200	"Bradfiel Woods"	52.18194	0.83417	14.9	"AWI"	14.9	-38.2	-29.2	-34.2	0	0	65	7	0	0	0	1	0	0	27	0	9	0	0	1	4	0	259	1	1	0	0	35	0	10	48	0	0	1	0	0	0	0	0	1	0	14	0	211	0	0	0	3	203	20	0	0	0	20	4	0	0	3	0	1	0	9	6
26058	45200	"Bradfiel Woods"	52.18194	0.83417	15.2	"AWI"	15.2	-37.6	-28.4	-33.4	0	3	62	6	0	0	0	0	1	0	50	0	8	0	0	0	8	1	191	0	7	0	0	33	0	16	38	0	0	0	0	0	3	0	0	0	0	25	0	198	0	0	0	4	189	30	21	0	0	26	3	0	0	3	3	0	1	12	6
26058	45200	"Bradfiel Woods"	52.18194	0.83417	16	"AWI"	16	-36	-26	-31	0	0	34	6	0	0	0	0	0	0	64	0	17	0	0	2	6	1	251	0	2	0	0	15	0	38	43	0	0	0	0	0	3	0	0	0	0	15	0	149	0	0	0	4	232	29	0	0	0	9	3	0	0	0	0	0	0	9	5
26058	45200	"Bradfiel Woods"	52.18194	0.83417	15.7	"AWI"	15.7	-36.6	-26.9	-31.9	1	0	59	5	0	0	0	0	0	0	16	0	12	0	0	0	4	0	277	1	2	1	0	26	0	34	41	0	0	0	0	0	0	0	0	0	0	25	0	155	0	1	0	5	233	31	0	0	0	22	2	1	0	1	0	1	0	5	5
26058	45200	"Bradfiel Woods"	52.18194	0.83417	16.8	"AWI"	16.8	-33.6	-22.8	-28.6	1	2	24	3	0	0	0	0	0	0	4	0	13	0	0	1	5	0	65	0	3	0	0	9	0	465	20	0	0	0	0	0	2	0	0	0	0	9	0	108	0	0	0	0	218	8	0	0	0	4	0	0	0	0	0	0	0	8	2
26058	45200	"Bradfiel Woods"	52.18194	0.83417	16.4	"AWI"	16.4	-34.8	-24.4	-29.8	0	0	18	3	0	0	0	0	0	0	2	0	7	0	0	0	4	1	79	0	4	2	0	18	0	360	32	0	0	0	0	0	3	0	0	0	0	5	0	137	0	1	0	2	242	13	0	0	0	8	0	0	0	0	0	0	0	4	3
26058	45200	"Bradfiel Woods"	52.18194	0.83417	17.2	"AWI"	17.2	-32.6	-20.8	-27.4	0	0	23	8	0	0	0	1	0	0	6	0	7	0	0	0	3	0	77	0	3	0	0	8	0	215	34	0	0	0	0	0	1	0	0	0	2	6	0	131	0	1	0	2	359	13	0	1	0	20	1	0	0	4	0	2	0	7	6
26058	45200	"Bradfiel Woods"	52.18194	0.83417	17.5	"AWI"	17.5	-32	-19	-26.5	0	0	32	6	0	0	0	1	0	0	7	0	18	0	0	1	4	0	102	0	2	0	0	14	0	160	37	0	0	0	0	0	0	0	0	0	0	12	0	152	0	1	0	3	366	27	0	0	0	13	0	0	0	0	0	1	1	14	7
26058	45200	"Bradfiel Woods"	52.18194	0.83417	17.8	"AWI"	17.8	-31.4	-17.2	-25.6	1	0	22	3	0	0	0	0	0	0	0	0	16	0	0	0	3	1	77	0	4	0	0	9	0	58	32	0	0	0	0	0	2	0	0	0	0	10	0	125	0	0	0	0	490	20	0	0	0	11	0	0	0	1	0	0	0	6	8
26058	45200	"Bradfiel Woods"	52.18194	0.83417	18.1	"AWI"	18.1	-30.3	-14.8	-24.1	0	0	19	6	0	0	0	0	0	0	4	4	14	0	0	1	3	0	71	0	6	0	0	8	0	35	58	0	0	0	0	0	2	0	0	1	0	4	0	165	0	1	0	0	484	13	0	0	0	7	0	0	1	0	0	0	1	12	4
26058	45200	"Bradfiel Woods"	52.18194	0.83417	18.4	"AWI"	18.4	-28.2	-11.2	-21.4	0	1	20	6	0	0	0	1	1	0	2	0	11	0	0	0	1	0	55	0	3	0	0	4	0	48	29	0	0	0	0	0	0	0	0	0	0	15	0	153	0	2	0	1	492	13	0	0	0	15	0	0	0	3	0	0	0	8	2
26058	45200	"Bradfiel Woods"	52.18194	0.83417	18.9	"AWI"	18.9	-24.7	-5.20000000000002	-16.9	0	0	9	7	0	0	0	0	0	0	2	0	7	0	0	0	2	0	41	0	5	0	0	8	0	11	21	0	0	0	0	0	0	0	0	0	0	13	0	151	1	2	0	0	571	28	0	0	0	9	0	0	0	1	0	3	0	8	1
26058	45200	"Bradfiel Woods"	52.18194	0.83417	18.7	"AWI"	18.7	-26.1	-7.60000000000001	-18.7	0	1	21	6	0	0	1	1	0	0	1	0	8	1	0	0	1	1	47	0	2	0	0	9	0	32	24	0	0	0	0	0	1	0	0	0	0	10	0	135	0	2	0	1	535	21	0	0	0	7	1	0	0	0	0	1	1	2	4
26058	45200	"Bradfiel Woods"	52.18194	0.83417	19.2	"AWI"	19.2	-23.2	-0.400000000000013	-14.4	1	0	10	9	0	0	0	1	0	0	3	0	7	0	0	0	3	0	37	0	6	0	0	10	0	4	13	0	0	0	0	0	0	0	0	0	0	3	0	141	0	2	0	2	600	12	0	0	0	11	0	0	0	5	0	1	1	3	5
