"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Olea"	"Oleaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3474	4493	"Tourves"	43.41312	5.91072	548	"AWI"	548	4961	6538	5797	1	0	1	1	0	0	0	2	0	0	15	0	0	1	0	0	2	32	0	0	0	0	0	4	1	1	11	0	0	0	0	0	0	0	0	0	0	20	1	1	0	0	0	30	3	0	0	0	0	1	0	0	0	0	1	1	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	623	"AWI"	623	5431	6980	6248	6	0	5	1	0	0	0	2	0	4	3	0	0	0	0	0	3	18	0	0	0	0	0	0	2	0	7	0	0	1	0	0	0	1	0	0	0	34	0	9	41	1	0	51	4	2	0	0	0	2	0	0	0	0	0	1	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	660	"AWI"	660	5660	7180	6470	0	2	4	1	0	0	0	1	0	1	2	0	0	0	0	0	5	7	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	675	"AWI"	675	5757	7253	6559	5	0	2	1	1	0	0	1	0	1	3	0	0	0	0	0	2	16	0	0	0	0	0	0	1	0	9	0	1	1	0	0	0	0	0	0	4	17	0	3	0	0	0	32	2	0	0	0	0	1	0	0	0	0	0	7	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	698	"AWI"	698	5897	7389	6701	5	0	3	1	0	0	0	3	0	2	1	1	0	0	0	0	1	10	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	57	0	1	0	0	0	88	15	0	1	0	0	0	0	0	0	0	2	1	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	713	"AWI"	713	6023	7455	6790	4	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	23	1	0	0	0	0	8	0	2	0	0	0	0	0	0	1	0	1	1	1	0	0
3474	4493	"Tourves"	43.41312	5.91072	728	"AWI"	728	6120	7536	6885	8	0	3	3	8	0	0	2	0	2	3	0	0	1	1	0	14	24	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	5	0	91	0	0	1	0	0	0	2	0	0	0	3	3	0	1	0
3474	4493	"Tourves"	43.41312	5.91072	758	"AWI"	758	6340	7674	7066	0	2	0	0	0	0	0	1	0	0	4	0	0	1	0	0	3	0	0	0	0	0	0	1	1	0	19	0	0	0	0	0	0	0	0	0	3	28	1	0	16	0	0	58	13	0	3	0	0	1	1	0	0	0	1	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	780	"AWI"	780	6467	7802	7204	0	2	0	2	0	0	0	0	0	0	3	0	0	0	0	0	6	7	0	0	0	0	0	0	3	0	20	0	0	0	0	0	0	0	0	0	2	17	4	1	0	1	1	59	5	0	1	2	0	0	1	0	2	0	3	4	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	803	"AWI"	803	6685	7877	7337	0	1	3	0	2	1	0	0	0	1	2	0	0	0	0	0	9	2	1	0	0	0	0	0	0	1	8	0	0	1	0	0	0	0	0	1	0	29	2	1	26	0	0	36	9	3	0	0	0	0	0	0	0	0	1	1	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	825	"AWI"	825	6829	7981	7467	3	1	1	2	0	0	0	4	0	0	7	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	28	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	848	"AWI"	848	7065	8059	7596	11	0	8	5	7	1	1	27	0	0	10	1	0	1	0	0	24	28	2	0	0	0	0	0	1	1	8	0	0	2	1	0	0	7	0	0	0	34	3	15	121	4	1	107	11	0	2	7	0	4	0	0	2	0	6	6	2	0	0
3474	4493	"Tourves"	43.41312	5.91072	862	"AWI"	862	7160	8120	7675	3	1	0	0	0	0	0	2	0	1	8	0	0	1	0	0	2	8	0	0	0	0	0	0	1	2	2	0	0	1	0	0	5	2	0	0	0	11	0	2	31	0	1	24	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	900	"AWI"	900	7565	8292	7890	0	0	0	0	2	1	0	2	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	15	0	0	1	0	0	0	0	0	0	6	10	0	1	0	0	1	26	8	0	0	0	0	0	0	0	1	0	1	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	923	"AWI"	923	7690	8453	8036	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	7	13	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	1	0	0	0	19	1	0	0	0	0	36	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	945	"AWI"	945	7765	8738	8170	0	0	1	0	0	0	0	1	0	5	1	0	0	1	0	0	9	8	0	0	0	0	0	0	1	1	12	0	1	0	0	0	0	1	0	0	0	47	3	2	53	0	0	143	40	1	0	0	0	1	0	0	0	1	1	5	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1029	"AWI"	1029	8133	9410	8723	2	2	1	3	0	1	0	1	0	2	0	0	0	0	0	0	17	1	1	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	1	0	2	0	0	2	24	0	0	198	15	0	0	0	0	0	0	0	0	0	0	3	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1043	"AWI"	1043	8205	9535	8816	0	0	1	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	4	0	0	2	5	0	1	0	0	0	49	13	0	0	0	0	0	1	1	0	0	0	1	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1088	"AWI"	1088	8454	9833	9121	0	2	2	2	0	1	0	2	0	3	0	0	0	0	1	0	12	5	0	0	0	0	0	0	4	0	22	0	0	1	0	0	0	0	0	5	3	32	3	0	25	2	2	149	10	0	8	0	0	1	0	1	0	0	1	3	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1111	"AWI"	1111	8593	9947	9282	0	0	0	0	2	0	0	2	0	1	1	1	0	1	0	0	7	7	0	0	0	0	0	1	0	0	5	0	0	1	0	1	0	4	0	0	0	14	1	0	0	0	0	33	3	1	0	0	0	0	0	0	0	0	0	3	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1118	"AWI"	1118	8628	9997	9329	0	1	2	2	1	0	0	1	0	2	6	0	0	1	0	0	10	3	0	0	0	0	0	0	0	0	25	0	0	3	0	0	0	0	0	0	3	43	2	0	55	0	0	100	7	0	0	0	0	1	0	0	0	0	2	5	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1133	"AWI"	1133	8741	10078	9428	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	19	0	0	3	0	0	0	0	0	0	0	57	1	0	0	3	0	29	7	1	1	0	0	0	0	0	0	0	2	2	0	0	1
3474	4493	"Tourves"	43.41312	5.91072	1178	"AWI"	1178	9076	10303	9734	0	0	1	0	2	0	0	3	0	1	2	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	1	0	0	0	1	23	1	0	23	0	0	47	9	0	7	0	0	1	0	0	0	0	3	1	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1192	"AWI"	1192	9197	10364	9834	0	2	1	0	0	0	0	6	0	3	0	0	0	0	0	0	12	5	0	0	0	1	0	0	0	0	8	0	0	0	0	1	0	1	0	0	3	0	2	0	0	0	0	120	26	0	1	0	0	0	0	0	0	0	0	5	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1223	"AWI"	1223	9444	10504	10048	0	0	0	1	0	1	0	3	0	1	1	0	0	0	1	0	10	11	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	1	85	0	2	0	1	0	74	26	1	0	0	0	0	2	1	0	0	1	1	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1230	"AWI"	1230	9514	10533	10098	1	1	0	0	0	0	0	1	0	1	4	0	0	0	0	0	15	1	0	0	0	0	0	2	0	1	17	0	0	0	0	0	0	1	0	0	3	38	12	2	0	2	0	95	4	0	0	3	0	0	1	0	0	0	0	1	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1261	"AWI"	1261	9732	10684	10299	0	1	1	1	0	1	0	1	0	2	6	0	0	0	0	0	7	1	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	35	0	0	38	1	0	56	28	0	1	0	0	0	0	0	0	0	3	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1275	"AWI"	1275	9807	10772	10363	0	0	2	2	13	0	0	6	0	5	2	0	0	2	0	0	6	30	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	63	0	0	0	0	0	32	3	0	0	4	0	0	0	0	0	0	0	2	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1298	"AWI"	1298	9891	11010	10453	0	0	0	7	5	0	0	5	0	2	1	0	0	1	1	0	10	16	0	4	0	0	3	0	0	0	28	0	0	1	0	2	0	0	0	0	0	64	2	0	31	1	0	29	4	0	0	0	0	0	1	0	2	0	0	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1313	"AWI"	1313	10159	11116	10614	1	0	0	4	0	0	0	7	0	4	3	0	0	3	0	0	3	7	2	2	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	61	0	0	21	2	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1320	"AWI"	1320	10238	11176	10687	0	0	1	6	4	1	0	18	0	14	2	0	0	2	0	0	10	5	0	6	0	0	0	0	0	0	24	0	0	3	1	0	0	0	0	0	1	126	0	0	50	1	0	23	3	0	0	0	0	0	4	0	0	0	0	4	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1335	"AWI"	1335	10358	11378	10847	0	0	0	1	0	0	0	4	0	5	2	0	0	1	0	0	2	30	1	2	0	0	0	0	0	1	9	0	0	2	1	0	0	0	0	0	0	62	0	0	111	1	0	16	2	0	0	0	0	1	6	2	0	1	0	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1343	"AWI"	1343	10412	11509	10929	0	0	0	3	6	0	0	5	0	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	31	0	2	194	0	0	34	3	0	0	2	0	0	1	2	0	1	0	2	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1358	"AWI"	1358	10510	11601	11032	0	0	0	1	6	0	0	6	0	34	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	52	0	0	134	0	0	31	2	0	0	0	0	1	30	2	0	0	0	3	0	5	0
3474	4493	"Tourves"	43.41312	5.91072	1373	"AWI"	1373	10582	11746	11134	1	0	0	0	2	0	0	4	0	30	3	0	1	0	5	1	1	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	34	0	0	103	0	0	6	1	1	3	8	0	0	29	2	0	2	0	3	0	2	0
3474	4493	"Tourves"	43.41312	5.91072	1380	"AWI"	1380	10609	11833	11180	0	0	0	1	3	0	0	19	0	11	2	0	0	0	3	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	173	0	0	87	3	0	5	0	0	0	0	0	0	32	0	0	0	1	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1388	"AWI"	1388	10661	11907	11231	0	0	2	0	0	0	0	45	0	3	0	0	0	0	2	0	1	0	0	11	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0
3474	4493	"Tourves"	43.41312	5.91072	1395	"AWI"	1395	10707	11944	11276	1	0	0	1	2	0	0	15	0	1	7	0	0	1	1	0	0	0	0	22	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	203	0	0	44	0	0	1	0	0	0	0	20	0	3	0	0	0	0	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1425	"AWI"	1425	10849	12188	11470	0	0	0	2	3	1	0	61	0	17	1	0	0	5	8	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	211	0	0	0	0	0	4	0	0	0	0	0	0	7	0	0	2	0	0	0	1	0
3474	4493	"Tourves"	43.41312	5.91072	1463	"AWI"	1463	11028	12407	11676	0	0	0	1	1	0	0	65	0	0	75	0	0	1	12	0	2	0	0	0	0	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	85	0	0	77	1	0	1	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0
3474	4493	"Tourves"	43.41312	5.91072	1470	"AWI"	1470	11048	12462	11718	0	0	0	5	4	0	0	62	0	10	3	0	0	0	4	0	2	0	0	0	0	0	0	0	0	3	1	0	1	0	3	0	0	0	0	0	0	152	0	0	0	7	0	4	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1478	"AWI"	1478	11095	12502	11757	0	0	0	2	1	0	0	12	0	6	0	0	0	0	1	0	0	0	0	15	0	1	0	0	0	0	8	0	0	0	0	12	0	0	0	0	0	212	0	0	52	1	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1530	"AWI"	1530	11303	12765	12000	0	0	1	9	3	0	0	107	0	22	6	0	0	3	2	0	1	0	0	9	0	2	0	0	1	0	27	0	0	0	0	0	0	0	0	0	0	113	0	0	169	1	0	8	0	0	1	0	0	0	8	1	0	3	1	0	1	2	0
3474	4493	"Tourves"	43.41312	5.91072	1538	"AWI"	1538	11335	12804	12034	0	1	0	0	2	0	0	45	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	1	0	0	105	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1568	"AWI"	1568	11456	12939	12170	1	0	0	1	2	0	0	79	0	6	7	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	137	0	0	110	3	0	5	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1575	"AWI"	1575	11482	12958	12200	0	0	0	9	3	0	0	72	0	9	5	0	1	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	79	0	0	271	1	0	13	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1590	"AWI"	1590	11537	13039	12264	1	0	0	5	13	2	0	73	0	1	6	0	0	3	4	0	2	2	0	6	0	3	0	0	1	0	8	0	0	0	0	0	0	0	1	0	0	118	0	0	115	0	0	12	0	2	2	0	0	1	4	0	0	1	0	0	0	2	0
3474	4493	"Tourves"	43.41312	5.91072	1605	"AWI"	1605	11595	13124	12335	0	0	0	9	4	0	0	55	0	5	8	0	0	6	3	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	161	0	0	99	2	0	7	0	0	0	4	0	1	2	0	0	3	0	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1628	"AWI"	1628	11693	13216	12440	2	0	1	2	2	1	0	25	0	5	1	0	0	1	8	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	2	0	0	2	2	2	0	194	0	0	0	1	0	12	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0
3474	4493	"Tourves"	43.41312	5.91072	1665	"AWI"	1665	11856	13384	12610	0	0	0	0	2	0	0	20	0	1	0	0	0	2	1	0	2	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	64	0	0	37	2	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1680	"AWI"	1680	11912	13442	12681	0	0	2	2	7	0	0	29	0	21	4	0	0	4	0	0	0	4	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	117	0	0	51	2	0	7	2	0	0	0	0	0	20	0	0	0	0	0	0	1	0
3474	4493	"Tourves"	43.41312	5.91072	1688	"AWI"	1688	11939	13483	12719	0	0	2	1	4	0	0	23	0	7	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	4	1	0	85	0	0	0	1	0	9	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0
3474	4493	"Tourves"	43.41312	5.91072	1703	"AWI"	1703	12010	13539	12789	0	1	0	4	3	0	0	23	24	5	13	0	0	7	2	0	1	2	0	11	0	2	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	188	0	0	45	3	0	9	1	0	0	0	0	1	26	2	0	4	0	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1733	"AWI"	1733	12136	13689	12929	1	3	0	5	3	0	0	25	0	2	7	0	0	2	3	0	1	0	0	9	0	7	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	120	0	0	74	1	0	3	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0
3474	4493	"Tourves"	43.41312	5.91072	1755	"AWI"	1755	12238	13753	13023	1	0	1	5	7	1	0	44	18	9	16	0	1	2	2	0	1	0	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	0	2	0	0	46	0	1	142	0	0	4	0	0	1	0	0	0	16	0	0	0	0	0	0	2	0
3474	4493	"Tourves"	43.41312	5.91072	1770	"AWI"	1770	12298	13831	13091	0	0	0	3	2	0	0	41	0	0	8	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	176	0	0	82	3	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1785	"AWI"	1785	12389	13882	13157	1	0	0	10	8	0	0	26	0	13	17	0	0	0	2	0	2	3	2	2	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	173	0	0	192	4	0	6	0	0	1	0	0	1	20	0	0	1	0	0	0	2	0
3474	4493	"Tourves"	43.41312	5.91072	1800	"AWI"	1800	12466	13948	13226	1	0	0	4	4	0	0	26	18	25	2	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	5	0	0	1	1	0	0	0	0	0	0	178	0	0	54	3	0	6	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0
3474	4493	"Tourves"	43.41312	5.91072	1830	"AWI"	1830	12613	14078	13363	0	0	1	3	2	0	0	22	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	63	0	0	93	2	0	3	0	0	0	0	0	0	4	0	0	2	0	3	2	0	0
3474	4493	"Tourves"	43.41312	5.91072	1838	"AWI"	1838	12647	14120	13401	0	0	0	5	5	0	0	14	0	3	2	0	0	3	5	0	1	0	0	0	0	0	0	0	0	1	3	0	1	0	1	0	0	0	0	0	0	86	0	0	0	1	0	12	0	0	1	0	0	1	18	1	0	1	0	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1890	"AWI"	1890	12897	14340	13633	0	0	0	12	5	0	0	21	19	5	5	0	0	3	3	0	2	0	0	19	0	1	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	164	0	0	48	1	0	12	0	1	0	0	0	0	5	1	1	3	0	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1898	"AWI"	1898	12924	14377	13669	0	0	0	2	0	1	0	9	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	4	0	0	21	0	0	16	0	0	3	0	0	0	0	0	1	2	0	0	0	0	1	0	1	0
3474	4493	"Tourves"	43.41312	5.91072	1905	"AWI"	1905	12957	14411	13702	0	0	0	17	3	0	0	27	0	4	2	0	0	2	1	0	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	153	0	0	71	6	0	4	0	0	0	0	0	1	1	0	0	2	0	1	0	1	0
