"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Juglans"	"Larix"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
15732	24164	"Úpské rašelinište"	50.736004	15.70752	11	"AWI"	11	214	419	358	21	1	0	1	5	3	12	0	55	0	1	0	1	0	2	0	0	15	103	3	0	19	5	0	6	0	0	4	19	238	10	113	0	0	38	0	0	0	0	0	3	0	0	0	2	7	5	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	12	"AWI"	12	331	497	444	30	0	0	3	0	3	8	0	40	0	3	0	1	0	2	0	0	38	25	3	0	33	1	0	1	0	0	2	53	224	11	77	0	0	46	0	1	0	0	0	0	1	0	0	1	8	3	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	13	"AWI"	13	428	591	529	16	1	0	11	1	2	21	0	77	0	0	0	1	1	1	1	0	54	100	10	0	33	1	0	8	0	0	1	42	152	23	101	0	0	30	0	1	0	0	0	2	1	0	0	1	13	7	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	14	"AWI"	14	502	696	614	16	0	0	15	6	7	41	0	59	0	1	0	0	0	0	0	0	33	39	17	0	55	2	0	5	0	0	0	30	182	11	147	0	0	41	0	1	0	0	0	1	0	0	0	1	12	3	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	15	"AWI"	15	570	806	703	71	0	0	19	4	3	27	0	31	0	0	0	1	0	1	0	0	34	18	14	0	96	4	0	7	0	0	2	64	159	8	84	0	0	61	0	0	0	0	0	2	0	0	0	2	6	6	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	16	"AWI"	16	614	828	728	98	0	0	20	0	2	14	0	29	0	3	0	1	0	0	0	0	25	10	2	0	95	6	0	2	0	0	6	55	115	6	24	0	0	26	0	0	0	0	0	0	0	0	0	0	2	5	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	17	"AWI"	17	653	857	751	93	0	0	17	3	0	12	0	34	0	2	0	1	0	0	0	0	34	15	5	0	87	2	0	7	0	0	8	37	128	8	0	0	0	35	0	0	0	0	0	2	0	0	0	1	2	3	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	18	"AWI"	18	683	896	774	126	2	0	17	0	2	13	0	32	0	1	0	2	0	0	0	0	35	13	2	0	62	0	0	5	0	0	6	57	123	0	32	0	0	41	0	0	0	0	0	4	0	0	0	5	7	2	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	19	"AWI"	19	702	944	797	139	1	0	13	1	1	3	0	37	0	1	0	6	0	0	0	0	33	21	41	0	78	0	0	3	0	0	7	67	141	6	31	0	0	45	0	0	0	0	0	1	0	0	0	1	6	3	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	20	"AWI"	20	714	999	819	139	1	0	10	1	1	2	0	35	0	1	0	2	0	1	0	0	36	21	22	0	70	0	0	5	0	0	5	57	140	3	0	0	0	35	0	0	0	0	0	0	0	0	0	2	6	2	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	21	"AWI"	21	749	1015	852	109	0	0	14	1	4	1	0	55	0	1	0	6	0	0	1	0	37	77	5	0	55	0	0	1	0	0	12	37	116	5	0	0	0	52	0	0	0	0	0	0	0	0	0	2	6	1	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	22	"AWI"	22	775	1032	885	150	0	0	2	0	0	4	0	39	0	0	0	2	0	0	0	0	48	27	2	0	72	0	0	0	0	0	15	32	98	2	0	0	0	32	0	0	0	0	0	0	0	0	0	3	11	0	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	23	"AWI"	23	797	1054	920	252	0	0	4	0	3	3	0	18	0	1	0	1	0	0	0	0	25	2	9	0	50	0	0	0	0	0	6	61	54	0	0	0	0	13	0	0	0	0	0	0	0	0	0	1	4	0	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	24	"AWI"	24	815	1080	953	207	0	0	14	0	2	3	0	44	0	0	0	0	0	0	0	0	37	22	11	0	95	2	0	0	0	0	7	43	66	0	0	0	0	34	0	0	0	0	0	1	0	0	0	0	8	0	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	25	"AWI"	25	832	1121	983	183	0	0	34	1	0	5	0	27	0	0	0	2	0	0	0	0	47	5	35	0	75	1	0	0	0	0	13	37	115	0	0	0	0	46	0	0	0	0	0	0	0	0	0	1	20	0	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	26	"AWI"	26	885	1132	1008	149	1	0	29	1	1	4	0	26	0	0	0	2	0	0	0	0	28	26	27	0	77	0	0	0	0	0	5	12	124	5	0	0	0	35	0	0	0	1	0	0	0	0	0	3	8	1	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	27	"AWI"	27	926	1145	1037	176	0	0	34	0	3	4	0	24	0	0	0	0	0	0	1	0	43	11	7	0	88	0	0	0	0	0	7	15	122	0	0	0	0	23	0	0	0	1	0	1	0	0	0	0	8	1	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	28	"AWI"	28	962	1165	1065	229	1	0	24	0	3	4	0	21	0	3	0	1	0	0	0	0	21	8	3	0	48	0	0	0	0	0	13	16	126	3	0	0	0	22	0	0	0	1	0	0	0	0	0	0	3	0	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	29	"AWI"	29	986	1187	1089	141	2	0	43	0	2	9	0	31	0	0	0	2	0	0	0	0	26	13	1	0	82	1	0	0	0	0	14	17	150	0	0	0	0	41	0	0	0	0	0	0	0	0	0	2	11	2	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	30	"AWI"	30	1000	1224	1113	108	1	0	39	0	1	12	0	25	0	1	0	4	0	0	1	0	51	17	2	0	95	5	0	0	0	0	18	7	68	0	0	0	0	47	0	0	0	0	0	3	0	0	0	1	11	2	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	31	"AWI"	31	1030	1233	1132	265	1	0	22	2	0	14	0	9	0	0	0	1	0	0	0	0	20	9	3	0	68	1	0	0	0	0	14	23	51	0	20	0	0	27	0	0	0	5	0	0	0	0	0	4	6	1	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	32	"AWI"	32	1054	1245	1152	206	2	0	28	2	0	9	0	10	0	0	0	1	0	0	0	0	23	9	3	0	84	2	0	0	0	0	17	10	99	0	0	0	0	25	0	0	0	1	0	0	0	0	0	3	9	2	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	33	"AWI"	33	1073	1258	1172	224	0	0	32	0	0	8	0	15	0	1	0	0	0	0	0	0	17	5	1	0	90	3	0	0	0	0	12	29	44	0	0	0	0	21	0	0	0	0	0	0	0	0	0	4	3	0	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	34	"AWI"	34	1089	1273	1193	256	0	0	28	0	0	21	0	12	0	2	0	0	0	0	0	0	22	7	2	0	110	0	0	0	0	0	28	5	61	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	2	0	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	35	"AWI"	35	1103	1299	1213	101	0	0	38	0	0	7	0	21	0	0	0	4	0	0	1	0	32	39	11	0	89	3	0	0	0	1	28	8	124	0	0	0	0	60	0	0	0	0	0	0	0	0	0	7	12	0	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	36	"AWI"	36	1141	1325	1245	255	1	0	33	0	2	4	0	12	0	0	0	1	0	0	0	0	20	5	13	0	72	2	0	0	0	0	12	5	66	0	0	0	0	26	0	0	0	0	0	0	0	0	0	2	7	1	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	37	"AWI"	37	1168	1358	1276	187	0	0	26	0	1	5	0	9	0	0	0	1	0	0	0	0	30	10	7	0	81	2	0	0	0	0	35	15	102	0	0	0	0	26	0	0	0	0	0	0	0	0	1	2	2	0	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	38	"AWI"	38	1187	1410	1303	118	0	0	36	2	2	13	0	16	0	0	0	0	0	0	0	0	32	21	4	0	93	0	0	0	0	0	48	16	92	0	0	0	0	41	0	0	0	1	0	0	1	0	0	2	2	0	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	39	"AWI"	39	1206	1470	1330	180	0	0	49	0	1	4	0	17	0	1	0	0	0	0	0	0	32	33	2	0	74	0	0	0	0	1	38	8	110	0	0	0	0	30	0	0	0	0	0	0	0	0	0	4	6	1	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	40	"AWI"	40	1220	1533	1357	128	0	0	39	0	0	3	0	17	0	0	0	0	0	0	0	0	31	30	12	0	83	2	0	0	0	0	28	15	118	3	0	0	0	27	0	0	0	0	0	0	0	0	0	3	3	1	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	41	"AWI"	41	1268	1554	1392	158	1	0	48	0	1	5	0	21	0	0	0	0	0	0	0	0	35	25	2	0	72	4	0	0	0	0	26	21	143	0	0	0	0	42	0	0	0	1	0	0	0	0	0	1	1	0	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	42	"AWI"	42	1304	1580	1427	150	0	0	32	0	1	2	0	15	0	0	0	0	0	0	0	0	37	12	5	0	56	0	0	0	0	0	27	17	153	0	0	0	0	44	0	0	0	1	0	1	0	0	0	3	3	0	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	43	"AWI"	43	1333	1612	1464	106	1	0	27	0	0	4	0	11	0	0	0	0	0	0	0	0	41	16	14	0	57	2	0	0	0	0	18	18	205	0	0	0	0	35	0	0	0	1	0	0	0	0	0	2	0	0	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	44	"AWI"	44	1359	1646	1500	112	0	0	28	0	0	3	0	29	0	0	0	1	0	0	0	0	51	16	2	0	88	0	0	0	0	0	30	11	138	0	0	0	0	50	0	1	0	0	0	0	0	0	0	3	4	0	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	45	"AWI"	45	1381	1689	1534	99	0	0	64	0	0	3	0	26	0	0	0	1	0	0	0	0	69	20	14	0	92	0	0	0	0	0	34	6	111	0	0	0	0	47	0	0	0	0	0	0	0	0	0	3	5	0	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	46	"AWI"	46	1415	1733	1573	126	0	0	40	0	1	3	0	28	0	0	0	0	0	0	0	0	66	23	3	0	66	1	0	0	0	0	17	13	115	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	2	1	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	47	"AWI"	47	1436	1807	1608	204	0	0	49	0	0	0	0	15	0	1	0	0	0	0	0	0	51	9	1	0	68	0	0	0	0	0	10	18	123	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	1	0	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	48	"AWI"	48	1453	1898	1641	185	1	0	50	0	1	2	0	32	0	0	0	2	0	0	0	0	83	11	45	0	78	0	0	0	0	0	15	9	101	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	1	0	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	49	"AWI"	49	1468	2008	1673	123	0	0	52	1	1	5	0	19	0	0	0	9	0	1	0	0	54	12	21	0	51	0	0	0	0	0	10	10	142	0	0	0	0	25	0	0	0	1	0	0	0	1	0	0	8	0	0
15732	24164	"Úpské rašelinište"	50.736004	15.70752	50	"AWI"	50	1480	2119	1705	156	1	0	58	1	0	4	0	26	0	0	0	8	0	0	0	0	32	8	13	0	108	1	0	0	0	1	12	12	145	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1	5	0	0
