"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Linaceae"	"Lythraceae"	"Nartheciaceae"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
9812	14512	"Cornaher Lough"	53.365506	-7.412886	304	"AWI"	304	3026	4184	3617	0	86	2	3	1	1	0	68	0	0	0	0	0	0	309	0	0	21	0	0	0	0	0	0	0	13	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	55	5	0	0	25	10	0	0	0	1	0	0	0	6	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	312	"AWI"	312	3130	4272	3715	0	81	0	0	4	0	0	41	0	0	0	0	0	0	258	0	0	14	0	0	0	0	0	0	0	34	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	4	0	51	0	0	0	68	3	0	0	11	6	0	0	0	2	2	0	1	9	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	320	"AWI"	320	3227	4369	3810	0	83	0	0	4	0	0	40	0	0	0	0	2	0	219	0	0	22	0	0	0	0	0	0	0	18	0	0	5	63	0	0	0	0	0	0	0	0	0	0	0	2	0	63	0	0	0	72	2	0	1	3	20	0	0	1	2	0	0	0	17	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	328	"AWI"	328	3354	4455	3910	0	94	0	0	0	0	0	45	0	0	0	0	0	0	348	0	0	11	0	0	0	0	0	0	0	51	0	0	2	33	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0	0	43	5	0	0	17	13	0	0	0	1	1	0	0	22	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	336	"AWI"	336	3467	4543	4004	0	88	0	0	2	0	0	62	0	0	0	0	2	0	327	0	0	9	0	0	0	0	0	0	0	40	0	0	4	17	0	0	0	0	0	0	0	0	0	0	0	0.5	0	27	0	0	0	84	2	0	0	0	9	0	0	0	1	2	0	0	20	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	344	"AWI"	344	3582	4643	4098	0	118	0	0	1	0	0	58	0	0	0	0	0	0	307	0	0	10	0	0	0	0	0	0	0	18	0	0	6	68	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	53	4	0	0	16	2	0	0	0	0	0	0	0	26	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	352	"AWI"	352	3698	4729	4194	0	154	0	0	4	0	0	85	0	0	0	0	0	0	245	0	0	7	0	0	0	0	0	0	0	0	0	0	4	12	0	0	0	0	0	0	0	0	2	0	0	1	0	16	0	0	0	61	8	0	0	0	6	0	0	0	2	2	0	0	6	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	360	"AWI"	360	3811	4811	4286	0	120	0	0	1	0	0	48	0	0	0	0	1	0	238	0	0	21	0	0	0	0	0	0	0	1	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	11	0	24	0	0	0	72	1	0	0	6	2	0	0	0	0	11	0	3	21	2	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	368	"AWI"	368	3936	4903	4379	0	94	0	0	1	0	0	46	0	0	0	0	2	0	229	0	0	21	0	0	0	0	0	0	0	2	0	0	2	91	0	0	0	0	0	0	0	0	0	0	0	18	0	12	0	0	0	86	2	0	0	0	2	0	0	0	0	7	0	0	104	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	376	"AWI"	376	4056	4991	4473	0	87	0	0	1	0	0	48	0	0	0	0	0	0	243	0	0	17	0	0	0	0	0	0	0	25	0	0	0	23	0	1	0	0	0	0	0	0	0	0	0	2	0	33	0	0	0	51	0	0	0	19	16	0	0	0	0	7	0	0	40	1	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	384	"AWI"	384	4188	5075	4561	0	83	1	0	4	0	0	35	0	0	0	0	0	0	245	0	0	7	0	0	0	0	0	0	0	32	0	0	0	67	0	0	0	0	0	0	0	0	4	0	0	2.5	0	0	0	0	0	93	8	0	0	0	6	0	0	0	2	21	0	0	64	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	392	"AWI"	392	4326	5152	4653	0	89	0	0	1	0	0	57	0	0	0	0	2	0	212	0	0	10	0	0	0	0	0	0	0	43	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	62	2	0	0	19	5	0	0	0	0	19	0	0	84	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	400	"AWI"	400	4471	5229	4742	0	96	0	0	4	0	0	53	0	0	0	0	1	0	303	0	0	22	0	0	0	0	0	0	0	56	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	3	0	30	0	0	0	104	4	0	2	2	10	0	0	0	1	24	0	0	46	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	408	"AWI"	408	4625	5325	4856	0	61	0	0	2	0	0	35	0	0	0	0	1	0	303	0	0	13	0	0	0	0	0	0	0	30	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0	70	0	0	0	27	3	0	0	0	0	16	0	0	40	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	416	"AWI"	416	4749	5523	5033	0	124	1	1	2	0	0	47	0	0	0	0	1	0	160	0	0	2	0	0	0	0	0	0	0	54	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	13	0	30	0	0	0	135	4	0	2	2	13	0	0	0	1	2	0	1	62	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	422	"AWI"	422	4835	5714	5176	0	37	0	0	1	0	0	8	0	0	0	0	2	0	49	0	0	4	0	0	0	0	0	0	0	21	0	0	0	31	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	65	3	0	0	11	1	0	0	0	0	0	0	0	25	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	432	"AWI"	432	4997	5952	5423	0	174	0	1	1	0	0	49	0	0	0	0	3	0	247	0	0	4	0	0	0	0	0	0	0	16	0	0	1	36	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	116	2	0	1	7	4	2	0	0	0	0	0	1	32	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	440	"AWI"	440	5130	6135	5625	0	114	0	0	3	0	0	44	0	0	0	0	0	0	369	0	0	7	0	0	0	0	0	0	0	10	0	0	4	13	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	57	1	0	0	2	8	3	0	0	0	0	0	0	39	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	448	"AWI"	448	5300	6265	5814	0	123	0	0	0	0	0	71	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	15	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	54	8	0	0	0	0	0	0	0	0	0	0	0	100	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	456	"AWI"	456	5497	6409	6005	0	91	0	0	0	0	0	93	0	0	0	0	0	0	201	0	1	0	0	0	0	0	0	0	0	6	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	5	0	33	0	1	0	52	2	0	0	8	2	0	0	0	0	0	0	0	100	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	464	"AWI"	464	5744	6533	6198	0	12	0	0	0	0	0	61	0	0	0	0	0	0	333	0	0	9	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	135	0	0	0	12	7	1	0	0	0	0	0	0	109	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	472	"AWI"	472	6028	6662	6393	0	90	0	0	1	0	0	52	0	0	0	0	0	0	245	0	0	10	0	0	0	0	0	0	0	1	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	22.5	0	0	0	0	0	66	0	0	0	7	6	0	0	0	0	0	0	0	144	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	480	"AWI"	480	6377	6821	6575	0	60	0	0	0	0	0	75	0	0	0	0	0	0	247	0	0	1	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	55	1	0	0	7	0	0	0	0	0	0	0	0	108	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	488	"AWI"	488	6551	7708	6966	0	35	0	1	0	0	0	63	0	0	0	0	0	0	215	0	0	4	0	0	0	0	0	0	0	0	0	0	1	5	0	1	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	85	0	0	0	10	0	0	0	0	0	0	0	0	153	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	496	"AWI"	496	6769	8263	7410	0	6	0	0	5	0	0	62	0	0	0	0	0	0	356	0	0	2	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	57	4	0	0	7	4	0	0	0	0	0	0	0	93	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	504	"AWI"	504	7080	8691	7860	0	1	0	0	1	0	0	29	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	59	2	0	0	8	5	0	0	0	0	0	0	0	82	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	512	"AWI"	512	7420	9037	8329	0	4	0	0	6	0	0	40	0	0	0	0	1	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	33	0	0	1	4	0	27	8	0	1	17	26	1	0	0	0	0	0	0	74	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	520	"AWI"	520	7803	9294	8792	0	1	0	0	4	0	0	59	0	0	0	0	0	0	367	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	53	2	0	0	9	35	0	0	0	0	0	0	0	83	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	528	"AWI"	528	8797	9409	9171	0	1	0	0	0	0	0	45	0	0	0	0	0	0	528	0	0	1	0	0	0	0	0	0	0	0	0	0	0	78	0	2	0	0	0	0	0	0	0	0	0	24	0	0	0	8	0	1	9	0	0	2	9	0	0	0	0	0	0	0	15	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	536	"AWI"	536	9182	9857	9501	0	2	0	0	0	0	0	72	0	0	0	0	0	0	706	0	0	7	0	0	0	0	0	0	0	0	0	0	0	14	0	20	0	0	0	0	0	0	0	0	0	20	0	0	0	1	0	6	0	0	0	2	8	0	0	0	0	0	0	0	3	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	544	"AWI"	544	9347	10556	9771	0	0	0	0	0	0	0	340	0	0	0	0	2	0	76	0	0	13	0	0	0	0	0	0	0	0	0	0	0	89	0	56	0	0	0	0	0	0	1	0	0	2.5	0	0	0	7	0	3	12	0	1	4	78	0	0	1	0	0	0	0	2	0	4
9812	14512	"Cornaher Lough"	53.365506	-7.412886	552	"AWI"	552	9495	11143	10046	0	0	0	0	0	0	0	386	0	0	0	0	1	0	40	0	0	8	0	0	0	0	0	0	0	0	0	0	0	72	0	60	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	6	0	0	2	90	0	0	0	0	0	1	0	1	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	560	"AWI"	560	9626	11588	10337	0	0	2	0	0	0	0	392	0	0	0	0	1	0	30	0	0	13	0	0	0	0	0	0	0	0	0	0	0	64	0	60	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	2	7	51	0	0	0	0	0	0	0	0	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	568	"AWI"	568	9805	12009	10634	0	0	0	0	0	5	0	300	0	0	0	0	3	0	6	0	0	31	0	0	0	0	0	0	0	0	0	0	0	107	0	50	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	2	7	68	0	0	0	0	0	3	0	0	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	576	"AWI"	576	9994	12427	10913	0	0	1	0	0	3	0	169	0	0	0	0	3	0	5	0	0	38	0	1	0	0	0	0	0	0	0	0	0	197	0	65	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	2	0	0	0	9	45	0	0	0	0	0	4	0	0	0	0
