"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
14544	22795	"Gondo Alpjen"	46.21167	8.11333	155	"AWI"	155	2006	3056	2560	11	1	28	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0	1	32	0	0	0	0	0	0	0	0	0	3	0	0	0	0	88	42	0	0	0	0	14	0	0	0	0	1	1	0	0	0	1	0	2	0	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	165	"AWI"	165	2228	3158	2719	25	4	59	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	4	97	0	0	0	0	7	2	0	0	0	7	0	0	0	0	130	71	0	0	0	0	32	0	0	0	0	6	6	0	0	0	1	0	1	1	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	175	"AWI"	175	2429	3269	2880	36	5	246	1	1	3	0	0	9	0	32	0	7	2	0	1	0	0	14	143	0	0	0	0	9	7	0	0	2	7	0	0	0	0	199	99	0	0	0	0	53	0	0	0	0	2	11	0	0	0	2	0	8	3	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	185	"AWI"	185	2682	3351	3035	6	0	0	0	0	0	0	0	2	0	17	0	0	1	0	1	0	0	7	121	0	0	0	0	3	1	0	1	0	6	0	0	0	0	63	40	0	0	0	0	33	0	0	0	1	5	3	0	0	0	1	0	0	1	2
14544	22795	"Gondo Alpjen"	46.21167	8.11333	195	"AWI"	195	2821	3463	3165	18	1	133	0	0	0	0	0	2	0	16	0	0	0	0	0	0	0	3	208	0	0	0	0	9	1	0	0	0	8	0	0	0	0	96	69	0	0	0	0	36	0	0	0	0	0	2	0	1	0	0	0	3	0	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	204	"AWI"	204	2889	3626	3266	6	4	0	0	0	0	0	0	4	0	11	0	1	0	0	1	0	0	8	159	0	0	0	0	0	0	1	0	0	3	0	0	0	0	51	0	0	0	0	0	22	0	0	0	1	3	1	0	0	0	1	0	3	0	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	220	"AWI"	220	3038	3836	3434	4	3	91	0	0	1	0	0	1	0	7	0	2	0	0	0	0	0	4	74	0	0	0	0	5	3	0	0	0	2	0	0	0	0	40	49	0	0	0	0	24	0	0	0	0	5	1	0	0	0	2	0	4	0	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	240	"AWI"	240	3259	4053	3654	15	2	0	0	0	2	1	0	1	0	12	0	1	0	0	2	0	0	9	10	0	0	0	0	1	0	0	0	4	3	0	0	0	0	34	71	0	0	0	0	13	0	0	0	0	3	0	0	0	0	0	0	3	0	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	250	"AWI"	250	3350	4169	3765	13	0	0	0	0	2	0	0	9	0	13	0	1	0	0	1	0	0	2	2	0	0	0	0	1	0	1	0	1	2	0	0	0	0	31	42	0	0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	1	1	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	270	"AWI"	270	3605	4340	3974	3	1	0	0	0	0	0	0	1	0	5	0	1	1	0	0	0	0	0	306	0	0	0	0	1	1	0	0	0	1	0	0	0	0	53	37	0	0	0	0	6	0	0	0	0	1	1	0	0	0	0	0	1	1	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	280	"AWI"	280	3731	4435	4075	10	4	290	0	0	3	0	0	4	0	10	0	1	0	0	0	0	0	2	670	0	0	0	0	1	0	0	0	0	1	0	0	0	0	31	47	0	0	0	0	11	0	0	0	0	4	2	0	0	0	2	0	0	0	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	290	"AWI"	290	3866	4537	4192	6	3	0	0	0	2	0	0	0	0	7	0	0	0	0	1	0	0	7	305	0	0	0	0	3	0	0	0	0	6	0	0	0	0	57	64	0	0	0	0	17	0	0	0	0	1	0	0	0	3	1	0	3	0	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	315	"AWI"	315	4094	4952	4494	11	2	0	0	0	0	0	0	2	0	2	0	1	0	0	2	0	0	8	30	0	0	0	0	4	0	0	1	0	2	0	0	0	0	63	53	0	0	0	0	16	0	0	0	0	4	3	0	1	1	1	0	1	0	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	327	"AWI"	327	4214	5096	4644	15	3	136	0	0	9	0	0	2	0	13	0	1	0	0	2	0	0	6	123	0	0	0	0	6	2	0	0	1	3	0	1	0	0	85	71	0	0	0	0	18	0	1	0	0	4	3	0	0	0	1	0	3	0	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	335	"AWI"	335	4328	5182	4747	6	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	11	0	0	0	0	0	1	0	0	2	1	0	0	0	0	58	15	0	0	0	0	7	0	0	0	0	0	0	0	4	2	0	0	1	0	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	345	"AWI"	345	4427	5309	4872	11	2	165	1	0	10	0	0	1	0	9	0	0	0	0	1	0	0	4	17	0	0	0	0	4	2	0	0	0	7	0	0	0	0	168	62	0	0	0	0	13	0	0	0	0	1	6	0	0	0	4	0	1	0	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	355	"AWI"	355	4564	5395	5003	11	2	0	0	0	1	0	0	1	0	5	2	0	0	0	0	0	0	2	7	0	0	0	0	1	1	0	0	2	1	0	0	0	0	78	35	0	0	0	0	9	0	0	0	0	0	4	0	0	0	4	0	5	0	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	365	"AWI"	365	4708	5496	5129	22	2	147	0	0	9	0	0	1	0	10	0	0	0	0	0	0	0	5	30	0	0	0	0	5	0	0	0	0	14	0	3	0	2	148	101	0	0	0	0	18	0	0	0	0	2	14	0	0	0	2	0	9	1	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	375	"AWI"	375	4836	5603	5262	14	5	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	5	19	0	0	0	0	1	4	0	0	8	0	0	0	0	0	47	54	0	0	0	0	12	0	1	0	0	1	3	0	0	1	0	0	5	0	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	385	"AWI"	385	5018	5698	5388	37	6	132	0	0	4	0	0	1	0	12	0	0	0	0	1	0	0	2	34	0	0	0	0	3	0	0	0	0	3	0	0	0	0	44	61	0	0	0	0	26	0	1	0	0	2	0	0	0	0	2	0	3	0	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	395	"AWI"	395	5141	5835	5522	29	7	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	5	22	0	0	0	0	0	1	0	0	0	1	0	0	0	0	12	44	0	0	0	0	13	0	0	0	0	2	0	0	0	0	1	0	4	0	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	405	"AWI"	405	5256	6035	5651	37	8	0	0	0	4	0	0	2	0	18	0	0	0	0	1	0	0	8	52	0	0	0	0	3	1	0	0	3	5	0	0	0	0	30	0	0	0	0	0	20	0	0	0	0	3	3	0	0	0	3	0	3	0	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	415	"AWI"	415	5409	6178	5788	55	8	0	0	0	5	0	0	1	0	11	0	2	0	0	0	0	0	9	9	0	0	0	0	0	2	0	0	2	15	0	0	0	0	5	85	0	0	0	0	21	0	0	0	0	2	0	0	2	0	0	0	13	0	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	425	"AWI"	425	5533	6345	5931	48	3	0	0	0	3	0	0	2	0	12	0	1	0	0	0	0	0	6	14	0	0	0	0	1	1	0	0	3	8	0	0	0	0	10	101	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	10	1	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	435	"AWI"	435	5648	6525	6068	37	5	0	0	0	1	0	0	2	0	15	0	0	0	0	0	0	0	6	8	0	0	0	0	0	2	0	0	0	2	0	0	0	0	8	0	0	0	0	0	19	0	0	0	0	0	0	2	0	0	0	0	8	2	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	445	"AWI"	445	5733	6740	6197	27	1	0	0	0	1	0	0	1	0	5	0	1	0	0	1	0	0	2	7	0	0	0	0	0	1	0	0	2	3	0	0	0	0	1	66	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	3	3	0	0
14544	22795	"Gondo Alpjen"	46.21167	8.11333	462	"AWI"	462	5882	7111	6409	25	2	115	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	5	15	1	0	0	0	1	0	0	0	0	7	0	1	0	0	61	82	0	0	0	0	14	2	0	0	0	4	1	0	0	0	0	0	7	0	1
14544	22795	"Gondo Alpjen"	46.21167	8.11333	470	"AWI"	470	5943	7302	6510	13	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	49	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0
