"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Fraxinus"	"Juniperus"	"Olea"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
26024	45107	"Lake Gramousti"	39.885	20.59528	1412	"AWI"	1412	10023	11576	10780	0	0.558659217877095	6.14525139664804	15.6424581005587	0	0	1.11731843575419	0	0	7.26256983240224	4.46927374301676	0	1.11731843575419	0	0	0	16.7597765363128	0	0	27.3743016759777	0	19.5530726256983	0	0	0	0	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1420	"AWI"	1420	10089	11691	10862	1.06837606837607	1.06837606837607	4.48717948717949	9.4017094017094	0.641025641025641	11.3247863247863	2.56410256410256	0.213675213675214	0.854700854700855	2.77777777777778	8.11965811965812	0.213675213675214	0	0	0.641025641025641	0.213675213675214	8.11965811965812	0	0	32.6923076923077	0	13.8888888888889	0.854700854700855	0	0	0	0.854700854700855	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1428	"AWI"	1428	10142	11826	10939	0.374531835205993	0.374531835205993	2.24719101123596	9.36329588014981	0.749063670411985	0	0.374531835205993	1.12359550561798	0.374531835205993	2.62172284644195	5.99250936329588	0	1.12359550561798	0	0.749063670411985	0	8.98876404494382	0	0	44.9438202247191	0.374531835205993	17.9775280898876	0.749063670411985	0	0.374531835205993	0	1.12359550561798	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1436	"AWI"	1436	10182	11989	11016	0.302114803625378	0.604229607250755	2.41691842900302	5.74018126888217	0.604229607250755	0	0.302114803625378	0.906344410876133	1.51057401812689	1.20845921450151	3.62537764350453	0	4.22960725075529	0	0	0	8.76132930513595	0	0	39.5770392749245	0	23.2628398791541	0.906344410876133	0	0.604229607250755	1.51057401812689	3.32326283987915	0.302114803625378	0.302114803625378
26024	45107	"Lake Gramousti"	39.885	20.59528	1444	"AWI"	1444	10229	12199	11089	0	2.75229357798165	1.8348623853211	5.04587155963303	1.8348623853211	0	0.917431192660551	1.8348623853211	0.917431192660551	2.75229357798165	1.37614678899083	0	0.917431192660551	0	1.37614678899083	0	20.1834862385321	0	0	19.7247706422018	1.37614678899083	36.697247706422	0	0	0	0.458715596330275	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1460	"AWI"	1460	10295	12638	11231	0.434782608695652	0.434782608695652	2.60869565217391	29.1304347826087	0	0	0	0	0	6.08695652173913	6.08695652173913	0	0	0	0.434782608695652	0	6.08695652173913	0	0	41.304347826087	0	4.34782608695652	0	0	0.434782608695652	0	2.60869565217391	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1475	"AWI"	1475	10436	12801	11387	0.709219858156028	0	13.8297872340426	3.90070921985816	0.709219858156028	18.7943262411348	0	0	0	5.31914893617021	1.41843971631206	0	0.709219858156028	0	1.06382978723404	0	6.73758865248227	0	0	36.5248226950355	0	4.9645390070922	1.77304964539007	0	0	0.709219858156028	2.83687943262411	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1508	"AWI"	1508	10646	13228	11752	0	0	37.7777777777778	1.66666666666667	0.555555555555556	0	0	0	0	18.3333333333333	0	0	0	0	0.555555555555556	0	5	0	0	33.8888888888889	0	1.66666666666667	0	0	0	0.555555555555556	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1540	"AWI"	1540	10911	13697	12091	0	0.8	24	3.2	2.4	0	0.8	0.8	0	20.8	0	0	0	0	0	0	10.4	0	0	32	0	4.8	0	0	0	0	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1550	"AWI"	1550	11003	13791	12195	0.671140939597315	0.671140939597315	20.1342281879195	3.69127516778524	1.34228187919463	9.73154362416107	0.671140939597315	1.00671140939597	0.335570469798658	11.744966442953	1.34228187919463	0	0	0	0.335570469798658	0	2.68456375838926	0	0	37.9194630872483	0	2.68456375838926	0.335570469798658	0	0.335570469798658	0	4.36241610738255	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1558	"AWI"	1558	11060	13893	12282	0.277777777777778	0.277777777777778	20	3.88888888888889	2.22222222222222	7.77777777777778	0.277777777777778	0	0.277777777777778	6.94444444444444	0.277777777777778	0	0.277777777777778	0	0	0	1.66666666666667	0	0	48.6111111111111	0.277777777777778	2.22222222222222	0.277777777777778	0	0.277777777777778	0	4.16666666666667	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1564	"AWI"	1564	11102	13975	12342	0.335570469798658	0.335570469798658	36.241610738255	8.38926174496644	1.34228187919463	0	1.34228187919463	1.67785234899329	1.00671140939597	11.4093959731544	1.34228187919463	0	0	0	0.671140939597315	0	4.69798657718121	0	0	28.5234899328859	0	0.671140939597315	0.335570469798658	0	0	0	1.67785234899329	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1572	"AWI"	1572	11149	14108	12427	0	1.20481927710843	29.1164658634538	7.83132530120482	14.6586345381526	0	0	0	0.200803212851406	5.82329317269076	1.60642570281124	0	0.401606425702811	0	0	0	3.01204819277108	0	0	18.8755020080321	1.40562248995984	11.4457831325301	0	0	0	3.81526104417671	0	0.602409638554217	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1580	"AWI"	1580	11199	14229	12512	0.357142857142857	0.714285714285714	16.0714285714286	21.4285714285714	9.28571428571429	9.28571428571429	0	0.357142857142857	0.714285714285714	5.35714285714286	0.714285714285714	0	0	0	0	0.357142857142857	5.71428571428571	0	0	21.0714285714286	0	7.85714285714286	0	0	0	0	0.357142857142857	0	0.357142857142857
26024	45107	"Lake Gramousti"	39.885	20.59528	1588	"AWI"	1588	11267	14330	12593	0.45662100456621	0.684931506849315	47.945205479452	3.65296803652968	4.5662100456621	12.5570776255708	0.228310502283105	0	0	3.42465753424658	0.45662100456621	0	0	0	0.228310502283105	0	2.05479452054794	0	0	20.7762557077626	0.228310502283105	1.59817351598174	0	0	0.228310502283105	0	0.91324200913242	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1596	"AWI"	1596	11357	14389	12676	0	0.719424460431655	19.7841726618705	15.1079136690647	10.431654676259	2.87769784172662	0.359712230215827	0	0.359712230215827	4.67625899280576	0.719424460431655	0	0.359712230215827	0	0.719424460431655	0	2.87769784172662	0	0	34.1726618705036	0	3.23741007194245	0.719424460431655	0	0	0.359712230215827	1.79856115107914	0	0.719424460431655
26024	45107	"Lake Gramousti"	39.885	20.59528	1604	"AWI"	1604	11434	14457	12765	0	1.29032258064516	23.8709677419355	6.45161290322581	7.74193548387097	0	0.645161290322581	0	0	30.9677419354839	0	0	3.2258064516129	0	0.645161290322581	0	3.2258064516129	0	0	13.5483870967742	0.645161290322581	7.74193548387097	0	0	0	0	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1636	"AWI"	1636	11645	14863	13104	0.153139356814701	0.306278713629403	32.7718223583461	1.83767228177642	3.98162327718224	8.26952526799387	0.153139356814701	0.153139356814701	0.153139356814701	30.3215926493109	0.459418070444104	0	0.459418070444104	0	0.765696784073507	0.612557427258806	3.36906584992343	0	0	12.2511485451761	0.306278713629403	2.29709035222052	0	0	0	1.07197549770291	0	0.306278713629403	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1668	"AWI"	1668	11963	15202	13438	0	0	59.106529209622	1.03092783505155	10.9965635738832	0	0.343642611683849	1.71821305841924	0	11.6838487972509	0.687285223367698	0	0.343642611683849	0	0.343642611683849	0	3.78006872852234	0	0	7.90378006872852	0	2.06185567010309	0	0	0	0	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1700	"AWI"	1700	12218	15546	13794	0.396825396825397	0	25.3968253968254	0.793650793650794	28.1746031746032	15.8730158730159	0	0	0	7.14285714285714	0.396825396825397	0	0	0	0	0	4.36507936507936	0	0	14.6825396825397	0	2.38095238095238	0	0	0	0.396825396825397	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1732	"AWI"	1732	12563	15824	14123	1.69491525423729	0	5.93220338983051	3.38983050847458	16.1016949152542	0	0	0	0.847457627118644	22.8813559322034	0	0	0.847457627118644	0	0	0	7.6271186440678	0	0	38.9830508474576	0	0.847457627118644	0	0	0	0	0	0	0.847457627118644
26024	45107	"Lake Gramousti"	39.885	20.59528	1764	"AWI"	1764	12854	16178	14478	0.970873786407767	0	0.970873786407767	2.42718446601942	0.970873786407767	0	2.42718446601942	0	0	49.5145631067961	0.970873786407767	0	0	0	0	0	7.76699029126214	0	0	33.0097087378641	0	0.970873786407767	0	0	0	0	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1828	"AWI"	1828	13581	16787	15209	0	0	10.2473498233216	0	0	51.9434628975265	0	0	0.706713780918728	3.18021201413428	1.41342756183746	0	0	0	1.06007067137809	0	10.6007067137809	0	0	20.4946996466431	0	0.353356890459364	0	0	0	0	0	0	0
