"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14467	22648	"Pryskyricný dul"	50.89304	14.40634	20	"AWI"	20	12	36	24	11	3	14	0	0	3	0	62	0	1	0	0	0	6	3	0	0	3	0	0	0	0	0	1	0	15	1	0	119	0	0	4	2	19	0	0	0	0	3	0	0	0	0	0	2	1	2
14467	22648	"Pryskyricný dul"	50.89304	14.40634	22	"AWI"	22	19	46	33	25	0	7	0	0	1	0	42	0	1	0	0	0	10	5	0	0	12	0	0	0	0	0	0	0	1	3	0	204	0	0	0	0	13	0	0	0	0	0	0	0	0	1	0	0	0	0
14467	22648	"Pryskyricný dul"	50.89304	14.40634	24	"AWI"	24	22	58	43	43	1	24	0	0	3	0	129	0	0	0	0	0	19	4	0	0	20	1	1	0	0	0	0	0	0	3	0	184	0	0	0	1	16	0	0	1	0	1	0	0	0	0	0	4	0	0
14467	22648	"Pryskyricný dul"	50.89304	14.40634	26	"AWI"	26	33	69	55	26	0	10	1	2	1	0	60	1	1	0	0	0	11	10	0	0	34	0	0	0	0	0	0	0	1	5	0	299	0	0	0	0	28	0	0	0	0	1	0	0	0	0	0	1	1	0
14467	22648	"Pryskyricný dul"	50.89304	14.40634	28	"AWI"	28	42	107	67	10	0	3	1	0	1	0	30	0	1	0	0	0	3	17	36	0	15	0	0	0	0	0	0	0	5	3	0	99	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0
14467	22648	"Pryskyricný dul"	50.89304	14.40634	30	"AWI"	30	48	153	79	15	0	9	0	1	11	0	115	0	2	0	0	0	8	33	0	0	23	1	0	1	0	0	1	0	57	4	0	154	0	0	2	1	15	0	0	0	0	6	0	0	0	0	0	1	0	4
14467	22648	"Pryskyricný dul"	50.89304	14.40634	32	"AWI"	32	64	174	97	12	0	3	0	0	1	0	201	0	0	0	0	0	8	19	75	0	21	1	0	0	0	0	0	0	6	3	0	104	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	3	0	1
14467	22648	"Pryskyricný dul"	50.89304	14.40634	34	"AWI"	34	71	210	114	2	0	9	0	0	0	0	456	0	0	0	0	0	0	2	0	0	4	1	0	0	0	0	0	0	5	1	4	32	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
14467	22648	"Pryskyricný dul"	50.89304	14.40634	36	"AWI"	36	82	243	130	26	1	21	0	1	2	0	128	0	0	0	0	0	11	2	0	0	39	6	0	0	0	0	0	0	46	5	0	228	0	0	0	0	18	0	0	0	0	2	0	0	0	0	0	1	2	0
14467	22648	"Pryskyricný dul"	50.89304	14.40634	37	"AWI"	37	87	254	139	16	0	8	0	0	1	0	27	0	0	0	0	0	16	3	55	0	22	0	0	0	0	0	0	0	2	2	0	150	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0
14467	22648	"Pryskyricný dul"	50.89304	14.40634	40	"AWI"	40	97	295	166	10	2	13	0	0	4	0	87	0	1	0	0	0	23	9	0	0	59	1	0	0	0	0	0	5	18	5	0	35	0	0	0	1	20	0	0	1	0	3	0	0	0	0	0	1	1	6
14467	22648	"Pryskyricný dul"	50.89304	14.40634	42	"AWI"	42	111	315	184	7	0	5	2	0	3	0	56	0	0	0	0	0	12	4	87	0	32	1	1	0	0	0	0	0	39	3	0	199	0	0	0	0	11	0	0	0	0	1	0	0	0	1	0	4	0	2
14467	22648	"Pryskyricný dul"	50.89304	14.40634	44	"AWI"	44	120	339	203	36	0	26	1	1	8	0	142	0	0	0	0	0	19	4	0	0	61	3	0	0	0	0	0	0	42	5	0	146	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	4	2	0
14467	22648	"Pryskyricný dul"	50.89304	14.40634	46	"AWI"	46	132	365	221	47	0	17	0	0	0	0	178	0	0	0	0	0	13	2	0	0	58	5	1	0	0	0	0	0	17	3	0	113	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	3	0	0
14467	22648	"Pryskyricný dul"	50.89304	14.40634	48	"AWI"	48	142	385	239	59	5	21	0	0	6	0	74	0	0	0	0	0	15	6	0	0	81	1	1	0	0	0	0	0	13	13	0	190	0	0	0	0	22	0	0	0	0	2	0	0	0	1	0	3	0	1
14467	22648	"Pryskyricný dul"	50.89304	14.40634	50	"AWI"	50	149	416	256	79	1	26	0	0	2	0	61	0	0	0	0	0	9	1	0	0	178	0	1	0	0	0	0	0	1	15	0	131	0	0	0	0	33	0	0	0	0	7	0	0	0	0	0	2	1	1
14467	22648	"Pryskyricný dul"	50.89304	14.40634	52	"AWI"	52	167	434	275	94	0	37	1	1	3	0	20	0	1	0	0	0	5	9	0	0	122	0	2	0	0	0	0	0	1	6	0	162	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	2	0
14467	22648	"Pryskyricný dul"	50.89304	14.40634	54	"AWI"	54	178	456	294	79	0	20	0	0	2	0	18	0	0	0	0	0	7	5	0	0	93	0	2	0	0	0	0	0	0	15	0	151	0	0	0	0	28	0	0	0	0	1	0	0	0	0	0	1	3	0
14467	22648	"Pryskyricný dul"	50.89304	14.40634	56	"AWI"	56	194	479	313	109	0	33	0	0	1	0	27	0	0	0	0	0	12	3	0	0	66	2	0	0	0	0	0	0	0	19	0	130	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	1	3	0
14467	22648	"Pryskyricný dul"	50.89304	14.40634	58	"AWI"	58	208	500	333	71	1	15	0	0	2	0	28	0	0	0	0	0	6	3	0	0	113	0	1	0	0	0	0	0	3	17	0	189	0	0	0	0	24	0	0	0	0	1	0	0	0	0	0	1	0	1
14467	22648	"Pryskyricný dul"	50.89304	14.40634	60	"AWI"	60	220	527	351	158	0	15	0	0	1	0	25	0	0	0	0	0	5	2	0	0	156	0	0	0	1	0	0	0	3	13	0	49	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	1	0	1
14467	22648	"Pryskyricný dul"	50.89304	14.40634	70	"AWI"	70	291	633	447	135	1	18	0	0	1	0	34	0	1	0	0	0	4	3	0	0	157	0	0	0	0	0	0	0	4	22	0	42	0	0	0	0	29	0	0	0	0	1	0	0	0	0	0	1	1	1
14467	22648	"Pryskyricný dul"	50.89304	14.40634	80	"AWI"	80	365	730	539	95	0	39	0	0	2	0	63	0	0	0	0	0	4	5	0	0	114	1	1	0	0	0	0	0	5	29	0	104	0	0	0	0	22	0	0	0	0	4	0	0	0	0	0	2	1	2
14467	22648	"Pryskyricný dul"	50.89304	14.40634	90	"AWI"	90	451	826	633	62	0	36	1	0	1	0	72	0	0	0	0	0	11	3	0	0	112	1	2	0	0	0	0	2	2	35	0	102	0	0	0	0	27	0	0	0	0	1	0	0	0	0	0	2	2	0
14467	22648	"Pryskyricný dul"	50.89304	14.40634	100	"AWI"	100	541	918	727	33	0	38	0	0	2	0	51	0	0	0	0	0	9	6	0	0	103	0	1	0	0	0	0	0	1	28	0	115	0	0	0	0	31	0	0	0	0	1	0	0	0	0	0	0	1	1
14467	22648	"Pryskyricný dul"	50.89304	14.40634	110	"AWI"	110	629	1004	822	37	1	29	1	1	1	0	72	0	0	0	0	0	18	3	0	0	128	0	2	0	0	0	0	0	0	25	0	119	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	2	5	2
14467	22648	"Pryskyricný dul"	50.89304	14.40634	120	"AWI"	120	732	1085	917	31	0	19	0	0	0	0	99	0	0	0	0	0	16	1	0	0	117	0	2	0	0	0	0	0	1	30	0	111	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	1	5	4
14467	22648	"Pryskyricný dul"	50.89304	14.40634	130	"AWI"	130	839	1166	1009	37	0	26	0	0	1	0	103	0	0	0	0	0	11	3	0	0	122	0	1	0	0	0	0	0	2	18	0	105	0	0	0	0	31	0	0	0	0	2	0	0	0	0	0	2	3	1
14467	22648	"Pryskyricný dul"	50.89304	14.40634	140	"AWI"	140	962	1235	1102	31	0	33	1	0	2	0	98	0	1	0	0	0	10	2	0	0	135	0	0	0	0	0	0	0	1	16	0	57	0	0	0	1	50	0	0	1	0	6	0	0	0	0	1	5	4	3
14467	22648	"Pryskyricný dul"	50.89304	14.40634	150	"AWI"	150	1081	1348	1198	42	0	23	1	1	1	0	91	0	1	0	0	0	14	0	0	0	117	1	1	0	0	0	0	0	2	12	0	125	0	0	0	0	27	0	0	1	0	0	0	0	0	1	0	1	2	2
14467	22648	"Pryskyricný dul"	50.89304	14.40634	160	"AWI"	160	1169	1512	1322	34	0	28	0	1	3	0	71	0	0	0	0	0	10	2	0	0	81	0	1	0	0	0	0	0	8	15	0	151	0	0	0	0	29	0	0	2	0	1	0	0	0	0	0	2	1	5
14467	22648	"Pryskyricný dul"	50.89304	14.40634	170	"AWI"	170	1259	1666	1439	97	2	11	0	0	0	0	36	0	0	0	0	0	4	7	0	0	105	0	5	0	0	0	0	0	1	18	0	153	0	0	0	0	27	0	0	0	0	2	0	0	0	0	0	2	2	1
14467	22648	"Pryskyricný dul"	50.89304	14.40634	180	"AWI"	180	1357	1810	1563	86	1	21	0	0	1	0	58	0	0	0	0	0	11	8	0	0	126	0	2	0	0	0	0	0	2	26	0	149	0	0	0	0	29	0	0	1	0	1	0	0	0	0	0	3	3	1
14467	22648	"Pryskyricný dul"	50.89304	14.40634	190	"AWI"	190	1459	1945	1688	61	0	42	0	1	0	0	35	0	0	0	0	0	12	12	0	0	119	0	3	0	0	0	0	0	0	31	0	126	0	0	0	0	43	0	0	2	0	0	0	0	0	0	0	3	5	3
14467	22648	"Pryskyricný dul"	50.89304	14.40634	200	"AWI"	200	1565	2074	1809	64	0	35	0	0	1	0	42	0	0	0	0	0	10	7	0	0	109	1	4	0	0	0	0	2	2	27	0	148	0	0	0	0	31	0	0	1	0	2	0	0	0	0	0	1	4	2
14467	22648	"Pryskyricný dul"	50.89304	14.40634	210	"AWI"	210	1683	2193	1932	61	0	25	0	1	5	0	36	0	0	0	0	0	13	2	0	0	87	0	2	0	0	0	0	0	2	9	0	138	0	0	0	0	34	0	0	0	0	1	0	0	0	0	0	2	8	2
14467	22648	"Pryskyricný dul"	50.89304	14.40634	220	"AWI"	220	1808	2316	2057	57	1	27	0	1	1	0	22	0	0	0	0	0	18	3	0	0	66	0	1	0	0	0	0	0	2	11	0	194	0	0	0	1	29	0	0	0	0	3	0	0	0	0	1	3	7	0
14467	22648	"Pryskyricný dul"	50.89304	14.40634	230	"AWI"	230	1933	2426	2181	49	0	17	0	0	2	0	17	0	0	0	0	0	11	1	0	0	50	0	1	0	0	0	0	0	0	5	0	320	0	0	0	0	12	0	0	0	0	2	0	0	0	0	0	3	4	1
14467	22648	"Pryskyricný dul"	50.89304	14.40634	240	"AWI"	240	2077	2534	2300	65	1	23	0	0	2	0	88	0	0	0	0	0	36	2	0	0	139	1	5	0	0	0	0	0	1	8	0	103	0	0	0	3	42	0	0	2	0	1	0	0	0	1	0	1	6	1
14467	22648	"Pryskyricný dul"	50.89304	14.40634	250	"AWI"	250	2233	2633	2416	74	1	43	0	0	1	0	63	0	0	0	0	0	40	3	0	0	153	0	8	0	0	0	0	0	4	11	0	88	0	0	0	1	34	0	0	0	0	1	0	0	0	0	0	2	10	0
14467	22648	"Pryskyricný dul"	50.89304	14.40634	260	"AWI"	260	2384	2745	2532	26	0	27	0	1	2	0	38	0	0	0	0	0	25	1	0	0	114	2	4	0	0	0	0	2	38	5	0	99	0	0	0	2	26	0	0	0	0	0	0	1	0	2	0	5	9	0
14467	22648	"Pryskyricný dul"	50.89304	14.40634	270	"AWI"	270	2457	2890	2638	43	2	27	0	2	1	0	95	0	0	0	0	0	69	1	0	0	87	1	4	0	0	0	0	0	12	4	0	49	0	0	0	0	62	0	0	0	0	3	0	0	0	0	0	15	4	1
