"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celtis"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Olea"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"
3016	3930	"Biot"	43.8	7.1	2280	"AWI"	2280	6575	7449	6963	4	1	60	2	6	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	58	1	0	0	13	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	65	28	0	5	0	1	0	0	0	0	0	0	0	0	1	0	0	0
3016	3930	"Biot"	43.8	7.1	2320	"AWI"	2320	6602	7674	7055	6	1	59	1	4	5	0	0	0	0	1	0	2	0	0	0	0	0	0	0	42	7	0	0	0	1	3	2	5	1	0	10	0	3	1	0	0	0	0	1	1	0	1	4	0	2	26	0	56	17	4	2	2	0	0	2	1	0	0	0	1	0	0	0	0	1
3016	3930	"Biot"	43.8	7.1	2360	"AWI"	2360	6632	7918	7143	19	0	6	0	2	0	0	2	0	43	3	0	0	0	0	0	1	0	0	0	5	9	0	0	22	1	1	0	0	2	0	5	4	1	2	0	0	0	0	0	0	51	0	3	1	4	49	0	23	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
3016	3930	"Biot"	43.8	7.1	2400	"AWI"	2400	6654	8183	7230	41	0	12	1	17	0	0	1	0	31	3	0	0	0	0	2	0	3	0	0	52	5	0	3	40	0	2	0	0	0	0	1	1	0	0	1	0	0	2	0	0	0	0	0	0	2	28	0	34	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0
3016	3930	"Biot"	43.8	7.1	2500	"AWI"	2500	6851	8479	7492	2	2	27	0	3	0	0	2	0	0	1	1	2	0	0	0	0	0	0	0	51	3	0	0	36	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	34	0	1	0	0	0	0	37	6	0	4	0	1	0	0	0	0	0	0	3	0	0	0	0	1
3016	3930	"Biot"	43.8	7.1	2540	"AWI"	2540	6921	8547	7605	13	0	85	2	5	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	80	8	0	1	29	3	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	26	1	3	0	0	0	2	42	17	0	4	0	2	1	2	1	0	0	0	5	0	1	0	0	0
3016	3930	"Biot"	43.8	7.1	2580	"AWI"	2580	6980	8618	7718	20	0	49	2	4	2	2	1	0	61	3	0	0	0	0	1	0	2	0	0	57	5	0	0	36	0	1	0	0	1	1	2	4	0	1	0	0	0	0	0	0	62	0	2	0	3	26	0	25	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3016	3930	"Biot"	43.8	7.1	2680	"AWI"	2680	7087	8916	7994	26	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	4	12	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3016	3930	"Biot"	43.8	7.1	2760	"AWI"	2760	7341	9021	8196	12	4	29	4	5	1	0	1	0	0	3	1	1	0	0	1	0	0	0	0	70	6	0	0	30	0	0	0	2	1	2	11	0	1	0	0	0	0	0	0	0	52	0	2	0	0	24	1	44	3	0	4	5	1	1	0	0	0	0	0	1	0	2	0	0	0
3016	3930	"Biot"	43.8	7.1	2780	"AWI"	2780	7390	9038	8246	9	2	68	3	13	1	0	4	0	0	0	0	1	0	0	1	0	0	0	0	70	1	0	1	32	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	4	5	0	0	0	0	0	0	1	2	0	4	0	0	0
3016	3930	"Biot"	43.8	7.1	2800	"AWI"	2800	7441	9057	8297	10	4	19	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	38	0	0	0	0	0	0	25	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
3016	3930	"Biot"	43.8	7.1	2820	"AWI"	2820	7464	9077	8358	8	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	4	0	0	7	0	0	0	1	0	0	5	2	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3016	3930	"Biot"	43.8	7.1	2860	"AWI"	2860	7525	9124	8475	3	0	52	3	14	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	64	1	0	0	9	3	0	0	1	1	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	63	1	0	6	2	5	0	0	1	0	0	0	1	0	8	0	0	1
3016	3930	"Biot"	43.8	7.1	2900	"AWI"	2900	7583	9189	8592	19	0	27	1	2	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	26	4	0	0	23	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	97	0	0	0	4	28	0	24	0	0	0	0	1	0	1	1	0	0	0	2	0	2	0	0	0
3016	3930	"Biot"	43.8	7.1	2960	"AWI"	2960	7681	9317	8745	50	0	109	2	10	0	1	3	0	0	0	0	2	0	0	0	1	0	0	3	109	2	0	1	36	0	0	1	2	0	0	10	0	1	0	0	0	0	0	1	1	78	0	2	1	0	43	0	129	5	0	4	0	5	1	1	0	0	0	0	4	0	5	0	0	1
3016	3930	"Biot"	43.8	7.1	3000	"AWI"	3000	7943	9336	8832	50	4	5	21	3	1	0	0	0	0	0	0	2	0	0	3	0	4	0	0	32	10	0	2	33	0	1	3	1	1	0	10	0	0	0	0	0	0	0	0	1	0	0	1	0	0	29	0	130	3	0	0	0	0	1	2	0	2	0	1	19	0	9	0	0	0
3016	3930	"Biot"	43.8	7.1	3040	"AWI"	3040	8191	9359	8917	12	0	90	14	9	1	0	3	0	0	0	0	0	0	0	0	0	0	3	0	96	4	0	1	33	0	2	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	64	0	0	4	0	1	1	0	1	0	0	1	5	0	2	0	0	0
3016	3930	"Biot"	43.8	7.1	3100	"AWI"	3100	8526	9391	9049	9	0	24	3	2	2	0	5	0	0	3	0	2	0	0	1	0	2	0	0	27	4	0	0	18	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	94	3	0	0	0	0	0	3	0	0	0	0	14	0	6	0	0	0
3016	3930	"Biot"	43.8	7.1	3120	"AWI"	3120	8634	9405	9092	9	2	12	3	2	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	17	7	1	0	20	0	0	1	1	0	4	9	0	1	0	0	0	0	0	0	0	84	0	0	0	2	20	1	143	1	0	2	0	0	1	0	0	0	1	0	23	0	1	0	0	0
3016	3930	"Biot"	43.8	7.1	3140	"AWI"	3140	8720	9421	9139	11	0	26	4	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	24	1	0	0	11	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	80	0	0	5	0	0	0	0	0	0	0	0	10	0	3	0	0	0
3016	3930	"Biot"	43.8	7.1	3180	"AWI"	3180	8877	9464	9243	18	1	74	0	6	4	3	2	0	0	3	0	0	0	0	0	0	0	0	0	51	3	0	1	66	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	5	0	0	0	0	0	0	0	0	16	0	12	0	0	0
3016	3930	"Biot"	43.8	7.1	3200	"AWI"	3200	8910	9511	9293	1	0	49	0	2	0	2	1	0	0	1	1	0	0	0	1	0	0	0	0	55	0	0	0	9	1	3	0	2	0	0	11	0	1	0	0	0	0	0	0	0	0	0	1	0	0	6	1	100	8	3	1	0	0	0	0	1	0	0	0	9	0	8	0	0	1
3016	3930	"Biot"	43.8	7.1	3240	"AWI"	3240	9006	9600	9374	75	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	221	0	0	0	0	0	0	40	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
3016	3930	"Biot"	43.8	7.1	3260	"AWI"	3260	9050	9661	9411	15	0	117	4	21	2	0	0	0	12	0	0	1	0	0	1	2	0	0	0	88	2	0	1	41	0	4	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	97	0	0	2	0	0	1	0	0	1	0	0	5	0	3	0	0	0
3016	3930	"Biot"	43.8	7.1	3300	"AWI"	3300	9107	9801	9485	9	0	1	0	3	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	16	24	0	1	5	0	1	0	1	0	0	3	1	3	0	0	0	0	0	0	0	143	1	0	0	1	0	0	56	0	0	5	0	0	0	1	0	0	0	1	8	0	1	1	0	0
3016	3930	"Biot"	43.8	7.1	3320	"AWI"	3320	9125	9879	9518	8	0	0	3	3	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	27	4	0	0	0	0	2	0	0	0	0	5	0	1	0	2	0	0	0	0	4	0	0	0	1	0	0	0	91	0	0	12	0	1	0	4	0	0	0	1	12	0	6	0	0	0
3016	3930	"Biot"	43.8	7.1	3340	"AWI"	3340	9142	9957	9552	2	0	3	2	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	6	4	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	71	0	0	0	0	0	0	17	0	0	6	0	0	0	0	0	0	0	0	1	0	2	0	0	0
3016	3930	"Biot"	43.8	7.1	3360	"AWI"	3360	9157	10035	9586	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3016	3930	"Biot"	43.8	7.1	3400	"AWI"	3400	9180	10194	9656	2	2	2	1	14	0	0	2	0	0	1	0	1	0	0	3	0	0	0	0	15	17	0	1	0	0	0	0	1	0	3	5	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	36	0	0	5	0	0	0	1	0	0	0	0	3	0	2	0	0	0
3016	3930	"Biot"	43.8	7.1	3440	"AWI"	3440	9205	10370	9724	0	1	5	3	14	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	110	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	315	0	0	44	0	1	0	2	0	0	0	0	9	0	6	0	0	0
3016	3930	"Biot"	43.8	7.1	3460	"AWI"	3460	9217	10460	9762	0	1	3	1	5	7	0	0	0	0	0	0	2	1	0	0	0	0	0	0	128	12	0	1	31	0	1	0	1	1	0	6	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	203	0	0	18	0	0	0	0	0	0	0	0	31	0	8	0	0	1
3016	3930	"Biot"	43.8	7.1	3500	"AWI"	3500	9327	10529	9840	1	0	0	0	0	5	0	0	0	6	0	0	3	0	0	1	0	1	0	0	16	2	0	0	0	1	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	102	0	0	0	0	0	0	99	0	0	3	0	0	0	0	0	0	0	1	7	0	11	0	0	0
3016	3930	"Biot"	43.8	7.1	3520	"AWI"	3520	9378	10549	9885	3	4	4	7	8	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	23	6	0	0	0	0	0	0	1	0	5	4	0	2	0	0	0	0	0	0	0	94	0	0	0	5	0	1	53	0	0	6	0	3	0	2	0	0	0	0	2	0	4	0	0	0
3016	3930	"Biot"	43.8	7.1	3600	"AWI"	3600	9516	10632	10070	1	1	0	40	5	0	0	3	0	21	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3016	3930	"Biot"	43.8	7.1	3640	"AWI"	3640	9566	10701	10164	16	2	0	1	0	5	0	1	0	0	0	0	2	0	0	1	0	2	0	0	11	1	0	0	46	0	0	6	1	2	0	1	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	127	2	0	0	0	0	0	2	0	0	0	1	0	0	3	0	0	0
3016	3930	"Biot"	43.8	7.1	3700	"AWI"	3700	9626	10858	10309	4	2	1	11	10	0	0	1	0	0	3	1	1	0	0	0	0	0	0	0	16	8	0	2	0	0	2	0	0	2	0	1	2	2	0	1	0	0	0	1	0	170	0	0	0	0	0	0	36	0	1	4	5	1	0	0	0	0	0	0	3	0	2	0	0	0
3016	3930	"Biot"	43.8	7.1	3840	"AWI"	3840	10111	11017	10576	0	0	0	0	4	3	0	0	0	0	0	1	1	0	0	1	4	0	0	0	15	7	0	0	15	0	0	0	0	0	0	6	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	67	24	3	0	0	0	0	0	0	0	0	1	6	0	7	0	0	0
3016	3930	"Biot"	43.8	7.1	3860	"AWI"	3860	10179	11028	10613	0	0	0	1	2	3	0	0	0	0	1	0	0	0	2	5	0	0	0	0	12	1	0	0	0	2	0	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	79	20	7	0	0	0	0	1	0	0	0	1	7	0	13	0	0	0
3016	3930	"Biot"	43.8	7.1	3900	"AWI"	3900	10307	11072	10688	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
3016	3930	"Biot"	43.8	7.1	4000	"AWI"	4000	10526	11196	10885	1	2	0	6	2	1	0	5	0	0	0	0	2	0	0	1	0	0	0	0	17	10	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	28	0	0	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0
3016	3930	"Biot"	43.8	7.1	4120	"AWI"	4120	10658	11435	11062	11	0	0	75	4	1	0	1	0	0	0	1	0	0	0	0	0	2	0	0	2	4	0	0	0	0	0	0	0	0	1	3	10	3	0	0	0	0	1	0	6	273	0	0	1	1	0	0	5	4	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
3016	3930	"Biot"	43.8	7.1	4140	"AWI"	4140	10681	11491	11086	8	0	2	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	9	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	417	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	8	3	2	0	0	0
3016	3930	"Biot"	43.8	7.1	4180	"AWI"	4180	10707	11614	11140	6	9	1	3	1	3	1	1	0	0	0	0	0	0	0	0	0	2	0	0	43	7	0	1	0	0	0	0	2	0	3	3	1	0	0	0	1	0	0	0	1	126	0	0	0	1	0	0	27	0	0	0	0	0	0	2	0	0	0	1	1	0	15	0	0	0
3016	3930	"Biot"	43.8	7.1	4200	"AWI"	4200	10725	11682	11166	4	0	0	3	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	5	11	0	1	0	0	1	2	0	0	0	4	4	2	0	0	0	0	0	0	3	166	0	1	0	0	0	0	17	0	0	0	0	3	0	1	0	0	0	0	2	0	1	0	0	0
3016	3930	"Biot"	43.8	7.1	4240	"AWI"	4240	10741	11812	11220	0	1	0	7	6	0	0	2	0	0	2	2	0	0	0	1	1	0	0	0	10	0	0	1	0	0	2	0	1	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	5	0	0	0	0	3	0	0	3	0	0
3016	3930	"Biot"	43.8	7.1	4290	"AWI"	4290	10817	11864	11290	0	1	0	5	9	3	0	7	0	0	8	0	1	0	0	0	0	0	0	0	50	20	0	3	0	0	1	0	1	1	0	1	1	1	0	24	1	0	0	0	0	43	1	0	0	0	0	0	81	0	1	0	3	1	0	1	0	0	0	1	5	0	12	0	0	0
3016	3930	"Biot"	43.8	7.1	4300	"AWI"	4300	10833	11874	11306	0	4	0	8	5	2	0	4	0	0	3	0	4	1	0	2	0	0	0	0	4	5	0	2	0	0	0	0	2	3	1	2	2	1	0	0	0	0	0	0	1	68	0	2	0	0	0	0	34	0	0	0	0	1	0	5	0	0	0	0	0	0	6	0	0	0
3016	3930	"Biot"	43.8	7.1	4320	"AWI"	4320	10853	11893	11335	1	2	1	4	3	3	0	2	0	0	3	0	1	0	0	1	0	0	0	0	16	3	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	51	0	0	0	5	0	0	0	0	0	0	2	10	0	4	0	0	0
3016	3930	"Biot"	43.8	7.1	4340	"AWI"	4340	10882	11915	11365	4	7	0	3	8	2	0	9	0	0	1	0	1	0	0	1	0	0	0	0	32	6	0	0	0	0	1	0	0	0	0	5	5	3	0	0	0	0	0	0	1	77	0	0	0	0	0	1	66	0	0	0	3	1	0	6	0	0	0	1	3	0	7	0	1	2
3016	3930	"Biot"	43.8	7.1	4360	"AWI"	4360	10904	11936	11396	2	0	0	7	3	1	0	6	0	0	1	0	3	0	0	5	0	0	0	0	14	4	0	0	0	0	0	0	0	1	0	5	2	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	50	0	0	0	0	0	0	1	0	0	0	1	6	0	2	1	0	0
3016	3930	"Biot"	43.8	7.1	4380	"AWI"	4380	10929	11963	11428	2	11	0	5	8	2	0	10	0	0	5	0	2	0	0	1	0	2	1	0	30	10	0	1	0	1	2	0	0	0	4	8	6	1	0	1	1	0	0	0	1	99	1	0	0	0	0	0	116	3	0	0	0	3	0	10	0	1	0	2	5	0	20	0	0	0
3016	3930	"Biot"	43.8	7.1	4400	"AWI"	4400	10949	11991	11459	2	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	69	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1
3016	3930	"Biot"	43.8	7.1	4500	"AWI"	4500	11021	12200	11603	2	1	0	80	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	9	1	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	16	0	0	0	0	1	0	1	0	0	0	0	3	0	2	0	0	0
3016	3930	"Biot"	43.8	7.1	4550	"AWI"	4550	11124	12233	11675	1	0	0	2	0	2	0	3	0	0	2	0	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
3016	3930	"Biot"	43.8	7.1	4580	"AWI"	4580	11183	12248	11720	1	11	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1	0	0	0	0	0	0	0	0	0	4	4	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	4	0	30	0	1	0
3016	3930	"Biot"	43.8	7.1	4600	"AWI"	4600	11217	12260	11748	1	3	2	2	6	4	0	7	0	0	4	0	4	0	0	2	0	0	0	0	21	9	0	2	0	0	1	1	0	0	0	8	3	6	0	0	0	0	0	0	0	79	0	4	0	0	0	0	105	0	1	0	2	4	0	6	1	0	0	1	3	0	3	1	0	0
3016	3930	"Biot"	43.8	7.1	4710	"AWI"	4710	11344	12364	11923	0	4	0	0	10	0	0	8	0	15	1	0	1	0	0	2	0	0	0	0	38	0	0	0	0	0	1	0	0	0	2	3	2	1	2	0	0	0	0	0	0	32	1	0	0	0	0	1	57	0	0	0	0	4	0	2	0	0	0	1	3	0	5	0	0	0
