"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
24242	42673	"Huzenbacher See"	48.574426	8.348266	210	"AWI"	210	1870	2778	2367	0	1	44	0	0	0	0	0	0	22	0	0	3	0	0	0	84	2000	0	0	75	0	0	57	1	4	1	0	0	12	1	0	0	0	4	17	0	30	134	0	0	0	0	0	0	0	11	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	225	"AWI"	225	2044	2901	2537	0	0	40	0	0	0	0	2	0	3	0	0	2	0	0	0	29	35	0	0	0	0	0	16	0	1	0	0	0	14	0	0	0	0	0	3	0	10	165	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	1	4	2	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	230	"AWI"	230	2127	2955	2596	0	0	30	0	1	0	0	0	0	6	0	0	1	0	0	0	41	67	0	0	0	0	0	16	0	5	0	0	0	5	0	1	0	0	0	1	0	7	161	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	1	0	3	4	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	235	"AWI"	235	2222	2987	2655	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	33	20	0	0	0	0	0	7	0	1	0	0	0	4	0	0	0	0	0	1	0	5	177	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	240	"AWI"	240	2273	3029	2719	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	19	21	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	2	0	2	132	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	245	"AWI"	245	2376	3072	2773	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	10	17	0	0	0	0	0	3	0	3	0	0	0	1	0	0	0	0	0	0	0	11	124	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	250	"AWI"	250	2449	3101	2831	0	4	93	0	0	0	0	2	0	8	0	0	0	0	0	0	101	56	0	0	14	0	0	46	0	5	0	0	0	12	0	0	0	0	0	6	0	2	261	0	0	0	0	0	0	0	12	0	0	0	0	1	1	0	0	0	0	0	0	3	6	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	255	"AWI"	255	2521	3139	2882	217	4	79	1	0	0	1	1	0	125	1	0	0	0	1	0	104	18	0	0	0	1	0	175	0	22	0	0	0	16	0	0	0	0	1	20	0	9	155	0	0	0	0	0	0	0	85	0	0	0	6	7	2	0	0	0	0	0	0	0	5	0	1
24242	42673	"Huzenbacher See"	48.574426	8.348266	260	"AWI"	260	2626	3173	2933	252	0	80	2	0	0	0	6	0	140	0	1	0	0	0	0	117	5	0	0	6	0	0	137	0	24	0	0	0	4	0	0	0	0	1	5	0	3	114	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	9	12	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	265	"AWI"	265	2707	3225	2992	226	1	110	0	0	0	1	7	0	142	0	0	0	0	0	0	114	15	0	0	13	0	0	121	1	15	0	0	0	7	0	0	0	0	0	10	0	3	134	0	0	0	0	0	0	0	115	0	0	0	0	1	0	0	0	0	0	1	0	9	8	1	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	270	"AWI"	270	2986	3319	3108	277	0	90	1	0	0	0	5	0	143	0	0	0	0	0	0	123	9	0	0	5	0	0	128	0	23	0	0	0	7	0	0	0	0	0	9	0	3	133	0	0	0	0	0	0	0	108	0	0	0	0	2	0	0	0	0	0	0	0	11	10	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	275	"AWI"	275	3051	3644	3232	219	1	109	0	0	0	0	2	0	135	1	0	0	0	0	0	115	13	0	0	5	0	0	120	0	11	0	0	1	7	0	0	0	0	0	7	0	2	131	0	0	0	0	0	0	0	125	0	0	1	0	4	1	1	0	0	0	2	0	9	10	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	280	"AWI"	280	3146	4145	3441	240	1	117	0	0	0	0	5	0	149	0	0	2	0	0	0	101	8	0	0	12	0	0	147	0	20	0	0	0	5	0	0	0	0	1	10	0	2	131	0	0	0	0	0	0	0	103	0	0	0	0	3	0	0	0	0	0	0	0	5	9	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	285	"AWI"	285	3253	4927	3843	0	2	119	2	0	0	0	3	0	135	1	0	0	0	0	0	121	9	0	0	0	1	0	152	0	15	0	0	0	5	0	0	1	0	1	4	0	4	174	0	0	0	0	0	0	0	112	0	0	0	0	2	0	0	0	0	0	0	1	5	13	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	290	"AWI"	290	3330	5841	4204	183	0	100	0	0	0	0	2	0	134	0	1	1	0	0	0	177	7	0	0	0	0	0	87	1	23	0	0	0	11	0	0	0	0	0	1	0	6	122	0	0	0	0	0	0	0	143	0	0	0	0	1	0	0	0	0	0	0	0	13	23	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	295	"AWI"	295	3605	6308	4738	200	4	120	0	0	0	2	4	0	122	0	0	0	1	0	0	165	6	0	0	8	0	0	75	1	33	0	0	0	5	0	0	0	0	0	2	0	4	99	0	0	0	0	0	0	0	172	0	0	0	0	4	0	0	1	0	2	0	0	16	19	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	300	"AWI"	300	3815	6853	5283	99	2	88	0	0	0	2	0	0	97	0	0	1	0	0	0	279	3	0	0	0	1	0	0	1	44	0	0	0	7	0	0	0	0	2	0	0	2	116	0	0	0	0	0	0	0	280	0	0	0	0	3	0	0	0	0	4	1	0	35	56	1	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	305	"AWI"	305	4092	7569	5718	64	2	58	0	0	0	0	1	0	113	0	0	1	0	0	0	272	5	0	0	0	1	0	1	0	55	0	0	0	9	0	0	0	0	1	0	1	2	116	0	0	0	0	0	0	1	277	0	0	0	0	1	0	0	0	0	1	2	1	33	48	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	310	"AWI"	310	4667	7837	6213	60	6	74	0	0	0	0	3	0	116	0	0	2	0	0	0	272	1	0	0	0	2	0	4	0	56	0	0	0	12	0	0	0	0	3	0	0	5	137	0	0	0	0	2	0	1	193	0	0	0	0	6	0	0	0	0	3	1	0	35	43	1	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	315	"AWI"	315	4960	8182	6687	0	3	72	0	0	0	0	0	0	131	0	0	0	0	0	0	294	1	0	0	0	0	0	3	1	57	0	0	0	10	0	0	0	0	4	0	0	0	135	0	0	0	0	0	0	0	312	0	0	0	0	0	0	1	0	0	8	0	0	35	44	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	320	"AWI"	320	5515	8416	7150	39	3	70	0	0	0	0	3	0	119	0	0	0	0	0	0	343	1	0	0	0	0	0	3	1	30	0	0	0	12	0	0	0	0	0	0	0	2	144	0	0	0	0	0	0	1	249	0	0	0	0	3	0	1	0	0	2	0	0	34	56	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	336	"AWI"	336	7862	8938	8508	0	3	78	0	0	0	1	6	0	105	0	0	0	0	0	0	299	8	0	0	3	0	0	1	2	40	0	0	0	14	0	1	0	0	3	0	0	4	139	0	0	0	0	2	0	0	204	0	0	0	0	4	1	0	0	0	2	1	0	29	44	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	340	"AWI"	340	8537	9134	8820	0	1	53	0	0	0	1	0	0	101	0	1	0	0	0	0	407	0	0	0	2	0	0	0	0	17	0	0	0	7	0	0	0	0	0	0	0	1	169	0	0	0	0	1	0	0	148	0	0	0	0	2	0	0	0	0	1	1	0	23	80	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	345	"AWI"	345	8921	9529	9197	0	0	19	0	0	0	0	0	0	102	0	0	0	0	0	0	615	4	1	0	0	0	0	0	0	5	0	0	0	10	0	0	0	0	0	0	0	1	102	0	0	0	0	0	0	1	149	0	0	0	0	0	1	0	0	0	0	1	0	11	68	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	350	"AWI"	350	9335	9793	9565	0	1	13	0	1	0	0	0	0	107	0	0	0	0	0	0	650	7	0	0	0	0	0	0	0	14	0	0	0	5	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	140	0	0	0	0	4	0	1	0	0	1	2	0	12	66	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	355	"AWI"	355	9625	10157	9911	0	1	12	0	0	0	1	2	0	113	0	0	0	0	0	0	665	5	0	0	0	0	0	0	2	4	0	0	0	7	0	0	0	0	3	0	0	0	109	0	0	0	0	1	0	0	152	0	0	0	0	2	0	0	0	0	0	1	2	3	81	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	360	"AWI"	360	9827	10405	10142	0	0	11	0	0	0	0	2	0	86	0	0	0	0	0	0	583	4	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	2	0	0	0	257	0	0	0	0	2	0	0	107	0	6	1	0	5	0	0	0	1	4	0	0	0	54	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	365	"AWI"	365	9912	10754	10369	0	0	17	0	0	0	0	3	0	116	1	0	0	0	0	0	535	7	0	0	0	0	0	0	1	2	0	0	0	7	0	1	0	0	0	0	0	0	215	0	0	0	0	0	0	0	55	0	0	0	0	3	0	0	0	0	0	0	1	0	65	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	370	"AWI"	370	10251	10969	10607	0	0	11	0	0	0	0	1	0	121	0	0	0	0	0	0	505	2	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	380	0	0	0	0	0	0	0	22	0	0	0	0	7	0	0	0	0	0	0	1	0	29	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	375	"AWI"	375	10674	11066	10853	0	0	1	0	0	0	0	12	0	291	0	0	0	0	0	0	75	6	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	643	0	0	0	0	0	0	0	5	0	0	1	0	10	0	0	0	0	2	0	0	0	6	0	0
24242	42673	"Huzenbacher See"	48.574426	8.348266	380	"AWI"	380	10773	11631	11120	0	0	0	0	0	0	0	13	0	319	0	0	0	0	0	0	3	7	1	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	788	0	1	0	0	1	0	0	1	0	0	1	0	20	0	0	0	1	2	0	0	0	0	0	0
