"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Ilex"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"
16094	24844	"Carquefou"	47.30917	-1.47694	80	"AWI"	80	813	973	889	0	116	1	5	0	0	0	4	0	2	0	0	6	0	0	0	0	1	0	41	0	0	0	1	0	0	7	0	0	0	0	0	0	0	1	0	0	0	1	6	0	9	0	7	2	1	0	1	0	0	4	0	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	85	"AWI"	85	831	1027	923	0	176	0	8	2	1	0	1	0	0	0	0	0	0	0	0	0	4	0	48	0	0	0	2	0	1	5	0	0	3	2	0	1	0	2	0	0	0	0	8	1	2	0	5	2	0	0	0	0	0	1	0	0	0	3
16094	24844	"Carquefou"	47.30917	-1.47694	90	"AWI"	90	844	1098	956	0	75	1	2	2	1	0	2	0	1	0	0	0	0	0	1	0	3	0	136	0	0	0	0	0	0	4	0	0	5	0	0	0	0	1	0	0	0	0	11	0	3	0	5	3	0	0	0	0	0	1	0	1	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	94	"AWI"	94	885	1117	992	0	227	1	3	2	0	0	5	0	0	0	0	1	4	0	0	0	9	0	7	0	0	0	1	0	0	0	1	0	0	2	0	0	0	4	0	0	0	0	12	1	0	0	3	1	0	0	0	0	0	2	1	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	98	"AWI"	98	916	1147	1031	0	237	0	1	3	1	0	7	0	0	0	0	3	0	1	0	0	15	0	21	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	1	9	0	0	0	6	2	0	0	0	0	0	1	0	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	102	"AWI"	102	934	1194	1066	0	222	1	2	6	0	0	5	0	1	0	0	0	0	0	0	0	12	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	11	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1
16094	24844	"Carquefou"	47.30917	-1.47694	106	"AWI"	106	951	1253	1100	0	322	0	1	1	1	0	2	0	0	0	0	2	0	0	0	0	11	0	8	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	20	1	0	0	2	2	0	0	1	0	1	2	1	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	110	"AWI"	110	988	1287	1132	0	325	2	2	1	1	0	3	0	1	0	0	0	0	1	0	0	6	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	20	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	115	"AWI"	115	1044	1307	1173	0	311	2	1	2	1	0	3	0	1	0	0	2	0	0	0	0	3	0	12	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	18	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	120	"AWI"	120	1084	1336	1217	1	320	0	1	1	0	0	7	0	0	0	0	0	0	0	0	0	2	0	9	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	125	"AWI"	125	1111	1377	1262	0	241	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	7	0	18	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	16	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	130	"AWI"	130	1174	1408	1303	0	249	0	1	6	0	0	4	0	0	0	0	4	0	0	0	0	20	0	11	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	135	"AWI"	135	1223	1452	1349	0	273	0	2	6	1	0	1	0	0	0	0	0	0	0	0	0	17	0	12	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	13	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	140	"AWI"	140	1264	1537	1392	0	264	0	0	5	0	0	4	0	0	0	0	0	0	1	0	0	26	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	1	0	0	2	1	0	0	2	0	0	1	0	0	0	2
16094	24844	"Carquefou"	47.30917	-1.47694	145	"AWI"	145	1298	1621	1433	0	262	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	6	0	9	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	150	"AWI"	150	1346	1652	1477	0	318	1	0	1	0	0	4	0	0	0	0	0	0	0	0	0	18	0	5	0	0	0	2	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
16094	24844	"Carquefou"	47.30917	-1.47694	155	"AWI"	155	1372	1700	1521	0	269	0	0	1	0	0	3	0	0	0	0	2	0	0	0	0	22	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	160	"AWI"	160	1393	1758	1564	0	238	0	0	1	0	0	6	0	1	0	0	2	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	20	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	165	"AWI"	165	1480	1803	1615	0	187	1	0	2	0	0	1	0	0	0	0	10	0	1	0	0	4	0	35	0	2	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	24	0	0	0	6	1	0	0	0	0	0	1	0	0	0	1
16094	24844	"Carquefou"	47.30917	-1.47694	170	"AWI"	170	1558	1861	1678	1	108	2	3	1	1	0	4	0	1	0	0	7	0	0	0	0	2	0	41	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	29	1	0	0	4	0	0	0	0	1	0	0	10	0	0	1
16094	24844	"Carquefou"	47.30917	-1.47694	175	"AWI"	175	1601	1952	1738	0	95	2	0	1	0	0	3	0	1	0	0	3	0	0	1	0	5	0	61	2	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	36	1	2	0	6	0	0	0	0	0	0	1	0	1	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	180	"AWI"	180	1645	2073	1807	0	200	2	0	2	0	0	2	0	0	0	0	0	0	1	0	0	8	0	21	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	26	1	0	0	5	0	0	0	0	0	3	2	0	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	185	"AWI"	185	1722	2287	1963	0	200	1	0	2	1	0	6	0	0	0	0	0	0	1	0	0	5	0	17	0	0	0	1	0	0	1	0	0	0	1	0	0	0	3	0	0	0	1	25	1	0	0	5	2	0	0	0	0	2	0	0	0	0	1
16094	24844	"Carquefou"	47.30917	-1.47694	189	"AWI"	189	1758	2539	2078	0	211	1	2	1	1	0	5	0	1	0	0	1	0	1	0	0	10	0	14	0	0	0	1	0	0	2	0	0	0	1	0	0	0	5	0	0	0	0	22	1	2	0	5	0	0	0	0	0	3	1	0	1	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	193	"AWI"	193	1787	2812	2185	1	254	2	1	6	1	0	8	1	1	0	0	1	0	1	0	0	16	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	39	0	0	0	2	0	0	0	0	0	2	2	0	0	0	2
16094	24844	"Carquefou"	47.30917	-1.47694	197	"AWI"	197	1808	3097	2291	0	296	1	1	9	0	0	1	0	0	0	0	0	3	1	0	0	22	0	8	0	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	28	1	0	0	1	0	0	0	0	0	13	1	0	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	200	"AWI"	200	1924	3154	2400	0	346	0	0	8	1	0	5	0	1	1	0	1	0	0	0	0	18	0	30	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	27	9	0	0	2	1	0	0	0	0	7	2	0	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	205	"AWI"	205	2042	3251	2586	0	246	1	1	2	1	0	3	0	0	0	0	0	0	0	0	0	15	0	27	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	25	8	0	0	0	0	0	0	0	0	15	1	0	0	0	1
16094	24844	"Carquefou"	47.30917	-1.47694	210	"AWI"	210	2115	3367	2783	0	340	1	0	8	2	0	0	0	0	0	0	1	0	0	0	0	27	0	22	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	39	0	0	0	0	0	0	0	0	0	17	1	0	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	215	"AWI"	215	2182	3581	2959	0	247	2	1	10	1	0	1	0	0	0	0	0	0	1	0	1	31	0	40	0	0	0	0	2	0	0	0	0	0	2	1	0	0	2	0	0	0	0	33	1	0	0	0	1	0	0	0	0	36	1	0	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	220	"AWI"	220	2506	3629	3102	0	230	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	18	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	225	"AWI"	225	2816	3697	3254	0	271	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	14	0	11	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	230	"AWI"	230	3047	3800	3415	0	256	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	23	0	32	0	0	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	24	1	0	0	0	0	0	0	0	0	37	4	0	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	235	"AWI"	235	3300	3966	3618	1	84	0	0	4	3	0	1	0	1	0	0	0	0	0	0	0	57	0	68	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	22	1	0	0	0	1	0	0	0	1	15	2	0	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	240	"AWI"	240	3650	4152	3902	0	21	0	1	0	20	0	5	0	1	0	0	0	0	2	0	0	19	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	3	0	0	0	0	4	1	0	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	244	"AWI"	244	3810	4403	4130	0	5	2	0	0	6	0	9	0	0	0	0	0	0	0	0	0	6	0	91	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	3	0	0	0	0	0	1	0	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	248	"AWI"	248	3919	4749	4354	0	171	0	0	4	0	0	0	0	1	0	0	0	0	2	0	0	25	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18	1	0	0	0	1	0	0	0	0	26	0	0	0	0	0
16094	24844	"Carquefou"	47.30917	-1.47694	269	"AWI"	269	4313	6801	5108	1	182	1	2	7	0	0	4	0	1	0	0	1	0	0	0	0	20	0	10	0	0	0	1	0	0	2	0	0	0	1	0	0	0	3	0	0	0	1	33	0	0	0	2	2	0	0	0	0	9	0	0	0	0	0
