"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Hypericaceae"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
13452	20183	"Tišice"	50.23694	14.53278	190	"AWI"	190	2987	4123	3540	28	1	328	0	0	2	26	0	0	13	11	0	0	0	0	0	0	0	95	0	22	0	0	1	0	1	14	0	4	0	0	0	0	0	0	0	0	2	132	347	0	0	0	0	0	209	0	0	2	0	2	0	28	0	0	0	0	7	31	23	1
13452	20183	"Tišice"	50.23694	14.53278	195	"AWI"	195	3093	4215	3644	26	1	381	0	0	2	27	0	0	16	13	1	0	0	0	0	0	0	112	0	74	0	0	0	0	1	13	0	13	0	0	0	0	0	0	0	0	1	182	452	0	0	0	0	0	249	0	1	0	0	3	0	52	0	0	1	0	5	34	24	0
13452	20183	"Tišice"	50.23694	14.53278	200	"AWI"	200	3168	4340	3745	19	1	412	1	0	3	25	0	0	18	14	0	0	0	0	0	0	0	113	0	132	0	0	0	0	0	11	2	23	0	0	0	0	0	0	0	0	0	215	506	0	0	0	0	0	255	0	0	0	0	4	0	75	0	0	3	0	3	32	21	0
13452	20183	"Tišice"	50.23694	14.53278	205	"AWI"	205	3284	4414	3846	11	1	752	0	0	1	27	0	0	17	11	0	0	0	0	0	0	0	98	0	96	0	0	0	0	0	6	3	26	0	0	0	0	0	0	0	0	0	170	448	0	0	0	0	0	247	0	0	0	0	1	0	47	0	0	0	0	2	30	15	0
13452	20183	"Tišice"	50.23694	14.53278	210	"AWI"	210	3364	4534	3950	3	3	1137	0	0	0	36	0	0	21	10	0	0	0	0	0	0	0	97	0	65	0	1	0	0	1	1	6	35	0	0	0	0	0	0	0	0	0	140	450	0	0	0	0	0	350	0	0	7	0	0	0	18	3	0	0	0	2	34	13	0
13452	20183	"Tišice"	50.23694	14.53278	215	"AWI"	215	3489	4616	4051	0	1	349	0	0	0	19	0	0	20	2	0	0	0	0	0	0	0	112	0	26	0	1	0	0	0	13	1	21	0	0	0	0	0	0	0	0	1	61	182	0	0	0	0	0	337	0	0	2	0	1	0	9	4	0	0	0	2	18	20	0
13452	20183	"Tišice"	50.23694	14.53278	220	"AWI"	220	3561	4727	4158	0	2	357	0	0	0	18	0	0	28	0	0	0	0	0	0	0	0	166	0	14	0	2	0	0	0	26	0	23	0	0	0	0	0	0	0	0	3	41	102	0	0	0	0	0	464	0	0	0	0	2	0	9	0	0	0	0	3	17	33	0
13452	20183	"Tišice"	50.23694	14.53278	225	"AWI"	225	3689	4796	4259	1	0	425	0	0	0	12	0	0	32	3	0	0	0	0	0	0	0	110	0	20	0	2	0	0	0	14	0	33	0	0	0	0	1	0	0	0	1	109	221	0	0	1	0	0	402	0	0	0	0	3	0	31	0	0	0	0	3	24	28	1
13452	20183	"Tišice"	50.23694	14.53278	230	"AWI"	230	3783	4911	4363	4	0	340	0	0	0	7	0	0	39	9	0	0	0	0	0	0	0	46	0	30	0	4	0	0	0	1	0	49	0	0	0	0	0	0	0	0	0	199	381	0	0	0	0	0	341	0	0	0	0	5	0	60	0	0	0	0	5	36	23	0
13452	20183	"Tišice"	50.23694	14.53278	235	"AWI"	235	3914	4978	4458	2	0	329	1	0	0	16	0	0	55	0	0	0	0	0	0	0	0	98	0	18	0	3	2	0	0	2	0	35	0	0	0	0	0	0	0	0	0	144	274	0	0	0	0	0	251	0	0	0	0	2	0	56	0	0	0	0	5	24	26	1
13452	20183	"Tišice"	50.23694	14.53278	240	"AWI"	240	4001	5075	4557	0	0	223	0	0	0	28	0	0	85	0	0	0	0	0	0	0	0	183	0	8	0	3	2	0	0	4	0	24	1	1	0	0	0	0	0	0	0	102	190	0	0	0	0	0	184	0	0	0	0	1	0	63	0	0	0	0	8	15	35	2
13452	20183	"Tišice"	50.23694	14.53278	245	"AWI"	245	4107	5153	4648	1	0	310	0	0	0	13	2	0	58	0	0	0	0	0	0	0	0	171	0	5	0	4	0	0	0	3	0	37	0	1	0	3	0	0	0	0	0	105	278	0	0	0	0	0	259	0	0	0	0	3	0	70	0	0	0	0	10	28	74	5
13452	20183	"Tišice"	50.23694	14.53278	250	"AWI"	250	4180	5265	4744	0	0	252	0	0	0	0	3	0	24	0	0	0	0	0	0	0	0	118	0	3	0	4	0	0	0	2	0	36	0	1	0	0	0	0	0	0	0	79	264	0	0	0	0	0	241	0	0	0	0	4	0	56	0	0	0	0	9	29	81	6
13452	20183	"Tišice"	50.23694	14.53278	255	"AWI"	255	4266	5366	4829	1	0	334	0	0	0	0	1	0	25	3	0	0	0	0	1	0	0	203	0	5	0	1	0	0	0	11	0	30	0	0	0	0	0	0	0	0	0	64	182	0	0	0	0	0	252	0	0	0	0	1	0	32	0	0	0	0	4	31	78	3
13452	20183	"Tišice"	50.23694	14.53278	260	"AWI"	260	4332	5504	4908	0	0	397	0	0	1	0	0	0	26	6	0	0	0	0	0	0	0	280	0	8	0	0	0	0	0	21	0	24	0	0	0	0	0	0	0	0	0	51	103	0	0	0	0	0	260	0	0	0	0	0	0	11	0	0	0	0	1	33	75	0
13452	20183	"Tišice"	50.23694	14.53278	270	"AWI"	270	4476	5710	5074	2	2	277	1	0	0	3	0	0	46	0	0	0	0	0	0	0	0	129	0	1	0	3	0	3	4	2	0	63	0	0	0	0	0	0	0	0	0	102	175	0	0	0	0	0	153	0	0	0	0	0	0	4	0	0	0	0	3	55	71	2
13452	20183	"Tišice"	50.23694	14.53278	280	"AWI"	280	4618	5926	5240	0	1	386	0	0	2	9	0	0	76	0	0	0	0	0	0	0	0	233	0	2	0	1	0	0	0	4	0	53	0	0	0	0	0	0	0	0	0	46	131	0	0	0	0	0	364	0	0	0	0	0	0	2	0	0	0	0	3	37	81	0
13452	20183	"Tišice"	50.23694	14.53278	285	"AWI"	285	4701	6005	5324	1	1	499	1	0	2	6	0	0	63	0	0	0	1	0	0	0	0	348	0	2	0	1	0	0	0	4	0	44	0	0	0	0	0	0	0	0	0	39	101	0	0	0	0	0	324	0	0	0	0	1	0	3	0	0	0	0	3	40	84	0
13452	20183	"Tišice"	50.23694	14.53278	290	"AWI"	290	4781	6120	5411	4	2	590	0	0	4	4	0	0	51	0	0	0	0	0	0	0	0	515	0	3	0	0	0	0	0	5	0	37	0	0	0	0	0	0	0	0	1	34	69	0	0	0	0	0	294	0	0	0	0	0	0	6	0	2	0	0	5	47	95	0
13452	20183	"Tišice"	50.23694	14.53278	295	"AWI"	295	4856	6199	5498	2	1	813	0	0	3	5	0	0	46	0	0	4	2	0	0	0	0	324	0	7	0	0	0	0	0	3	0	39	0	0	0	0	1	0	0	0	1	24	87	0	0	0	0	0	233	0	0	0	0	1	0	8	0	0	0	0	4	38	59	0
13452	20183	"Tišice"	50.23694	14.53278	300	"AWI"	300	4927	6314	5581	0	0	1325	0	0	2	8	0	0	52	2	0	0	4	0	0	0	0	174	0	15	0	1	0	0	0	3	0	50	0	0	0	0	0	0	0	0	0	19	127	0	0	0	0	0	213	0	0	1	0	0	0	13	0	0	0	1	3	37	31	0
13452	20183	"Tišice"	50.23694	14.53278	305	"AWI"	305	5012	6397	5666	0	1	728	0	0	0	3	0	0	96	0	3	0	5	0	0	0	0	163	0	11	0	0	0	0	0	2	0	24	0	0	0	2	0	0	0	0	2	14	108	0	0	0	0	0	244	0	0	2	0	0	0	16	0	0	0	0	2	40	67	0
13452	20183	"Tišice"	50.23694	14.53278	310	"AWI"	310	5089	6504	5752	0	0	375	0	0	0	0	0	0	80	0	4	0	4	0	0	0	0	96	0	5	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	7	59	0	0	0	0	0	166	0	0	2	0	0	0	13	0	0	0	0	1	27	59	0
13452	20183	"Tišice"	50.23694	14.53278	315	"AWI"	315	5155	6601	5841	0	0	584	0	0	0	10	0	0	77	0	0	0	0	0	0	0	0	173	0	28	0	0	0	0	0	1	0	63	0	0	0	0	1	0	0	0	0	66	215	0	0	0	0	0	251	0	0	0	0	0	0	18	0	3	0	0	0	59	89	8
