"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
2996	3900	"Basse-Ville"	47.18611	-1.85806	65	"AWI"	65	936	2430	1757	0	0	150	2	52	0	1	0	4	0	0	0	0	0	0	6	9	0	0	0	0	0	2	0	0	0	0	0	0	0	1	4	0	2	0	0	0	2	0	0	55	0	0	20	0	6	0	3	3	4	0	0	0	0	0	1	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	70	"AWI"	70	1196	2463	1884	0	0	68	2	73	0	1	0	2	0	15	1	0	0	0	2	17	0	0	0	0	0	6	3	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	49	0	0	31	0	2	0	3	5	18	0	0	2	0	0	1	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	75	"AWI"	75	1433	2506	2009	0	0	163	2	17	0	1	0	5	0	2	0	0	0	0	4	5	0	0	0	0	0	2	2	0	0	0	0	0	2	0	2	0	1	0	0	0	2	0	0	37	0	0	22	0	1	0	2	0	47	0	0	1	0	0	1	1	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	80	"AWI"	80	1627	2562	2142	0	0	144	2	20	1	1	0	3	0	3	0	0	0	0	2	3	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	0	3	32	0	2	0	3	3	43	0	0	1	0	0	1	0	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	85	"AWI"	85	1768	2642	2277	0	2	146	1	5	0	1	0	7	0	0	0	0	0	0	8	11	0	0	0	0	0	7	10	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	14	0	0	26	0	2	0	4	0	8	0	1	0	0	0	2	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	90	"AWI"	90	1958	2720	2401	0	0	137	2	4	0	0	0	8	0	0	0	0	0	0	13	11	0	0	0	0	0	16	9	0	0	0	1	0	0	0	1	0	1	0	0	0	2	0	0	5	0	0	46	0	2	0	1	0	12	0	1	0	0	0	1	2	0	1
2996	3900	"Basse-Ville"	47.18611	-1.85806	92	"AWI"	92	2062	2733	2444	1	0	199	1	4	1	0	0	8	0	0	0	0	0	0	11	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	14	0	2	0	0	0	0	0	48	0	2	0	1	0	7	0	0	0	0	0	2	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	95	"AWI"	95	2204	2762	2511	0	0	151	2	5	1	1	0	3	0	0	0	0	0	0	3	4	0	0	0	0	0	7	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	75	0	1	0	2	0	11	0	0	0	0	0	3	1	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	97	"AWI"	97	2289	2792	2555	0	0	136	2	3	1	1	0	7	0	0	0	0	1	0	8	7	0	0	0	0	0	3	18	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	70	0	5	0	0	0	13	0	0	0	0	0	2	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	100	"AWI"	100	2383	2840	2626	0	0	149	0	5	0	0	0	11	0	0	0	0	0	0	13	2	0	0	0	0	0	4	11	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	7	0	0	68	0	4	0	2	0	15	0	0	0	0	0	2	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	105	"AWI"	105	2477	2988	2755	0	0	185	2	1	2	0	0	7	0	0	0	0	0	0	10	8	0	0	0	0	0	6	9	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	12	0	0	36	0	0	0	1	0	6	0	0	0	1	0	2	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	110	"AWI"	110	2529	3212	2864	0	0	109	5	5	1	1	0	2	0	0	0	0	1	0	8	2	0	0	0	0	0	2	12	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	70	0	0	0	2	0	6	0	0	0	0	0	0	2	1	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	115	"AWI"	115	2565	3466	2972	0	0	99	1	2	1	0	0	12	0	0	0	0	0	0	12	6	0	0	0	0	0	4	13	0	0	0	1	0	2	0	0	0	0	0	0	0	3	0	0	11	0	6	86	0	5	0	0	0	16	0	0	0	0	0	2	2	2	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	120	"AWI"	120	2687	3574	3075	0	0	103	0	1	1	0	0	11	0	1	0	0	0	0	6	6	0	0	0	0	0	3	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	10	79	0	18	0	1	0	18	0	0	0	1	0	1	2	2	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	125	"AWI"	125	2838	3608	3173	0	0	80	1	2	0	1	0	4	0	0	0	0	0	0	3	4	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	78	0	8	0	2	0	17	0	0	1	0	0	0	0	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	130	"AWI"	130	2965	3651	3276	0	0	142	2	2	0	1	0	4	0	1	0	0	0	0	23	4	0	0	0	0	0	1	7	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	78	0	1	0	1	0	11	0	0	0	1	0	2	1	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	135	"AWI"	135	3068	3710	3380	0	0	139	1	2	2	2	0	4	0	0	0	0	0	0	14	4	0	0	0	0	1	2	17	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	11	0	0	62	0	26	0	1	0	6	0	0	0	0	0	2	2	2	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	140	"AWI"	140	3150	3791	3486	0	0	105	0	2	1	0	0	2	0	0	0	0	0	0	7	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	57	0	3	0	0	0	9	0	0	0	0	0	3	1	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	145	"AWI"	145	3216	3907	3585	0	0	151	1	2	0	1	0	6	0	0	0	0	0	0	17	4	0	0	0	0	0	2	14	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	2	85	0	2	0	2	0	7	0	0	0	0	0	3	1	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	150	"AWI"	150	3339	3962	3653	0	0	160	2	5	1	0	0	1	0	1	0	0	0	1	30	7	0	0	0	0	0	2	4	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	6	0	0	70	0	2	0	2	0	3	0	0	0	0	0	2	1	2	1
2996	3900	"Basse-Ville"	47.18611	-1.85806	155	"AWI"	155	3435	4008	3719	0	0	119	2	23	1	0	0	5	0	2	0	0	2	0	11	7	0	0	0	0	0	1	7	0	0	0	1	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	120	0	2	0	0	0	13	0	0	0	0	0	2	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	160	"AWI"	160	3488	4079	3785	0	0	155	2	8	1	0	0	3	0	0	0	0	0	1	15	4	0	0	0	0	0	2	4	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	9	0	0	66	0	4	0	2	0	13	0	0	0	0	0	5	2	0	1
2996	3900	"Basse-Ville"	47.18611	-1.85806	165	"AWI"	165	3529	4189	3849	0	0	82	0	50	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	0	2	8	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	4	0	0	119	0	3	0	5	0	7	0	0	0	0	0	2	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	170	"AWI"	170	3554	4329	3911	0	0	124	2	7	2	0	0	1	0	3	0	0	0	0	9	7	0	0	0	0	0	1	4	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	10	0	0	101	0	6	0	0	0	5	0	0	0	0	0	3	0	1	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	175	"AWI"	175	3578	4492	3967	0	0	101	0	13	1	1	0	0	0	1	0	0	0	0	3	8	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	94	0	4	0	1	0	5	0	0	0	0	0	1	0	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	180	"AWI"	180	3645	4527	4022	0	0	94	1	0	0	0	0	0	0	1	0	0	0	2	5	19	0	0	0	0	0	1	4	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	5	0	0	96	0	2	0	0	0	4	0	1	0	0	0	2	0	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	185	"AWI"	185	3700	4567	4082	0	0	176	1	0	2	1	0	0	0	0	0	0	0	2	12	34	0	0	0	0	0	1	3	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	9	0	0	55	0	2	0	0	0	12	0	0	0	0	0	2	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	190	"AWI"	190	3740	4618	4139	0	0	123	1	9	1	0	0	1	0	0	0	0	0	1	10	12	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	7	0	0	103	0	2	0	0	0	6	0	0	0	1	0	4	2	2	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	195	"AWI"	195	3767	4682	4200	0	0	122	1	7	0	0	0	4	0	1	0	0	0	0	8	14	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	9	0	3	96	0	5	0	0	0	16	0	0	0	0	0	3	1	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	200	"AWI"	200	3795	4755	4259	1	0	129	1	0	1	0	0	8	0	0	0	0	0	0	9	8	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	79	0	6	0	0	2	0	0	0	0	0	0	1	0	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	205	"AWI"	205	3831	4837	4311	0	1	125	2	1	1	0	0	11	0	0	0	0	0	0	19	4	0	0	0	0	0	2	6	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	82	0	6	0	1	0	11	0	0	0	0	0	2	1	1	1
2996	3900	"Basse-Ville"	47.18611	-1.85806	210	"AWI"	210	3904	4866	4363	0	0	160	2	4	0	0	0	1	0	0	0	0	0	0	10	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	70	0	2	0	2	0	15	0	0	0	0	0	2	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	215	"AWI"	215	3959	4896	4417	0	0	157	1	17	1	2	0	5	0	0	0	0	1	0	8	3	0	0	0	0	0	1	4	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	9	99	0	2	0	1	0	19	0	0	0	0	0	1	0	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	220	"AWI"	220	4009	4936	4474	0	0	229	1	5	0	0	0	2	0	1	0	0	0	0	3	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	4	0	0	60	0	1	0	1	0	9	0	0	0	0	0	2	1	3	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	225	"AWI"	225	4051	4983	4532	0	0	251	1	0	1	1	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	27	0	0	0	0	0	4	0	0	0	0	0	1	2	2	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	227	"AWI"	227	4064	5009	4554	0	0	173	1	8	0	2	0	3	0	0	0	0	0	1	16	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	43	0	3	0	0	0	3	0	0	0	0	0	4	2	9	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	232	"AWI"	232	4093	5069	4608	0	0	128	5	3	1	0	0	2	0	0	0	0	0	1	18	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	55	0	1	0	0	0	4	0	0	0	0	0	3	0	3	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	240	"AWI"	240	4207	5125	4685	0	0	158	2	5	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	53	0	0	0	0	0	6	0	0	0	0	1	3	1	3	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	265	"AWI"	265	4434	5333	4930	0	0	146	0	5	0	0	0	4	0	1	0	0	0	2	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	48	0	0	0	0	0	7	0	0	0	0	0	1	1	2	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	270	"AWI"	270	4474	5364	4962	0	0	144	1	2	0	0	0	3	0	0	0	0	0	0	21	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	58	0	1	0	1	3	2	0	0	0	0	0	2	2	1	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	275	"AWI"	275	4508	5396	4991	0	0	76	3	3	1	1	0	3	0	0	0	0	0	0	17	4	0	0	0	0	0	1	8	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	156	0	2	0	1	0	14	0	0	0	0	0	2	1	2	1
2996	3900	"Basse-Ville"	47.18611	-1.85806	280	"AWI"	280	4535	5437	5022	0	1	87	2	5	0	0	0	2	0	0	0	0	0	1	25	11	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	93	0	2	0	0	0	9	0	0	1	0	0	4	4	3	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	285	"AWI"	285	4563	5482	5053	0	1	99	0	6	0	0	0	1	0	0	0	0	0	0	13	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	3	98	0	1	0	3	0	0	0	0	0	0	0	1	0	0	2
2996	3900	"Basse-Ville"	47.18611	-1.85806	295	"AWI"	295	4624	5558	5119	0	1	126	1	9	2	0	0	7	0	1	0	0	0	1	15	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	78	0	2	0	0	0	13	0	0	1	0	0	1	3	1	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	305	"AWI"	305	4707	5612	5186	0	0	84	3	9	1	1	0	6	0	0	0	0	1	4	21	20	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	2	0	0	37	0	3	105	0	1	0	0	0	0	0	0	0	0	0	6	1	2	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	315	"AWI"	315	4757	5683	5254	0	0	62	1	2	0	0	0	0	0	0	0	0	0	0	18	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	138	0	2	0	2	0	23	0	0	0	0	0	5	0	2	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	325	"AWI"	325	4827	5758	5319	0	0	50	1	2	0	0	0	1	0	1	0	0	0	2	9	5	0	0	0	0	0	1	5	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	92	0	0	0	1	0	14	0	0	0	0	1	1	2	2	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	335	"AWI"	335	4908	5810	5385	0	0	82	2	5	0	0	0	1	0	0	0	0	1	0	14	13	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	151	0	1	0	0	0	13	0	0	0	0	0	2	1	3	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	345	"AWI"	345	4972	5877	5455	0	0	65	0	6	0	0	0	1	0	0	0	0	0	0	9	4	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0	65	0	3	0	0	0	17	0	0	1	0	0	1	1	1	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	355	"AWI"	355	5062	5940	5518	0	0	95	1	0	0	1	0	2	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	53	0	2	0	0	0	9	0	0	0	0	0	0	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	365	"AWI"	365	5164	5989	5582	0	0	140	2	15	1	0	0	3	0	1	0	0	0	1	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	34	0	0	71	0	1	0	3	0	11	0	0	0	0	0	5	2	2	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	375	"AWI"	375	5237	6052	5648	0	0	119	2	7	0	1	0	2	0	0	0	0	0	0	5	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	54	0	5	0	0	0	11	0	0	1	0	0	4	1	1	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	385	"AWI"	385	5317	6115	5714	0	0	165	0	0	0	0	0	2	0	0	0	0	0	0	17	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	52	0	0	0	0	0	6	0	0	0	0	0	4	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	395	"AWI"	395	5391	6171	5779	0	0	92	2	3	1	0	0	1	0	0	0	0	1	0	13	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	13	0	0	0	0	0	7	1	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	405	"AWI"	405	5444	6260	5844	0	0	84	2	5	1	1	0	1	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	14	0	0	0	0	0	3	1	0	1
2996	3900	"Basse-Ville"	47.18611	-1.85806	415	"AWI"	415	5503	6335	5911	0	0	96	4	7	2	1	0	2	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	73	0	12	0	2	0	8	0	0	0	0	0	10	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	425	"AWI"	425	5560	6418	5974	0	0	83	1	16	0	1	0	3	0	1	0	0	0	1	24	7	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	25	0	0	80	0	2	0	1	3	18	0	0	0	0	0	6	1	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	435	"AWI"	435	5598	6529	6034	0	0	96	0	7	0	0	0	1	0	0	0	0	0	0	16	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	73	0	0	0	1	0	11	0	0	0	0	0	3	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	445	"AWI"	445	5655	6609	6098	0	0	60	1	8	0	2	0	2	0	0	0	0	0	0	12	8	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	79	0	0	0	1	0	11	0	0	0	0	0	3	3	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	455	"AWI"	455	5713	6695	6165	0	0	41	3	13	0	2	0	4	0	2	0	0	0	0	6	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	165	0	2	0	1	0	5	0	0	0	0	0	4	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	465	"AWI"	465	5754	6806	6229	0	1	89	2	14	1	0	0	7	0	0	0	0	0	0	13	9	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	12	90	0	0	0	2	0	21	0	0	0	0	0	2	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	475	"AWI"	475	5823	6873	6297	0	0	64	1	13	0	0	0	2	0	1	0	0	0	0	11	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	87	0	2	0	0	0	10	0	0	0	0	0	1	1	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	485	"AWI"	485	5874	6946	6367	0	0	52	2	13	1	0	0	2	0	0	1	0	0	0	11	0	0	0	0	0	0	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	133	0	0	0	0	5	3	0	0	0	0	0	1	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	495	"AWI"	495	5916	7044	6433	0	0	41	1	5	0	0	0	2	0	1	0	0	0	0	7	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	86	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	505	"AWI"	505	5989	7108	6500	0	0	93	1	3	0	0	0	2	0	1	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	69	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	515	"AWI"	515	6044	7176	6566	0	0	146	2	15	0	1	0	2	0	0	0	0	2	0	13	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	21	0	3	67	0	0	0	0	0	33	0	0	0	0	0	4	3	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	525	"AWI"	525	6089	7274	6632	0	0	60	2	3	0	0	0	3	0	3	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	535	"AWI"	535	6162	7324	6699	0	0	126	2	5	0	0	0	1	0	1	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	56	0	0	0	0	0	6	0	0	0	0	0	3	3	0	0
