"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
24181	42542	"Bruchbergmoor"	51.777428	10.490014	390	"AWI"	390	9027	10005	9544	0	0	0	0	0	1	3	0	151	0	0	1	1	0	0	0	0	0	0	1403	66	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	72	0	0	0	0	7	0	0	0	0	2	0	95	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	395	"AWI"	395	9181	10107	9655	0	0	2	0	6	2	2	0	173	0	0	0	0	0	0	0	1	0	0	1373	220	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	100	0	0	0	0	0	70	0	0	1	0	16	0	0	0	2	1	0	151	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	400	"AWI"	400	9334	10184	9775	0	0	1	0	0	0	6	0	181	0	0	0	0	0	0	0	0	0	0	505	89	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	28	0	0	1	0	1	0	0	0	0	1	0	31	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	405	"AWI"	405	9420	10326	9900	0	0	0	0	3	1	5	0	162	0	0	0	1	0	0	0	0	0	0	466	86	0	22	0	0	0	0	1	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	22	0	0	0	0	2	0	0	0	0	0	0	21	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	410	"AWI"	410	9701	10427	10074	0	0	0	0	3	1	10	0	203	0	0	0	0	0	0	0	0	0	0	639	78	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	263	0	0	0	0	0	9	0	0	1	0	12	0	0	0	0	0	0	29	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	415	"AWI"	415	9951	10559	10255	0	0	1	0	1	0	16	0	219	0	0	0	2	0	0	0	0	0	0	287	110	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	263	0	0	0	0	0	3	0	0	0	0	3	0	0	1	0	1	0	20	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	420	"AWI"	420	10079	10824	10444	0	0	0	1	11	0	7	0	165	0	0	0	0	0	0	0	0	0	0	95	27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	343	0	0	0	0	0	1	0	19	1	0	4	0	0	0	0	1	0	0	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	425	"AWI"	425	10191	11038	10572	0	0	0	0	1	0	8	0	235	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	430	"AWI"	430	10265	11315	10680	0	0	6	2	0	0	20	0	199	0	8	0	0	0	0	0	0	2	0	23	350	2	0	0	0	0	0	1	0	0	0	3	0	0	0	1	1	312	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	7	0	1	0	0
24181	42542	"Bruchbergmoor"	51.777428	10.490014	435	"AWI"	435	10300	11661	10778	0	0	2	6	4	1	36	0	214	0	1	0	0	0	0	0	0	1	0	3	376	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	282	0	0	0	1	0	1	0	0	3	0	6	0	0	0	0	15	0	1	0	0
