"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Betula"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Fraxinus"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Salix"	"Tilia"	"Ulmus"
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	560	"AWI"	560	10468	12230	11342	0	0	25	95	0	0	0	31	2	0	0	0	23	0	0	0	7	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	570	"AWI"	570	10599	12361	11480	0	0	34	181	173	0	2	35	1	0	0	0	9	0	0	0	27	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	580	"AWI"	580	10744	12494	11615	0	0	30	152	194	1	1	41	0	0	0	0	5	0	0	0	20	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	590	"AWI"	590	10873	12643	11753	0	0	39	161	0	0	1	18	1	0	0	0	10	0	0	0	23	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	600	"AWI"	600	11011	12772	11889	0	0	48	180	147	0	2	32	1	0	0	1	8	0	0	1	31	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	610	"AWI"	610	11149	12914	12034	0	0	32	193	96	0	2	17	0	0	0	0	30	0	0	0	3	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	620	"AWI"	620	11270	13047	12173	0	0	29	121	0	0	1	32	3	0	0	0	130	0	0	0	5	1	2
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	630	"AWI"	630	11383	13173	12309	0	0	18	106	0	0	2	18	0	0	0	0	82	0	0	0	11	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	640	"AWI"	640	11537	13304	12443	0	0	22	110	0	0	0	44	0	0	0	0	42	0	0	0	22	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	650	"AWI"	650	11686	13434	12583	0	0	18	70	94	0	0	27	0	0	0	1	14	25	0	1	16	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	660	"AWI"	660	11823	13555	12717	0	0	17	70	156	0	0	19	2	0	0	0	33	0	0	0	11	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	670	"AWI"	670	11968	13689	12848	0	0	17	58	81	0	0	21	0	0	1	1	13	11	0	0	14	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	680	"AWI"	680	12114	13805	12995	0	0	31	101	80	0	0	13	0	0	0	0	6	0	0	0	19	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	690	"AWI"	690	12263	13914	13128	0	0	30	106	100	0	1	29	0	0	1	1	17	10	0	0	7	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	700	"AWI"	700	12394	14041	13268	0	0	27	120	117	0	0	9	0	0	0	0	6	0	0	0	11	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	710.5	"AWI"	710.5	12555	14164	13408	0	0	14	106	146	1	0	12	0	0	1	0	40	9	0	0	2	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	720	"AWI"	720	12726	14268	13541	0	0	34	205	132	1	1	6	0	0	1	1	12	0	0	0	6	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	730	"AWI"	730	12898	14388	13678	0	0	26	117	127	0	1	36	0	0	1	0	22	18	0	0	3	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	740	"AWI"	740	13049	14498	13819	1	0	17	100	183	0	2	13	0	0	1	1	61	0	0	0	0	0	1
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	750	"AWI"	750	13207	14608	13961	0	0	30	123	95	0	2	25	0	0	1	1	13	7	0	0	2	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	760	"AWI"	760	13389	14703	14100	0	0	28	118	95	0	4	33	0	0	1	1	10	0	0	0	1	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	770	"AWI"	770	13578	14820	14233	0	0	13	118	101	0	1	39	1	0	3	1	17	17	0	0	5	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	785	"AWI"	785	13845	14975	14435	0	0	27	103	72	0	3	18	0	0	3	3	13	12	0	3	7	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	795	"AWI"	795	14031	15089	14578	1	0	22	117	93	0	1	22	0	0	1	0	13	13	0	1	1	0	0
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	805	"AWI"	805	14189	15201	14716	0	0	31	115	106	0	0	7	0	0	0	0	28	10	0	1	3	1	0
