"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
20	20	"Akuvaara"	69.12326	27.67406	75	"AWI"	75	4720	5862	5265	20	1	0	2	0	335	0	0	13	7	0	492	3	0	0	0	0	2	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	80	"AWI"	80	5033	6227	5626	22	0	0	0	0	264	0	3	12	0	0	514	2	0	0	4	0	0	0	0	0	1
20	20	"Akuvaara"	69.12326	27.67406	85	"AWI"	85	5382	6556	5992	32	0	0	0	0	361	0	1	16	7	0	598	0	1	0	2	0	1	0	0	0	2
20	20	"Akuvaara"	69.12326	27.67406	90	"AWI"	90	5776	6856	6350	20	0	0	0	0	332	1	1	13	2	0	534	1	0	0	0	0	3	0	0	1	2
20	20	"Akuvaara"	69.12326	27.67406	95	"AWI"	95	6225	7126	6702	22	0	0	2	0	312	0	1	17	3	0	547	3	0	0	4	0	1	0	0	0	2
20	20	"Akuvaara"	69.12326	27.67406	100	"AWI"	100	6574	7456	7033	20	1	0	0	0	269	0	0	13	1	0	530	2	0	0	0	0	2	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	105	"AWI"	105	6846	7841	7342	25	0	1	0	0	336	0	1	18	3	0	627	4	0	0	0	0	0	0	0	1	0
20	20	"Akuvaara"	69.12326	27.67406	110	"AWI"	110	7134	8177	7656	13	0	1	2	1	400	0	2	8	4	0	567	5	0	0	0	1	0	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	115	"AWI"	115	7440	8495	7969	5	0	0	1	0	268	1	0	7	3	2	385	6	0	0	0	0	1	0	0	0	1
20	20	"Akuvaara"	69.12326	27.67406	120	"AWI"	120	7761	8788	8277	10	0	0	1	0	396	0	0	12	4	0	431	10	0	0	0	0	1	0	0	0	2
20	20	"Akuvaara"	69.12326	27.67406	125	"AWI"	125	8136	9032	8575	10	0	0	0	0	495	0	0	8	2	0	262	6	0	0	0	0	4	0	0	0	2
20	20	"Akuvaara"	69.12326	27.67406	130	"AWI"	130	8413	9383	8881	8	0	0	2	0	874	0	0	22	4	0	95	25	0	0	0	0	4	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	135	"AWI"	135	8699	9692	9182	4	0	0	0	0	525	0	0	17	1	0	36	14	0	0	0	0	7	0	0	0	1
20	20	"Akuvaara"	69.12326	27.67406	140	"AWI"	140	9008	9971	9478	1	0	0	2	0	616	0	0	20	2	0	21	8	0	0	0	0	6	0	1	0	0
20	20	"Akuvaara"	69.12326	27.67406	145	"AWI"	145	9353	10263	9776	0	0	0	0	0	450	0	0	19	3	0	14	3	0	1	0	2	4	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	150	"AWI"	150	9644	10628	10082	0	0	0	2	0	379	0	0	22	1	0	4	10	0	0	0	0	5	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	152.5	"AWI"	152.5	9747.5	10868.5	10239	1	0	0	1	0	282	0	0	29	9	0	4	12	0	0	0	5	7	0	1	0	0
20	20	"Akuvaara"	69.12326	27.67406	155	"AWI"	155	9857	11114	10402	0	0	0	4	1	239	0	1	30	33	0	8	24	0	0	0	5	9	4	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	160	"AWI"	160	10088	11579	10721	0	0	0	3	0	180	0	0	17	45	0	2	13	0	0	0	7	9	4	0	0	0
