"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
24189	42570	"Bruckmisse"	48.730522	8.642734	76	"AWI"	76	6023	6519	6222	25	1	14	1	0	0	0	0	0	23	0	0	1	0	0	0	121	6	18	0	0	23	0	22	0	0	0	0	0	0	0	0	0	0	2	66	0	0	0	1	2	0	140	0	0	0	0	0	0	0	0	0	0	36	59	0	0
24189	42570	"Bruckmisse"	48.730522	8.642734	78	"AWI"	78	6056	6587	6285	7	0	22	0	0	0	1	2	0	33	0	0	0	0	0	0	127	2	32	0	0	34	0	5	0	0	0	0	0	0	0	0	0	0	1	36	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	1	71	52	0	0
24189	42570	"Bruckmisse"	48.730522	8.642734	82	"AWI"	82	6134	6739	6409	22	2	42	0	0	0	0	0	0	48	0	0	0	0	0	0	102	9	20	0	0	35	0	20	0	0	0	0	0	0	0	0	0	1	1	80	0	0	0	0	1	0	120	0	0	0	0	0	0	0	0	0	0	57	35	0	0
24189	42570	"Bruckmisse"	48.730522	8.642734	88	"AWI"	88	6281	6913	6594	16	2	55	0	0	0	2	3	0	43	0	0	0	0	0	0	145	4	11	0	0	23	0	18	0	0	0	0	0	0	0	0	0	0	3	66	0	0	0	0	0	0	158	0	0	1	0	1	0	0	0	0	0	39	26	0	0
24189	42570	"Bruckmisse"	48.730522	8.642734	92	"AWI"	92	6405	7001	6717	3	2	33	0	0	0	0	6	0	48	0	0	1	0	0	0	173	70	0	0	0	7	0	40	0	0	0	0	0	0	0	0	0	0	1	51	0	0	0	1	1	0	163	0	0	0	2	2	0	0	0	0	0	45	26	0	0
24189	42570	"Bruckmisse"	48.730522	8.642734	98	"AWI"	98	6597	7115	6890	0	0	2	0	0	0	3	2	0	1	0	0	0	1	0	0	11	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	273	175	1	0
24189	42570	"Bruckmisse"	48.730522	8.642734	102	"AWI"	102	6756	7180	6994	55	0	35	0	0	0	0	3	0	77	0	0	0	0	0	1	99	6	29	0	0	67	0	8	0	0	0	0	0	0	0	0	0	3	5	135	0	0	0	1	0	0	78	0	0	0	0	1	0	1	0	0	0	17	18	0	0
24189	42570	"Bruckmisse"	48.730522	8.642734	112	"AWI"	112	7099	7426	7275	0	2	20	0	0	0	1	1	0	106	0	0	0	0	0	0	210	1	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	102	0	0	0	0	1	0	0	0	0	0	63	83	0	0
24189	42570	"Bruckmisse"	48.730522	8.642734	117.5	"AWI"	117.5	7221.5	7559.5	7411	0	2	2	0	0	0	8	1	0	3	0	0	0	0	0	0	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	187	257	0	0
24189	42570	"Bruckmisse"	48.730522	8.642734	122	"AWI"	122	7370	7639	7520	2	1	31	0	0	0	1	0	0	76	0	0	0	0	0	0	165	6	11	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	4	56	0	0	0	0	0	0	97	0	0	0	0	1	0	0	0	0	0	60	55	0	0
24189	42570	"Bruckmisse"	48.730522	8.642734	128	"AWI"	128	7558	7720	7642	2	1	5	1	0	0	1	0	0	32	0	0	1	0	0	0	149	1	6	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	42	0	0	0	1	0	0	0	0	0	0	103	145	0	0
24189	42570	"Bruckmisse"	48.730522	8.642734	138	"AWI"	138	7687	7873	7779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	30	45	0	0
24189	42570	"Bruckmisse"	48.730522	8.642734	148	"AWI"	148	7791	8018	7884	0	0	3	0	0	0	11	2	0	2	0	0	0	0	0	0	8	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	142	157	0	0
24189	42570	"Bruckmisse"	48.730522	8.642734	150	"AWI"	150	7805	8053	7900	1	0	28	0	0	0	1	3	0	174	0	0	0	0	0	0	115	7	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	59	0	0	0	0	3	0	0	0	0	0	25	49	0	0
24189	42570	"Bruckmisse"	48.730522	8.642734	164	"AWI"	164	7983	8622	8171	0	2	11	0	0	0	2	0	0	126	0	0	0	0	0	0	119	60	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	26	0	0	1	0	3	0	89	0	0	0	0	9	0	0	0	0	0	17	31	0	1
24189	42570	"Bruckmisse"	48.730522	8.642734	166	"AWI"	166	8023	8802	8252	0	2	5	0	0	0	1	4	0	252	2	1	1	0	0	0	230	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	1	0	0	136	0	0	1	0	6	0	0	4	2	0	28	44	0	0
