"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celtis"	"Cistaceae"	"Citrus"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Datiscaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Olea"	"Oleaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Tamarix"	"Taxus"	"Thalictrum"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3333	4326	"Ova Gölü"	36.26667	29.3	465	"AWI"	465	4010	5545	4759	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	37	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	7	2	0	1	0	54	4	0	0	48	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	475	"AWI"	475	4096	5642	4851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	19	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	30	3	0	1	21	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	500	"AWI"	500	4314	5885	5084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	520	"AWI"	520	4485	6073	5271	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	2	1	0	1	0	32	0	0	0	57	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	540	"AWI"	540	4664	6270	5457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	48	0	0	1	0	0	0	0	12	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	550	"AWI"	550	4753	6361	5552	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	50	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	560	"AWI"	560	4849	6442	5649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	66	3	0	1	80	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	580	"AWI"	580	5027	6628	5834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	27	2	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	600	"AWI"	600	5216	6812	6027	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	2	0	29	4	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	610	"AWI"	610	5306	6904	6123	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	20	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	120	1	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	620	"AWI"	620	5393	6993	6216	0	0	23	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	19	1	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	5	2	0	3	2	187	5	0	2	60	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1
3333	4326	"Ova Gölü"	36.26667	29.3	640	"AWI"	640	5581	7171	6401	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	35	0	0	0	22	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
3333	4326	"Ova Gölü"	36.26667	29.3	660	"AWI"	660	5778	7347	6587	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	64	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	680	"AWI"	680	5961	7529	6772	0	3	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	2	0	4	0	0	0	0	34	2	0	1	3	0	1	0	0	0	0	0	3	0	0	0	0	6	0	0	1	2	41	3	0	0	53	0	0	0	152	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1
3333	4326	"Ova Gölü"	36.26667	29.3	700	"AWI"	700	6157	7714	6962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	1	9	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	32	0	0	0	37	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3333	4326	"Ova Gölü"	36.26667	29.3	720	"AWI"	720	6353	7895	7151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	2	0	52	1	0	0	0	0	0	0	58	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	740	"AWI"	740	6531	8095	7339	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0	0	0	0	41	0	0	1	30	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
3333	4326	"Ova Gölü"	36.26667	29.3	755	"AWI"	755	6633	8252	7473	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	27	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
