"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14649	22988	"Bachalpsee"	46.66929	8.020694	9	"AWI"	9	-12	41	19	5	0	29	0	0	0	0	3	0	0	1	0	0	0	0	0	0	5	0	0	6	0	15	0	0	0	0	0	1	0	0	0	2	0	1	3	0	0	0	0	1	0	0	31	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	1	1	1	4	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	9.5	"AWI"	9.5	-7	42.5	21.5	3	0	17	4	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	51	0	0	0	0	0	0	2	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0	8	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	10	"AWI"	10	-2	44	24	4	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	8	0	23	0	0	0	0	0	7	1	0	0	0	0	0	1	0	0	0	0	2	0	1	92	0	0	0	0	0	0	2	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	5	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	10.5	"AWI"	10.5	2	45	26.5	0	0	28	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	6	0	24	0	0	0	0	0	6	0	0	0	1	0	0	2	0	0	0	0	2	0	2	46	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	11	"AWI"	11	6	46	29	4	3	50	1	1	0	0	3	0	0	5	1	0	0	0	0	0	2	0	0	11	0	27	0	0	0	0	0	6	1	0	0	1	0	1	1	0	0	0	0	0	0	0	53	0	0	0	0	0	0	2	0	0	0	1	0	4	0	0	0	0	0	0	2	0	0	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	11.5	"AWI"	11.5	10.5	47.5	31.5	3	0	33	2	1	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	4	0	28	0	0	0	0	0	3	3	0	0	0	0	3	1	0	0	0	0	0	0	0	34	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	2	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	12	"AWI"	12	15	49	34	1	0	27	2	0	0	0	0	0	0	3	2	0	0	0	0	0	1	0	0	7	0	18	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	12.5	"AWI"	12.5	19	50.5	36.5	2	0	22	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	8	0	32	0	0	0	0	0	6	1	0	0	0	0	0	2	0	0	0	0	2	0	0	77	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	13	"AWI"	13	23	52	39	4	1	24	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	3	0	24	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	13.5	"AWI"	13.5	26.5	54	41.5	2	0	29	0	0	0	0	1	0	0	1	3	0	0	0	0	0	3	0	0	6	0	19	0	0	0	0	0	4	1	0	0	1	0	1	2	0	0	0	0	0	0	0	41	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	5	0	1
14649	22988	"Bachalpsee"	46.66929	8.020694	14	"AWI"	14	30	56	44	3	1	31	0	0	0	0	0	0	0	3	3	0	0	0	0	0	4	0	0	10	0	23	0	0	0	0	0	6	1	0	0	0	0	1	3	0	0	0	0	1	0	0	32	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	5	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	14.5	"AWI"	14.5	32.5	59	46.5	3	0	37	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	8	0	16	0	0	0	0	0	6	0	0	2	1	0	0	3	0	0	0	0	0	0	0	41	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	4	1	0
14649	22988	"Bachalpsee"	46.66929	8.020694	15	"AWI"	15	35	62	49	2	0	39	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	9	0	36	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	3	0	0	41	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	5	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	15.5	"AWI"	15.5	37.5	65	51.5	4	0	26	0	0	0	0	1	0	0	2	2	0	0	0	0	0	4	0	0	11	0	35	0	0	0	0	0	5	0	0	0	1	0	0	3	0	0	0	0	1	0	0	78	0	0	0	0	0	0	2	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	5	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	16	"AWI"	16	40	68	54	1	0	37	0	0	0	0	2	0	0	0	2	0	2	0	0	0	4	0	0	0	0	40	0	0	0	0	0	4	0	0	0	0	0	3	2	0	0	0	0	0	0	0	55	0	0	0	0	0	0	2	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	8	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	17	"AWI"	17	44	76	59	4	0	17	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	12	0	35	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	1	1	1	3	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	18	"AWI"	18	48	85	64	3	0	27	0	0	0	0	1	0	0	2	0	0	0	0	0	0	3	0	0	12	0	15	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	37	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	1	0	2	6	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	19	"AWI"	19	51	95	69	4	0	14	2	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	5	0	16	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	1	0	0	34	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	4	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	20	"AWI"	20	55	105	74	3	0	14	0	0	0	0	3	0	0	2	1	0	0	0	0	0	1	0	1	8	0	30	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	1	0	0	2	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	21	"AWI"	21	57	115	79	2	0	13	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	11	0	19	0	0	0	0	0	6	1	0	0	0	0	0	3	0	0	0	0	1	0	0	34	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	1	2	1	5	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	22	"AWI"	22	60	126	84	2	0	26	2	0	0	0	1	0	0	4	7	0	0	0	0	0	4	0	0	6	0	20	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	1	1	0	0	4	0	1
14649	22988	"Bachalpsee"	46.66929	8.020694	23	"AWI"	23	62	136	89	2	0	20	2	0	0	0	1	0	0	2	2	0	0	0	0	0	4	0	0	9	0	12	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	32	0	0	0	0	0	0	2	0	0	0	1	0	7	0	0	0	0	0	0	2	1	1	3	0	1
14649	22988	"Bachalpsee"	46.66929	8.020694	24	"AWI"	24	65	146	94	4	0	31	2	0	0	0	0	0	0	2	4	0	0	0	0	0	2	0	0	9	0	13	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	46	0	0	0	0	0	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	2	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	25	"AWI"	25	67	156	99	5	0	20	0	0	0	0	2	0	0	0	4	0	0	0	0	0	4	1	0	15	0	24	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	1	0	2	45	0	0	0	0	0	0	1	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	2	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	26	"AWI"	26	69	167	104	2	0	17	1	0	0	0	1	0	0	1	2	0	0	7	0	0	2	0	0	6	0	8	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	33	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	1	0	2	8	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	27	"AWI"	27	72	177	109	6	1	22	1	0	0	0	1	0	0	0	2	0	0	0	0	0	3	0	0	4	0	13	0	0	0	0	0	0	3	0	0	1	1	1	2	0	0	0	0	0	0	0	30	0	0	0	0	0	0	2	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	6	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	28	"AWI"	28	74	188	114	4	1	21	1	0	0	0	0	0	0	3	2	0	0	0	0	0	2	0	0	6	0	10	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	39	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	3	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	29	"AWI"	29	75	198	119	1	0	18	2	0	0	0	2	0	0	2	3	0	2	7	0	0	3	0	0	9	0	21	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	1	0	0	56	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	30	"AWI"	30	77	208	124	1	0	15	0	0	0	0	2	0	0	1	2	0	0	0	0	0	5	0	0	7	0	15	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	4	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	31	"AWI"	31	80	219	129	4	0	19	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	8	0	13	0	0	0	0	0	1	0	0	0	1	0	3	3	0	0	0	0	1	0	0	66	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	32	"AWI"	32	82	229	134	1	0	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	7	0	14	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	38	0	0	0	0	0	0	2	0	0	0	1	0	5	0	0	0	0	0	0	1	1	0	4	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	33	"AWI"	33	84	239	139	5	0	24	1	0	0	0	1	0	0	2	1	0	0	0	0	0	5	0	0	15	0	11	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	1	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	34	"AWI"	34	86	249	144	2	0	17	0	0	0	0	1	0	0	0	4	0	0	0	0	0	3	0	0	6	0	15	0	0	0	0	0	2	0	0	0	1	0	1	1	0	0	0	0	1	0	0	43	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	35	"AWI"	35	95	254	147	5	1	26	1	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	10	0	21	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	34	0	0	0	0	0	0	3	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	3	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	36	"AWI"	36	105	259	150	2	0	22	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	7	0	12	0	0	0	0	0	3	1	0	0	1	0	1	4	0	0	0	0	1	0	0	32	0	0	0	2	0	0	1	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	3	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	37	"AWI"	37	114	264	152	3	0	26	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	11	0	5	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	1	0	0	0	1	0	6	0	0	0	0	0	0	0	1	0	7	1	0
14649	22988	"Bachalpsee"	46.66929	8.020694	38	"AWI"	38	124	269	155	13	1	23	1	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	21	0	21	0	0	0	0	0	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	79	0	0	0	0	0	0	1	0	1	0	1	0	3	0	0	0	0	0	0	1	1	0	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	39	"AWI"	39	133	273	157	6	0	34	1	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	14	0	12	0	0	0	0	0	3	0	0	0	1	0	3	0	0	0	0	0	0	0	1	96	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	1	0	2	4	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	40	"AWI"	40	141	278	160	6	1	35	4	0	0	0	1	0	0	4	3	0	0	0	0	0	1	0	0	10	0	21	0	0	0	0	0	6	0	0	0	0	0	3	1	0	0	0	0	1	0	1	70	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	2	0	1	3	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	41	"AWI"	41	148	284	163	4	0	17	1	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	11	0	21	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	33	0	0	0	0	0	0	1	0	0	0	1	0	6	0	0	1	0	0	0	0	1	0	6	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	42	"AWI"	42	153	290	167	3	0	21	0	0	0	0	3	0	0	3	0	0	0	0	0	0	2	0	0	8	0	16	0	0	0	0	0	5	0	0	0	1	0	3	2	0	0	0	0	1	0	0	40	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	50	"AWI"	50	162	372	203	11	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	2	0	18	0	0	0	0	0	8	1	0	0	1	0	5	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	60	"AWI"	60	169	477	245	3	0	15	1	0	0	0	1	0	0	1	1	0	0	0	0	0	4	0	0	2	0	5	0	0	0	0	0	3	0	0	0	0	1	2	4	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	80	"AWI"	80	212	638	350	4	2	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	47	0	0	0	0	0	16	2	0	0	0	0	6	4	0	0	0	0	0	0	0	98	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	100	"AWI"	100	241	846	455	6	0	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	12	0	31	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	120	"AWI"	120	316	955	567	8	0	8	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	9	0	41	0	0	11	0	0	16	0	0	0	0	0	4	3	0	0	0	0	3	0	0	131	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	140	"AWI"	140	375	1104	677	2	0	17	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	7	0	20	0	0	0	0	0	9	0	0	0	0	0	1	6	0	0	0	0	0	0	0	51	0	0	0	0	0	0	1	0	0	0	1	8	1	0	0	0	0	0	0	0	1	0	5	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	160	"AWI"	160	458	1189	796	19	0	12	4	0	0	0	6	0	0	9	0	1	0	0	0	0	0	1	0	14	0	55	0	0	0	0	0	38	0	0	2	0	0	2	5	0	0	0	0	0	0	5	175	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	180	"AWI"	180	545	1292	908	7	0	24	0	0	0	0	2	0	0	5	4	0	0	0	0	0	1	0	0	14	0	19	0	0	0	0	0	5	0	0	0	1	0	3	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	7	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	199	"AWI"	199	635	1379	1009	15	0	14	1	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	4	0	40	0	0	0	0	0	32	0	0	2	0	0	7	3	0	1	0	0	0	0	0	71	0	0	0	0	0	0	3	0	0	0	1	12	1	0	0	0	0	0	0	0	0	0	1	0	0
14649	22988	"Bachalpsee"	46.66929	8.020694	220	"AWI"	220	777	1458	1126	5	0	30	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	21	0	23	0	0	0	0	0	14	0	0	0	2	0	2	3	0	1	0	0	0	0	0	69	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	1	0	1
14649	22988	"Bachalpsee"	46.66929	8.020694	240	"AWI"	240	876	1554	1246	29	0	21	1	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	1	8	0	32	0	0	0	0	0	26	0	0	0	0	0	2	5	0	0	0	0	0	0	0	175	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	2	1	2	0	1
14649	22988	"Bachalpsee"	46.66929	8.020694	260	"AWI"	260	1039	1613	1344	27	0	41	2	0	0	0	4	0	0	4	2	0	0	0	0	0	1	0	0	5	0	15	0	0	0	0	0	13	0	0	0	0	0	0	2	0	0	0	0	0	0	1	107	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
