"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
2964	40627	"Aegelsee"	46.64583	7.54333	140	"AWI"	140	3122	3374	3280	34.6853146853147	0.13986013986014	11.8881118881119	0.13986013986014	0.27972027972028	0	0.27972027972028	0	1.67832167832168	0.13986013986014	0	0	0	0	0	6.99300699300699	8.39160839160839	0	0	0	0	5.31468531468532	0	0.559440559440559	0	0	0	0	0	0	0	0	0	0	21.2587412587413	4.33566433566433	0	0	0	0	2.93706293706294	0	0	0	0.41958041958042	0.13986013986014	0	0	0	0	0	0.41958041958042	0
2964	40627	"Aegelsee"	46.64583	7.54333	150	"AWI"	150	3223	3469	3356	21.9015280135823	0.169779286926995	19.8641765704584	0	0.169779286926995	0	0	0	3.05602716468591	0	0	0	0	0	0	13.9219015280136	5.94227504244482	0	0	0	0	9.33786078098472	0	1.35823429541596	0	0	0.169779286926995	0	0	0	0	0	0	0.169779286926995	14.9405772495756	4.92359932088285	0	0	0	0	1.69779286926995	0	0	0	0.33955857385399	0.169779286926995	0	0	0	0	0.169779286926995	1.69779286926995	0
2964	40627	"Aegelsee"	46.64583	7.54333	160	"AWI"	160	3304	3594	3421	35.8585858585859	0	14.6464646464646	0	0	0	0.252525252525253	0	2.27272727272727	0	0	0	0	0	0	3.78787878787879	6.31313131313131	0	0	0	0	7.32323232323232	0.252525252525253	0.252525252525253	0	0	0	0	0	0	0.252525252525253	0	0	0	19.4444444444444	6.81818181818182	0	0	0	0	1.26262626262626	0	0	0	0	0	0	0	0	0	0.252525252525253	1.01010101010101	0
2964	40627	"Aegelsee"	46.64583	7.54333	170	"AWI"	170	3352	3763	3483	33.6973478939158	0.15600624024961	9.3603744149766	0	0.31201248049922	0	0.31201248049922	0	1.24804992199688	0	0	0	0	0	0	5.77223088923557	8.73634945397816	0	0	0	0	9.98439937597504	0	0.62402496099844	0	0	0.31201248049922	0	0	0	0	0	0	0	19.8127925117005	4.83619344773791	0	0	0	0.15600624024961	3.1201248049922	0.15600624024961	0	0	0.31201248049922	0	0	0	0	0	0.31201248049922	0.78003120124805	0
2964	40627	"Aegelsee"	46.64583	7.54333	180	"AWI"	180	3463	3938	3669	35.1226993865031	0	6.74846625766871	0	0	0	0	0	1.07361963190184	0	0	0	0	0	0	3.98773006134969	4.9079754601227	0	0	0	0	8.58895705521472	0	0.766871165644172	0	0	0.306748466257669	0	0	0	0	0	0	0	32.6687116564417	3.06748466257669	0	0	0	0	1.22699386503067	0	0	0	0.153374233128834	0	0	0	0	0	0.153374233128834	1.22699386503067	0
2964	40627	"Aegelsee"	46.64583	7.54333	190	"AWI"	190	3529	4234	3855	39.0367553865653	0.253485424588086	10.3929024081115	0.126742712294043	0	0	0	0	1.39416983523447	0	0	0	0	0	0	3.16856780735108	5.95690747782003	0	0	0	0	8.61850443599493	0	1.26742712294043	0	0	0.126742712294043	0	0	0	0	0	0	0	20.7858048162231	4.68948035487959	0	0	0	0	2.28136882129278	0.126742712294043	0	0	0	0	0	0	0	0	0.380228136882129	1.39416983523447	0
2964	40627	"Aegelsee"	46.64583	7.54333	200	"AWI"	200	3586	4608	4030	44.9511400651466	0	5.21172638436482	0	0	0	0	0	1.30293159609121	0	0	0	0	0	0	2.44299674267101	5.53745928338762	0	0	0	0	6.35179153094463	0.162866449511401	0.651465798045603	0	0	0.651465798045603	0	0	0	0	0	0	0	26.2214983713355	2.44299674267101	0	0	0	0	2.11726384364821	0	0	0	0.162866449511401	0	0	0	0	0	0.162866449511401	1.1400651465798	0.488599348534202
2964	40627	"Aegelsee"	46.64583	7.54333	210	"AWI"	210	3939	4662	4262	40.2962962962963	0	7.7037037037037	0	0.148148148148148	0	0.148148148148148	0	1.18518518518519	0	0.148148148148148	0	0	0	0	3.85185185185185	2.07407407407407	0	0	0	0	5.92592592592593	0	0.888888888888889	0	0	0.148148148148148	0	0	0	0	0	0	0	28.7407407407407	5.03703703703704	0	0	0	0	2.37037037037037	0.148148148148148	0	0	0	0	0	0	0	0	0	1.18518518518519	0
2964	40627	"Aegelsee"	46.64583	7.54333	220	"AWI"	220	4204	4755	4499	51.5072083879423	0.131061598951507	4.98034076015727	0	0	0	0	0	1.44167758846658	0.131061598951507	0	0	0	0	0	3.14547837483617	2.49017038007864	0	0	0	0	5.11140235910878	0	0.131061598951507	0	0	0.262123197903014	0	0	0	0	0	0	0	23.8532110091743	4.19397116644823	0	0	0	0	1.44167758846658	0.131061598951507	0	0	0.131061598951507	0	0	0	0	0	0.262123197903014	0.524246395806029	0.131061598951507
2964	40627	"Aegelsee"	46.64583	7.54333	230	"AWI"	230	4364	4960	4705	40.5021834061135	0.109170305676856	5.24017467248908	0	0	0	0	0	1.09170305676856	0	0	0	0	0	0	5.34934497816594	16.5938864628821	0	0	0	0	4.25764192139738	0	2.18340611353712	0	0	0.109170305676856	0	0	0	0	0	0	0	15.2838427947598	5.24017467248908	0	0	0	0	2.29257641921397	0	0	0	0	0.218340611353712	0	0	0	0	0.327510917030568	1.20087336244541	0
2964	40627	"Aegelsee"	46.64583	7.54333	240	"AWI"	240	4468	5126	4822	41.9977298524404	0	7.83200908059024	0	0	0	0.113507377979569	0	1.13507377979569	0	0	0	0	0	0	5.22133938706016	3.29171396140749	0	0	0	0	5.10783200908059	0	1.13507377979569	0	0	0.227014755959137	0	0	0	0	0	0	0	25.1986379114642	3.74574347332577	0	0	0	0	2.61066969353008	0.113507377979569	0	0.227014755959137	0.227014755959137	0	0	0	0	0	0.227014755959137	1.47559591373439	0.113507377979569
2964	40627	"Aegelsee"	46.64583	7.54333	250	"AWI"	250	4535	5379	4926	48.4802431610942	0	5.01519756838906	0.151975683890578	0	0	0.303951367781155	0	0.303951367781155	0	0	0	0	0	0	4.55927051671733	4.55927051671733	0	0	0	0	5.01519756838906	0	2.27963525835866	0	0	0	0	0	0	0	0	0	0	17.3252279635258	6.0790273556231	0	0	0	0	3.49544072948328	0	0	0	0.151975683890578	0.151975683890578	0	0	0	0	0	2.12765957446809	0
2964	40627	"Aegelsee"	46.64583	7.54333	260	"AWI"	260	4606	5598	5037	45.1831750339213	0	6.10583446404342	0	0.407055630936228	0	0.271370420624152	0	1.08548168249661	0	0	0	0	0	0	3.3921302578019	9.09090909090909	0	0	0	0	3.3921302578019	0.135685210312076	0.814111261872456	0	0	0.135685210312076	0	0	0	0	0	0	0	24.6947082767978	2.03527815468114	0	0	0	0	2.03527815468114	0	0	0	0	0.135685210312076	0	0	0	0	0.135685210312076	0.949796472184532	0
2964	40627	"Aegelsee"	46.64583	7.54333	270	"AWI"	270	4700	5669	5183	42.9355281207133	0	9.19067215363512	0.137174211248285	0	0	0.274348422496571	0	1.23456790123457	0	0	0	0	0	0	5.48696844993141	6.72153635116598	0	0	0	0	3.01783264746228	0	2.46913580246914	0	0	0.274348422496571	0	0	0	0	0	0	0	21.8106995884774	3.7037037037037	0	0	0	0.137174211248285	1.23456790123457	0	0	0	0	0	0	0	0	0	0.137174211248285	1.23456790123457	0
2964	40627	"Aegelsee"	46.64583	7.54333	280	"AWI"	280	4772	5806	5321	38.4180790960452	0	6.77966101694915	0	0	0	0.141242937853107	0	0.847457627118644	0.141242937853107	0	0	0	0	0	3.67231638418079	15.9604519774011	0	0	0	0	2.82485875706215	0	1.27118644067797	0	0	0.282485875706215	0	0	0	0	0	0	0	21.4689265536723	4.80225988700565	0	0	0	0	1.69491525423729	0	0	0.141242937853107	0.282485875706215	0	0	0	0	0	0.141242937853107	0.988700564971752	0.141242937853107
2964	40627	"Aegelsee"	46.64583	7.54333	290	"AWI"	290	4857	5958	5449	34.9862258953168	0.137741046831956	10.0550964187328	0	0	0	0	0	1.79063360881543	0	0	0	0	0	0	4.13223140495868	21.4876033057851	0	0	0	0	3.03030303030303	0	1.51515151515152	0	0	0.275482093663912	0	0	0	0	0	0	0	12.6721763085399	3.71900826446281	0	0	0	0	3.58126721763085	0.275482093663912	0	0	0.137741046831956	0	0	0	0	0	0.137741046831956	2.06611570247934	0
2964	40627	"Aegelsee"	46.64583	7.54333	300	"AWI"	300	4915	6001	5560	38.8809182209469	0	8.17790530846485	0	0	0	0.143472022955524	0	1.29124820659971	0	0	0	0	0	0	3.87374461979914	12.9124820659971	0	0	0	0	1.86513629842181	0	0.717360114777618	0	0	0	0	0	0	0	0	0	0	21.377331420373	5.16499282639885	0	0	0	0	3.44332855093257	0.143472022955524	0	0.143472022955524	0.143472022955524	0.143472022955524	0	0	0	0	0.860832137733142	0.717360114777618	0
2964	40627	"Aegelsee"	46.64583	7.54333	310	"AWI"	310	4984	6078	5678	42.6767676767677	0.378787878787879	10.8585858585859	0	0.126262626262626	0	0.126262626262626	0	1.89393939393939	0	0	0	0	0	0	5.68181818181818	18.6868686868687	0	0	0	0	1.26262626262626	0	0.883838383838384	0	0	0.378787878787879	0	0	0	0	0	0	0	9.5959595959596	3.03030303030303	0	0	0	0	2.27272727272727	0.126262626262626	0	0	0.126262626262626	0	0	0	0	0	0.126262626262626	1.76767676767677	0
2964	40627	"Aegelsee"	46.64583	7.54333	320	"AWI"	320	5211	6151	5787	46.1200585651537	0.439238653001464	11.4202049780381	0	1.75695461200586	0.146412884333821	0.439238653001464	0	2.19619326500732	0.146412884333821	0	0	0	0	0	5.12445095168375	10.8345534407028	0	0	0	0	2.0497803806735	0.292825768667643	1.02489019033675	0	0	0.146412884333821	0	0	0	0	0	0	0	7.46705710102489	4.099560761347	0	0	0	0	1.90336749633968	0.146412884333821	0	0.146412884333821	0.439238653001464	0.146412884333821	0	0	0	0	0.878477306002928	2.48901903367496	0.146412884333821
2964	40627	"Aegelsee"	46.64583	7.54333	330	"AWI"	330	5504	6177	5898	43.1578947368421	0.150375939849624	15.187969924812	0	4.66165413533835	0	0.300751879699248	0	0.601503759398496	0	0	0	0	0	0	7.66917293233083	11.1278195488722	0	0	0	0	0.75187969924812	0	0.902255639097744	0	0	0.300751879699248	0	0	0	0.300751879699248	0	0	0	2.55639097744361	6.31578947368421	0	0	0	0	3.15789473684211	0	0	0.150375939849624	0	0.150375939849624	0	0	0	0	0.75187969924812	1.80451127819549	0
2964	40627	"Aegelsee"	46.64583	7.54333	340	"AWI"	340	5661	6226	6024	46.9522240527183	0.164744645799012	16.1449752883031	0	1.64744645799012	0	0.494233937397035	0	1.64744645799012	0	0.164744645799012	0	0	0	0	14.99176276771	4.44810543657331	0	0	0	0	0.823723228995058	0	1.15321252059308	0	0	0	0	0	0	0	0	0	0	1.31795716639209	2.47116968698517	0	0	0	0	0.988467874794069	0.164744645799012	0	0.329489291598023	0.164744645799012	0	0	0	0	0	0.988467874794069	4.61285008237232	0.329489291598023
2964	40627	"Aegelsee"	46.64583	7.54333	350	"AWI"	350	5853	6278	6130	49.0769230769231	0.153846153846154	18.4615384615385	0	1.84615384615385	0.153846153846154	0.153846153846154	0	1.07692307692308	0	0	0	0	0	0	6.76923076923077	7.69230769230769	0	0	0	0	1.23076923076923	0	2.30769230769231	0	0	0.153846153846154	0	0	0	0.153846153846154	0	0	0	1.53846153846154	2.30769230769231	0	0	0	0	2.30769230769231	0	0	0	0.153846153846154	0.153846153846154	0	0	0	0	0.307692307692308	4	0
2964	40627	"Aegelsee"	46.64583	7.54333	360	"AWI"	360	6018	6360	6228	59.6676737160121	0	8.76132930513595	0	3.17220543806647	0	0.151057401812689	0	1.20845921450151	0	0.453172205438067	0	0	0	0	7.55287009063444	4.53172205438066	0	0	0	0	1.20845921450151	0.151057401812689	0.453172205438067	0	0	0.151057401812689	0	0	0.151057401812689	0	0	0	0	1.20845921450151	4.0785498489426	0	0	0	0	2.56797583081571	0.453172205438067	0	0	0.151057401812689	0	0	0	0	0	1.05740181268882	2.87009063444109	0
2964	40627	"Aegelsee"	46.64583	7.54333	370	"AWI"	370	6079	6527	6317	47.0489038785835	0	20.7419898819562	0	0.168634064080944	0	0.168634064080944	0	0.843170320404722	0	0	0	0	0	0	6.74536256323777	5.39629005059022	0	0	0	0	1.68634064080944	0	0.674536256323777	0	0	0.168634064080944	0	0	0	0	0	0	0	1.01180438448567	5.90219224283305	0	0	0	0	3.54131534569983	0	0	0	0	0.168634064080944	0	0	0	0	1.01180438448567	4.72175379426644	0
2964	40627	"Aegelsee"	46.64583	7.54333	380	"AWI"	380	6169	6624	6404	60	0	11.9047619047619	0	0.793650793650794	0	0	0	0.158730158730159	0.158730158730159	0	0	0	0	0	6.34920634920635	2.6984126984127	0	0	0	0	0.634920634920635	0	0.634920634920635	0	0	0	0	0	0	0	0	0	0	0.952380952380952	6.03174603174603	0	0	0	0	1.74603174603175	0.317460317460317	0	0	0	0	0	0	0	0	1.9047619047619	5.71428571428571	0
2964	40627	"Aegelsee"	46.64583	7.54333	390	"AWI"	390	6229	6765	6487	47.5409836065574	0	16.8852459016393	0	0.655737704918033	0	0.327868852459016	0	0.983606557377049	0.163934426229508	0	0	0	0	0	2.13114754098361	9.67213114754098	0	0	0	0	1.80327868852459	0	1.14754098360656	0	0	0.163934426229508	0	0	0	0	0	0	0	1.63934426229508	6.72131147540984	0	0	0	0	2.95081967213115	0.327868852459016	0	0	0.163934426229508	0	0	0.163934426229508	0	0	0.983606557377049	5.57377049180328	0
2964	40627	"Aegelsee"	46.64583	7.54333	400	"AWI"	400	6264	6953	6569	59.5155709342561	0.346020761245675	9.86159169550173	0	0	0	0.346020761245675	0	0.346020761245675	0	0	0	0	0	0	3.46020761245675	4.67128027681661	0	0	0	0	0.865051903114187	0	0.865051903114187	0	0	0.173010380622837	0	0	0	0	0	0	0	1.55709342560554	6.9204152249135	0	0	0	0	2.94117647058824	0	0	0	0	0	0	0	0	0	2.94117647058824	5.19031141868512	0
2964	40627	"Aegelsee"	46.64583	7.54333	410	"AWI"	410	6373	6995	6661	49.9029126213592	0.194174757281553	18.8349514563107	0.194174757281553	0.194174757281553	0	0	0	0.58252427184466	0.388349514563107	0	0	0	0	0	6.21359223300971	4.66019417475728	0	0	0	0	1.16504854368932	0	1.35922330097087	0	0	0	0	0	0	0	0	0	0	0.58252427184466	8.93203883495146	0	0	0	0	2.52427184466019	0	0	0	0	0	0	0	0	0	0.776699029126214	3.49514563106796	0
2964	40627	"Aegelsee"	46.64583	7.54333	420	"AWI"	420	6425	7059	6749	49.8554913294798	0	14.3063583815029	0	0.289017341040462	0	0	0	1.15606936416185	0	0	0	0	0	0	7.80346820809249	7.08092485549133	0	0	0	0	0.578034682080925	0	1.73410404624277	0	0	0.289017341040462	0	0	0	0	0	0	0	0.289017341040462	5.05780346820809	0	0	0	0	1.73410404624277	0	0	0	0.433526011560694	0	0	0	0	0	2.60115606936416	6.64739884393064	0.144508670520231
2964	40627	"Aegelsee"	46.64583	7.54333	430	"AWI"	430	6492	7156	6839	51.2328767123288	0	13.1506849315068	0	0.136986301369863	0	0.273972602739726	0	0.273972602739726	0	0	0	0	0	0	9.17808219178082	7.53424657534247	0	0	0	0	0.273972602739726	0.136986301369863	2.73972602739726	0	0	0	0	0	0	0	0	0	0	0.273972602739726	5.47945205479452	0	0	0	0	1.91780821917808	0	0	0	0	0	0	0	0	0	0.958904109589041	6.43835616438356	0
2964	40627	"Aegelsee"	46.64583	7.54333	440	"AWI"	440	6628	7188	6922	51.0928961748634	0	11.4754098360656	0	0.683060109289617	0.136612021857924	0.136612021857924	0	0.956284153005465	0	0	0	0	0	0	7.92349726775956	7.10382513661202	0	0	0	0	0.136612021857924	0	2.86885245901639	0	0	0.136612021857924	0	0	0	0	0	0.136612021857924	0	0.683060109289617	5.32786885245902	0	0	0	0	1.63934426229508	0.273224043715847	0	0.136612021857924	0.136612021857924	0.136612021857924	0	0	0	0	0.819672131147541	8.06010928961749	0
2964	40627	"Aegelsee"	46.64583	7.54333	450	"AWI"	450	6719	7248	7015	42.5396825396825	0	16.984126984127	0	0.317460317460317	0	0	0	0.158730158730159	0.317460317460317	0.158730158730159	0	0	0	0	5.3968253968254	4.28571428571429	0	0	0	0	0.317460317460317	0	6.50793650793651	0	0	0.158730158730159	0	0	0	0	0	0	0	0.158730158730159	5.3968253968254	0	0	0	0	4.28571428571429	0.476190476190476	0	1.58730158730159	0	0	0	0	0	0	2.38095238095238	8.57142857142857	0
2964	40627	"Aegelsee"	46.64583	7.54333	460	"AWI"	460	6823	7325	7105	36.7021276595745	0.531914893617021	17.9078014184397	0	0.354609929078014	0	0.177304964539007	0	1.06382978723404	0	0	0	0	0	0	7.80141843971631	6.02836879432624	0	0	0	0	0.177304964539007	0	6.56028368794326	0	0	0.531914893617021	0	0	0	0	0	0	0	0.354609929078014	6.56028368794326	0	0	0	0	2.65957446808511	0.531914893617021	0	0	0.177304964539007	0.177304964539007	0	0	0	0	2.30496453900709	9.39716312056738	0
2964	40627	"Aegelsee"	46.64583	7.54333	470	"AWI"	470	6998	7371	7192	49.3562231759657	0.214592274678112	6.65236051502146	0	0.643776824034335	0	0.214592274678112	0	0.643776824034335	0	0	0	0	0	0	10.0858369098712	2.78969957081545	0	0	0	0	0	0	9.87124463519313	0	0	0	0	0	0	0	0	0	0	0.214592274678112	6.86695278969957	0	0	0	0	3.00429184549356	0	0	0	0	0.214592274678112	0	0	0	0	3.43347639484979	5.79399141630901	0
2964	40627	"Aegelsee"	46.64583	7.54333	480	"AWI"	480	7103	7421	7279	28.1720430107527	1.0752688172043	12.258064516129	0	0	0	0.43010752688172	0	2.1505376344086	0.43010752688172	0	0	0	0	0	9.67741935483871	3.65591397849462	0	0	0	0	0.21505376344086	0	3.44086021505376	0	0	0	0	0	0	0	0	0	0	1.29032258064516	7.09677419354839	0	0	0	0	3.2258064516129	0.21505376344086	0	0	0.21505376344086	0	0	0	0	0.21505376344086	10.9677419354839	15.0537634408602	0.21505376344086
2964	40627	"Aegelsee"	46.64583	7.54333	490	"AWI"	490	7232	7519	7380	18.9189189189189	0.207900207900208	14.3451143451143	0.207900207900208	0	0	0.415800415800416	0	1.24740124740125	0	0	0	0	0	0	13.3056133056133	3.32640332640333	0	0	0	0	0	0	9.35550935550936	0	0	0	0	0	0	0	0	0	0	0	12.2661122661123	0	0	0	0	3.32640332640333	0.623700623700624	0	0	0	0.207900207900208	0	0.207900207900208	0	0	7.9002079002079	14.1372141372141	0
2964	40627	"Aegelsee"	46.64583	7.54333	500	"AWI"	500	7330	7669	7499	9.76948408342481	0.21953896816685	29.8572996706915	0	0.109769484083425	0.109769484083425	0.329308452250274	0	2.96377607025247	0.109769484083425	0	0	0	0	0	12.0746432491767	1.97585071350165	0	0	0	0	0.109769484083425	0.109769484083425	8.89132821075741	0	0	0.109769484083425	0	0	0	0	0	0	0	0.21953896816685	6.25686059275521	0	0	0	0	8.89132821075741	0.21953896816685	0	0.109769484083425	0.439077936333699	0	0	0	0	0	6.36663007683864	10.7574094401756	0
2964	40627	"Aegelsee"	46.64583	7.54333	510	"AWI"	510	7372	7900	7610	3.59477124183007	0	11.7647058823529	0	0	0	0.326797385620915	0	1.1437908496732	0.163398692810458	0	0	0	0	0	12.0915032679739	26.6339869281046	0	0	0	0	0	0	9.96732026143791	0	0	0.163398692810458	0	0	0	0	0	0	0	0	9.47712418300654	0	0	0	0.326797385620915	5.71895424836601	0.490196078431373	0	0.163398692810458	0.163398692810458	0	0	0	0	0	7.51633986928105	10.1307189542484	0.163398692810458
2964	40627	"Aegelsee"	46.64583	7.54333	520	"AWI"	520	7455	8040	7732	1.76767676767677	0.252525252525253	21.0858585858586	0	0.126262626262626	0	0	0	1.13636363636364	0.757575757575758	0	0	0	0	0	14.8989898989899	32.3232323232323	0	0	0	0	0	0	3.15656565656566	0	0	0	0	0	0	0	0	0	0	0.126262626262626	4.92424242424242	0	0	0	0	3.15656565656566	0.378787878787879	0	0	0.252525252525253	0	0	0.126262626262626	0	0	8.08080808080808	7.32323232323232	0.126262626262626
2964	40627	"Aegelsee"	46.64583	7.54333	530	"AWI"	530	7536	8130	7858	2.01465201465201	0.549450549450549	17.5824175824176	0	0.183150183150183	0	0.183150183150183	0	1.0989010989011	0	0	0	0	0	0	10.6227106227106	19.2307692307692	0	0	0	0	0	0.183150183150183	9.70695970695971	0	0	0	0	0	0	0	0	0	0	0	10.6227106227106	0	0	0	0	5.49450549450549	0	0	0	0.732600732600733	0	0	0.183150183150183	0	0	8.97435897435897	12.6373626373626	0
