"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Lamiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3456	4473	"Szymbark"	49.63333	21.1	55	"AWI"	55	785	2099	1432	93	2	114	1	20	0	5	0	1	22	0	2	0	0	0	0	15	10	0	0	0	0	62	4	0	0	0	10	6	39	0	11	0	0	20	9	0	1	1	10	0	0	0	5	4	0
3456	4473	"Szymbark"	49.63333	21.1	60	"AWI"	60	929	2234	1575	101	2	98	2	5	0	3	0	1	20	0	1	0	0	0	0	17	6	0	0	1	0	87	2	0	0	0	12	8	50	0	17	0	0	21	3	0	0	0	8	1	0	0	7	6	0
3456	4473	"Szymbark"	49.63333	21.1	65	"AWI"	65	1042	2392	1718	105	1	102	0	14	0	2	6	0	17	0	0	0	0	1	0	16	14	0	2	0	0	73	9	0	0	0	5	11	45	0	0	0	0	15	9	0	0	2	4	0	0	0	10	6	0
3456	4473	"Szymbark"	49.63333	21.1	75	"AWI"	75	1323	2612	2001	155	0	40	0	26	0	4	0	0	37	0	0	0	0	0	2	13	5	0	1	0	0	69	4	0	0	0	5	7	35	0	0	0	0	25	16	0	0	2	4	0	0	0	3	9	0
3456	4473	"Szymbark"	49.63333	21.1	80	"AWI"	80	1447	2731	2148	126	1	48	0	39	0	2	7	0	47	0	0	0	0	0	0	22	15	0	0	0	0	76	1	0	0	0	14	7	36	0	0	0	0	51	14	0	0	3	0	1	1	0	7	10	1
3456	4473	"Szymbark"	49.63333	21.1	85	"AWI"	85	1620	2833	2291	167	1	41	0	31	0	1	0	0	61	0	0	0	0	0	0	15	7	0	0	0	0	106	3	0	0	0	13	3	30	0	0	0	0	27	8	0	0	2	0	3	0	0	5	7	1
3456	4473	"Szymbark"	49.63333	21.1	90	"AWI"	90	1759	2952	2434	146	2	30	0	38	0	6	0	0	26	0	2	0	0	0	0	16	16	0	0	1	0	97	5	0	0	0	17	15	24	2	0	0	0	25	7	0	0	4	4	2	0	0	3	6	0
3456	4473	"Szymbark"	49.63333	21.1	95	"AWI"	95	1937	3044	2570	106	0	25	0	22	0	7	0	0	26	0	2	0	0	0	1	15	74	0	0	0	0	146	4	0	0	0	30	10	21	0	0	0	0	22	7	0	0	2	1	0	0	0	3	9	0
3456	4473	"Szymbark"	49.63333	21.1	100	"AWI"	100	2125	3137	2712	104	3	26	0	17	0	6	0	0	31	0	1	0	0	0	1	16	41	0	1	0	0	150	6	0	0	0	21	9	25	0	0	0	0	23	20	0	0	0	0	0	0	1	2	16	2
3456	4473	"Szymbark"	49.63333	21.1	105	"AWI"	105	2266	3237	2857	148	2	27	0	24	0	5	0	0	9	0	1	0	0	0	0	14	15	0	0	2	0	102	5	0	0	0	18	15	22	0	0	0	0	29	26	0	0	0	4	0	0	0	6	14	0
3456	4473	"Szymbark"	49.63333	21.1	110	"AWI"	110	2512	3298	2991	98	0	29	1	7	0	1	0	0	13	0	0	0	0	0	0	18	8	0	1	0	0	124	11	0	0	0	32	27	24	0	0	0	0	26	16	0	0	0	2	0	1	0	7	12	0
3456	4473	"Szymbark"	49.63333	21.1	115	"AWI"	115	2724	3387	3122	111	0	20	0	13	0	6	0	0	14	0	2	0	0	0	0	17	12	0	0	0	0	130	12	0	0	0	27	22	18	0	0	0	0	25	7	0	1	1	1	0	0	0	13	8	0
3456	4473	"Szymbark"	49.63333	21.1	120	"AWI"	120	2916	3465	3246	119	2	26	1	12	0	1	0	0	21	0	2	0	0	0	0	20	14	0	0	0	1	51	6	0	0	0	46	60	18	0	0	0	0	22	1	0	0	0	5	0	2	0	11	5	0
3456	4473	"Szymbark"	49.63333	21.1	125	"AWI"	125	3013	3560	3329	151	2	34	0	9	0	3	0	0	17	0	4	0	0	0	0	21	15	0	1	0	0	41	7	0	0	1	36	47	31	0	0	0	0	14	3	0	0	0	2	0	0	0	17	8	0
3456	4473	"Szymbark"	49.63333	21.1	130	"AWI"	130	3087	3673	3397	166	0	30	2	8	0	2	0	0	10	0	1	0	0	0	1	21	12	0	0	0	0	30	7	0	0	0	34	45	30	0	0	0	0	22	4	0	0	3	2	0	1	0	15	8	0
3456	4473	"Szymbark"	49.63333	21.1	135	"AWI"	135	3173	3747	3463	149	2	31	0	11	0	1	0	0	13	0	1	0	0	0	2	24	8	0	0	0	0	12	4	0	0	0	38	87	26	0	0	0	0	12	0	0	0	1	1	0	0	0	25	16	2
3456	4473	"Szymbark"	49.63333	21.1	140	"AWI"	140	3258	3828	3530	156	2	15	0	15	0	0	0	0	14	0	2	0	0	0	0	27	5	0	0	0	0	12	10	0	0	0	25	74	37	0	0	0	0	19	0	0	0	2	0	0	0	0	13	13	0
3456	4473	"Szymbark"	49.63333	21.1	145	"AWI"	145	3334	3914	3597	156	0	25	2	9	1	2	0	0	9	0	1	0	0	0	0	21	5	0	0	0	0	10	6	0	0	0	29	69	34	0	0	0	0	19	0	0	0	0	3	0	0	0	11	8	0
3456	4473	"Szymbark"	49.63333	21.1	150	"AWI"	150	3444	3993	3679	25	4	26	1	15	0	6	0	0	13	0	0	0	0	0	0	44	4	0	0	0	0	7	8	0	0	0	26	164	36	0	0	0	0	18	1	0	1	0	1	0	0	0	31	10	0
3456	4473	"Szymbark"	49.63333	21.1	155	"AWI"	155	3520	4123	3772	3	3	13	0	15	0	2	0	0	17	0	0	0	0	0	0	75	2	0	1	0	0	2	9	0	0	0	20	176	21	0	0	0	0	29	2	0	0	0	6	0	0	0	23	14	0
3456	4473	"Szymbark"	49.63333	21.1	160	"AWI"	160	3589	4286	3892	6	2	28	1	5	1	2	0	0	11	0	1	0	0	0	0	61	8	0	0	0	0	0	9	0	0	0	19	166	21	0	0	0	0	40	4	0	0	0	1	0	0	1	33	12	0
3456	4473	"Szymbark"	49.63333	21.1	165	"AWI"	165	3676	4430	4008	1	3	32	0	15	1	3	0	0	13	0	2	0	0	0	0	50	3	0	0	0	0	3	8	0	0	1	32	275	22	0	0	0	0	37	9	0	0	0	4	0	0	0	53	26	0
3456	4473	"Szymbark"	49.63333	21.1	170	"AWI"	170	3745	4596	4128	4	5	15	0	3	1	4	0	0	14	0	1	1	0	0	0	68	10	0	0	0	0	5	11	0	0	0	27	178	37	0	0	0	0	41	8	0	0	1	8	0	0	1	52	11	0
3456	4473	"Szymbark"	49.63333	21.1	175	"AWI"	175	3862	4696	4253	0	5	27	1	5	1	4	0	0	13	0	0	0	0	0	0	90	9	0	0	0	0	3	12	0	0	0	13	180	19	0	0	0	0	31	8	0	0	0	2	0	0	0	44	13	1
3456	4473	"Szymbark"	49.63333	21.1	180	"AWI"	180	3958	4829	4376	0	3	27	1	5	1	4	0	0	12	1	0	0	0	0	1	75	12	0	0	0	0	2	10	0	0	0	10	142	20	0	0	0	0	45	13	0	2	0	2	0	0	0	67	6	1
3456	4473	"Szymbark"	49.63333	21.1	185	"AWI"	185	4045	4941	4503	2	3	12	1	4	1	2	0	0	8	0	1	0	0	0	0	88	9	0	0	1	0	1	17	0	0	0	9	144	23	0	0	0	0	60	8	0	0	0	3	0	0	0	44	9	1
3456	4473	"Szymbark"	49.63333	21.1	190	"AWI"	190	4179	5045	4623	1	4	25	1	13	1	1	0	0	6	0	0	0	0	0	0	67	15	0	0	0	0	1	13	0	0	0	3	179	25	0	0	0	0	52	10	0	0	0	2	0	1	0	66	10	0
3456	4473	"Szymbark"	49.63333	21.1	195	"AWI"	195	4292	5156	4745	0	5	23	0	3	0	1	30	0	7	0	2	0	0	0	0	70	5	0	0	0	0	0	11	0	0	0	4	193	35	0	0	0	0	21	11	0	0	0	7	0	0	0	62	17	0
3456	4473	"Szymbark"	49.63333	21.1	200	"AWI"	200	4449	5248	4865	0	7	25	0	2	0	1	0	0	8	0	1	0	0	0	0	66	13	0	0	0	0	1	11	0	0	0	4	133	20	0	0	0	0	22	10	0	0	0	3	0	0	0	97	22	0
3456	4473	"Szymbark"	49.63333	21.1	205	"AWI"	205	4617	5346	4982	1	5	25	0	1	0	2	0	0	6	0	1	0	0	0	0	72	28	0	0	0	0	0	13	0	0	0	7	121	37	0	0	0	0	24	14	0	0	0	4	0	0	0	71	39	0
3456	4473	"Szymbark"	49.63333	21.1	210	"AWI"	210	4747	5447	5099	0	12	20	0	4	0	0	0	0	12	0	0	0	0	0	0	181	47	0	1	0	0	0	15	0	0	0	3	86	37	0	0	0	0	115	23	0	1	0	8	0	1	0	59	73	0
3456	4473	"Szymbark"	49.63333	21.1	215	"AWI"	215	4861	5578	5207	1	6	14	0	3	0	1	0	0	5	0	1	0	0	0	0	181	11	0	1	0	0	1	34	0	0	0	7	39	13	0	0	0	0	56	11	0	1	0	1	0	1	0	35	65	0
3456	4473	"Szymbark"	49.63333	21.1	220	"AWI"	220	4941	5741	5307	1	9	21	0	1	0	1	0	0	21	0	0	0	0	0	0	176	22	0	0	1	0	1	47	0	0	0	0	36	15	0	0	0	0	31	31	0	0	0	4	0	1	0	21	25	0
3456	4473	"Szymbark"	49.63333	21.1	225	"AWI"	225	5005	5889	5407	0	9	39	1	1	1	1	0	0	13	0	3	0	0	0	0	203	158	0	0	0	0	0	24	0	0	0	2	26	13	0	0	0	0	22	13	0	0	0	5	0	4	1	80	21	0
3456	4473	"Szymbark"	49.63333	21.1	230	"AWI"	230	5093	6024	5507	1	15	31	0	0	0	3	0	0	13	0	5	0	0	0	1	174	157	0	0	0	0	0	24	0	0	0	2	40	26	0	0	0	0	28	6	0	0	0	5	0	0	0	89	30	0
3456	4473	"Szymbark"	49.63333	21.1	235	"AWI"	235	5168	6173	5610	0	9	17	1	0	0	1	0	0	10	0	12	0	0	0	0	141	94	0	1	1	0	0	27	0	0	0	1	46	34	0	0	0	0	29	11	0	1	0	4	0	0	0	94	58	0
3456	4473	"Szymbark"	49.63333	21.1	240	"AWI"	240	5256	6284	5715	1	7	20	1	1	1	3	0	0	8	0	5	0	0	0	0	121	101	0	0	0	0	0	22	0	0	0	0	60	46	0	0	0	0	25	8	0	1	0	4	0	1	0	93	47	0
3456	4473	"Szymbark"	49.63333	21.1	245	"AWI"	245	5337	6410	5815	1	11	24	0	0	1	0	0	0	10	0	7	0	0	0	0	138	59	0	0	0	0	1	19	0	0	0	0	42	26	0	0	0	0	27	3	0	0	0	1	0	0	0	74	30	0
3456	4473	"Szymbark"	49.63333	21.1	250	"AWI"	250	5411	6533	5919	0	7	29	1	1	0	1	0	0	13	0	7	0	0	0	0	124	86	1	0	0	0	0	28	0	0	0	0	61	57	0	0	0	0	23	1	0	0	0	4	0	1	0	103	32	1
3456	4473	"Szymbark"	49.63333	21.1	255	"AWI"	255	5512	6636	6027	0	6	23	0	0	1	2	0	0	6	0	3	0	0	0	0	156	50	0	2	0	0	0	23	0	0	0	0	51	32	0	0	0	0	16	7	0	0	0	3	0	0	0	96	46	2
3456	4473	"Szymbark"	49.63333	21.1	260	"AWI"	260	5591	6764	6131	0	5	20	0	1	0	5	0	0	14	0	10	0	0	0	0	159	46	0	0	0	1	0	26	0	0	0	0	43	30	0	0	0	0	26	7	0	0	0	6	0	0	0	77	36	1
3456	4473	"Szymbark"	49.63333	21.1	265	"AWI"	265	5681	6873	6234	0	3	15	0	4	0	2	0	0	11	0	9	0	0	0	0	143	68	0	0	1	0	0	41	0	0	0	0	40	32	0	0	0	0	29	21	0	0	0	8	0	2	1	77	42	3
3456	4473	"Szymbark"	49.63333	21.1	270	"AWI"	270	5768	6974	6335	0	5	20	0	4	0	2	0	0	9	0	8	0	0	0	0	185	50	0	0	0	0	0	38	0	0	0	0	33	23	0	0	0	0	27	28	0	0	0	4	0	2	0	54	52	6
3456	4473	"Szymbark"	49.63333	21.1	275	"AWI"	275	5844	7077	6436	0	2	9	0	2	0	3	0	0	15	0	1	0	0	0	0	193	57	0	0	0	0	1	24	0	0	0	0	44	19	0	0	0	0	33	13	0	0	0	6	1	0	0	49	61	1
3456	4473	"Szymbark"	49.63333	21.1	280	"AWI"	280	5955	7165	6542	0	0	19	0	1	0	1	0	0	6	0	1	0	0	0	0	170	78	0	0	0	0	0	32	0	0	0	0	26	20	0	0	0	0	30	11	0	0	1	5	0	0	0	56	62	1
3456	4473	"Szymbark"	49.63333	21.1	285	"AWI"	285	6045	7266	6644	1	1	24	0	2	4	0	0	0	12	0	1	0	0	0	0	150	78	0	0	1	0	1	30	0	0	0	1	21	18	0	0	0	0	50	4	0	0	0	8	0	1	0	26	71	2
3456	4473	"Szymbark"	49.63333	21.1	290	"AWI"	290	6132	7375	6749	0	0	16	0	2	1	0	0	0	9	0	0	0	0	0	0	272	25	0	0	0	0	1	36	0	0	0	0	13	10	0	0	0	0	15	2	0	1	0	2	0	1	0	18	61	0
3456	4473	"Szymbark"	49.63333	21.1	295	"AWI"	295	6242	7471	6855	0	4	23	0	2	1	2	0	0	8	0	0	0	0	0	0	167	71	0	0	2	0	0	42	0	0	0	0	20	19	0	0	0	0	15	2	0	0	0	5	0	0	1	17	107	0
3456	4473	"Szymbark"	49.63333	21.1	300	"AWI"	300	6334	7578	6956	0	2	19	0	0	2	1	0	0	8	0	0	0	0	0	0	200	13	0	0	1	0	0	90	0	0	0	0	15	10	0	0	0	0	16	0	0	0	0	2	0	0	0	14	52	0
3456	4473	"Szymbark"	49.63333	21.1	305	"AWI"	305	6446	7666	7059	0	2	13	0	0	0	4	0	0	4	0	0	0	0	0	0	157	32	0	0	1	0	0	84	0	0	0	0	14	17	0	0	0	0	15	1	0	0	0	8	0	2	0	14	75	0
3456	4473	"Szymbark"	49.63333	21.1	310	"AWI"	310	6551	7759	7164	0	1	18	0	2	0	6	0	0	5	0	1	0	0	0	0	197	14	0	0	0	0	1	44	0	0	0	0	14	12	0	0	0	0	19	1	0	0	0	15	0	1	0	18	80	0
3456	4473	"Szymbark"	49.63333	21.1	315	"AWI"	315	6644	7859	7267	0	0	19	0	1	2	2	0	0	11	0	0	0	0	0	0	150	46	0	0	0	0	0	59	0	0	0	0	18	18	0	0	0	0	21	0	0	0	0	11	0	1	1	20	107	0
3456	4473	"Szymbark"	49.63333	21.1	320	"AWI"	320	6765	7942	7374	0	4	10	0	1	0	1	0	0	20	0	0	0	0	0	0	186	91	0	0	0	0	0	22	0	0	0	0	17	17	0	0	0	0	20	0	0	0	0	10	0	1	0	38	70	0
3456	4473	"Szymbark"	49.63333	21.1	325	"AWI"	325	6869	8043	7475	0	0	19	1	1	1	0	0	0	13	1	0	0	0	0	0	97	232	0	0	3	0	0	14	0	0	0	1	36	52	0	0	0	0	20	0	0	1	0	4	0	1	1	77	84	1
3456	4473	"Szymbark"	49.63333	21.1	330	"AWI"	330	6974	8127	7583	0	0	28	2	1	0	0	0	0	19	0	0	0	0	0	0	105	226	0	0	0	0	0	21	0	0	0	0	37	48	0	0	0	0	22	0	0	2	0	8	0	2	0	44	91	0
3456	4473	"Szymbark"	49.63333	21.1	335	"AWI"	335	7093	8215	7687	0	1	28	0	1	2	1	0	0	10	0	1	0	0	0	0	143	188	0	0	3	0	0	25	0	0	0	0	17	37	0	0	0	0	19	1	0	0	0	3	0	1	0	33	108	0
3456	4473	"Szymbark"	49.63333	21.1	340	"AWI"	340	7199	8313	7791	0	5	22	0	0	3	0	0	0	22	0	0	0	0	0	0	151	129	0	0	1	0	0	35	0	0	0	0	8	34	0	0	0	0	23	0	0	0	0	9	0	3	0	34	112	0
3456	4473	"Szymbark"	49.63333	21.1	345	"AWI"	345	7316	8385	7891	0	0	16	0	1	20	0	0	0	19	0	0	0	0	0	0	211	100	0	1	0	0	0	33	0	0	0	0	21	24	0	0	0	0	21	0	0	0	0	1	0	3	0	31	54	0
3456	4473	"Szymbark"	49.63333	21.1	350	"AWI"	350	7453	8467	7991	0	0	14	0	0	29	1	0	0	10	0	0	0	0	0	0	235	84	0	0	0	0	0	27	0	0	0	0	11	16	0	0	0	0	11	1	0	0	2	3	0	0	0	31	45	0
3456	4473	"Szymbark"	49.63333	21.1	355	"AWI"	355	7572	8550	8093	0	4	15	0	2	0	0	0	0	12	0	0	0	0	0	0	311	28	0	0	1	0	0	52	0	0	0	0	5	15	0	0	0	0	18	0	0	0	0	3	0	1	0	22	82	5
3456	4473	"Szymbark"	49.63333	21.1	360	"AWI"	360	7708	8617	8197	0	0	20	1	2	5	0	0	0	14	0	0	0	0	0	0	159	38	0	0	2	0	0	58	0	0	0	0	12	16	0	0	0	0	21	0	0	1	0	4	0	0	0	57	79	0
3456	4473	"Szymbark"	49.63333	21.1	365	"AWI"	365	7839	8701	8300	0	0	15	2	0	0	1	0	0	18	0	0	0	0	0	0	154	116	0	0	3	0	1	25	0	0	0	0	17	34	0	0	0	0	35	0	0	0	0	4	0	0	0	40	68	0
3456	4473	"Szymbark"	49.63333	21.1	370	"AWI"	370	7977	8772	8398	0	0	15	0	1	1	3	0	0	11	0	0	0	0	0	0	212	123	0	0	1	0	0	27	0	0	0	0	12	32	0	0	0	0	22	1	0	1	0	8	0	0	0	48	59	0
3456	4473	"Szymbark"	49.63333	21.1	375	"AWI"	375	8074	8858	8485	0	1	9	0	0	0	1	0	0	16	0	0	0	0	0	0	214	54	0	0	0	0	0	10	0	0	0	1	18	26	0	0	0	0	26	0	0	0	0	7	0	1	0	49	54	0
3456	4473	"Szymbark"	49.63333	21.1	380	"AWI"	380	8137	8969	8565	0	2	12	0	1	0	2	0	0	8	0	0	0	0	0	0	239	26	0	0	1	0	0	12	0	0	0	0	13	20	0	0	0	0	23	0	0	0	0	10	0	2	0	59	46	0
3456	4473	"Szymbark"	49.63333	21.1	385	"AWI"	385	8223	9044	8648	0	1	11	0	0	2	3	0	0	9	0	0	0	0	0	0	123	49	0	0	0	0	0	11	0	0	0	2	30	55	0	0	0	0	29	1	0	0	0	12	1	0	0	84	56	0
3456	4473	"Szymbark"	49.63333	21.1	390	"AWI"	390	8299	9134	8729	1	2	15	1	1	1	0	0	0	11	0	0	0	0	0	4	119	29	0	1	0	0	0	9	0	0	1	0	30	48	0	0	0	0	18	1	0	0	0	7	0	0	0	93	76	0
3456	4473	"Szymbark"	49.63333	21.1	395	"AWI"	395	8390	9210	8815	0	1	20	0	0	0	3	0	0	16	0	0	0	0	0	0	149	17	0	1	0	0	1	10	0	0	0	0	32	67	0	0	0	0	24	0	0	0	1	1	0	2	0	68	65	0
3456	4473	"Szymbark"	49.63333	21.1	400	"AWI"	400	8479	9281	8901	0	0	11	0	0	2	1	0	0	25	0	0	0	0	0	0	120	18	0	0	0	0	0	8	0	0	0	0	51	62	0	0	0	0	15	0	0	1	0	5	0	1	0	85	64	1
3456	4473	"Szymbark"	49.63333	21.1	405	"AWI"	405	8558	9358	8984	0	1	13	0	0	0	2	2	0	15	0	0	0	0	0	0	96	17	0	0	0	0	0	7	0	0	0	0	28	56	0	0	0	0	17	1	0	0	1	7	0	1	0	150	51	0
3456	4473	"Szymbark"	49.63333	21.1	410	"AWI"	410	8648	9421	9068	0	0	7	0	0	0	0	2	0	17	0	0	0	0	0	0	202	9	0	0	0	0	0	4	0	0	0	1	27	36	0	0	0	0	12	0	0	0	0	2	1	2	0	112	51	0
3456	4473	"Szymbark"	49.63333	21.1	415	"AWI"	415	8740	9500	9149	1	0	6	0	2	0	3	0	0	8	0	0	0	0	0	0	185	30	0	0	0	0	0	17	0	0	0	0	10	37	0	0	0	1	17	2	0	0	0	4	2	0	0	61	61	0
3456	4473	"Szymbark"	49.63333	21.1	420	"AWI"	420	8816	9580	9235	0	0	6	1	0	0	0	0	0	12	0	0	0	0	0	0	200	33	0	0	0	0	0	5	0	0	0	0	20	57	0	0	0	0	14	1	0	0	0	4	0	1	0	60	30	0
3456	4473	"Szymbark"	49.63333	21.1	425	"AWI"	425	8895	9722	9327	0	0	4	0	0	2	1	0	4	12	0	0	0	0	0	0	143	55	1	0	0	0	0	4	0	0	0	0	17	67	0	0	0	0	12	1	0	0	0	4	0	1	1	52	27	0
3456	4473	"Szymbark"	49.63333	21.1	430	"AWI"	430	8970	9897	9415	0	1	6	0	1	0	2	0	8	12	0	0	0	0	0	1	105	35	0	0	0	0	0	7	0	0	0	0	17	58	0	0	0	0	19	2	0	0	0	5	0	1	0	85	32	0
3456	4473	"Szymbark"	49.63333	21.1	435	"AWI"	435	9041	10041	9508	0	3	9	0	0	8	0	0	0	12	0	0	0	0	0	0	187	42	0	0	0	0	0	9	0	0	0	0	7	33	0	0	0	0	13	0	0	0	0	8	0	0	0	113	19	0
3456	4473	"Szymbark"	49.63333	21.1	440	"AWI"	440	9119	10185	9599	0	0	11	1	0	0	2	0	0	14	0	0	0	0	0	0	291	4	0	0	0	0	0	24	0	0	0	0	6	22	0	0	0	0	16	0	0	0	0	3	0	0	1	46	41	0
3456	4473	"Szymbark"	49.63333	21.1	445	"AWI"	445	9183	10333	9695	0	0	15	0	0	2	1	0	0	14	0	0	0	0	0	0	310	4	0	0	0	0	0	14	0	0	0	0	8	23	0	0	0	0	34	1	0	0	0	2	0	0	1	17	49	0
3456	4473	"Szymbark"	49.63333	21.1	450	"AWI"	450	9258	10451	9790	0	1	11	0	2	2	2	0	0	18	0	0	0	0	0	0	305	8	0	1	0	0	0	13	0	0	0	0	6	25	0	0	0	0	23	0	0	0	0	1	0	1	0	23	42	0
3456	4473	"Szymbark"	49.63333	21.1	455	"AWI"	455	9331	10593	9887	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	971	0	0	0	0	0	0	3	0	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	1	0	3	12	0
3456	4473	"Szymbark"	49.63333	21.1	460	"AWI"	460	9401	10737	9978	0	0	4	0	1	0	1	0	0	6	0	0	0	0	0	0	950	1	0	0	0	0	0	5	0	0	0	0	2	9	0	0	0	0	2	0	0	0	0	0	0	0	0	3	14	0
3456	4473	"Szymbark"	49.63333	21.1	465	"AWI"	465	9473	10862	10078	0	6	25	0	1	1	1	0	0	35	0	0	0	0	0	0	558	3	0	0	0	0	0	29	0	0	0	0	13	116	0	0	0	0	16	0	0	0	0	1	0	0	1	30	133	0
3456	4473	"Szymbark"	49.63333	21.1	470	"AWI"	470	9540	10991	10170	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	863	1	0	0	0	0	0	1	0	0	0	0	7	28	0	0	0	0	6	0	0	0	0	2	0	0	0	55	22	0
3456	4473	"Szymbark"	49.63333	21.1	475	"AWI"	475	9619	11115	10266	0	0	11	0	2	0	0	0	0	11	0	0	0	0	0	0	201	5	0	0	0	0	0	4	0	0	0	0	36	114	0	0	0	0	22	0	0	0	0	3	0	0	0	115	24	0
3456	4473	"Szymbark"	49.63333	21.1	480	"AWI"	480	9695	11253	10359	0	0	9	1	0	0	1	0	0	8	0	0	0	0	0	0	238	6	0	0	0	0	0	0	0	0	0	0	4	59	0	0	0	0	12	0	0	0	0	0	0	0	0	74	18	0
3456	4473	"Szymbark"	49.63333	21.1	485	"AWI"	485	9769	11388	10454	0	2	13	1	0	0	2	0	0	11	0	0	0	0	0	0	210	8	0	0	0	0	0	0	0	0	0	0	6	47	0	0	0	0	8	0	0	0	0	2	0	0	0	75	32	0
