"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Colchicaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Eucalyptus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Juglans"	"Lentibulariaceae"	"Liliaceae"	"Olea"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Solanaceae"	"Sorbus"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
9836	14560	"Pedrido"	43.44995	-7.063954	60	"AWI"	60	807	960	883	0	27	0	0	0	1	2	0	0	10	0	0	0	0	1	0	45	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	157	0	55	2	1	0	1	1	0	0	0	0	0	1	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	64	"AWI"	64	857	1027	933	0	20	0	0	0	0	2	0	0	8	0	0	0	0	0	0	40	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	37	1	0	0	0	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	68	"AWI"	68	916	1083	986	0	15	0	0	1	0	6	0	0	16	0	2	0	0	0	0	58	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	55	2	1	0	2	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	72	"AWI"	72	971	1139	1041	0	21	0	0	1	0	5	0	0	9	0	0	0	0	1	0	45	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	76	"AWI"	76	1013	1198	1092	0	45	0	2	0	2	4	0	0	15	0	0	0	0	1	0	40	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	2	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	80	"AWI"	80	1060	1236	1140	0	23	0	0	0	0	2	0	0	3	0	0	0	0	1	0	44	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	84	"AWI"	84	1098	1263	1179	0	21	0	0	0	0	4	0	0	19	0	0	0	0	0	0	44	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	88	"AWI"	88	1127	1288	1217	0	15	0	2	0	1	12	0	0	8	0	0	0	2	1	0	60	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	42	2	0	0	1	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	92	"AWI"	92	1185	1328	1266	0	20	0	1	1	0	3	0	0	9	0	0	0	1	1	0	52	27	0	0	0	0	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	3	0	0	0	1	1	0	0	0	0	1	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	96	"AWI"	96	1273	1409	1334	0	30	0	0	0	1	2	0	0	10	0	0	1	0	1	0	79	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2.5	0	0	0	67	2	0	0	0	0	0	0	0	0	0	1	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	100	"AWI"	100	1356	1534	1434	0	31	0	0	3	0	2	0	0	19	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	59	2	1	0	1	0	0	0	0	0	0	2	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	104	"AWI"	104	1403	1612	1495	0	31	1	0	0	0	4	0	0	22	1	0	0	0	0	1	89	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	0	6	0	0	2	0	0	0	0	2	0	1	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	108	"AWI"	108	1448	1698	1560	0	30	1	2	1	2	5	0	0	14	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	49	4	2	0	0	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	112	"AWI"	112	1493	1780	1621	0	29	1	0	1	2	2	0	0	24	0	0	0	0	0	0	77	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4.5	0	0	0	57	3	0	0	1	0	0	0	0	0	0	4	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	116	"AWI"	116	1545	1847	1686	0	42	2	0	0	0	6	0	0	10	1	0	0	0	1	0	65	17	0	0	0	0	0	0	1	0	0	1	0	0	2	0	7	0	0	0	55	5	0	0	8	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	120	"AWI"	120	1595	1906	1749	0	12	0	0	0	0	2	0	0	5	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	1	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	124	"AWI"	124	1668	1950	1812	0	48	1	2	1	2	4	0	0	9	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	128	"AWI"	128	1760	1991	1874	0	36	0	1	0	1	5	0	0	7	0	1	0	0	1	1	107	44	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4.5	0	0	0	38	2	0	0	0	1	0	0	0	0	0	1	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	132	"AWI"	132	1838	2041	1942	0	42	0	0	1	1	3	0	0	20	0	0	0	0	3	0	80	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	136	"AWI"	136	1896	2127	2011	0	27	0	0	0	1	1	0	0	21	0	0	0	0	1	0	92	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	5	0	0	0	0	1	0	0	0	1	1	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	140	"AWI"	140	1965	2203	2090	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	196	0	51	2	0	0	0	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	144	"AWI"	144	2067	2287	2178	0	18	0	0	0	0	3	0	0	14	0	0	0	1	0	0	89	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	40	2	0	0	0	1	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	148	"AWI"	148	2138	2383	2249	0	19	0	0	0	1	3	0	0	14	0	0	0	0	4	1	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	42	1	1	0	0	0	0	0	0	0	0	2	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	152	"AWI"	152	2236	2481	2330	0	27	0	0	1	1	8	0	0	14	0	0	0	4	0	0	153	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	37	1	0	0	0	0	0	0	0	0	0	3	1	0
9836	14560	"Pedrido"	43.44995	-7.063954	156	"AWI"	156	2336	2640	2459	0	23	0	0	1	0	0	0	0	9	0	1	0	0	1	1	128	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	46	2	0	0	0	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	160	"AWI"	160	2416	2808	2709	0	15	0	0	1	1	2	0	0	12	0	0	0	0	0	0	87	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	17	1	1	0	0	0	0	0	0	0	0	1	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	164	"AWI"	164	2752	2962	2857	0	28	0	0	0	0	4	0	0	15	0	0	0	1	0	0	156	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	168	"AWI"	168	2868	3117	2989	0	25	0	0	0	0	0	0	0	15	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	2	4	0	0	0	0	0	0	0	0	1	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	172	"AWI"	172	2969	3239	3104	0	24	0	0	1	0	1	0	0	16	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	1	0	1	0	0	0	0	0	0	8	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	176	"AWI"	176	3055	3346	3214	0	31	0	0	0	0	1	0	0	16	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	40	6	0	0	0	0	0	0	0	0	0	2	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	180	"AWI"	180	3115	3474	3292	0	44	0	1	0	0	1	0	0	23	0	0	0	0	0	0	162	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	184	"AWI"	184	3178	3549	3363	0	34	0	0	0	0	1	0	0	27	0	0	0	0	0	0	144	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	58	1	0	0	1	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	186	"AWI"	186	3210	3591	3398	0	27	0	2	1	0	0	0	0	9	0	0	0	0	0	0	70	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	188	"AWI"	188	3244	3627	3434	0	39	0	1	2	0	3	0	0	18	0	0	0	3	1	0	100	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	2	76	1	1	0	0	0	0	0	0	0	0	6	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	192	"AWI"	192	3306	3700	3502	0	27	0	1	0	0	1	0	0	8	0	0	0	3	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	39	0	0	0	12	0	0	0	1	0	0	1	1	0
9836	14560	"Pedrido"	43.44995	-7.063954	196	"AWI"	196	3367	3766	3572	0	42	0	1	3	1	0	0	0	39	0	0	0	0	0	0	151	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	3	1	0	2	0	0	0	0	0	0	1	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	200	"AWI"	200	3421	3825	3644	0	35	0	0	1	0	0	0	0	49	0	0	0	0	0	0	99	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	9.5	0	0	0	68	6	1	0	0	0	0	0	0	0	0	3	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	204	"AWI"	204	3502	3880	3715	0	20	0	0	0	0	0	0	0	14	0	0	0	0	0	0	65	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1
9836	14560	"Pedrido"	43.44995	-7.063954	208	"AWI"	208	3584	3928	3784	0	22	0	0	1	0	0	0	0	32	0	0	0	0	0	0	105	8	87	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	9	0	0	0	1	0	0	0	0	0	2	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	212	"AWI"	212	3692	3975	3848	0	24	0	0	7	1	1	0	0	18	0	0	0	0	0	0	156	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	3	0	0	0	0	0	0	0	0	1	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	216	"AWI"	216	3784	4027	3912	0	30	0	0	0	0	6	0	0	39	0	0	0	0	0	0	116	23	51	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	220	"AWI"	220	3854	4077	3959	0	23	0	0	3	0	3	0	0	21	0	1	0	0	0	0	143	24	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	224	"AWI"	224	3926	4131	4027	0	33	0	0	2	1	1	0	0	39	0	0	0	0	0	0	121	12	80	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	69	5	0	0	0	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	228	"AWI"	228	3984	4188	4087	0	27	1	0	3	0	1	0	0	36	0	0	0	0	0	0	138	13	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3.5	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	232	"AWI"	232	4060	4257	4154	0	36	0	1	2	1	1	0	0	26	0	0	0	0	0	0	122	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	56	6	0	0	1	0	0	0	0	0	0	2	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	236	"AWI"	236	4151	4355	4243	0	32	0	0	0	0	1	0	0	46	0	0	0	0	1	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5.5	0	0	0	72	2	1	0	1	0	0	0	0	0	0	2	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	240	"AWI"	240	4232	4565	4378	0	20	0	0	1	0	1	0	0	39	0	0	0	0	0	0	175	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	244	"AWI"	244	4334	4663	4499	0	22	0	0	0	0	0	0	0	26	0	0	0	0	2	0	181	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	248	"AWI"	248	4441	4775	4602	0	17	0	0	0	0	0	0	0	28	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	252	"AWI"	252	4509	4901	4697	0	24	0	0	0	0	0	0	0	33	0	0	0	0	1	0	180	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5.5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	256	"AWI"	256	4565	5048	4776	0	14	0	1	1	0	0	0	0	59	0	0	0	0	0	0	117	0	129	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	70	0	0	0	0	0	0	0	0	0	0	1	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	260	"AWI"	260	4617	5184	4854	0	22	0	0	0	1	0	0	0	46	0	0	0	0	0	0	171	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	264	"AWI"	264	4675	5279	4933	0	12	0	0	0	0	0	0	0	37	0	0	0	0	0	0	170	0	168	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	268	"AWI"	268	4729	5382	5006	0	23	0	0	0	0	0	0	0	55	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	46	3	0	0	0	0	0	0	0	0	0	4	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	272	"AWI"	272	4772	5481	5080	0	20	0	0	0	0	0	0	0	41	0	0	0	0	0	0	176	0	130	0	0	0	0	1	0	0	0	0	0	0	2	0	4	0	0	0	52	4	0	0	0	0	1	0	0	0	0	1	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	276	"AWI"	276	4818	5588	5153	0	22	0	0	0	1	1	0	0	37	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	280	"AWI"	280	4873	5704	5224	0	22	0	0	0	0	0	0	0	45	0	0	0	0	0	0	172	0	196	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	54	2	0	0	0	0	0	0	0	0	0	1	0	0
