"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
2988	3892	"Altenweiher"	48.01333	6.99444	605	"AWI"	605	3412	3927	3655	198	2	122	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	47	0	6	0	0	99	7	0	0	0	0	0	0	0	0	0	1	3	0	0	0	28	0	0	0	1	0	1	0	0	1	11
2988	3892	"Altenweiher"	48.01333	6.99444	625	"AWI"	625	3472	4023	3721	163	5	204	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	91	0	5	0	0	109	8	0	0	0	0	0	0	0	0	0	0	14	0	0	0	52	4	0	0	2	1	0	0	0	3	17
2988	3892	"Altenweiher"	48.01333	6.99444	645	"AWI"	645	3517	4116	3784	85	14	119	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	60	0	5	0	0	85	14	0	0	0	0	0	0	0	0	0	0	6	0	0	0	39	0	0	0	3	4	0	0	0	2	11
2988	3892	"Altenweiher"	48.01333	6.99444	655	"AWI"	655	3537	4177	3813	161	1	145	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	90	0	2	0	0	128	7	0	0	0	0	0	0	0	0	0	0	11	0	0	0	54	0	0	0	1	3	0	0	0	7	12
2988	3892	"Altenweiher"	48.01333	6.99444	675	"AWI"	675	3609	4234	3881	154	8	171	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	111	0	6	0	0	124	5	0	0	0	0	0	0	0	0	0	0	16	0	0	0	56	0	0	0	5	1	0	0	0	8	21
2988	3892	"Altenweiher"	48.01333	6.99444	695	"AWI"	695	3653	4322	3952	100	12	199	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	85	0	11	0	0	91	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	51	0	0	1	3	1	0	0	0	3	25
2988	3892	"Altenweiher"	48.01333	6.99444	705	"AWI"	705	3685	4361	3984	213	13	157	1	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	199	2	0	0	0	0	0	0	0	0	1	2	8	0	0	0	35	0	0	0	2	1	0	0	0	5	10
2988	3892	"Altenweiher"	48.01333	6.99444	725	"AWI"	725	3764	4428	4048	135	8	189	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	91	0	4	0	0	129	12	0	0	0	0	0	0	0	0	0	0	8	0	0	0	60	0	0	0	3	1	0	0	0	5	12
2988	3892	"Altenweiher"	48.01333	6.99444	735	"AWI"	735	3785	4468	4084	125	7	147	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	80	0	9	0	0	88	12	0	0	0	0	0	0	0	0	0	1	18	0	0	0	59	0	0	0	1	2	0	0	0	1	15
2988	3892	"Altenweiher"	48.01333	6.99444	755	"AWI"	755	3888	4549	4172	198	4	251	0	0	0	1	0	18	0	0	0	0	0	0	0	0	0	0	112	0	3	0	0	175	6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	42	0	0	1	1	2	0	0	0	11	11
2988	3892	"Altenweiher"	48.01333	6.99444	775	"AWI"	775	3966	4651	4270	111	8	281	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	87	0	10	0	0	93	21	0	0	0	0	0	0	0	0	0	0	8	0	0	0	34	13	0	1	1	2	0	0	1	12	20
2988	3892	"Altenweiher"	48.01333	6.99444	785	"AWI"	785	3993	4723	4319	78	7	164	1	0	1	1	0	12	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	95	8	0	0	0	0	0	0	0	0	0	0	13	0	0	0	39	7	0	1	1	1	0	0	0	5	14
2988	3892	"Altenweiher"	48.01333	6.99444	805	"AWI"	805	4240	4842	4500	36	16	148	0	0	1	0	0	18	0	0	0	0	0	1	0	0	0	0	101	0	7	0	0	223	12	0	0	0	0	0	0	0	0	0	2	7	0	0	0	52	0	0	1	1	1	0	0	0	13	19
2988	3892	"Altenweiher"	48.01333	6.99444	815	"AWI"	815	4321	4959	4593	10	12	163	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	70	0	3	0	0	150	20	0	0	0	0	0	0	0	0	0	0	9	0	0	0	46	0	0	1	1	1	0	0	0	6	20
2988	3892	"Altenweiher"	48.01333	6.99444	825	"AWI"	825	4395	5128	4685	29	18	331	0	0	0	1	0	24	0	0	0	0	0	0	0	0	0	0	124	0	5	0	0	265	34	0	0	0	0	1	0	0	0	0	0	10	0	0	0	83	10	0	1	0	3	0	0	0	11	42
2988	3892	"Altenweiher"	48.01333	6.99444	835	"AWI"	835	4506	5264	4815	23	13	142	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	114	0	7	0	0	183	16	0	0	0	0	0	0	0	0	0	0	9	0	0	0	66	0	0	1	0	2	0	0	0	7	15
2988	3892	"Altenweiher"	48.01333	6.99444	845	"AWI"	845	4617	5385	4980	47	12	139	0	0	0	1	0	18	0	0	0	0	0	0	0	0	0	0	98	0	14	0	0	227	32	0	0	0	1	0	0	0	0	0	1	15	0	0	0	64	0	0	1	2	1	0	0	0	16	19
2988	3892	"Altenweiher"	48.01333	6.99444	855	"AWI"	855	4681	5566	5148	23	16	70	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	1	138	0	17	0	0	257	40	0	0	0	0	1	0	0	0	1	2	16	0	0	0	83	0	0	0	2	3	0	0	0	13	26
2988	3892	"Altenweiher"	48.01333	6.99444	865	"AWI"	865	4731	5815	5305	14	8	47	0	0	1	1	0	10	0	0	0	0	0	0	0	0	0	0	98	0	9	0	0	189	11	0	0	0	0	0	0	0	0	0	0	6	0	0	0	50	0	0	0	0	2	0	0	0	10	18
2988	3892	"Altenweiher"	48.01333	6.99444	875	"AWI"	875	4819	6045	5463	8	7	42	1	0	0	1	0	27	0	0	0	0	0	0	0	0	0	0	127	0	6	0	0	239	16	0	0	0	0	0	0	0	0	0	0	15	0	0	0	56	5	0	1	0	1	0	0	0	15	30
2988	3892	"Altenweiher"	48.01333	6.99444	885	"AWI"	885	5148	6086	5630	10	6	53	0	0	1	1	0	20	0	0	0	0	0	0	0	0	0	0	92	0	16	0	0	171	14	0	0	0	0	0	0	0	0	0	0	9	0	0	0	61	0	0	0	1	1	0	0	0	16	22
2988	3892	"Altenweiher"	48.01333	6.99444	895	"AWI"	895	5444	6141	5794	8	15	45	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	148	0	15	0	0	219	39	0	0	0	0	0	0	0	0	0	0	17	0	0	0	96	0	0	1	0	2	0	0	0	10	30
2988	3892	"Altenweiher"	48.01333	6.99444	905	"AWI"	905	5658	6221	5963	6	7	37	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	149	0	10	0	0	179	31	0	0	0	0	0	0	0	0	0	2	19	0	0	0	83	0	0	0	0	1	0	0	0	20	27
2988	3892	"Altenweiher"	48.01333	6.99444	915	"AWI"	915	5803	6407	6133	2	6	23	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	81	0	9	0	0	120	30	0	0	0	0	0	0	0	0	0	0	9	0	0	0	62	0	0	0	1	0	0	0	0	15	38
2988	3892	"Altenweiher"	48.01333	6.99444	925	"AWI"	925	5990	6583	6311	2	2	15	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	102	0	10	0	0	103	20	0	0	0	0	1	0	0	0	0	0	7	0	0	0	48	0	0	0	0	1	0	0	0	14	27
2988	3892	"Altenweiher"	48.01333	6.99444	935	"AWI"	935	6114	6808	6495	3	18	27	1	0	0	1	0	32	0	0	0	0	0	0	0	0	0	0	126	0	20	0	0	153	43	0	0	0	0	0	0	0	0	0	1	15	0	0	0	61	0	0	0	0	0	0	0	0	34	58
2988	3892	"Altenweiher"	48.01333	6.99444	945	"AWI"	945	6179	7079	6675	1	9	32	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	139	0	10	0	0	149	43	0	0	0	0	0	0	0	0	1	1	20	0	0	0	101	0	0	1	1	1	0	0	0	25	51
2988	3892	"Altenweiher"	48.01333	6.99444	955	"AWI"	955	6241	7391	6848	0	6	28	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	212	0	1	0	0	189	40	0	0	0	0	0	0	0	0	2	0	17	0	0	0	130	0	0	0	1	0	0	0	0	68	74
2988	3892	"Altenweiher"	48.01333	6.99444	965	"AWI"	965	6496	7612	7065	0	7	20	0	0	0	1	0	18	0	0	0	0	0	0	0	0	0	0	135	0	11	0	0	17	68	0	0	0	0	1	0	0	0	0	0	18	0	0	0	113	0	0	0	0	5	0	0	0	38	55
2988	3892	"Altenweiher"	48.01333	6.99444	975	"AWI"	975	6950	7714	7327	0	11	19	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	173	0	13	0	0	25	108	0	0	0	0	0	0	0	0	0	0	34	0	0	0	140	0	0	1	0	6	0	0	0	73	79
2988	3892	"Altenweiher"	48.01333	6.99444	985	"AWI"	985	7258	7947	7602	0	15	223	0	0	1	1	0	26	0	0	0	0	0	0	0	0	0	0	290	1	8	0	0	4	73	0	0	0	0	0	0	0	0	0	0	48	0	0	0	195	0	0	0	1	2	0	0	0	74	90
2988	3892	"Altenweiher"	48.01333	6.99444	995	"AWI"	995	7422	8345	7869	0	1	7	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	173	0	4	0	0	1	45	0	0	0	0	1	0	0	0	0	0	37	0	0	0	133	0	0	0	0	3	0	0	0	38	66
2988	3892	"Altenweiher"	48.01333	6.99444	998	"AWI"	998	7447	8490	7948	0	0	8	0	0	2	0	0	65	1	0	0	0	0	0	0	0	0	0	156	0	68	0	0	0	66	0	0	0	0	0	0	0	0	0	0	38	0	0	0	113	0	0	0	1	2	0	0	0	30	98
2988	3892	"Altenweiher"	48.01333	6.99444	1002	"AWI"	1002	7484	8697	8051	10	1	29	0	0	0	1	0	55	0	0	0	0	0	0	0	0	0	0	200	0	19	0	0	12	56	0	0	0	0	0	0	0	0	0	0	63	0	0	0	135	0	0	0	2	0	0	0	1	43	86
2988	3892	"Altenweiher"	48.01333	6.99444	1005	"AWI"	1005	7528	8830	8130	0	0	14	0	0	0	1	0	53	0	0	0	0	0	0	0	0	0	0	386	0	2	0	0	0	36	0	0	0	0	0	0	0	0	0	2	53	0	0	0	132	0	0	0	0	2	1	0	0	50	88
2988	3892	"Altenweiher"	48.01333	6.99444	1009	"AWI"	1009	7713	8870	8240	0	0	4	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	152	0	13	0	0	0	38	0	0	0	0	0	0	0	0	0	0	36	0	0	0	94	0	0	0	0	0	0	0	0	27	45
2988	3892	"Altenweiher"	48.01333	6.99444	1013	"AWI"	1013	7881	8914	8351	0	1	2	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	151	0	19	0	0	0	34	0	0	0	0	1	0	0	0	0	0	26	0	0	0	98	0	0	1	0	1	1	0	0	29	50
2988	3892	"Altenweiher"	48.01333	6.99444	1015	"AWI"	1015	7963	8943	8406	0	0	9	0	0	1	1	0	46	0	0	0	0	0	0	0	0	0	0	254	0	2	0	0	0	51	0	0	0	0	0	0	0	0	0	0	49	0	0	0	106	0	0	0	0	0	0	0	0	39	93
2988	3892	"Altenweiher"	48.01333	6.99444	1019	"AWI"	1019	8113	9008	8524	0	0	3	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	208	0	23	0	0	0	19	0	0	0	0	0	0	0	0	0	0	25	0	0	0	79	0	0	0	1	1	0	0	0	24	53
2988	3892	"Altenweiher"	48.01333	6.99444	1022	"AWI"	1022	8216	9062	8610	0	2	4	0	0	1	1	0	50	0	0	0	0	0	0	0	0	0	0	162	0	28	0	0	0	19	0	0	0	0	1	0	0	0	0	0	25	0	0	0	61	0	0	0	1	2	0	0	0	25	46
2988	3892	"Altenweiher"	48.01333	6.99444	1025	"AWI"	1025	8307	9129	8695	0	1	5	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	289	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	54	0	0	0	77	0	0	0	0	2	0	0	0	40	62
2988	3892	"Altenweiher"	48.01333	6.99444	1029	"AWI"	1029	8425	9227	8809	0	1	6	0	0	1	0	0	34	0	0	0	0	0	0	0	0	0	0	207	0	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	29	0	0	0	60	0	0	1	2	1	1	0	0	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1033	"AWI"	1033	8517	9358	8924	0	2	2	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	274	0	19	0	0	0	3	0	0	0	0	1	0	0	0	0	0	28	0	0	0	77	0	0	0	2	3	0	0	0	18	60
2988	3892	"Altenweiher"	48.01333	6.99444	1035	"AWI"	1035	8559	9434	8982	0	0	4	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	379	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	37	0	0	0	65	0	0	0	1	0	1	0	0	13	47
2988	3892	"Altenweiher"	48.01333	6.99444	1040	"AWI"	1040	8643	9645	9117	0	1	0	0	0	0	1	0	22	0	0	0	0	0	0	0	0	0	0	422	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	22	0	0	0	88	0	0	0	0	2	0	0	0	18	66
2988	3892	"Altenweiher"	48.01333	6.99444	1044	"AWI"	1044	8702	9835	9228	0	0	1	0	0	0	1	0	33	0	0	0	0	0	0	0	0	0	0	530	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	37	0	0	0	78	0	0	1	2	3	0	0	0	12	65
2988	3892	"Altenweiher"	48.01333	6.99444	1045	"AWI"	1045	8711	9884	9258	0	0	2	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	268	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	20	0	0	0	46	0	0	0	0	0	0	0	0	8	30
2988	3892	"Altenweiher"	48.01333	6.99444	1049	"AWI"	1049	8787	10048	9371	0	0	2	0	0	1	0	0	21	0	0	0	0	0	0	0	0	0	0	288	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	48	0	0	0	1	0	0	0	0	8	38
2988	3892	"Altenweiher"	48.01333	6.99444	1052	"AWI"	1052	8886	10108	9453	0	0	3	0	0	0	0	0	25	0	2	0	0	0	0	0	0	0	0	384	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	62	0	0	1	1	5	0	0	0	3	53
2988	3892	"Altenweiher"	48.01333	6.99444	1055	"AWI"	1055	8980	10174	9537	0	0	5	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	474	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	51	0	0	0	2	4	0	0	0	2	56
2988	3892	"Altenweiher"	48.01333	6.99444	1059	"AWI"	1059	9094	10270	9650	0	1	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	617	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	42	0	0	0	82	0	0	1	1	3	0	0	0	0	57
2988	3892	"Altenweiher"	48.01333	6.99444	1062	"AWI"	1062	9164	10363	9733	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	460	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	66	0	0	0	2	1	0	0	1	1	66
2988	3892	"Altenweiher"	48.01333	6.99444	1065	"AWI"	1065	9230	10463	9822	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	398	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	60	0	0	0	45	0	0	0	1	2	0	0	0	0	68
2988	3892	"Altenweiher"	48.01333	6.99444	1068	"AWI"	1068	9278	10580	9905	0	0	1	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	485	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	1	42	0	0	0	4	7	0	0	0	0	50
2988	3892	"Altenweiher"	48.01333	6.99444	1072	"AWI"	1072	9334	10740	10022	0	0	2	0	0	0	1	0	18	0	0	0	0	0	0	0	0	0	0	288	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	16	0	0	0	1	8	0	0	0	0	40
2988	3892	"Altenweiher"	48.01333	6.99444	1075	"AWI"	1075	9372	10872	10103	0	0	2	0	0	0	2	0	46	0	0	0	0	0	0	0	0	0	0	573	0	6	0	0	0	1	0	0	0	0	0	0	0	0	1	0	238	0	0	2	21	0	0	0	3	7	0	0	1	0	64
2988	3892	"Altenweiher"	48.01333	6.99444	1078	"AWI"	1078	9406	11005	10187	0	0	0	0	0	0	6	0	120	0	0	0	0	0	0	0	0	0	0	350	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	247	0	0	0	10	0	0	1	12	8	0	0	1	0	22
2988	3892	"Altenweiher"	48.01333	6.99444	1082	"AWI"	1082	9450	11190	10297	0	0	0	0	0	0	5	0	88	0	0	0	0	0	0	0	0	0	0	319	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	9	0	0	1	13	6	0	0	1	0	29
2988	3892	"Altenweiher"	48.01333	6.99444	1085	"AWI"	1085	9491	11330	10382	0	0	0	0	0	0	3	0	79	0	0	0	0	0	0	0	0	0	0	266	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	6	0	0	1	8	5	0	0	0	0	32
