"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Grossulariaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Nartheciaceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
11582	17344	"Diheen"	52.369384	-8.170892	145	"AWI"	145	604	772	657	0	22	0	7	0	1	0	8	0	5	0	0	1	0	100	27	0	0	0	3	0	0	0	0	0	1	0	0	3	15	0	0	25	5	0	8	0	5	0	0	2	0	0	3	0
11582	17344	"Diheen"	52.369384	-8.170892	148	"AWI"	148	614	784	667	0	29	0	7	0	0	0	5	0	7	0	2	0	0	121	17	0	0	0	3	0	0	0	0	0	0	0	0	1.5	18	199	0	21	1	7	7	7	4	0	1	1	0	0	4	0
11582	17344	"Diheen"	52.369384	-8.170892	151	"AWI"	151	622	797	678	0	33	0	3	0	0	0	12	0	3	0	0	0	0	131	18	0	0	0	3	0	0	0	0	0	3	0	0	3	14	0	0	23	5	0	5	0	1	0	0	3	0	0	4	0
11582	17344	"Diheen"	52.369384	-8.170892	154	"AWI"	154	631	809	688	0	21	0	5	0	0	0	15	0	6	0	0	1	0	112	11	0	0	0	4	0	0	0	0	0	0	0	0	1.5	18	0	0	18	2	0	6	0	3	0	0	1	0	1	2	0
11582	17344	"Diheen"	52.369384	-8.170892	159	"AWI"	159	647	828	705	0	37	2	2	0	0	0	11	0	7	0	0	1	0	112	10	0	0	0	4	0	0	0	0	0	2	0	0	1.5	0	0	0	18	1	0	6	0	1	0	0	2	0	0	5	0
11582	17344	"Diheen"	52.369384	-8.170892	164	"AWI"	164	662	849	722	0	27	1	9	1	2	0	11	0	4	0	0	0	0	124	14	0	0	0	2	0	0	0	0	0	1	0	0	1.5	20	0	0	7	4	18	6	0	5	0	0	0	0	0	2	0
11582	17344	"Diheen"	52.369384	-8.170892	167	"AWI"	167	671	860	733	0	26	1	11	0	1	0	11	0	5	0	2	1	0	79	16	0	0	0	4	0	0	0	0	0	0	0	0	1	26	173	0	18	8	0	11	0	0	0	0	1	0	0	4	1
11582	17344	"Diheen"	52.369384	-8.170892	170	"AWI"	170	680	872	743	0	20	3	13	0	0	0	7	0	6	0	0	2	0	96	15	0	0	0	0	0	0	2	0	2	1	0	0	2	20	0	0	20	6	0	5	0	5	0	0	0	0	0	6	0
11582	17344	"Diheen"	52.369384	-8.170892	172	"AWI"	172	686	879	750	0	27	0	8	0	0	0	6	0	8	0	0	5	0	91	26	0	0	0	2	0	0	0	0	0	3	0	0	3	22	0	0	19	4	0	10	0	1	0	0	0	0	0	4	0
11582	17344	"Diheen"	52.369384	-8.170892	175.5	"AWI"	175.5	697	890.5	762	0	26	2	15	0	1	0	8	0	5	0	0	2	0	83	20	0	0	0	1	0	0	0	0	0	0	0	0	2	23	0	0	10	3	27	7	0	2	0	0	1	0	0	3	0
11582	17344	"Diheen"	52.369384	-8.170892	177	"AWI"	177	702	896	767	0	35	1	14	0	1	0	9	0	5	0	0	0	0	86	18	0	0	0	4	0	0	0	0	0	0	0	0	3	24	0	0	19	5	21	8	0	1	0	1	0	0	0	1	0
