"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16138	24937	"Lac de Clairvaux"	46.565	5.74917	420	"AWI"	420	2692	3513	3178	5	0	72	0	1	0	8	0	17	0	0	0	0	0	0	0	0	0	122	1	0	0	0	55	0	13	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	105	5	0	0	0	1	2	0	0	0	2	4	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	425	"AWI"	425	2727	3531	3204	41	1	73	0	0	0	0	0	9	0	0	1	0	0	0	1	0	0	128	3	0	0	0	110	0	6	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	95	3	0	0	1	2	1	0	0	0	2	1	0	1	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	430	"AWI"	430	2751	3549	3233	12	1	88	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	102	3	0	0	0	154	0	10	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	92	2	0	0	0	1	2	0	0	0	2	4	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	435	"AWI"	435	2768	3575	3257	12	0	56	0	0	0	1	0	7	0	0	2	0	0	0	0	0	0	114	1	0	0	0	167	0	4	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	55	1	0	0	0	1	4	0	0	0	0	2	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	440	"AWI"	440	2786	3601	3282	16	2	91	1	0	0	5	0	10	0	1	1	0	0	0	0	0	0	145	2	1	0	0	234	0	9	0	0	0	0	1	0	0	0	4	7	0	0	0	0	0	0	88	11	0	0	0	1	2	0	0	0	2	5	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	445	"AWI"	445	2847	3612	3306	12	1	57	0	0	0	6	0	5	0	0	1	0	0	0	0	0	0	108	1	0	0	0	128	0	7	0	0	0	0	3	0	0	0	2	4	1	0	0	0	0	0	111	12	0	0	0	1	6	0	0	0	0	5	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	450	"AWI"	450	2898	3624	3329	15	1	93	2	0	0	2	0	9	0	0	1	0	4	0	0	0	0	78	6	0	0	0	108	0	6	0	0	0	0	1	0	0	0	2	2	1	0	0	0	0	0	133	12	0	0	2	3	2	0	0	0	4	5	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	455	"AWI"	455	2946	3637	3354	24	2	44	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	76	3	0	0	0	173	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	113	3	0	0	0	0	4	0	0	0	2	4	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	460	"AWI"	460	2982	3652	3378	17	0	65	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	87	2	0	0	0	199	0	12	0	0	0	0	1	0	0	0	2	6	1	0	0	0	0	0	96	2	0	0	0	0	0	0	0	0	2	7	0	0	1
16138	24937	"Lac de Clairvaux"	46.565	5.74917	465	"AWI"	465	3014	3671	3404	13	0	59	0	0	1	0	0	5	0	0	1	0	0	0	0	0	0	85	2	0	0	0	197	0	9	0	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	85	1	0	0	0	0	1	0	0	0	1	12	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	470	"AWI"	470	3040	3693	3431	19	2	78	0	0	0	1	0	8	0	0	2	0	0	0	0	0	0	111	7	0	0	0	127	0	8	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	65	3	0	0	0	1	2	0	0	1	1	8	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	475	"AWI"	475	3067	3717	3456	17	2	60	1	0	0	1	0	7	0	0	0	0	0	0	0	0	0	97	2	0	0	0	179	0	15	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	63	1	0	0	0	0	5	0	0	0	1	4	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	480	"AWI"	480	3117	3732	3479	27	3	87	1	0	0	1	0	10	0	1	0	0	0	0	0	0	0	118	5	0	0	0	275	0	11	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	63	2	0	0	0	0	1	1	0	0	3	11	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	485	"AWI"	485	3180	3740	3500	18	3	84	0	0	0	2	0	13	0	1	2	0	0	0	0	0	0	139	8	0	0	0	163	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	75	2	0	0	0	0	1	0	0	0	2	7	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	490	"AWI"	490	3244	3749	3521	27	0	61	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	78	7	1	0	0	149	0	17	0	0	0	0	1	0	1	0	2	7	0	0	0	0	0	0	49	0	0	0	0	0	1	0	0	1	0	6	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	495	"AWI"	495	3299	3760	3542	29	2	109	0	1	1	0	0	13	0	0	0	0	0	0	0	0	0	112	3	0	0	0	137	0	12	0	0	0	0	1	0	0	0	1	9	0	0	0	0	0	0	63	4	0	0	1	0	0	0	0	0	4	9	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	500	"AWI"	500	3353	3774	3563	23	0	87	0	0	0	0	0	20	0	1	1	0	0	0	0	0	0	93	10	0	0	0	130	0	10	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	50	3	0	0	0	1	1	0	0	0	0	9	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	505	"AWI"	505	3396	3790	3585	5	1	82	2	0	0	3	0	20	0	0	0	0	0	0	0	0	0	82	1	0	0	0	126	0	14	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	49	7	1	0	0	0	1	0	0	0	0	10	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	510	"AWI"	510	3431	3806	3609	12	0	93	0	2	0	0	0	19	0	0	1	0	0	0	0	0	0	139	4	0	0	0	106	0	17	0	0	0	0	1	0	0	0	3	4	0	0	0	0	0	0	46	8	0	0	1	0	3	0	0	0	2	9	0	1	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	515	"AWI"	515	3459	3824	3633	6	3	51	0	2	1	4	0	18	0	0	0	0	0	0	1	0	0	85	2	0	0	0	155	0	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	91	0	0	0	2	0	3	0	0	0	1	3	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	520	"AWI"	520	3481	3848	3658	8	1	40	1	6	0	2	0	6	1	0	0	0	0	0	0	0	0	110	1	0	0	0	150	0	12	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	77	3	0	0	2	1	3	0	0	0	4	3	0	1	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	525	"AWI"	525	3497	3884	3681	19	3	94	0	1	0	6	0	20	0	0	1	0	0	0	0	0	0	164	2	0	0	0	149	0	15	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	83	1	0	0	0	0	1	0	0	0	1	11	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	530	"AWI"	530	3510	3928	3702	6	0	77	0	0	1	1	0	18	0	0	0	0	0	0	1	0	0	128	1	0	0	0	130	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	73	0	0	0	0	1	0	0	0	0	2	3	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	535	"AWI"	535	3517	3978	3723	7	1	113	0	0	0	1	0	28	0	2	0	0	0	0	0	0	0	188	1	0	0	0	186	0	16	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	73	0	0	0	2	1	6	0	0	0	2	6	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	540	"AWI"	540	3526	4032	3744	3	0	106	0	0	0	5	0	22	0	0	2	0	0	0	0	0	0	152	6	0	0	0	98	0	21	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	79	0	0	0	1	0	4	0	0	0	1	5	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	545	"AWI"	545	3533	4089	3764	15	0	89	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	125	2	1	0	0	123	0	4	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	44	0	0	0	1	1	5	1	0	0	0	6	0	0	0
16138	24937	"Lac de Clairvaux"	46.565	5.74917	550	"AWI"	550	3540	4158	3784	4	1	94	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0	102	6	0	0	0	128	0	8	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	69	0	0	0	0	0	3	0	0	0	0	4	0	0	0
