"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15992	24671	"Petit Rocher"	46.66306	-1.91556	33	"AWI"	33	5421	6226	5848	0	0	8	205	1	1	6	0	12	6	0	1	0	0	0	0	0	0	0	0	0	26	0	9	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	1	1	0	0	2	0	0	0	0	1	2	0	0	2	2	1	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	36	"AWI"	36	5464	6240	5873	0	0	20	472	1	1	4	1	31	2	0	4	0	0	3	0	2	0	0	0	0	21	1	18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	103	0	1	0	0	1	0	0	0	0	0	1	0	0	6	1	0	1	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	39	"AWI"	39	5496	6261	5898	0	0	7	183	3	0	2	0	52	1	0	6	0	1	0	0	12	0	1	0	0	16	0	13	1	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	74	1	1	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	42	"AWI"	42	5530	6282	5924	0	0	5	320	1	1	7	0	28	2	0	6	0	1	0	0	2	0	0	0	0	27	0	28	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	121	2	1	0	0	1	0	1	0	0	0	1	0	0	4	1	6	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	45	"AWI"	45	5560	6312	5950	1	1	11	294	1	1	1	0	8	4	0	1	1	1	0	0	0	0	0	0	0	29	1	14	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	128	4	1	0	0	1	0	1	0	0	0	0	0	0	1	2	3	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	48	"AWI"	48	5578	6342	5976	0	1	15	337	1	2	15	0	0	3	0	2	0	0	0	0	3	1	0	0	0	25	0	28	1	0	0	0	0	0	5	0	1	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	123	2	1	0	0	2	0	1	0	0	0	0	0	1	6	2	0	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	51	"AWI"	51	5618	6358	6003	0	1	12	249	1	0	1	0	5	1	0	1	0	0	0	0	3	0	0	0	0	23	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	98	1	0	0	0	0	0	1	0	0	0	1	0	0	3	1	1	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	54	"AWI"	54	5653	6376	6027	0	1	12	270	2	1	3	0	20	2	0	2	0	0	1	0	0	0	0	0	0	15	0	31	0	1	0	0	0	2	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	145	7	0	0	0	1	0	2	0	0	0	1	0	0	8	1	3	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	57	"AWI"	57	5684	6396	6053	0	0	9	130	4	0	3	0	0	2	0	1	0	0	0	0	7	0	0	0	0	15	0	25	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	3	1	0	0	0	0	1	0	0	0	0	0	0	5	3	3	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	60	"AWI"	60	5709	6421	6079	0	0	14	232	1	0	3	1	0	0	0	1	0	0	1	0	0	0	0	0	0	14	0	40	0	0	0	0	0	0	3	0	1	0	1	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	123	2	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	63	"AWI"	63	5734	6444	6105	0	0	9	162	3	0	2	0	6	6	0	2	0	0	0	0	0	0	0	0	0	56	0	28	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	92	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	1	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	66	"AWI"	66	5768	6466	6129	0	1	13	337	6	0	4	0	16	3	0	1	0	1	0	0	0	0	0	0	1	36	0	23	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2	1	0	0	1	0	1	1	0	62	0	0	0	0	0	0	0	214	7	0	0	0	2	0	1	0	0	0	0	0	0	7	2	5	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	69	"AWI"	69	5806	6482	6154	0	1	11	195	1	0	2	0	12	5	0	1	0	0	0	0	0	0	0	0	0	28	0	11	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	143	1	1	0	0	2	0	1	0	0	0	0	0	0	5	3	3	1	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	72	"AWI"	72	5846	6501	6177	0	2	19	337	1	1	2	0	0	3	0	2	0	0	0	0	0	0	0	0	0	33	0	35	0	1	0	0	0	0	6	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	211	2	0	0	0	1	0	3	0	0	0	1	0	0	5	3	1	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	75	"AWI"	75	5881	6524	6202	0	0	3	100	3	0	0	0	0	1	0	4	0	0	1	0	0	0	0	0	0	8	0	33	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	1	0	0	0	0	2	0	0	0	1	0	0	9	0	2	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	78	"AWI"	78	5904	6549	6226	0	1	23	323	2	1	3	0	0	8	0	25	0	0	1	0	5	0	0	0	0	37	0	49	1	0	0	0	0	0	5	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	323	9	0	0	0	2	0	1	0	0	0	1	0	0	6	3	3	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	81	"AWI"	81	5933	6574	6251	0	0	2	87	1	0	1	0	12	3	0	3	0	0	0	0	0	0	0	0	0	10	0	23	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	1	0	0	0	1	0	4	0	0	0	0	0	0	5	0	1	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	84	"AWI"	84	5984	6590	6271	0	2	17	204	2	1	8	0	0	3	0	3	0	0	1	0	0	0	0	0	0	33	1	47	1	1	0	0	0	1	4	0	1	0	0	2	0	0	4	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	210	2	0	0	0	1	0	1	0	0	0	1	0	1	5	2	0	1	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	87	"AWI"	87	6038	6602	6293	0	0	34	139	1	3	3	0	0	15	0	5	0	0	1	0	0	0	0	0	0	33	0	17	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	1	1	0	0	0	0	2	0	0	0	1	0	0	5	2	2	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	90	"AWI"	90	6086	6621	6314	0	4	35	336	3	1	7	0	21	9	0	7	0	0	1	0	2	0	0	0	0	68	1	45	1	1	0	0	0	1	5	0	1	0	0	0	0	1	7	0	1	0	0	0	0	1	0	51	0	2	0	0	0	0	1	396	9	0	0	0	1	0	4	0	0	0	1	2	0	10	6	2	0	3
15992	24671	"Petit Rocher"	46.66306	-1.91556	93	"AWI"	93	6123	6642	6338	0	1	21	106	1	4	1	0	0	1	0	4	0	1	2	0	0	0	0	0	0	32	0	17	0	2	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	60	0	0	0	0	132	0	0	0	0	1	0	3	0	0	0	0	0	0	8	2	2	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	96	"AWI"	96	6151	6667	6360	0	1	17	214	3	3	4	0	19	5	0	5	0	0	0	0	0	0	0	0	0	55	0	27	0	2	0	0	0	1	11	0	1	0	0	1	0	0	2	1	0	0	0	0	1	0	0	13	0	2	0	0	0	0	1	265	5	1	0	0	1	0	7	0	0	0	1	0	0	11	3	3	1	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	99	"AWI"	99	6238	6686	6417	0	2	11	94	1	1	2	0	14	6	1	1	0	0	1	0	2	0	0	0	0	40	0	7	1	1	0	0	0	0	7	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	16	0	2	0	0	0	0	0	173	1	1	0	0	1	0	6	0	0	0	1	0	0	5	1	1	1	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	102	"AWI"	102	6302	6711	6478	0	3	47	296	4	2	13	0	51	13	0	3	1	1	1	0	0	0	0	0	0	76	0	28	0	2	0	0	0	3	14	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	18	0	2	0	0	0	0	0	634	18	2	1	0	1	3	7	0	0	0	2	0	1	11	3	2	1	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	105	"AWI"	105	6355	6743	6541	0	1	17	91	2	1	3	0	11	8	1	3	0	0	1	0	2	0	0	0	1	44	0	10	0	0	0	0	0	1	5	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	160	2	2	0	0	2	0	1	0	0	1	0	0	0	3	3	3	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	108	"AWI"	108	6391	6779	6604	0	1	42	127	2	1	8	0	8	8	1	1	0	0	0	0	2	0	0	0	1	72	0	15	0	2	0	0	0	0	11	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	1	231	7	1	1	7	1	0	1	0	0	0	1	0	0	14	3	0	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	111	"AWI"	111	6415	6843	6663	0	2	17	81	2	1	3	0	9	3	0	4	0	0	1	0	2	0	0	0	0	49	0	15	0	0	0	0	0	0	21	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	167	2	0	0	0	1	0	5	0	0	1	0	0	0	2	4	4	1	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	114	"AWI"	114	6485	6877	6707	0	1	24	73	1	1	4	0	3	3	0	2	0	1	0	0	0	0	0	0	0	65	1	9	0	2	0	0	0	1	6	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	25	0	0	0	0	0	0	0	153	6	1	1	0	2	0	1	0	0	0	1	0	0	4	2	2	1	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	117	"AWI"	117	6563	6896	6745	0	1	27	95	1	1	2	0	0	6	0	1	0	0	1	0	0	0	0	0	0	108	1	9	0	2	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	11	0	2	0	0	0	0	0	121	7	3	0	0	1	0	1	0	0	0	0	0	0	1	2	3	1	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	120	"AWI"	120	6628	6921	6786	0	1	30	83	2	1	9	0	13	9	0	3	0	1	1	0	2	0	0	0	0	122	1	13	0	1	0	0	0	1	3	0	0	0	1	0	0	1	1	1	0	1	1	0	0	1	0	0	0	2	0	0	1	0	0	180	4	1	0	0	1	0	1	0	0	2	1	0	0	8	3	1	1	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	123	"AWI"	123	6667	6961	6827	1	1	30	69	3	1	7	0	13	6	0	2	0	0	1	0	0	0	0	0	0	94	1	15	0	2	0	0	0	1	8	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	4	2	0	0	1	0	2	0	1	0	0	0	0	7	4	1	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	126	"AWI"	126	6689	7033	6866	0	0	18	33	4	0	7	0	0	2	0	2	0	0	5	0	0	0	0	0	1	92	0	30	0	2	0	0	0	0	2	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	45	6	0	0	0	0	0	9	0	0	0	1	0	0	5	1	1	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	129	"AWI"	129	6710	7099	6897	0	2	21	76	3	3	5	0	0	3	0	3	0	0	1	0	2	0	0	0	0	63	0	11	0	1	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	53	0	1	0	0	132	6	0	0	0	0	0	1	0	0	0	1	0	0	5	4	3	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	132	"AWI"	132	6735	7121	6921	0	1	19	67	5	0	8	0	0	3	0	5	0	0	0	0	0	0	0	0	0	71	0	29	0	0	0	0	0	1	2	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	54	2	1	0	0	0	0	1	0	0	1	1	0	0	7	2	0	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	135	"AWI"	135	6755	7152	6944	0	0	12	50	2	0	9	0	0	1	0	1	0	0	1	0	0	0	0	0	0	26	0	26	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	121	1	0	0	0	0	0	2	0	0	0	0	0	0	5	1	2	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	138	"AWI"	138	6773	7197	6966	0	0	15	38	3	1	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	40	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	46	6	0	0	0	2	0	2	0	0	0	0	0	0	5	0	0	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	141	"AWI"	141	6784	7244	6988	0	1	8	52	2	1	4	0	10	2	0	1	0	0	1	0	0	0	0	0	0	45	0	21	0	1	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	18	0	0	0	0	1	0	0	138	3	1	0	0	1	0	1	0	0	0	0	0	0	3	2	0	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	144	"AWI"	144	6797	7296	7010	0	1	41	22	8	1	2	0	0	1	0	5	0	0	0	0	0	1	1	0	0	37	0	33	0	2	0	0	0	0	9	0	1	0	0	0	1	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	76	0	1	0	0	1	0	0	0	0	0	1	0	0	8	1	1	1	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	147	"AWI"	147	6829	7321	7033	1	2	22	57	6	3	5	0	9	5	0	1	0	1	1	0	2	0	0	0	0	62	1	15	0	2	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	8	0	2	0	0	0	0	2	131	2	2	1	0	1	0	1	0	0	0	1	2	0	3	2	2	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	150	"AWI"	150	6850	7341	7057	0	0	66	58	8	1	3	0	0	0	0	1	0	0	1	0	0	1	0	0	0	26	0	35	0	2	0	0	0	1	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	82	3	2	0	0	1	0	1	0	0	0	0	0	0	3	4	0	1	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	153	"AWI"	153	6869	7370	7081	0	0	77	22	4	0	5	0	0	4	0	4	0	0	2	0	0	0	0	0	0	24	0	39	0	3	0	0	0	0	8	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	32	0	0	0	0	0	0	0	66	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0	3	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	156	"AWI"	156	6885	7407	7105	0	0	24	105	4	1	5	0	0	2	0	1	0	1	1	0	0	0	0	0	0	52	1	14	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	133	1	1	0	0	1	0	1	0	0	0	0	0	0	2	3	1	1	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	159	"AWI"	159	6897	7454	7127	0	1	35	82	7	0	9	0	9	3	0	1	0	0	0	0	0	0	0	0	0	156	1	4	0	2	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	70	5	1	0	0	1	0	0	0	0	0	1	3	0	11	4	1	1	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	162	"AWI"	162	6927	7482	7150	0	1	21	71	3	1	5	0	8	2	0	1	0	0	1	0	2	0	0	0	0	67	0	14	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	123	3	0	0	0	1	0	1	2	0	0	0	2	0	12	3	1	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	165	"AWI"	165	6959	7510	7176	0	0	43	39	10	0	2	0	11	0	0	2	0	0	1	0	0	1	0	0	0	70	0	33	0	1	0	0	0	1	2	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	5	2	0	0	0	0	0	0	0	0	1	0	0	5	3	2	2	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	168	"AWI"	168	6985	7531	7200	0	0	7	101	3	1	5	0	11	1	0	1	0	0	0	0	4	0	0	0	0	30	0	11	0	1	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	120	2	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	171	"AWI"	171	7006	7563	7224	0	1	14	65	1	1	1	0	8	2	0	2	0	0	0	0	0	0	0	0	0	42	0	15	0	1	0	0	0	0	7	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	140	5	1	0	0	1	0	0	0	0	0	0	0	0	3	1	1	1	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	174	"AWI"	174	7023	7604	7246	0	1	12	120	3	1	5	0	0	3	0	3	0	1	0	0	0	0	0	0	0	46	1	10	1	0	0	0	3	0	4	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	28	7	5	0	0	0	0	0	150	3	0	0	0	1	0	1	0	0	0	0	0	0	7	2	1	0	2
15992	24671	"Petit Rocher"	46.66306	-1.91556	177	"AWI"	177	7068	7650	7295	0	1	10	172	6	1	5	1	17	1	0	2	0	1	0	0	9	0	0	0	0	22	1	14	0	0	0	0	0	1	1	0	1	0	1	0	0	1	3	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	111	3	0	0	0	3	0	0	0	0	0	1	0	1	4	1	1	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	180	"AWI"	180	7143	7720	7396	0	0	6	115	7	0	1	1	72	1	0	1	0	0	0	0	20	0	0	0	0	8	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	54	2	0	0	0	3	0	1	0	0	0	1	0	0	5	1	1	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	183	"AWI"	183	7187	7829	7494	0	0	5	99	5	1	1	1	145	1	0	2	1	0	1	0	0	0	0	0	0	7	0	10	0	1	0	0	0	0	1	0	1	0	0	0	0	1	10	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	62	0	0	0	0	1	0	1	0	0	0	1	0	0	1	2	1	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	186	"AWI"	186	7222	7956	7588	0	0	3	56	1	1	1	0	34	0	0	0	0	0	0	0	0	0	0	0	0	8	0	30	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	117	1	1	0	0	0	0	0	0	0	0	0	0	0	16	7	0	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	189	"AWI"	189	7254	8113	7677	0	0	2	96	2	0	2	0	0	0	0	3	0	0	1	0	0	0	0	0	0	12	0	32	0	0	0	0	0	0	4	0	0	0	0	0	0	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	2	0	1	0	0	0	2	0	0	3	1	1	1	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	195	"AWI"	195	7478	8318	7872	0	0	5	59	1	1	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	17	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	87	1	0	0	0	1	0	0	0	0	0	0	0	0	17	3	0	1	0
