"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
15684	24044	"Brentenlohe"	49.78722	12.4625	48	"AWI"	48	1194	3936	2300	9	2	67	2	1	1	2	0	207	0	1	1	0	0	0	0	244	31	0	0	14	0	0	30	1	10	0	0	16	0	0	0	0	0	0	1	0	99	77	0	0	0	0	3	35	0	0	0	2	4	0	0	1	35	38	0	0
15684	24044	"Brentenlohe"	49.78722	12.4625	50	"AWI"	50	1243	4565	2557	46	2	88	1	0	0	5	0	207	0	0	1	0	0	1	0	140	25	0	0	15	0	0	93	1	8	0	0	26	0	0	0	0	1	0	4	0	139	74	0	0	0	0	0	39	0	0	0	4	3	0	0	0	20	18	0	0
15684	24044	"Brentenlohe"	49.78722	12.4625	51	"AWI"	51	1434	4626	2717	71	7	93	1	1	0	2	0	148	0	1	0	1	0	0	0	105	22	0	0	18	0	0	165	0	4	0	0	16	0	0	0	0	0	0	5	0	117	82	0	0	0	0	0	47	0	0	0	7	6	0	0	0	6	12	1	0
15684	24044	"Brentenlohe"	49.78722	12.4625	55	"AWI"	55	1907	4933	3425	37	1	85	0	2	0	2	0	134	0	0	0	1	0	0	0	180	51	0	0	16	0	0	43	2	16	0	0	19	0	0	0	0	0	0	1	0	154	77	0	0	0	1	0	66	0	0	0	5	3	0	0	0	31	27	1	0
15684	24044	"Brentenlohe"	49.78722	12.4625	60	"AWI"	60	2257	5608	4307	123	4	115	0	0	1	4	0	85	0	0	0	0	0	0	0	118	31	0	0	11	0	0	189	0	4	0	0	5	0	0	0	0	0	0	3	0	141	81	0	0	0	0	0	50	0	0	0	1	1	0	0	1	19	5	0	0
15684	24044	"Brentenlohe"	49.78722	12.4625	65	"AWI"	65	4023	5775	5026	64	3	95	1	1	0	1	0	125	0	0	0	2	0	0	0	225	91	0	0	5	0	0	91	0	17	0	0	8	0	0	0	0	1	0	3	0	229	49	0	0	0	1	0	66	0	0	1	1	0	0	0	0	22	15	2	0
15684	24044	"Brentenlohe"	49.78722	12.4625	70	"AWI"	70	5117	6342	5793	55	3	91	0	1	0	1	0	146	0	0	0	1	0	0	0	218	41	0	0	11	2	0	56	2	21	0	0	10	0	0	0	0	0	0	1	0	193	93	0	0	0	0	1	59	0	0	1	3	4	1	0	0	44	43	0	0
15684	24044	"Brentenlohe"	49.78722	12.4625	75	"AWI"	75	5727	7491	6587	12	5	48	0	0	0	5	0	254	0	1	0	2	0	0	0	163	91	0	0	15	0	0	28	3	7	0	0	8	0	3	0	0	0	0	0	0	55	143	0	0	0	1	0	28	0	0	2	4	2	0	0	0	18	29	1	0
15684	24044	"Brentenlohe"	49.78722	12.4625	80	"AWI"	80	5915	9107	7370	8	2	7	0	4	0	2	0	253	0	0	1	0	0	0	0	158	57	0	0	7	0	0	5	0	3	0	0	32	0	2	0	0	0	0	0	0	21	178	0	0	0	1	0	9	0	0	2	0	17	0	0	0	5	21	1	1
15684	24044	"Brentenlohe"	49.78722	12.4625	90	"AWI"	90	7602	9941	9057	18	1	33	0	1	0	2	0	149	0	0	0	0	0	0	0	113	32	0	0	7	0	0	30	1	5	0	1	37	0	3	0	0	0	0	1	0	76	159	0	0	0	7	1	29	0	0	0	1	2	0	0	1	22	20	1	0
15684	24044	"Brentenlohe"	49.78722	12.4625	95	"AWI"	95	9100	10461	9793	45	1	67	1	2	0	1	0	132	0	0	0	1	0	0	0	128	41	0	0	5	0	0	54	0	2	0	0	22	0	0	0	0	0	0	4	0	162	138	0	0	0	1	0	42	0	0	0	0	0	0	1	0	18	10	0	0
15684	24044	"Brentenlohe"	49.78722	12.4625	100	"AWI"	100	9416	12593	10488	2	0	5	0	0	0	3	0	98	0	0	1	1	0	0	0	106	16	0	0	0	0	0	1	0	1	0	0	30	0	0	0	0	0	0	0	0	6	190	0	0	0	5	0	11	0	0	0	0	4	0	0	1	4	24	0	0
15684	24044	"Brentenlohe"	49.78722	12.4625	105	"AWI"	105	9891	13728	11249	0	0	2	0	2	0	4	0	282	0	0	0	0	0	0	0	68	125	1	0	5	0	0	0	0	1	0	0	55	0	1	1	0	0	0	0	0	1	361	0	0	0	5	0	6	0	0	2	4	6	0	0	1	0	7	0	0
15684	24044	"Brentenlohe"	49.78722	12.4625	110	"AWI"	110	10105	15739	11928	0	0	0	1	3	0	3	0	304	0	0	1	0	0	0	0	51	154	0	0	0	0	0	0	0	0	1	0	30	0	10	0	0	0	0	0	0	0	283	0	0	0	4	0	0	0	0	3	5	9	0	0	0	0	5	2	0
15684	24044	"Brentenlohe"	49.78722	12.4625	120	"AWI"	120	10875	18404	13404	0	0	1	1	2	0	8	0	284	0	1	0	0	0	0	0	33	181	0	0	0	0	0	0	0	0	0	0	31	0	14	0	0	0	0	0	0	0	304	0	0	0	0	0	1	0	0	1	0	17	0	0	4	0	1	1	0
15684	24044	"Brentenlohe"	49.78722	12.4625	130	"AWI"	130	11679	20696	14887	0	0	5	1	5	0	12	0	520	0	0	0	0	0	1	0	89	241	0	0	10	0	0	0	1	0	0	0	43	0	16	0	0	0	0	0	0	0	500	0	0	0	4	1	6	0	0	2	5	18	0	0	1	0	4	0	0
15684	24044	"Brentenlohe"	49.78722	12.4625	140	"AWI"	140	12639	22846	16437	0	0	1	0	4	0	7	0	327	0	0	1	1	0	0	0	55	80	0	0	0	0	0	0	0	0	0	0	12	0	6	0	0	0	0	0	0	2	372	0	0	0	12	0	2	0	0	3	2	2	0	0	0	1	11	1	0
15684	24044	"Brentenlohe"	49.78722	12.4625	150	"AWI"	150	13640	24789	17969	0	0	2	0	4	0	11	0	311	0	1	0	0	0	2	2	21	278	0	0	0	0	0	0	0	0	0	0	31	0	25	0	0	0	0	0	0	0	499	0	0	0	3	0	0	0	0	2	6	21	0	0	1	0	5	1	0
15684	24044	"Brentenlohe"	49.78722	12.4625	160	"AWI"	160	14675	26728	19445	0	0	4	0	3	0	13	0	332	0	1	2	0	0	2	1	38	319	0	0	0	0	0	0	0	0	0	0	23	0	93	0	0	2	0	0	0	1	308	0	0	0	10	0	1	0	0	3	1	19	0	0	3	0	3	6	0
15684	24044	"Brentenlohe"	49.78722	12.4625	170	"AWI"	170	15728	28607	20962	0	0	0	0	0	0	4	0	309	0	0	0	0	0	1	0	33	193	0	0	0	0	0	0	0	0	0	0	26	0	8	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	1	1	17	0	0	3	0	1	3	0
15684	24044	"Brentenlohe"	49.78722	12.4625	174	"AWI"	174	16233	29352	21571	0	0	0	4	10	0	23	0	207	0	13	2	0	0	9	4	1	556	0	0	2	0	0	0	0	0	0	0	19	0	35	0	5	2	0	0	0	0	184	0	0	0	0	0	0	0	0	13	5	35	0	0	5	0	0	4	0
15684	24044	"Brentenlohe"	49.78722	12.4625	178	"AWI"	178	16602	30108	22154	0	0	2	0	6	0	33	0	56	0	20	0	0	0	19	3	1	687	0	1	0	0	0	0	0	0	0	0	14	0	37	0	9	3	0	0	0	0	71	0	0	0	0	0	0	0	0	17	11	51	0	0	11	0	1	0	0
