"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Rosaceae"	"Rubiaceae"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
26041	45144	"Lake Bled"	46.36667	14.1	192	"AWI"	192	12960	13815	13462	3	1	10	1	1	0	10	0	45	0	0	0	0	0	13	7	0	0	2	0	0	0	0	1	11	0	29	320	0	0	0	0	24	0	1	0	1	6	5	2
26041	45144	"Lake Bled"	46.36667	14.1	208	"AWI"	208	13559	13982	13764	0	0	1	0	0	0	3	0	16	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	49	439	0	0	0	0	9	0	0	0	0	1	3	0
26041	45144	"Lake Bled"	46.36667	14.1	216	"AWI"	216	13676	14199	13916	0	0	3	0	0	0	0	0	16	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	9	0	10	497	0	0	0	0	1	0	0	0	0	1	0	0
26041	45144	"Lake Bled"	46.36667	14.1	224	"AWI"	224	13769	14451	14066	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	508	0	0	0	0	0	0	0	0	0	0	0	0
26041	45144	"Lake Bled"	46.36667	14.1	232	"AWI"	232	13880	14656	14217	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	545	0	0	0	0	0	0	0	0	0	0	1	0
26041	45144	"Lake Bled"	46.36667	14.1	240	"AWI"	240	13991	14827	14375	0	0	3	0	0	0	3	0	27	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	4	0	0	501	0	0	0	0	0	0	0	1	1	0	0	0
26041	45144	"Lake Bled"	46.36667	14.1	248	"AWI"	248	14142	15013	14551	0	0	0	1	0	0	2	0	28	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	501	0	0	0	0	1	0	0	0	0	0	0	0
26041	45144	"Lake Bled"	46.36667	14.1	256	"AWI"	256	14305	15184	14725	1	2	17	2	2	0	21	0	20	0	1	0	0	0	10	10	0	0	0	0	0	0	0	4	0	0	1	455	0	0	0	0	2	0	1	0	2	0	0	0
26041	45144	"Lake Bled"	46.36667	14.1	264	"AWI"	264	14435	15394	14894	0	0	0	2	0	0	30	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	513	0	0	0	0	0	0	0	0	0	0	0	0
26041	45144	"Lake Bled"	46.36667	14.1	272	"AWI"	272	14551	15682	15051	0	0	0	8	0	0	20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	456	0	0	0	0	1	0	0	0	0	0	0	0
26041	45144	"Lake Bled"	46.36667	14.1	280	"AWI"	280	14651	15959	15217	0	0	0	5	0	0	13	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	471	0	0	0	0	1	0	0	0	0	0	0	0
26041	45144	"Lake Bled"	46.36667	14.1	288	"AWI"	288	14783	16170	15389	0	0	0	4	0	0	14	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	164	0	0	0	0	2	0	0	0	0	0	0	0
26041	45144	"Lake Bled"	46.36667	14.1	296	"AWI"	296	14913	16405	15562	0	0	0	4	0	0	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	496	0	0	0	0	0	0	0	0	0	0	0	0
26041	45144	"Lake Bled"	46.36667	14.1	304	"AWI"	304	15048	16628	15733	0	1	0	12	0	0	56	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	1	0
26041	45144	"Lake Bled"	46.36667	14.1	312	"AWI"	312	15175	16851	15907	0	0	0	22	0	0	70	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	398	0	0	0	0	0	0	0	0	0	1	0	0
26041	45144	"Lake Bled"	46.36667	14.1	320	"AWI"	320	15295	17096	16078	0	1	2	45	4	0	66	6	0	0	0	0	0	0	5	26	0	0	0	0	0	0	0	7	0	0	1	237	1	0	0	0	1	0	2	1	3	0	0	0
26041	45144	"Lake Bled"	46.36667	14.1	336	"AWI"	336	15577	17492	16428	0	1	1	7	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	1	0	0	0	19	0	0	0	0	1	0	1	0	1	0	0	0
26041	45144	"Lake Bled"	46.36667	14.1	352	"AWI"	352	15844	17910	16770	0	2	0	31	2	0	54	0	2	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	1	48	0	0	1	0	1	0	1	0	2	0	0	0
26041	45144	"Lake Bled"	46.36667	14.1	368	"AWI"	368	16125	18327	17121	0	0	0	21	0	0	21	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	1	0	0	0
26041	45144	"Lake Bled"	46.36667	14.1	384	"AWI"	384	16421	18712	17466	0	0	0	4	0	0	8	0	2	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0
26041	45144	"Lake Bled"	46.36667	14.1	400	"AWI"	400	16695	19109	17812	0	2	3	5	0	0	24	0	25	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	2	0	21	160	0	0	1	0	7	0	0	0	0	4	11	0
26041	45144	"Lake Bled"	46.36667	14.1	416	"AWI"	416	17000	19463	18161	0	0	0	3	0	0	4	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	1	0	0	0	0	0	0	0
26041	45144	"Lake Bled"	46.36667	14.1	432	"AWI"	432	17304	19851	18503	0	0	0	9	0	0	16	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	25	0	0	1	0	1	0	0	0	0	0	0	0
26041	45144	"Lake Bled"	46.36667	14.1	448	"AWI"	448	17591	20230	18845	0	1	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	31	0	0	0	0	2	0	0	0	0	1	0	0
26041	45144	"Lake Bled"	46.36667	14.1	464	"AWI"	464	17912	20597	19200	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	21	0	0	0	0	0	0	0	0	0	0	0	0
26041	45144	"Lake Bled"	46.36667	14.1	480	"AWI"	480	18195	20961	19538	0	0	2	4	0	0	6	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
26041	45144	"Lake Bled"	46.36667	14.1	496	"AWI"	496	18524	21318	19896	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
