"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Coriariaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Oleaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
14457	22628	"Albufera Alcudia"	39.79278	3.11917	565	"AWI"	565	6412	7313	7059	0	0	5	61	8	0	12	0	2	0	14	0	0	0	0	0	19	3	0	5	11	0	0	2	0	0	72	0	0	4	0	0	31	5	28	3	0	47	36	0	0	0	0	2	0	0	0	2	0	1
14457	22628	"Albufera Alcudia"	39.79278	3.11917	575	"AWI"	575	6502	7483	7130	0	0	8	38	16	0	1	0	1	0	6	3	0	0	0	0	15	5	0	15	2	0	1	2	0	0	126	0	0	6	0	0	20	17	20	0	0	25	31	2	1	0	0	0	11	0	0	1	1	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	585	"AWI"	585	6562	7568	7182	0	0	6	27	14	0	9	0	9	0	10	0	0	0	2	0	14	1	0	8	7	0	0	3	0	0	54	0	0	3	0	0	8	2	24	0	0	45	25	0	0	0	0	2	0	0	0	2	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	595	"AWI"	595	6621	7622	7226	0	0	6	12	5	0	2	0	0	1	4	0	0	0	0	0	8	21	1	25	0	0	0	0	0	0	123	0	0	4	0	0	15	16	8	0	0	6	11	2	3	0	1	0	0	0	0	1	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	605	"AWI"	605	6666	7707	7267	0	0	2	23	6	0	5	0	0	0	7	0	0	0	0	0	7	4	0	2	2	0	0	2	0	0	92	0	0	3	0	1	28	2	14	0	0	47	12	0	0	0	0	0	0	0	0	0	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	615	"AWI"	615	6725	7796	7308	1	0	3	14	11	0	1	0	0	0	6	0	0	0	0	0	10	13	0	77	0	0	0	0	0	0	114	0	1	4	0	0	19	7	11	0	0	22	19	2	1	0	0	1	0	1	0	0	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	625	"AWI"	625	6771	7854	7352	0	0	4	33	3	0	11	0	5	0	4	0	0	0	0	0	11	2	0	3	0	0	0	0	0	0	61	0	0	9	0	1	28	1	10	0	0	32	15	0	0	0	0	0	0	0	0	2	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	635	"AWI"	635	6823	7907	7393	1	0	4	16	13	0	2	0	0	0	14	0	0	0	0	0	9	31	0	53	3	0	1	0	0	0	105	0	0	5	0	0	15	6	15	0	0	23	25	3	0	0	0	0	0	1	0	0	0	1
14457	22628	"Albufera Alcudia"	39.79278	3.11917	645	"AWI"	645	6869	7979	7434	0	0	6	37	6	0	4	0	5	0	5	0	1	0	0	0	18	3	0	2	4	0	0	0	0	0	88	0	0	8	0	2	31	3	27	0	0	58	23	0	0	0	0	0	0	0	0	2	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	655	"AWI"	655	6932	8046	7477	0	0	7	17	9	0	0	0	3	0	1	0	0	0	0	0	4	17	0	55	4	0	0	0	1	0	151	0	0	3	0	0	15	5	9	0	0	16	17	1	0	0	0	0	0	0	0	1	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	665	"AWI"	665	7009	8120	7520	0	0	5	60	2	0	10	0	2	0	10	0	0	0	0	0	9	6	0	4	3	0	0	0	0	0	73	0	1	6	0	0	21	3	22	0	1	23	24	0	0	0	0	0	0	0	0	1	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	675	"AWI"	675	7068	8192	7563	0	0	7	26	3	0	2	0	3	0	2	0	0	0	0	0	7	25	0	23	3	0	1	0	0	0	150	0	0	2	0	0	47	9	11	0	0	13	25	6	0	0	0	0	0	0	0	0	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	685	"AWI"	685	7098	8272	7604	0	0	5	32	20	0	3	0	6	0	6	0	0	0	0	0	11	8	0	9	2	0	0	0	0	0	87	2	0	6	0	1	31	7	22	0	0	43	21	0	0	0	0	0	0	0	1	0	0	1
14457	22628	"Albufera Alcudia"	39.79278	3.11917	695	"AWI"	695	7169	8349	7644	0	0	8	48	27	0	2	0	3	0	17	0	0	0	0	0	28	41	0	136	2	0	2	1	0	0	216	0	0	18	0	0	49	14	23	0	0	29	35	4	0	0	1	0	0	0	0	0	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	705	"AWI"	705	7220	8398	7685	0	0	10	44	18	0	8	0	9	0	13	0	0	1	0	0	11	7	0	13	2	0	0	3	0	0	119	0	0	6	1	2	24	3	40	0	0	67	24	0	0	0	0	2	0	0	1	0	0	1
14457	22628	"Albufera Alcudia"	39.79278	3.11917	715	"AWI"	715	7269	8480	7728	0	0	1	23	19	0	4	0	3	0	6	0	0	0	0	0	15	27	0	12	2	0	0	0	0	0	127	0	0	10	0	0	26	6	22	0	0	20	18	0	0	0	1	0	0	0	0	2	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	725	"AWI"	725	7311	8552	7769	0	1	2	37	13	0	6	0	2	0	1	0	0	0	0	0	19	3	0	9	12	0	0	0	0	0	33	1	0	4	0	2	21	1	33	0	0	51	29	0	0	0	0	0	0	0	0	0	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	735	"AWI"	735	7391	8602	7810	0	0	5	25	48	0	1	0	0	0	2	0	0	0	0	0	14	46	0	60	3	0	0	0	0	0	175	1	0	3	0	0	31	17	22	0	0	16	37	1	0	0	0	0	0	0	0	1	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	745	"AWI"	745	7450	8665	7849	1	0	6	31	20	0	7	0	5	0	1	0	0	0	0	0	27	7	0	4	2	0	0	2	0	0	68	0	1	3	0	0	37	0	56	0	0	35	37	0	0	0	0	1	1	0	0	3	0	1
14457	22628	"Albufera Alcudia"	39.79278	3.11917	755	"AWI"	755	7498	8769	7890	0	0	1	24	32	0	2	0	1	0	3	0	0	0	0	0	17	34	0	34	1	0	0	0	0	0	132	1	0	4	0	0	13	0	30	0	0	14	9	1	0	0	1	0	1	0	0	3	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	765	"AWI"	765	7570	8844	7928	0	0	1	27	31	0	3	0	2	0	1	0	1	0	0	0	8	6	0	25	1	0	0	0	0	0	15	2	0	3	0	0	20	1	9	0	0	21	15	0	0	0	0	1	0	0	2	1	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	775	"AWI"	775	7651	8901	7968	0	0	2	7	19	0	3	0	0	0	0	0	0	0	0	0	5	46	0	28	2	0	0	0	0	0	121	1	0	0	0	0	40	0	4	0	0	14	3	0	0	0	0	0	0	0	0	0	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	785	"AWI"	785	7715	8955	8005	0	0	0	1	15	0	1	0	0	0	0	0	0	0	0	0	9	38	0	3	1	0	0	0	0	0	22	1	0	1	0	0	21	0	83	0	0	10	3	0	0	0	0	2	0	0	0	2	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	795	"AWI"	795	7752	9012	8045	0	0	0	2	1	0	4	0	1	0	0	0	0	0	0	0	2	56	0	13	0	0	0	0	0	0	73	0	0	0	0	0	43	0	1	0	0	6	1	0	0	0	2	0	0	0	0	0	0	0
