"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Indeterminable"	"Lamiaceae"	"Liliaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
26574	46473	"Selikhovo"	53.21161	35.77489	145	"AWI"	145	3939	4433	4202	0	47	8	0	10	0	31	0	0	0	2	0	4	16	0	0	0	0	0	0	0	0	0	20	135	0	0	0	19	1	2	0	0	0	0	1	6
26574	46473	"Selikhovo"	53.21161	35.77489	150	"AWI"	150	4009	4615	4309	0	35	1	0	14	0	29	0	0	0	5	0	16	17	0	0	0	0	0	0	0	0	0	11	135	0	0	0	9	1	5	0	0	0	0	7	4
26574	46473	"Selikhovo"	53.21161	35.77489	155	"AWI"	155	4072	4790	4404	0	40	1	0	16	0	30	0	0	0	3	0	10	12	0	0	1	0	0	1	0	0	0	14	157	0	0	0	9	0	2	0	0	0	0	9	3
26574	46473	"Selikhovo"	53.21161	35.77489	160	"AWI"	160	4147	4876	4494	0	63	8	1	18	0	31	0	0	0	1	0	11	17	0	0	0	0	9	1	9	0	0	15	124	0	0	0	34	0	5	9	0	63	0	6	5
26574	46473	"Selikhovo"	53.21161	35.77489	165	"AWI"	165	4210	4988	4580	0	46	4	0	6	0	19	0	0	0	1	0	6	20	0	0	0	0	0	0	0	0	0	13	320	0	0	0	15	0	2	0	0	0	0	8	3
26574	46473	"Selikhovo"	53.21161	35.77489	170	"AWI"	170	4293	5097	4662	1	61	4	2	12	0	17	1	0	0	3	0	5	25	0	0	0	0	0	2	0	0	0	15	217	0	0	0	26	0	4	0	0	0	0	16	9
26574	46473	"Selikhovo"	53.21161	35.77489	175	"AWI"	175	4417	5167	4746	0	39	2	0	8	0	18	0	0	0	2	0	6	30	1	0	0	0	0	0	0	0	0	8	248	0	0	0	5	2	4	0	0	0	0	6	4
26574	46473	"Selikhovo"	53.21161	35.77489	180	"AWI"	180	4501	5266	4830	0	52	2	1	17	0	19	0	0	0	2	0	10	12	0	0	1	0	0	0	0	0	0	5	158	0	0	0	22	0	3	0	0	0	0	13	6
26574	46473	"Selikhovo"	53.21161	35.77489	185	"AWI"	185	4656	5435	4981	0	16	3	1	2	0	24	1	0	0	2	0	0	116	0	0	1	2	0	0	0	0	0	2	144	0	54	0	2	1	1	0	0	0	0	10	2
26574	46473	"Selikhovo"	53.21161	35.77489	190	"AWI"	190	5017	5796	5439	0	28	2	0	7	0	24	1	0	0	0	0	4	46	0	0	0	0	0	0	0	0	0	4	220	0	0	0	3	5	0	0	0	0	0	10	5
26574	46473	"Selikhovo"	53.21161	35.77489	195	"AWI"	195	5222	6298	5893	0	36	4	0	14	0	32	6	0	0	1	0	4	74	0	1	3	0	0	0	0	1	0	4	200	0	0	0	6	5	3	0	0	1	0	12	15
26574	46473	"Selikhovo"	53.21161	35.77489	200	"AWI"	200	5445	6801	6299	0	17	5	0	4	0	20	0	0	0	1	0	2	67	0	0	3	0	2	0	0	0	1	3	233	0	0	0	0	3	0	0	0	2	0	5	7
26574	46473	"Selikhovo"	53.21161	35.77489	205	"AWI"	205	6006	6872	6511	0	30	2	4	6	0	26	3	0	0	0	0	0	58	0	0	0	0	2	0	0	0	1	8	130	1	0	0	3	5	3	1	1	2	0	4	6
26574	46473	"Selikhovo"	53.21161	35.77489	210	"AWI"	210	6417	6982	6739	0	14	6	0	7	0	30	0	0	0	0	0	0	68	1	0	2	2	0	0	1	0	0	0	116	0	0	0	0	4	1	0	0	0	0	1	4
26574	46473	"Selikhovo"	53.21161	35.77489	215	"AWI"	215	6580	7365	6945	0	10	2	0	10	0	26	2	0	0	3	0	0	61	0	0	0	0	0	0	0	1	0	2	221	0	0	0	0	0	0	0	0	2	0	5	4
26574	46473	"Selikhovo"	53.21161	35.77489	220	"AWI"	220	6689	7444	7027	0	6	3	0	10	0	20	0	0	0	3	0	0	29	1	0	7	0	1	0	0	1	0	1	160	0	0	0	0	0	1	0	0	0	0	0	2
26574	46473	"Selikhovo"	53.21161	35.77489	225	"AWI"	225	6758	7553	7112	0	12	3	0	4	0	14	2	2	0	4	0	0	40	0	0	0	0	0	0	0	0	0	3	160	0	0	0	2	2	2	0	0	2	0	1	0
