"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Araliaceae"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fraxinus"	"Ilex"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Ulmus"	"Urticaceae"
3072	4004	"Slieve Croob"	54.33333	-5.98333	241	"AWI"	241	4205	4635	4407	14.3149284253579	0	0	0	4.9079754601227	0	45.8077709611452	19.6319018404908	0	0	0	1.22699386503067	0	0	9.8159509202454	1.6359918200409	0	0	0	1.22699386503067	1.22699386503067	0.204498977505113
3072	4004	"Slieve Croob"	54.33333	-5.98333	243	"AWI"	243	4242	4653	4435	14.1560798548094	0	0	0	2.9038112522686	0	52.6315789473684	7.98548094373866	0	1.08892921960073	0	0.181488203266788	1.81488203266788	5.44464609800363	11.7967332123412	0	0	0	0	0.181488203266788	1.27041742286751	0.544464609800363
3072	4004	"Slieve Croob"	54.33333	-5.98333	245	"AWI"	245	4273	4679	4464	12.1951219512195	0	0	0	1.6260162601626	0	67.479674796748	5.69105691056911	0	0.813008130081301	0	0	0	0	11.7886178861789	0	0	0	0	0	0.40650406504065	0
3072	4004	"Slieve Croob"	54.33333	-5.98333	247	"AWI"	247	4300	4710	4492	14.8086522462562	0	0	0	3.16139767054908	0	51.5806988352745	4.15973377703827	0	0.998336106489185	0	0.332778702163062	0	6.82196339434276	15.8069883527454	0.665557404326123	0	0	0	0	1.66389351081531	0
3072	4004	"Slieve Croob"	54.33333	-5.98333	249	"AWI"	249	4321	4746	4519	16.0690571049137	0	0	0	4.9136786188579	0	32.4037184594954	23.1075697211155	0	0.796812749003984	0	0.531208499335989	0	11.5537848605578	6.77290836653386	0.132802124833997	1.46082337317397	0	0.132802124833997	0	2.12483399734396	0
3072	4004	"Slieve Croob"	54.33333	-5.98333	250	"AWI"	250	4333	4765	4533	10.7407407407407	0	0.37037037037037	0	4.81481481481481	0	65	1.48148148148148	0	0.185185185185185	0	0.37037037037037	0	0	14.2592592592593	0	0	0	0	0	2.77777777777778	0
3072	4004	"Slieve Croob"	54.33333	-5.98333	251	"AWI"	251	4340	4788	4548	16.5441176470588	0	0.551470588235294	0	2.20588235294118	0	53.6764705882353	3.67647058823529	0	1.83823529411765	0	0.919117647058824	0	0	13.7867647058824	0.735294117647059	0	0	0	1.28676470588235	4.77941176470588	0
3072	4004	"Slieve Croob"	54.33333	-5.98333	252	"AWI"	252	4401	4813	4588	16.7521367521367	0	0.170940170940171	0	3.41880341880342	0	56.0683760683761	3.41880341880342	0	1.88034188034188	0	0.341880341880342	0	0	12.3076923076923	0	0	0	0.170940170940171	0.854700854700855	4.61538461538462	0
3072	4004	"Slieve Croob"	54.33333	-5.98333	253	"AWI"	253	4456	4843	4634	13.1178707224335	0	0	0	2.47148288973384	0	45.0570342205323	6.27376425855513	0	2.47148288973384	0	1.52091254752852	0	4.75285171102662	18.4410646387833	0	0	0	0	1.14068441064639	4.75285171102662	0
3072	4004	"Slieve Croob"	54.33333	-5.98333	255	"AWI"	255	4563	4921	4724	10.6481481481481	0	0	0	5.09259259259259	0	35.1851851851852	7.87037037037037	0	0.925925925925926	0	1.85185185185185	0	0	30.0925925925926	0.462962962962963	0	0	0.462962962962963	0.925925925925926	6.48148148148148	0
3072	4004	"Slieve Croob"	54.33333	-5.98333	257	"AWI"	257	4637	5016	4811	12.3728813559322	0	0.169491525423729	0	2.03389830508475	0	41.6949152542373	2.03389830508475	17.6271186440678	1.01694915254237	0	1.1864406779661	0	0	14.9152542372881	0.169491525423729	0.508474576271186	0	0	0.338983050847458	5.93220338983051	0
3072	4004	"Slieve Croob"	54.33333	-5.98333	259	"AWI"	259	4704	5117	4895	13.7353433835846	0	0.16750418760469	0	4.85762144053601	0	39.0284757118928	3.18257956448911	0	1.00502512562814	0	2.01005025125628	0	15.4103852596315	13.7353433835846	0.33500837520938	0	0	0	1.34003350083752	5.19262981574539	0
3072	4004	"Slieve Croob"	54.33333	-5.98333	261	"AWI"	261	4761	5246	4982	14.4314868804665	0	0.43731778425656	0	1.89504373177843	0	34.8396501457726	5.53935860058309	0	0.87463556851312	0	1.45772594752187	0	18.2215743440233	10.7871720116618	0.291545189504373	2.47813411078717	0	0.291545189504373	1.16618075801749	7.28862973760933	0
3072	4004	"Slieve Croob"	54.33333	-5.98333	263	"AWI"	263	4816	5384	5065	11.0619469026549	0	0	0	1.62241887905605	0	37.1681415929204	4.27728613569322	0	1.03244837758112	0.147492625368732	1.17994100294985	0	26.1061946902655	11.0619469026549	0	0	0	0	1.47492625368732	4.86725663716814	0
3072	4004	"Slieve Croob"	54.33333	-5.98333	265	"AWI"	265	4862	5521	5150	15.9398496240602	0.150375939849624	0	0	3.00751879699248	0	37.2932330827068	1.05263157894737	0	0.150375939849624	0.150375939849624	2.70676691729323	0	19.6992481203008	11.5789473684211	0	0	0	0	4.81203007518797	3.45864661654135	0
3072	4004	"Slieve Croob"	54.33333	-5.98333	266	"AWI"	266	4880	5594	5193	14.3511450381679	0	0.152671755725191	0	4.12213740458015	0	27.9389312977099	1.6793893129771	0	0.305343511450382	0.305343511450382	1.98473282442748	0	34.1984732824427	5.80152671755725	0.152671755725191	0	0	0	4.27480916030534	4.73282442748092	0
3072	4004	"Slieve Croob"	54.33333	-5.98333	267	"AWI"	267	4893	5663	5235	12.0556414219474	0	0	0	2.78207109737249	0	28.4389489953632	0.618238021638331	0	0	0.309119010819165	2.78207109737249	0	36.1669242658423	8.0370942812983	0	0	0.154559505409583	0	0	8.65533230293663	0
3072	4004	"Slieve Croob"	54.33333	-5.98333	268	"AWI"	268	4907	5733	5279	11.551724137931	0	0	0	1.55172413793103	0	36.8965517241379	3.10344827586207	0	1.03448275862069	0.172413793103448	36.7241379310345	0	0	3.27586206896552	0	0	0.689655172413793	0	0.172413793103448	4.31034482758621	0.517241379310345
3072	4004	"Slieve Croob"	54.33333	-5.98333	269	"AWI"	269	4923	5806	5323	4.67091295116773	0	0	0	0.849256900212314	0	36.5180467091295	1.06157112526539	0	0	0	50.9554140127389	0	0	1.69851380042463	0.212314225053079	0.636942675159236	0.424628450106157	0.212314225053079	0.212314225053079	2.54777070063694	0
