"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
3369	4369	"Raigastvere Lake"	58.59222	26.64967	450	"AWI"	450	659	1315	945	0	62	0	0	2	0	169	0	0	3	2	1	0	1	2	53	109	0	27	7	0	0	0	3	0	1	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	460	"AWI"	460	720	1454	1070	0	89	0	0	4	0	168	0	0	7	5	0	0	0	2	39	91	1	22	6	0	0	1	1	1	4	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	470	"AWI"	470	839	1561	1188	0	50	0	0	3	0	191	1	1	15	10	0	0	0	1	44	105	0	30	4	0	2	1	4	1	4	1
3369	4369	"Raigastvere Lake"	58.59222	26.64967	480	"AWI"	480	920	1672	1313	0	65	0	0	2	0	187	0	0	6	2	0	0	2	2	42	83	2	25	13	0	0	0	9	3	3	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	490	"AWI"	490	1081	1755	1429	0	41	0	1	6	0	116	0	0	7	0	0	1	0	1	71	110	1	21	5	0	0	1	3	1	4	1
3369	4369	"Raigastvere Lake"	58.59222	26.64967	500	"AWI"	500	1172	1851	1551	1	48	0	0	2	0	153	0	0	5	5	0	0	0	1	85	109	0	16	10	0	0	0	6	0	3	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	510	"AWI"	510	1430	1925	1668	0	20	0	0	0	0	103	1	0	5	6	0	0	0	2	157	114	0	6	11	0	2	0	1	1	2	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	520	"AWI"	520	1561	2082	1798	0	31	0	0	2	0	108	1	0	5	1	0	0	2	1	90	59	0	8	11	0	0	0	0	2	5	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	530	"AWI"	530	1650	2298	1947	1	54	0	0	3	0	125	0	0	7	0	0	0	3	1	52	45	0	0	10	0	0	0	3	3	9	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	540	"AWI"	540	1722	2598	2081	0	38	0	0	0	0	133	0	0	5	1	0	0	0	1	43	61	0	0	16	0	2	0	3	3	5	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	550	"AWI"	550	1826	2711	2233	0	45	0	0	4	0	124	0	0	7	6	0	1	0	1	48	66	0	9	15	0	0	0	2	0	1	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	560	"AWI"	560	1922	2871	2381	0	58	0	0	3	0	116	0	0	8	0	1	0	0	1	54	61	0	9	8	0	0	0	4	1	1	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	570	"AWI"	570	2039	2974	2540	2	70	0	0	2	0	144	0	0	11	3	0	0	4	1	84	73	0	0	15	0	0	0	5	3	4	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	580	"AWI"	580	2190	3114	2692	1	48	0	0	1	0	113	0	0	7	5	0	0	0	1	63	59	0	5	12	0	0	0	2	1	2	1
3369	4369	"Raigastvere Lake"	58.59222	26.64967	590	"AWI"	590	2341	3205	2842	0	41	0	0	0	0	125	0	0	6	2	0	0	1	1	80	38	0	0	9	0	0	1	1	1	4	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	600	"AWI"	600	2577	3304	2985	0	53	0	1	4	0	107	0	1	11	1	0	1	1	0	70	53	0	0	4	0	0	0	2	5	6	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	610	"AWI"	610	2819	3381	3141	0	52	0	0	1	0	114	0	0	9	2	0	0	0	0	85	40	0	0	6	0	0	0	1	0	3	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	620	"AWI"	620	2933	3482	3263	0	39	0	0	1	0	114	0	0	8	2	0	0	4	0	81	41	0	11	14	0	0	0	1	4	3	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	630	"AWI"	630	3006	3661	3352	1	53	0	0	1	0	71	0	0	13	2	0	0	1	0	109	37	0	9	10	0	0	1	2	6	14	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	640	"AWI"	640	3113	3763	3449	0	58	0	0	1	0	73	0	0	12	2	0	0	5	1	97	37	0	0	5	0	0	0	2	8	16	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	650	"AWI"	650	3183	3891	3550	0	42	0	0	0	0	70	0	0	16	2	0	0	5	1	115	42	0	0	5	0	0	0	2	7	13	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	660	"AWI"	660	3298	3967	3648	0	43	0	0	0	0	71	0	0	13	1	0	0	2	0	108	39	0	0	16	0	0	0	1	11	10	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	670	"AWI"	670	3376	4079	3748	1	40	0	0	1	0	63	0	0	13	0	0	0	0	0	102	58	0	0	7	0	0	0	1	6	18	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	680	"AWI"	680	3509	4134	3845	1	40	0	0	0	0	101	0	0	6	2	0	0	1	1	63	64	0	0	11	0	0	0	0	7	10	1
3369	4369	"Raigastvere Lake"	58.59222	26.64967	690	"AWI"	690	3599	4222	3942	0	69	0	0	0	0	90	0	0	13	5	0	0	2	2	52	53	0	0	14	0	0	0	1	6	6	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	700	"AWI"	700	3772	4275	4029	0	45	0	0	1	0	90	0	0	18	5	0	1	0	2	82	57	0	0	7	0	0	0	1	2	13	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	710	"AWI"	710	3889	4350	4119	1	48	0	0	1	0	54	0	1	20	1	0	0	1	1	117	41	0	0	10	0	0	0	4	7	19	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	720	"AWI"	720	3995	4433	4211	0	51	0	0	0	0	51	0	0	13	4	0	0	6	0	119	45	0	0	6	0	0	0	0	7	15	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	730	"AWI"	730	4063	4568	4298	1	64	0	0	0	0	58	0	0	17	4	0	0	5	0	108	31	0	0	6	1	0	0	0	7	19	1
3369	4369	"Raigastvere Lake"	58.59222	26.64967	740	"AWI"	740	4124	4680	4388	0	43	0	0	0	0	48	0	0	19	4	0	0	7	1	105	36	0	0	23	0	0	0	2	10	26	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	750	"AWI"	750	4201	4803	4475	0	81	0	0	2	0	66	0	0	32	1	0	0	3	0	68	24	0	0	22	0	0	0	1	9	33	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	760	"AWI"	760	4271	4899	4574	0	83	0	0	0	0	59	0	0	16	5	1	0	3	0	66	36	0	0	17	0	0	0	3	13	23	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	770	"AWI"	770	4349	4997	4662	0	89	0	0	1	0	61	1	0	22	1	0	0	3	2	51	17	0	0	28	0	0	0	1	14	35	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	780	"AWI"	780	4424	5077	4757	0	91	0	0	1	0	63	0	0	18	1	0	1	3	0	31	29	0	0	34	0	0	0	1	6	42	1
3369	4369	"Raigastvere Lake"	58.59222	26.64967	790	"AWI"	790	4536	5146	4841	0	93	0	0	0	0	68	0	0	23	2	0	1	2	0	34	24	0	0	26	0	0	0	5	21	33	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	800	"AWI"	800	4621	5215	4926	1	95	0	0	0	0	56	0	0	23	1	1	0	4	0	30	36	0	0	27	0	0	0	0	16	41	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	810	"AWI"	810	4786	5273	5016	1	100	0	0	0	0	66	0	0	25	2	0	0	8	0	26	36	0	0	25	0	0	0	4	12	26	1
3369	4369	"Raigastvere Lake"	58.59222	26.64967	820	"AWI"	820	4876	5395	5114	1	89	0	0	0	0	69	0	0	25	1	0	0	4	1	26	38	0	0	24	0	0	0	3	9	39	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	830	"AWI"	830	4954	5513	5226	0	73	0	0	3	0	77	0	0	23	3	0	0	5	1	43	33	0	0	23	0	0	0	3	11	34	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	840	"AWI"	840	5003	5699	5327	0	115	0	0	1	0	52	0	0	26	2	0	0	3	2	24	26	0	0	30	1	0	0	2	13	35	1
3369	4369	"Raigastvere Lake"	58.59222	26.64967	850	"AWI"	850	5096	5782	5437	1	110	0	0	0	0	56	1	0	34	1	0	0	5	0	11	29	0	0	28	0	0	0	2	17	44	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	860	"AWI"	860	5170	5927	5542	0	99	0	0	1	0	65	0	0	34	4	0	1	4	0	12	47	0	0	47	0	0	0	4	22	30	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	870	"AWI"	870	5293	5988	5655	1	94	0	0	1	0	71	0	0	42	1	0	0	4	0	14	21	1	0	21	0	0	0	1	20	47	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	880	"AWI"	880	5383	6095	5767	0	102	0	0	0	0	57	0	0	52	1	0	0	5	0	6	24	0	0	24	1	0	0	0	30	40	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	890	"AWI"	890	5510	6154	5874	0	102	0	0	2	0	70	1	0	30	3	0	0	2	0	3	26	0	0	26	0	0	0	1	22	64	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	900	"AWI"	900	5655	6234	5980	0	111	0	0	1	0	64	0	0	31	5	0	0	6	0	4	34	0	0	34	0	0	0	2	18	42	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	910	"AWI"	910	5863	6273	6076	0	109	0	0	1	0	72	0	0	47	7	0	0	6	0	12	18	0	0	18	0	0	0	4	25	31	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	920	"AWI"	920	5968	6381	6184	1	113	0	0	2	0	63	0	0	35	1	0	0	4	1	12	26	0	0	26	0	0	0	1	20	40	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	930	"AWI"	930	6020	6606	6283	1	119	0	0	4	0	55	0	0	40	4	0	0	4	1	11	24	0	0	24	0	0	0	0	29	50	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	940	"AWI"	940	6100	6760	6389	1	91	0	0	1	0	61	0	0	48	1	0	0	7	1	5	23	0	0	12	0	0	0	1	40	70	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	950	"AWI"	950	6169	6884	6508	2	88	0	0	7	0	60	1	0	66	3	0	0	4	2	16	21	0	0	19	0	0	0	0	32	57	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	960	"AWI"	960	6271	6969	6619	1	86	0	0	0	0	70	0	0	57	1	0	0	2	1	15	33	0	0	21	0	0	0	1	21	55	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	970	"AWI"	970	6330	7075	6729	1	84	0	0	0	0	63	0	0	48	10	0	0	3	1	12	32	0	0	9	0	0	0	1	18	78	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	980	"AWI"	980	6488	7133	6839	0	99	0	0	0	0	48	0	0	72	3	0	0	1	0	24	47	0	0	9	0	0	0	0	18	54	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	990	"AWI"	990	6588	7226	6961	0	101	0	1	0	0	57	0	0	54	1	0	0	1	1	7	24	0	0	29	0	0	0	3	18	56	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1000	"AWI"	1000	6793	7271	7057	0	69	0	1	0	0	86	0	0	66	0	0	0	6	0	2	31	0	0	9	0	0	0	0	12	84	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1010	"AWI"	1010	6910	7355	7161	1	92	0	0	1	0	77	0	0	66	0	0	0	2	0	12	27	0	0	20	0	0	0	2	16	61	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1020	"AWI"	1020	7025	7431	7249	2	103	0	0	0	0	42	0	0	53	12	0	0	1	0	6	21	0	0	18	0	0	0	0	42	60	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1030	"AWI"	1030	7083	7595	7328	0	84	0	1	1	0	72	0	0	63	5	0	0	2	1	12	24	0	0	21	0	0	0	0	18	66	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1040	"AWI"	1040	7149	7686	7413	0	100	0	0	0	0	68	0	0	61	5	0	0	1	0	11	26	0	0	18	0	0	0	4	17	59	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1060	"AWI"	1060	7297	7861	7583	0	86	0	0	0	0	78	0	0	40	2	0	0	3	0	4	30	0	0	6	0	0	0	1	29	65	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1070	"AWI"	1070	7377	7935	7665	0	94	0	0	0	0	82	0	0	48	6	0	0	0	0	10	31	0	0	2	0	0	0	1	27	54	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1080	"AWI"	1080	7445	7997	7748	0	80	0	0	0	0	76	0	0	39	3	0	0	0	0	7	32	0	0	6	0	0	0	0	34	65	1
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1090	"AWI"	1090	7553	8056	7828	0	83	0	0	0	0	81	0	0	42	0	0	0	0	0	6	36	0	0	4	0	0	0	0	24	66	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1100	"AWI"	1100	7657	8111	7909	0	99	0	0	0	0	77	1	0	50	0	0	0	0	1	4	24	0	0	1	0	0	0	1	32	60	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1110	"AWI"	1110	7769	8173	7982	0	90	0	0	0	0	67	0	0	73	4	0	0	0	0	6	38	0	0	4	0	0	0	2	30	65	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1120	"AWI"	1120	7844	8263	8059	0	86	0	0	0	0	55	0	0	49	3	0	0	0	0	6	38	0	0	4	0	0	0	1	34	77	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1130	"AWI"	1130	7906	8344	8128	0	98	0	0	0	0	79	0	0	74	2	0	0	0	0	4	26	0	0	4	0	0	0	0	27	66	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1140	"AWI"	1140	7943	8459	8188	0	97	0	0	1	0	82	0	0	52	4	0	0	1	0	6	29	0	0	10	0	0	0	1	22	67	1
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1150	"AWI"	1150	8006	8529	8254	0	73	0	0	0	0	87	0	0	42	1	0	0	0	0	5	44	0	0	1	0	0	0	1	34	56	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1160	"AWI"	1160	8048	8625	8319	0	90	0	0	1	0	110	0	1	68	1	0	0	0	0	4	33	0	0	0	0	0	0	1	21	42	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1170	"AWI"	1170	8118	8679	8381	0	99	0	0	0	0	79	0	0	78	3	0	0	0	0	6	33	0	0	4	0	0	0	1	16	63	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1180	"AWI"	1180	8176	8761	8444	0	90	0	0	0	0	82	0	0	78	2	0	0	0	0	1	41	0	0	6	0	0	0	2	17	63	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1190	"AWI"	1190	8257	8815	8507	0	86	0	0	0	0	125	0	0	56	0	0	0	0	0	1	21	0	0	0	0	0	0	0	10	57	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1200	"AWI"	1200	8322	8886	8568	0	73	0	0	2	0	120	0	1	41	3	0	0	0	0	0	33	0	0	4	0	0	0	3	12	60	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1210	"AWI"	1210	8410	8934	8634	0	48	0	0	0	0	162	0	0	23	8	0	0	0	0	3	42	0	0	0	0	0	0	1	17	28	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1220	"AWI"	1220	8485	9005	8713	0	36	0	0	3	0	183	0	0	21	4	0	0	0	0	9	37	0	0	0	0	0	0	6	12	23	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1230	"AWI"	1230	8546	9093	8823	0	63	0	0	0	0	143	0	0	30	6	0	0	0	0	1	45	0	0	0	0	0	0	1	18	30	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1240	"AWI"	1240	8639	9189	8917	0	60	0	0	1	0	134	0	0	35	3	0	0	0	0	2	36	0	0	1	0	0	0	0	15	52	1
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1250	"AWI"	1250	8725	9262	9010	0	70	0	0	1	0	114	0	0	33	3	0	0	0	0	1	45	0	0	2	0	0	0	1	18	60	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1260	"AWI"	1260	8822	9350	9098	0	65	0	0	1	0	127	0	0	34	2	1	0	1	0	1	51	0	0	2	0	0	0	0	10	43	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1270	"AWI"	1270	8903	9463	9193	0	64	0	0	0	0	136	0	0	20	3	0	0	0	0	0	59	0	0	0	0	0	0	0	10	31	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1280	"AWI"	1280	8989	9611	9292	0	57	0	0	0	0	162	0	0	35	3	0	0	0	0	0	36	0	0	0	0	0	0	0	15	30	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1290	"AWI"	1290	9047	9848	9386	0	24	0	0	3	0	153	1	0	53	3	0	0	0	0	0	66	0	0	0	0	0	0	0	18	39	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1300	"AWI"	1300	9119	9991	9485	0	11	0	0	0	0	188	0	0	54	0	0	0	0	0	0	57	0	0	0	0	0	0	0	12	30	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1310	"AWI"	1310	9167	10192	9578	0	18	0	0	0	0	177	0	0	39	3	0	0	0	0	0	63	0	0	0	0	2	0	3	6	36	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1320	"AWI"	1320	9240	10345	9684	0	15	0	0	0	0	159	0	0	53	9	0	0	0	0	1	57	0	0	0	0	0	0	1	12	36	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1330	"AWI"	1330	9291	10534	9781	0	17	0	0	1	0	163	0	0	20	5	0	0	0	0	0	85	0	0	0	0	0	0	6	8	27	1
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1340	"AWI"	1340	9373	10644	9882	0	4	0	0	1	0	155	0	0	17	4	0	0	0	0	0	115	0	0	0	0	0	0	4	0	26	1
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1350	"AWI"	1350	9438	10770	9981	0	3	0	0	0	0	221	0	0	6	3	0	0	0	0	0	58	0	0	0	0	0	0	3	0	17	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1360	"AWI"	1360	9505	10899	10083	0	0	0	1	3	0	226	0	0	4	3	0	0	0	0	0	60	0	0	0	0	0	0	9	0	14	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1370	"AWI"	1370	9572	11063	10182	0	0	0	0	0	0	210	0	0	1	6	0	0	0	0	0	68	0	0	0	0	0	0	3	0	22	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1380	"AWI"	1380	9654	11194	10284	0	1	0	0	0	0	210	0	0	4	5	0	0	0	0	0	67	0	0	0	0	0	0	6	0	22	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1400	"AWI"	1400	9793	11483	10489	0	3	0	0	3	0	227	1	0	0	14	0	0	0	0	1	61	0	0	1	0	0	0	1	0	10	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1410	"AWI"	1410	9867	11596	10592	0	0	0	0	3	0	250	0	0	0	5	0	0	0	0	0	50	0	0	0	0	0	0	4	0	1	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1420	"AWI"	1420	9945	11709	10702	0	3	0	0	5	0	258	0	0	3	9	0	0	0	0	0	39	0	0	0	0	0	0	6	0	0	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1430	"AWI"	1430	10024	11840	10803	0	5	0	0	1	0	258	0	0	0	8	0	0	0	0	0	37	0	0	0	0	0	0	9	0	0	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1440	"AWI"	1440	10078	11976	10901	0	0	0	0	1	0	254	0	0	0	9	0	0	0	0	0	46	0	0	0	0	0	0	2	0	0	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1445	"AWI"	1445	10125	12046	10950	0	0	0	0	2	0	269	0	0	0	13	0	0	0	0	0	30	0	0	0	0	0	0	7	0	1	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1450	"AWI"	1450	10171	12107	11001	0	1	0	0	0	0	255	0	0	1	23	0	0	0	0	0	43	0	0	0	1	0	0	4	0	1	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1455	"AWI"	1455	10210	12170	11052	0	0	0	0	1	0	262	0	0	0	19	0	0	0	0	0	37	0	0	0	0	0	0	4	0	1	1
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1460	"AWI"	1460	10247	12242	11102	0	0	0	0	5	0	235	0	0	0	9	0	0	0	0	0	65	0	0	0	0	0	0	14	0	0	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1465	"AWI"	1465	10296	12301	11149	0	1	0	0	2	0	237	0	0	1	21	1	0	0	0	0	60	0	0	0	0	2	0	10	0	2	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1470	"AWI"	1470	10339	12359	11204	0	0	0	0	5	0	251	0	0	0	12	1	0	0	0	0	49	0	0	0	0	0	0	10	0	0	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1475	"AWI"	1475	10377	12418	11255	0	1	0	0	3	0	250	0	0	1	15	0	0	0	0	1	48	0	0	0	0	0	0	15	0	0	0
3369	4369	"Raigastvere Lake"	58.59222	26.64967	1480	"AWI"	1480	10407	12519	11306	0	1	5	0	5	0	232	0	0	0	23	0	0	0	0	2	66	0	0	0	0	0	0	12	0	0	0
