"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Ulmus"
3065	3995	"Coolteen"	52.35	-6.6	400	"AWI"	400	13643	14259	13926	0	0	0	0	5	0	0	0	0	1	2	1	50	0	0	0	0	0	0	0	0	20	1	0	0	7	0	0	202	0	0	0	0	8	0	2	5	6	0	0	0	1	0
3065	3995	"Coolteen"	52.35	-6.6	411	"AWI"	411	13676	14306	13963	3	0	4	1	8	0	0	0	0	3	1	0	79	0	0	0	0	0	0	0	0	2	4	0	0	12	0	0	211	0	1	0	1	9	0	2	19	3	2	0	0	1	1
3065	3995	"Coolteen"	52.35	-6.6	427	"AWI"	427	13722	14382	14018	1	1	1	0	0	0	0	0	0	3	0	2	48	0	0	0	0	0	0	0	0	17	1	0	0	8	0	0	205	0	0	0	0	11	0	8	4	5	0	0	0	1	0
3065	3995	"Coolteen"	52.35	-6.6	443	"AWI"	443	13771	14450	14074	1	0	1	0	0	0	0	0	0	5	0	3	27	0	0	0	0	0	0	0	0	8	2	0	0	4	0	0	323	0	0	0	0	7	12	8	53	3	1	0	0	0	0
3065	3995	"Coolteen"	52.35	-6.6	450	"AWI"	450	13794	14484	14099	0	0	1	0	7	0	0	0	0	1	0	0	20	0	0	0	0	0	0	0	0	6	2	0	1	12	0	0	256	0	0	0	0	29	0	5	18	2	2	0	0	1	0
3065	3995	"Coolteen"	52.35	-6.6	462	"AWI"	462	13835	14541	14140	0	2	1	1	27	10	0	0	0	2	0	1	26	0	0	0	0	0	0	0	0	12	10	0	0	9	0	0	147	0	0	0	1	44	0	4	25	3	0	0	0	3	0
3065	3995	"Coolteen"	52.35	-6.6	480	"AWI"	480	13895	14611	14204	0	0	2	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	2	32	0	0	0	0	0	155	0	0	0	0	9	0	3	10	20	0	0	0	9	0
3065	3995	"Coolteen"	52.35	-6.6	488	"AWI"	488	13920	14645	14232	0	1	6	0	0	0	1	0	0	0	0	2	49	0	0	0	0	0	0	0	0	8	35	0	0	0	0	0	167	0	0	0	0	7	0	2	6	8	0	0	0	12	0
3065	3995	"Coolteen"	52.35	-6.6	500	"AWI"	500	13960	14696	14281	0	0	5	1	0	0	0	0	1	1	0	0	45	0	0	0	0	0	0	0	0	5	22	0	0	0	0	0	160	0	0	1	0	17	0	7	9	15	0	0	1	14	1
3065	3995	"Coolteen"	52.35	-6.6	517	"AWI"	517	14020	14778	14348	0	0	6	1	0	0	0	0	0	1	1	0	50	0	0	0	0	0	0	0	0	7	66	0	0	0	0	0	180	0	0	0	0	5	0	5	7	4	0	0	0	11	1
3065	3995	"Coolteen"	52.35	-6.6	529	"AWI"	529	14063	14825	14397	0	0	10	3	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	4	70	0	0	0	0	0	206	0	0	0	0	14	0	8	14	5	0	0	0	5	0
3065	3995	"Coolteen"	52.35	-6.6	547	"AWI"	547	14121	14905	14467	0	0	6	2	0	0	0	0	0	2	0	0	52	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	129	0	0	0	1	13	0	16	20	0	0	0	0	12	0
3065	3995	"Coolteen"	52.35	-6.6	560	"AWI"	560	14166	14959	14519	0	0	9	2	0	0	0	0	0	0	0	3	83	0	0	0	0	0	0	0	0	11	38	0	0	0	0	0	131	0	0	0	0	1	0	8	28	6	0	0	0	10	0
3065	3995	"Coolteen"	52.35	-6.6	572	"AWI"	572	14205	15014	14567	0	0	2	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	5	112	0	0	0	0	0	87	0	0	0	0	0	0	11	7	20	0	0	0	14	1
3065	3995	"Coolteen"	52.35	-6.6	582	"AWI"	582	14235	15067	14608	0	1	2	2	0	18	0	0	0	2	0	0	69	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	137	0	0	0	0	14	0	17	21	6	1	0	0	12	0
