"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
9690	14274	"Brackloon Lough"	53.76021	-9.56165	702	"AWI"	702	3057	4354	3707	72	0	0	3	0	0	101	0	0	0	73	17	0	0	0	5	0	2	10	0	0	0	0	0	0	0	2	0	0	0	0	80	0	0	0	0	32	0	0	4	0	11	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	718	"AWI"	718	3210	4490	3871	57	0	0	0	0	0	81	0	0	0	59	9	0	0	0	4	0	1	7	1	0	1	0	0	0	0	3	0	0	0	0	105	0	0	1	0	29	0	0	3	0	13	1	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	734	"AWI"	734	3361	4633	4026	58	0	0	1	0	0	86	0	0	0	126	15	0	0	0	6	0	0	10	0	0	0	0	0	0	0	6	0	0	0	0	102	0	0	0	0	51	0	0	3	0	11	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	758	"AWI"	758	3574	4828	4248	60	0	0	3	0	0	95	0	0	0	113	20	0	0	0	7	1	0	2	0	0	0	0	0	0	0	6	0	0	0	0	67	0	0	0	0	26	0	0	5	0	7	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	766	"AWI"	766	3637	4911	4327	74	0	0	0	0	0	106	0	0	0	100	16	0	0	0	9	0	2	16	0	0	0	0	0	0	0	7	0	0	0	0	98	0	0	0	0	12	0	0	4	0	12	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	782	"AWI"	782	3781	5001	4471	117	0	0	1	0	0	54	0	0	0	97	14	0	0	0	3	0	0	5	0	0	0	0	0	0	0	14	0	0	0	0	72	0	0	0	0	18	0	0	4	0	11	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	798	"AWI"	798	3934	5096	4618	107	1	0	1	0	0	114	0	0	0	119	6	0	0	0	3	0	1	14	0	0	0	0	0	0	0	8	0	0	0	0	87	0	12	0	0	25	0	0	2	0	9	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	814	"AWI"	814	4123	5209	4773	79	0	1	5	0	0	116	0	0	0	76	4	0	0	0	4	0	1	4	0	0	0	0	0	0	0	5	0	0	0	0	62	0	0	0	0	34	0	0	5	0	4	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	830	"AWI"	830	4319	5323	4925	84	1	0	2	0	0	76	0	0	0	116	5	0	0	0	4	0	2	6	0	0	0	0	0	0	0	8	0	0	0	0	84	0	0	0	0	14	0	0	6	0	7	1	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	842	"AWI"	842	4457	5373	5032	60	0	0	3	0	0	105	0	0	0	95	5	0	0	0	6	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	93	0	0	0	0	11	0	0	7	0	13	0	1
9690	14274	"Brackloon Lough"	53.76021	-9.56165	862	"AWI"	862	4745	5476	5214	67	0	1	3	0	0	139	0	0	0	85	12	0	0	0	5	0	1	7	0	0	0	0	0	0	0	10	0	0	0	0	55	0	0	0	0	18	0	0	11	0	10	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	878	"AWI"	878	5022	5547	5353	83	0	0	4	0	0	59	0	0	0	112	10	0	0	0	3	0	1	3	1	0	0	0	0	0	0	11	0	0	0	0	91	0	0	0	0	8	0	0	12	0	23	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	894	"AWI"	894	5338	5681	5522	68	0	1	1	0	0	44	0	0	0	136	2	0	0	0	5	0	0	7	0	0	0	0	0	0	0	18	0	0	0	0	112	0	0	0	0	14	0	0	1	0	18	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	910	"AWI"	910	5459	6467	5769	137	0	0	6	0	0	34	0	0	0	118	3	0	0	0	1	0	1	3	0	0	0	0	0	0	0	14	0	0	0	0	71	0	0	0	0	5	0	0	1	0	23	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	926	"AWI"	926	5629	7009	6098	144	0	0	4	0	0	50	0	0	0	118	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	18	0	0	0	0	88	0	0	0	0	4	0	0	2	0	15	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	942	"AWI"	942	5789	7571	6421	107	0	1	1	0	0	37	0	0	0	152	7	0	0	0	0	0	0	16	0	0	0	0	0	0	0	7	0	0	0	0	92	0	0	0	0	13	0	0	2	0	13	1	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	958	"AWI"	958	5977	7989	6758	75	0	1	0	0	0	55	0	0	0	160	12	0	0	0	2	0	2	8	0	0	0	0	0	0	0	10	0	0	0	0	87	0	0	0	0	30	0	0	1	0	26	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	974	"AWI"	974	6143	8393	7096	96	0	0	4	0	0	28	0	0	0	131	3	0	0	0	1	0	0	4	0	0	0	0	0	0	0	12	0	0	0	0	99	0	0	0	0	10	0	0	0	0	30	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	990	"AWI"	990	6407	8766	7429	94	0	0	1	0	0	23	0	0	0	208	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	61	0	0	0	0	6	0	0	0	0	30	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	1006	"AWI"	1006	6666	9115	7769	0	0	0	1	0	0	21	0	0	0	330	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	40	0	0	0	0	6	0	0	3	0	46	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	1022	"AWI"	1022	6957	9465	8114	0	0	0	0	0	0	33	0	0	0	249	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	32	0	0	0	0	47	0	0	0	0	6	0	0	0	0	42	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	1038	"AWI"	1038	7219	9811	8473	0	0	2	1	0	0	51	0	0	0	271	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	19	0	0	0	0	56	0	0	0	0	18	0	0	1	0	49	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	1070	"AWI"	1070	7828	10400	9127	0	0	1	2	0	0	25	0	0	0	234	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	29	0	0	0	0	86	0	0	0	0	2	0	0	0	0	77	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	1086	"AWI"	1086	8114	10712	9457	0	0	0	1	0	0	21	0	0	0	317	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	12	0	0	0	0	36	0	0	0	0	10	0	0	0	0	43	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	1102	"AWI"	1102	8427	11027	9800	0	0	0	0	0	0	13	0	0	0	359	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	20	0	0	0	0	11	0	0	1	0	39	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	1118	"AWI"	1118	8781	11281	10136	0	1	1	2	0	0	47	0	0	0	273	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	7	0	0	0	0	14	0	0	2	0	62	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	1134	"AWI"	1134	9120	11510	10484	0	0	0	1	0	0	41	0	0	0	358	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	17	0	0	0	1	2	0	0	0	0	11	0	0	0	0	8	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	1146	"AWI"	1146	9398	11709	10741	0	0	0	0	0	0	42	0	0	0	312	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	0	0	0	4	2	0	0	0	0	15	0	0	1	0	13	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	1162	"AWI"	1162	9745	11983	11095	0	0	0	0	0	0	67	0	0	0	326	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	10	0	0	0	0	4	0	2
9690	14274	"Brackloon Lough"	53.76021	-9.56165	1178	"AWI"	1178	10270	12169	11434	0	0	0	0	0	0	22	0	0	0	380	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	1	3	0	0	0	0	10	0	0	0	0	0	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	1192	"AWI"	1192	10724	12322	11729	0	0	0	0	0	0	22	0	0	0	379	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	1208	"AWI"	1208	11236	12509	12054	0	0	0	0	0	0	28	0	0	0	377	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	10	0	0	0	0	1	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	1224	"AWI"	1224	11774	12638	12386	0	0	0	0	0	0	228	0	0	0	5	14	0	0	0	0	0	0	4	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	1236	"AWI"	1236	12165	12706	12583	0	0	0	0	2	0	90	0	0	0	2	15	0	0	0	0	0	0	13	122	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	100	0	0	0	0	0	1	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	1244	"AWI"	1244	12279	13053	12699	0	0	0	0	0	0	19	0	0	0	0	4	0	0	0	0	0	0	2	343	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
