"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16094	24846	"Carquefou"	47.30917	-1.47694	52	"AWI"	52	1977	2298	2134	1	0	46	2	1	2	1	0	1	0	0	0	0	0	1	0	4	0	21	0	0	1	1	0	0	0	3	0	0	0	0	0	0	1	10	203	0	0	11	1	0	0	9	0	0	1	0	0	1	1	0	0	0
16094	24846	"Carquefou"	47.30917	-1.47694	57	"AWI"	57	1990	2311	2147	0	0	109	6	1	1	0	0	0	0	2	0	0	0	2	0	0	0	14	0	0	1	1	0	0	0	2	0	0	0	0	0	0	2	9	162	0	0	11	0	0	0	4	0	0	3	0	0	0	0	0	0	0
16094	24846	"Carquefou"	47.30917	-1.47694	62	"AWI"	62	2002	2324	2160	0	0	244	4	0	1	1	0	1	0	5	0	1	0	0	0	2	0	22	4	1	0	0	0	0	0	1	1	0	1	0	0	0	0	7	90	0	1	4	0	0	0	5	0	0	1	0	0	0	0	0	0	0
16094	24846	"Carquefou"	47.30917	-1.47694	67	"AWI"	67	2015	2337	2173	0	0	35	4	6	0	2	0	1	0	3	0	5	0	1	0	3	0	92	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	4	125	0	1	12	2	0	0	5	5	0	65	14	0	0	1	0	0	0
16094	24846	"Carquefou"	47.30917	-1.47694	72	"AWI"	72	2028	2350	2185	1	0	4	5	1	0	0	0	0	0	1	0	3	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	84	0	0	4	2	0	0	3	12	0	156	1	0	0	0	0	0	0
16094	24846	"Carquefou"	47.30917	-1.47694	76	"AWI"	76	2038	2360	2196	0	0	19	5	1	0	0	0	1	0	3	1	6	0	1	0	3	0	27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	106	0	1	9	0	0	0	5	17	0	163	21	0	0	1	0	0	0
16094	24846	"Carquefou"	47.30917	-1.47694	80	"AWI"	80	2048	2371	2206	1	0	13	5	4	0	0	0	1	0	2	0	28	0	0	0	0	0	88	0	4	0	0	8	0	0	1	0	0	0	1	0	0	0	6	107	0	0	12	0	0	0	3	11	0	71	13	0	0	0	0	0	0
16094	24846	"Carquefou"	47.30917	-1.47694	84	"AWI"	84	2059	2381	2217	1	0	21	3	2	0	0	0	1	0	2	0	2	0	0	0	1	0	28	0	0	1	0	37	0	0	1	0	0	0	0	0	1	1	8	0	0	1	21	0	0	0	3	13	0	73	4	0	0	0	0	0	0
16094	24846	"Carquefou"	47.30917	-1.47694	89	"AWI"	89	2071	2393	2230	0	0	109	1	0	1	1	0	7	0	0	0	12	0	0	0	2	0	2	0	1	0	1	16	0	0	0	1	0	1	0	0	0	1	11	44	0	7	11	1	0	0	8	11	0	92	4	0	0	1	0	0	0
16094	24846	"Carquefou"	47.30917	-1.47694	94	"AWI"	94	2085	2405	2243	0	0	129	0	1	1	0	0	0	0	0	2	12	0	0	0	3	0	4	0	6	0	2	32	0	0	0	0	0	0	0	0	0	2	3	62	0	0	14	0	0	0	4	8	0	31	5	1	0	1	0	0	0
16094	24846	"Carquefou"	47.30917	-1.47694	99	"AWI"	99	2097	2417	2255	0	0	53	1	2	0	1	0	1	0	1	1	17	0	0	0	4	1	6	0	4	1	0	22	0	0	0	0	0	0	0	0	0	0	5	0	0	4	18	0	0	0	4	6	0	88	12	0	0	0	1	0	0
16094	24846	"Carquefou"	47.30917	-1.47694	104	"AWI"	104	2111	2430	2268	0	0	36	0	4	0	0	0	2	0	0	1	11	0	0	0	2	1	0	0	1	0	1	15	0	0	0	0	0	0	0	0	1	1	0	77	0	3	19	0	0	0	6	7	0	117	9	0	0	0	0	0	0
16094	24846	"Carquefou"	47.30917	-1.47694	109	"AWI"	109	2123	2444	2281	0	0	31	2	2	0	1	0	3	0	0	0	27	0	0	0	0	0	6	0	2	0	1	40	0	0	0	0	0	0	0	2	0	1	9	88	0	1	10	1	1	0	6	10	0	54	10	0	1	1	0	0	0
16094	24846	"Carquefou"	47.30917	-1.47694	114	"AWI"	114	2136	2457	2293	0	0	63	6	0	0	5	0	0	0	0	0	11	0	1	0	0	0	0	0	0	1	1	41	0	0	0	0	0	0	0	0	0	1	5	56	0	3	13	0	0	0	3	13	1	60	5	0	0	0	1	1	0
16094	24846	"Carquefou"	47.30917	-1.47694	119	"AWI"	119	2148	2470	2306	0	0	156	4	0	2	0	0	2	0	1	1	1	0	1	0	7	0	3	0	17	0	0	11	0	0	1	0	0	0	0	0	0	1	15	51	0	2	11	0	0	0	13	11	0	13	0	0	0	0	0	0	0
16094	24846	"Carquefou"	47.30917	-1.47694	124	"AWI"	124	2160	2481	2319	0	0	306	2	0	2	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	1	2	0	0	1	0	0	0	0	2	0	0	2	0	0	0	19	1	0	0	0	0	0	0	0	0	1	2	0	0	0
16094	24846	"Carquefou"	47.30917	-1.47694	129	"AWI"	129	2173	2495	2330	0	0	78	1	5	2	1	0	1	0	0	0	9	0	3	0	4	0	4	0	0	0	1	2	0	0	1	0	0	0	0	2	0	2	7	224	0	0	26	4	0	0	44	1	0	0	0	0	1	2	0	0	2
16094	24846	"Carquefou"	47.30917	-1.47694	134	"AWI"	134	2185	2507	2343	0	0	97	2	4	1	3	0	5	1	0	0	1	0	1	0	6	0	3	5	0	0	0	1	0	0	2	0	0	0	0	0	0	0	18	0	0	2	12	1	0	0	26	0	0	1	0	0	0	0	0	0	1
16094	24846	"Carquefou"	47.30917	-1.47694	139	"AWI"	139	2198	2519	2356	0	0	144	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	6	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	7	142	0	1	8	2	0	0	6	0	0	2	0	0	0	1	0	0	0
