"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Larix"	"Malvaceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sorbus"	"Tilia"	"Ulmus"	"Urticaceae"
23831	41305	"Winneys Down"	50.62278	-3.94271	168.5	"AWI"	168.5	1683	2023	1848.5	0	22	0	0	3	0	8	0	0	1	62	9	54	0	2	4	0	0	7	0	0	0	0	0	0	0	0	20	0	0	0	28	0	0	0	0	1	0	0	0	0	0
23831	41305	"Winneys Down"	50.62278	-3.94271	176.5	"AWI"	176.5	1749.5	2124	1925.5	0	11	0	0	0	0	7	0	0	0	60	11	0	0	0	4	0	0	17	0	0	5	0	0	0	0	1	14	0	0	0	22	0	0	2	0	0	0	0	0	0	0
23831	41305	"Winneys Down"	50.62278	-3.94271	184.5	"AWI"	184.5	1838	2195	2003.5	0	22	2	0	2	0	13	0	0	0	46	23	0	0	3	0	0	0	5	0	0	0	0	0	1	0	2	30	0	0	0	36	0	0	1	0	0	0	0	0	2	0
23831	41305	"Winneys Down"	50.62278	-3.94271	192.5	"AWI"	192.5	1944	2256.5	2082.5	0	6	1	4	0	0	5	0	0	0	49	9	0	0	0	2	0	0	9	0	0	3	0	0	0	0	1	17	0	0	0	29	0	0	0	0	0	0	0	0	0	0
23831	41305	"Winneys Down"	50.62278	-3.94271	200.5	"AWI"	200.5	2027.5	2311.5	2159.5	0	10	2	0	0	0	8	0	0	1	77	10	61	0	1	3	0	0	7	0	0	0	0	0	0	0	5	14	0	0	0	37	1	0	0	0	0	0	0	0	4	0
23831	41305	"Winneys Down"	50.62278	-3.94271	208.5	"AWI"	208.5	2100	2456.5	2285	0	9	0	0	1	0	4	0	0	0	49	7	0	0	0	2	1	0	3	0	0	1	0	0	0	0	0	16	0	0	0	31	0	0	0	0	0	1	0	0	0	0
23831	41305	"Winneys Down"	50.62278	-3.94271	216.5	"AWI"	216.5	2172	2567	2368.5	0	15	2	0	0	0	8	0	0	0	72	14	37	0	1	4	0	0	5	0	0	0	0	0	0	0	6	19	0	0	0	34	0	0	0	0	0	0	0	0	2	0
23831	41305	"Winneys Down"	50.62278	-3.94271	224.5	"AWI"	224.5	2242	2644.5	2458.5	0	16	1	0	0	0	7	0	0	0	91	9	9	0	1	0	0	0	7	0	0	2	0	0	0	0	0	8	0	0	1	27	1	0	0	0	0	0	0	1	2	0
23831	41305	"Winneys Down"	50.62278	-3.94271	232.5	"AWI"	232.5	2349	2695.5	2554.5	0	33	0	1	0	0	5	0	0	0	147	12	0	0	1	3	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	50	0	0	0	0	0	0	0	0	3	0
23831	41305	"Winneys Down"	50.62278	-3.94271	240.5	"AWI"	240.5	2463	2742	2647	0	31	0	0	0	0	9	0	0	0	107	3	29	0	1	7	0	0	11	0	0	0	0	0	0	0	0	8	0	0	0	51	0	0	0	0	0	0	0	0	0	1
23831	41305	"Winneys Down"	50.62278	-3.94271	248.5	"AWI"	248.5	2537.5	2811	2733	0	21	0	0	0	0	9	0	0	0	79	5	139	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	32	0	0	0	0	1	0	0	1	0	0
23831	41305	"Winneys Down"	50.62278	-3.94271	256.5	"AWI"	256.5	2605.5	2909	2794.5	0	22	0	0	0	0	7	0	0	0	47	2	63	0	0	6	0	0	3	0	0	0	0	0	0	0	0	9	0	0	0	36	2	0	0	0	0	0	0	3	0	0
23831	41305	"Winneys Down"	50.62278	-3.94271	264.5	"AWI"	264.5	2664.5	2977.5	2851	0	50	0	0	1	0	3	0	0	0	113	23	0	0	0	4	0	0	7	0	0	0	0	0	0	0	1	4	0	0	0	44	0	0	0	0	0	0	0	0	1	0
23831	41305	"Winneys Down"	50.62278	-3.94271	272.5	"AWI"	272.5	2734.5	3038	2908	0	20	0	1	0	0	4	0	0	0	81	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	32	2	0	0	0	0	0	0	0	1	0
23831	41305	"Winneys Down"	50.62278	-3.94271	280.5	"AWI"	280.5	2799.5	3101	2963	0	51	0	0	2	0	7	0	0	0	89	62	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	53	0	0	0	0	0	0	0	0	2	1
23831	41305	"Winneys Down"	50.62278	-3.94271	288.5	"AWI"	288.5	2875	3144	3021	0	33	0	0	0	0	8	0	0	0	45	12	0	0	1	1	0	0	7	0	0	0	0	0	0	0	4	5	0	0	0	50	5	0	0	0	0	0	0	0	0	0
23831	41305	"Winneys Down"	50.62278	-3.94271	296.5	"AWI"	296.5	2977.5	3192	3086.5	0	40	0	0	0	0	8	0	0	0	92	22	0	0	4	2	0	0	5	0	0	0	0	0	0	0	2	5	0	0	0	72	0	0	0	0	2	0	0	0	0	0
23831	41305	"Winneys Down"	50.62278	-3.94271	304.5	"AWI"	304.5	3048.5	3276	3166	0	22	4	0	0	0	3	0	0	0	42	7	0	0	0	1	0	0	5	0	0	1	0	0	0	0	2	2	0	0	0	30	1	0	0	0	0	0	0	0	0	0
23831	41305	"Winneys Down"	50.62278	-3.94271	312.5	"AWI"	312.5	3091.5	3482	3254.5	0	21	1	2	0	0	2	0	0	0	83	37	100	0	0	0	0	0	3	0	0	0	0	0	0	0	5	5	0	0	0	37	0	0	0	0	0	0	0	0	2	0
23831	41305	"Winneys Down"	50.62278	-3.94271	320.5	"AWI"	320.5	3167.5	3586	3364	0	17	0	0	0	0	2	0	0	0	50	12	0	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	30	0	0	0	0	0	0	0	1	0	0
23831	41305	"Winneys Down"	50.62278	-3.94271	328.5	"AWI"	328.5	3270.5	3687	3476	0	52	0	0	0	0	4	0	1	0	130	11	58	0	0	1	0	0	6	0	0	0	0	0	0	0	1	1	0	0	0	39	0	0	0	0	0	0	0	0	1	0
23831	41305	"Winneys Down"	50.62278	-3.94271	336.5	"AWI"	336.5	3374.5	3786.5	3591	0	22	0	0	1	0	7	0	0	0	125	4	36	0	0	2	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	26	0	0	0	0	1	0	0	1	2	0
23831	41305	"Winneys Down"	50.62278	-3.94271	344.5	"AWI"	344.5	3528.5	3842	3695	0	25	0	1	0	0	6	0	0	0	118	7	56	0	0	2	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	77	0	0	0	0	0	0	0	0	2	0
23831	41305	"Winneys Down"	50.62278	-3.94271	352.5	"AWI"	352.5	3700.5	3964.5	3816.5	0	26	2	0	1	0	4	1	0	0	71	5	17	0	0	10	0	0	0	0	0	2	0	0	0	0	2	3	0	0	0	54	1	0	0	0	0	0	0	1	0	0
23831	41305	"Winneys Down"	50.62278	-3.94271	360.5	"AWI"	360.5	3772	4199.5	3936	0	53	0	0	0	0	14	0	0	0	131	15	0	0	0	3	0	0	10	0	0	0	0	0	0	1	1	2	0	0	0	50	0	0	0	0	0	0	0	1	1	0
23831	41305	"Winneys Down"	50.62278	-3.94271	368.5	"AWI"	368.5	3829.5	4414.5	4051	0	24	0	1	0	0	4	0	0	0	98	6	0	0	1	4	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	49	4	0	0	0	0	0	0	1	2	0
23831	41305	"Winneys Down"	50.62278	-3.94271	376.5	"AWI"	376.5	3906.5	4627	4183	0	45	0	0	0	0	5	0	0	0	143	14	22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	63	0	0	0	0	0	0	0	0	2	0
23831	41305	"Winneys Down"	50.62278	-3.94271	384.5	"AWI"	384.5	4000	4789.5	4297.5	0	26	0	1	0	0	22	0	0	0	142	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	35	0	0	0	0	0	0	0	0	1	0
23831	41305	"Winneys Down"	50.62278	-3.94271	392.5	"AWI"	392.5	4089.5	4962.5	4412.5	1	38	0	1	0	0	8	0	0	0	184	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	43	0	0	0	0	0	0	0	2	3	0
23831	41305	"Winneys Down"	50.62278	-3.94271	400.5	"AWI"	400.5	4178	5051	4514.5	0	17	0	0	0	0	15	0	0	0	111	4	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	1	0	0	1	5	0
23831	41305	"Winneys Down"	50.62278	-3.94271	408.5	"AWI"	408.5	4255.5	5112.5	4561	0	39	0	0	0	0	3	0	0	0	140	30	10	0	0	2	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	57	2	0	0	0	0	0	0	5	5	0
23831	41305	"Winneys Down"	50.62278	-3.94271	416.5	"AWI"	416.5	4313.5	5158	4602	0	25	0	1	0	0	10	0	0	0	111	30	0	0	0	5	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	1	3	0
23831	41305	"Winneys Down"	50.62278	-3.94271	424.5	"AWI"	424.5	4370	5205	4648.5	0	51	0	0	0	0	4	0	0	0	124	38	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	70	0	0	0	0	0	0	0	0	5	0
23831	41305	"Winneys Down"	50.62278	-3.94271	432.5	"AWI"	432.5	4443.5	5241	4692.5	0	28	1	0	0	0	17	0	0	0	120	28	0	0	0	1	0	0	13	1	0	0	0	0	0	0	3	1	0	0	0	42	1	0	0	0	0	0	0	1	4	0
23831	41305	"Winneys Down"	50.62278	-3.94271	440.5	"AWI"	440.5	4528	5277	4738	0	36	0	0	0	0	7	0	0	0	128	16	0	0	0	1	0	0	7	0	0	0	0	0	0	0	5	2	0	0	0	67	0	0	0	0	0	0	0	0	4	0
23831	41305	"Winneys Down"	50.62278	-3.94271	448.5	"AWI"	448.5	4632.5	5305	4797	0	46	0	3	0	0	15	0	0	0	109	30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	51	0	0	0	0	0	0	0	0	1	0
23831	41305	"Winneys Down"	50.62278	-3.94271	456.5	"AWI"	456.5	4713.5	5409	4883.5	0	47	0	0	0	0	4	0	0	0	151	8	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	49	0	0	0	0	1	0	0	1	0	0
23831	41305	"Winneys Down"	50.62278	-3.94271	464.5	"AWI"	464.5	4812.5	5481.5	5039.5	0	38	0	0	0	0	5	0	0	0	109	16	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	60	3	0	0	0	0	0	0	0	1	0
23831	41305	"Winneys Down"	50.62278	-3.94271	472.5	"AWI"	472.5	4909.5	5566.5	5206.5	0	39	0	0	0	0	4	0	0	0	156	10	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	61	0	0	0	0	1	0	0	1	1	0
23831	41305	"Winneys Down"	50.62278	-3.94271	480.5	"AWI"	480.5	5022.5	5670	5380	0	26	0	0	0	0	9	0	0	0	79	18	17	0	0	5	0	0	4	0	0	0	0	0	0	0	4	2	0	0	0	42	3	0	0	0	1	0	0	1	6	1
23831	41305	"Winneys Down"	50.62278	-3.94271	488.5	"AWI"	488.5	5213	5723	5519	0	27	0	0	0	0	5	0	0	0	91	25	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	52	0	0	0	0	1	0	0	2	14	0
23831	41305	"Winneys Down"	50.62278	-3.94271	496.5	"AWI"	496.5	5489	5817.5	5635	0	38	0	1	0	0	9	0	0	0	87	21	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	35	6	0	0	0	0	0	0	0	10	0
23831	41305	"Winneys Down"	50.62278	-3.94271	504.5	"AWI"	504.5	5655	5929.5	5755	0	45	0	1	0	0	7	0	0	1	108	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	17	0
23831	41305	"Winneys Down"	50.62278	-3.94271	512.5	"AWI"	512.5	5696	6119.5	5863.5	0	27	0	1	0	0	12	0	0	0	88	7	0	0	0	1	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	34	4	0	0	0	0	0	0	0	6	0
23831	41305	"Winneys Down"	50.62278	-3.94271	520.5	"AWI"	520.5	5790	6226.5	5981.5	0	50	0	1	0	0	8	0	0	0	111	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	54	0	0	0	0	0	0	0	0	11	0
23831	41305	"Winneys Down"	50.62278	-3.94271	528.5	"AWI"	528.5	5900.5	6336.5	6111.5	0	36	0	0	0	0	9	0	0	0	76	12	0	0	0	2	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	55	0	0	0	0	0	0	0	0	6	0
23831	41305	"Winneys Down"	50.62278	-3.94271	536.5	"AWI"	536.5	6000.5	6432.5	6259	0	33	0	1	0	0	13	0	0	0	91	62	14	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	60	1	0	0	0	2	0	0	1	13	0
23831	41305	"Winneys Down"	50.62278	-3.94271	544.5	"AWI"	544.5	6239	6491	6377.5	0	28	0	0	0	0	13	0	0	0	120	14	17	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	1	6	0
23831	41305	"Winneys Down"	50.62278	-3.94271	552.5	"AWI"	552.5	6365	6591	6475.5	0	28	0	0	0	0	10	0	0	0	110	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	49	2	0	0	0	0	0	0	1	8	0
23831	41305	"Winneys Down"	50.62278	-3.94271	560.5	"AWI"	560.5	6434	6751.5	6558	0	26	0	0	0	0	29	0	0	0	74	18	0	0	0	4	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	41	0	0	0	0	0	0	0	0	8	0
23831	41305	"Winneys Down"	50.62278	-3.94271	568.5	"AWI"	568.5	6469.5	6865.5	6639.5	0	29	0	0	0	0	8	0	0	0	147	39	0	0	0	4	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	32	1	0	0	0	0	0	0	3	8	0
23831	41305	"Winneys Down"	50.62278	-3.94271	576.5	"AWI"	576.5	6538.5	6950	6718	0	21	1	1	0	0	15	0	0	0	110	38	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	48	1	0	0	0	2	0	0	2	9	0
23831	41305	"Winneys Down"	50.62278	-3.94271	584.5	"AWI"	584.5	6616	7024	6794	0	27	0	0	0	0	5	0	0	0	136	12	0	0	0	1	0	0	2	0	0	0	0	0	0	0	4	1	0	0	0	54	0	0	0	0	0	0	0	0	19	0
23831	41305	"Winneys Down"	50.62278	-3.94271	592.5	"AWI"	592.5	6692.5	7110	6872.5	0	19	0	0	0	0	13	0	0	0	116	38	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	54	1	0	0	0	0	0	0	0	10	0
23831	41305	"Winneys Down"	50.62278	-3.94271	600.5	"AWI"	600.5	6799	7164	6948.5	0	8	0	0	0	0	6	0	0	0	105	13	57	0	0	1	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	29	0	0	0	0	0	0	0	1	6	0
23831	41305	"Winneys Down"	50.62278	-3.94271	608.5	"AWI"	608.5	6896.5	7401.5	7103	0	6	0	0	0	0	24	0	0	0	116	20	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	29	0	0	0	0	1	0	0	1	8	0
23831	41305	"Winneys Down"	50.62278	-3.94271	616.5	"AWI"	616.5	6984	7671.5	7258	0	14	0	0	0	0	13	0	0	0	178	4	18	0	0	0	0	0	6	1	0	0	0	0	0	0	4	0	0	0	0	38	0	0	0	0	0	0	0	0	11	0
23831	41305	"Winneys Down"	50.62278	-3.94271	624.5	"AWI"	624.5	7063	7836	7410	0	10	0	1	0	0	16	0	0	0	130	14	0	0	0	2	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	20	2	0	0	0	3	0	0	2	3	0
23831	41305	"Winneys Down"	50.62278	-3.94271	632.5	"AWI"	632.5	7183.5	7967.5	7586.5	0	10	0	0	0	0	18	0	0	0	115	6	0	0	0	2	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	23	0	0	0	0	0	0	0	0	11	0
23831	41305	"Winneys Down"	50.62278	-3.94271	640.5	"AWI"	640.5	7330	8091.5	7753	0	0	0	0	0	0	6	0	0	0	175	16	77	0	0	0	0	0	2	0	0	1	1	0	0	0	3	0	0	0	0	11	1	0	0	0	0	0	0	0	4	0
23831	41305	"Winneys Down"	50.62278	-3.94271	649.5	"AWI"	649.5	7514.5	8209	7927	0	1	1	0	0	0	19	0	0	0	99	29	0	0	0	1	0	0	5	0	0	0	0	0	0	0	12	0	0	0	0	31	0	0	0	0	0	0	0	2	17	0
23831	41305	"Winneys Down"	50.62278	-3.94271	656.5	"AWI"	656.5	7664	8274.5	8062.5	0	1	0	2	0	0	25	0	0	0	91	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	1	8	0	0	0	0	0	0	0	0	6	0
