"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Cedrus"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Pterocarya"	"Quercus"	"Quercus.evg.type"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Taxodium"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
15862	24412	"La Chaumette"	44.74722	3.085	400	"AWI"	400	12753	14351	13387	0	0	0	0	0	1	0	18	0	11	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	1	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	405	"AWI"	405	12833	14480	13465	0	0	0	0	0	4	0	13	0	5	0	0	0	0	1	0	0	0	0	7	1	1	0	0	0	0	0	0	0	22	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	410	"AWI"	410	13023	14575	13548	0	0	0	0	1	1	0	32	0	6	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0	1	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	415	"AWI"	415	13165	14684	13637	0	0	0	1	0	4	0	12	0	3	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	420	"AWI"	420	13255	14791	13728	0	0	0	0	5	2	0	28	0	2	2	0	0	0	1	0	2	0	0	10	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	3	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	425	"AWI"	425	13378	14898	13875	0	0	0	0	2	1	0	23	0	1	0	0	0	0	3	0	2	0	0	3	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	430	"AWI"	430	13449	15020	14033	0	0	0	1	1	2	0	36	0	2	0	0	0	0	3	1	2	0	0	2	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	435	"AWI"	435	13503	15200	14169	1	0	0	1	4	1	0	24	0	2	2	0	0	0	9	1	1	0	0	5	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	440	"AWI"	440	13583	15292	14265	0	0	0	0	4	1	0	23	0	0	1	0	0	0	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	445	"AWI"	445	13643	15417	14355	1	0	0	0	9	1	0	22	0	0	2	0	0	0	1	1	2	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	450	"AWI"	450	13688	15575	14449	0	0	0	0	1	0	0	10	0	0	0	0	0	0	1	6	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	455	"AWI"	455	13771	15666	14538	1	0	0	0	12	0	0	28	8	1	0	0	0	2	2	3	6	0	0	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	460	"AWI"	460	13834	15769	14635	2	0	0	0	11	0	0	32	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	465	"AWI"	465	13884	15887	14725	1	0	0	0	8	0	0	24	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	470	"AWI"	470	13978	15975	14817	0	0	0	1	7	0	0	40	0	0	0	0	0	0	1	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	475	"AWI"	475	14040	16096	14919	1	0	0	0	7	2	0	31	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	480	"AWI"	480	14096	16241	15010	4	0	0	1	8	1	0	58	0	1	3	0	0	1	5	0	1	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	11	0	0	0	0	0	0	0	1	0	0	0	6	0	1	0	0	0	2	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	485	"AWI"	485	14191	16342	15103	1	0	0	0	10	1	0	42	0	0	1	0	0	1	2	1	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	490	"AWI"	490	14270	16454	15197	0	0	0	0	11	4	0	85	0	4	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	495	"AWI"	495	14323	16606	15289	1	0	0	0	7	0	0	20	0	0	2	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	505	"AWI"	505	14473	16814	15482	3	0	0	1	11	1	0	55	0	1	1	0	0	0	5	3	5	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	44	0	0	1	0	1	0	0	0	0	0	0	3	0	3	0	0	0	8	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	510	"AWI"	510	14536	16940	15577	4	0	0	0	13	3	0	49	0	2	1	0	0	1	1	3	7	1	0	8	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	87	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	515	"AWI"	515	14623	17050	15684	0	0	0	0	6	1	0	40	0	2	1	0	0	0	5	2	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	62	0	0	2	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
15862	24412	"La Chaumette"	44.74722	3.085	520	"AWI"	520	14687	17208	15787	1	0	0	1	1	0	0	8	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	38	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	525	"AWI"	525	14758	17399	15892	4	0	0	0	6	0	0	52	0	1	1	0	0	0	3	5	9	0	0	5	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	81	0	0	1	0	0	0	0	2	0	0	0	5	0	2	0	0	0	1	1	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	545	"AWI"	545	15078	17947	16303	1	0	0	2	4	0	0	21	0	0	0	0	0	1	1	5	4	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	100	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	550	"AWI"	550	15151	18086	16411	15	0	0	16	0	1	1	11	0	0	0	0	0	6	0	26	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	16	61	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	1	1	1	0	0
15862	24412	"La Chaumette"	44.74722	3.085	555	"AWI"	555	15214	18261	16516	9	0	0	5	1	0	0	12	0	0	2	0	0	0	0	20	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	118	0	0	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	3	0	0	1	0	0
15862	24412	"La Chaumette"	44.74722	3.085	565	"AWI"	565	15391	18515	16726	6	0	0	3	6	0	0	48	0	6	1	0	0	1	1	8	8	0	0	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	6	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	575	"AWI"	575	15563	18771	16935	6	0	1	7	5	0	0	28	0	0	0	0	0	1	1	9	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	49	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	585	"AWI"	585	15701	19070	17143	10	0	0	5	6	1	0	15	0	2	0	0	0	2	2	18	2	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	2	97	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0
