"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Indeterminable"	"Lamiaceae"	"Liliaceae"	"Nartheciaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"
26067	45221	"Glen West"	54.41667	-8.03333	105	"AWI"	105	2610	2723	2677	15.4285714285714	0	0	0.380952380952381	0	2.47619047619048	0	0	0	69.5238095238095	0.952380952380952	0	0	0	1.9047619047619	0	0	1.9047619047619	0	0.19047619047619	0	0	0	0.571428571428571	0.952380952380952	0	0	5.14285714285714	0	0	0	0	0	0.19047619047619	0.19047619047619	0	0.19047619047619
26067	45221	"Glen West"	54.41667	-8.03333	106	"AWI"	106	2633	2726	2687	17.5090252707581	0	0	0	0	5.41516245487365	0	0	0	64.0794223826715	6.49819494584837	0	0	0	0.902527075812274	0	0	0.541516245487365	0	0	0	0	0	0.180505415162455	0.180505415162455	0	0	3.24909747292419	0	0	0	0	0	0	0	1.44404332129964	0
26067	45221	"Glen West"	54.41667	-8.03333	107	"AWI"	107	2656	2729	2697	13.2947976878613	0	0	0	0	2.69749518304432	0	0	0	73.7957610789981	1.54142581888247	0	0	0	0.770712909441233	0	0.192678227360308	1.92678227360308	0.192678227360308	0	0	0	0	0	1.73410404624277	0	0	1.54142581888247	0	0	0	0	0	0.192678227360308	0	1.92678227360308	0.192678227360308
26067	45221	"Glen West"	54.41667	-8.03333	109	"AWI"	109	2693	2740	2718	10.4240282685512	0	0	0.353356890459364	0	0.530035335689046	0	0	0	72.6148409893993	6.71378091872792	0	0	0	0	0	0	1.9434628975265	0	0	0.176678445229682	0	0	0	3.53356890459364	0	0	2.65017667844523	0	0	0	0	0	0	0	0.88339222614841	0.176678445229682
26067	45221	"Glen West"	54.41667	-8.03333	111	"AWI"	111	2715	2760	2739	12.2377622377622	0	0	0.174825174825175	0	3.32167832167832	0	0	0	66.2587412587413	5.59440559440559	0	0	0	0.524475524475524	0	0	4.54545454545455	0	0	0	0	0	0.34965034965035	2.44755244755245	0	0	2.7972027972028	0	0	0	0	0.174825174825175	0	0	0.874125874125874	0.699300699300699
26067	45221	"Glen West"	54.41667	-8.03333	113	"AWI"	113	2728	2795	2758	9.77312390924956	0	0	0	0	0.87260034904014	0	0	0	79.7556719022688	2.61780104712042	0	0	0	0.349040139616056	0	0	1.2216404886562	0	0.174520069808028	0	0	0	0	3.83944153577661	0	0	1.2216404886562	0	0	0	0	0	0	0	0.174520069808028	0
26067	45221	"Glen West"	54.41667	-8.03333	115	"AWI"	115	2735	2838	2777	8.68794326241135	0.177304964539007	0	0	0	1.24113475177305	0	0	0	66.3120567375886	9.39716312056738	0	0	0	1.24113475177305	0	0	1.59574468085106	0	0	0	0.177304964539007	0	0.709219858156028	3.72340425531915	0	0	6.38297872340426	0	0	0	0	0	0	0	0.354609929078014	0
26067	45221	"Glen West"	54.41667	-8.03333	117	"AWI"	117	2764	2861	2809	6.42722117202268	0	0	0.189035916824197	0	0.756143667296786	0	0	0	86.3894139886579	0.756143667296786	0	0	0	0.189035916824197	0	0	0	0	0	0	0	0	0.189035916824197	2.83553875236295	0	0	0.945179584120983	0	0	0	0	0	0.378071833648393	0	0.756143667296786	0.189035916824197
26067	45221	"Glen West"	54.41667	-8.03333	118	"AWI"	118	2772	2882	2824	8.47176079734219	0	0	0.0830564784053156	0	1.66112956810631	0	0	0	63.2890365448505	5.23255813953488	14.1196013289037	0	0	0.415282392026578	0	0	2.57475083056478	0	0.0830564784053156	0	0	0	0.249169435215947	0.830564784053156	0	0	2.32558139534884	0	0	0	0	0.0830564784053156	0	0	0.581395348837209	0
26067	45221	"Glen West"	54.41667	-8.03333	119	"AWI"	119	2777	2906	2838	9.9236641221374	0	0	0	0	0.763358778625954	0	0	0	82.2900763358779	0.610687022900763	0	0	0	0.458015267175573	0	0	1.6793893129771	0	0	0	0	0	0	1.6793893129771	0	0	2.13740458015267	0	0	0	0	0	0	0	0.458015267175573	0
26067	45221	"Glen West"	54.41667	-8.03333	120	"AWI"	120	2782	2933	2850	8.84353741496599	0.170068027210884	0	0	0	1.53061224489796	0	0	0	77.2108843537415	4.76190476190476	0	0	0	1.02040816326531	0	0	0.850340136054422	0	0	0.680272108843537	0	0	0.680272108843537	0.340136054421769	0	0	3.06122448979592	0	0	0	0	0	0	0	0.680272108843537	0.170068027210884
26067	45221	"Glen West"	54.41667	-8.03333	121	"AWI"	121	2803	2950	2871	10.7547169811321	0	0	0	0	0.754716981132076	0	0	0	79.622641509434	2.83018867924528	0	0	0	0.943396226415094	0	0	1.13207547169811	0	0	0	0	0	0	0.943396226415094	0	0	1.32075471698113	0	0	0	0	0	0	0	1.69811320754717	0
26067	45221	"Glen West"	54.41667	-8.03333	122	"AWI"	122	2816	2975	2893	15.5405405405405	0	0	0	0	1.35135135135135	0	0	0	63.3445945945946	10.8108108108108	0	0.168918918918919	0	1.52027027027027	0	0	0	0	0	0	0	0	0.337837837837838	0.675675675675676	0	0	5.74324324324324	0	0	0	0	0	0	0	0.506756756756757	0
26067	45221	"Glen West"	54.41667	-8.03333	123	"AWI"	123	2827	3008	2913	17.3674588665448	0	0	0	0	0.914076782449726	0	0	0	68.7385740402194	4.02193784277879	0	0	0	0.182815356489945	0	0	1.64533820840951	0	0	0	0	0	0.182815356489945	1.46252285191956	0	0	2.74223034734918	0	0	0	0	0.36563071297989	0	0	2.19378427787934	0.182815356489945
26067	45221	"Glen West"	54.41667	-8.03333	124	"AWI"	124	2836	3046	2932	18.1818181818182	0.156739811912226	0	0	0	1.09717868338558	0.156739811912226	0	0	52.6645768025078	0.156739811912226	13.7931034482759	0	0	1.09717868338558	0	0.156739811912226	0	0.156739811912226	0	0.626959247648903	0	0	0.470219435736677	0.626959247648903	0	0	6.89655172413793	0	0	0	0	0.313479623824451	0.156739811912226	0	3.13479623824451	0.156739811912226
26067	45221	"Glen West"	54.41667	-8.03333	125	"AWI"	125	2846	3087	2951	17.7443609022556	0	0	0.150375939849624	0	1.35338345864662	0	0	0	53.8345864661654	4.3609022556391	0	0	0	0.451127819548872	0.300751879699248	0.150375939849624	1.05263157894737	0	0	0	0	0	0	2.25563909774436	12.781954887218	0	3.7593984962406	0	0	0	0	0.150375939849624	0	0	1.65413533834586	0
26067	45221	"Glen West"	54.41667	-8.03333	126	"AWI"	126	2871	3120	2978	22.318339100346	0	0	0.173010380622837	0	1.03806228373702	0	0	0	57.439446366782	4.49826989619377	0	0	0	1.21107266435986	0.173010380622837	0	0	0	0	0.173010380622837	0	0	0.865051903114187	1.3840830449827	0	0	6.40138408304498	0	0	0	0	0.346020761245675	0	0.173010380622837	3.63321799307958	0.173010380622837
26067	45221	"Glen West"	54.41667	-8.03333	127	"AWI"	127	2885	3164	3005	14.8342059336824	0.174520069808028	0	0	0	1.74520069808028	0	0	0	72.0767888307155	1.74520069808028	0	0	0	0.698080279232112	0	0	0	0	0.174520069808028	0	0	0	0	1.57068062827225	0	0	5.23560209424084	0	0	0	0	0.174520069808028	0	0	1.57068062827225	0
26067	45221	"Glen West"	54.41667	-8.03333	128	"AWI"	128	2895	3214	3029	19.7044334975369	0	0	0.123152709359606	0	1.84729064039409	0	0	0	42.9802955665025	4.43349753694581	13.7931034482759	0	0	1.35467980295567	0	0.123152709359606	2.95566502463054	0	0	0.123152709359606	0	0	0.123152709359606	0.61576354679803	0	0	8.2512315270936	0	0	0	0	0.246305418719212	0	0	3.20197044334975	0.123152709359606
26067	45221	"Glen West"	54.41667	-8.03333	130	"AWI"	130	2913	3341	3075	25.1273344651952	0	0	0	0	1.18845500848896	0.169779286926995	0	0	51.1035653650255	4.58404074702886	0	0	0	1.18845500848896	0	0	0.848896434634975	0	0	0	0	0	0.169779286926995	0.67911714770798	0	0	9.67741935483871	0	0	0	0	0.169779286926995	0	0	5.09337860780985	0
26067	45221	"Glen West"	54.41667	-8.03333	132	"AWI"	132	2953	3390	3130	27.8810408921933	0	0	0	0	1.48698884758364	0	0	0	54.4609665427509	3.53159851301115	0	0	0	0.557620817843866	0	0.185873605947955	0.743494423791822	0	0	3.53159851301115	0	0	0.185873605947955	1.48698884758364	0	0	3.90334572490706	0	0	0	0	0.185873605947955	0.185873605947955	0	1.30111524163569	0.371747211895911
26067	45221	"Glen West"	54.41667	-8.03333	134	"AWI"	134	2978	3481	3184	31.3028764805415	0	0	0	0	1.01522842639594	0	0	0	41.7935702199662	9.81387478849408	0	0	0	1.1844331641286	0	0.169204737732657	1.1844331641286	0	0.169204737732657	0.169204737732657	0	0	0.338409475465313	1.01522842639594	0	0.169204737732657	9.30626057529611	0	0	0	0	0.169204737732657	0	0	2.19966159052453	0
26067	45221	"Glen West"	54.41667	-8.03333	136	"AWI"	136	3019	3560	3234	26.8006700167504	0	0	0	0	2.51256281407035	0	0	0	40.2010050251256	11.3902847571189	0	0	0	1.84254606365159	0	0	1.50753768844221	0	0.16750418760469	0.50251256281407	0	0	0.16750418760469	1.84254606365159	0	0	9.54773869346734	0	0	0	0	0.50251256281407	0	0.33500837520938	2.68006700167504	0
26067	45221	"Glen West"	54.41667	-8.03333	138	"AWI"	138	3053	3609	3293	16.1896974652494	0	0.0817661488143908	0.0817661488143908	0	2.86181520850368	0.163532297628782	0	0	38.8389206868356	13.6549468520033	12.0196238757155	0	0	0.735895339329518	0	0.0817661488143908	2.61651676206051	0	0.490596892886345	0	0	0.0817661488143908	0.327064595257563	2.53475061324612	0	0	6.95012264922322	0	0	0	0	0.245298446443173	0	0	1.88062142273099	0.163532297628782
