"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Larix"	"Lentibulariaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	352	"AWI"	352	8806	9147	9000	10	0	0	1	0	334	0	0	0	1	3	0	0	0	45	0	0	0	0	0	1	0	0	0	0	1	0	0	101	0	26	0	0	1	0	0	4	0	0	0	0	3	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	364	"AWI"	364	9058	9447	9267	5	1	2	1	0	383	1	0	0	0	2	0	19	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	83	0	30	2	1	1	0	0	4	0	0	0	0	0	1
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	372	"AWI"	372	9310	9590	9448	2	0	1	1	0	247	0	0	1	0	2	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	54	0	15	0	0	0	0	2	5	0	0	0	0	1	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	380	"AWI"	380	9527	10009	9714	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	21	0	2	0	0	0	0	0	2	0	0	0	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	388	"AWI"	388	9732	10296	9998	2	0	1	4	0	225	0	0	2	0	2	1	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	1	20	0	6	0	0	0	0	4	8	0	0	0	0	1	1
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	396	"AWI"	396	9896	10559	10215	1	2	0	5	0	220	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	21	0	11	0	0	0	0	0	7	0	0	0	0	0	3
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	404	"AWI"	404	10091	10747	10430	2	3	0	9	0	89	0	0	4	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	17	0	8	0	0	0	0	0	8	0	0	1	0	2	2
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	412	"AWI"	412	10344	10915	10666	1	1	0	2	0	38	0	0	3	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	9	0	9	0	0	1	0	0	2	0	0	2	0	0	1
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	420	"AWI"	420	10584	11080	10879	2	0	0	17	0	42	0	0	5	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	15	0	10	0	0	2	0	0	25	0	0	0	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	428	"AWI"	428	10856	11378	11147	0	1	0	10	0	48	6	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	11	0	0	0	0	0	23	0	0	0	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	436	"AWI"	436	11116	11718	11432	0	0	0	11	0	39	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	5	0	11	0	0	0	0	27	12	0	0	0	0	0	1
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	444	"AWI"	444	11485	11911	11734	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	448	"AWI"	448	11666	12156	11928	0	7	1	67	0	13	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	1	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	452	"AWI"	452	11920	12417	12142	0	6	0	54	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	460	"AWI"	460	12289	12821	12591	0	1	0	7	0	23	1	0	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	7	0	0	0	0	0	13	0	0	0	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	468	"AWI"	468	12773	13020	12869	1	1	1	29	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	20	2	0	0	0	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	472	"AWI"	472	12812	13123	12938	0	1	0	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	476	"AWI"	476	12862	13224	13007	0	11	0	75	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	484	"AWI"	484	12975	13350	13150	0	0	0	15	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	1	0	15	1	0	0	0	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	488	"AWI"	488	13064	13408	13216	0	1	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	496	"AWI"	496	13213	13628	13385	0	5	0	17	0	8	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	508	"AWI"	508	13391	14151	13694	0	3	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	2	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	516	"AWI"	516	13521	14460	13898	0	3	0	2	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0
