"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Diapensiaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lentibulariaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1334	"AWI"	1334	1583	2497	2011	15	0	0	0	0	0	148	0	0	0	0	0	0	0	58	1	0	0	0	0	0	1	6	0	27	0	1	0	4	145	0	0	31	0	0	1	2	0	0	0	0	0	0	5	0	0	2
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1338	"AWI"	1338	1719	2643	2159	7	0	4	1	0	0	216	0	0	0	0	0	0	0	38	1	0	0	0	0	0	0	4	0	18	0	0	0	2	109	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1342	"AWI"	1342	1851	2797	2309	13	0	0	1	1	0	189	0	0	0	0	0	1	1	17	0	0	0	0	0	0	0	4	0	28	0	0	0	2	92	0	0	25	0	0	0	0	0	0	0	0	0	0	3	0	0	3
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1346	"AWI"	1346	1992	2933	2462	18	0	0	1	1	0	241	0	0	0	0	0	1	0	47	0	0	0	0	0	0	0	4	0	52	0	0	0	2	121	0	0	28	0	1	0	0	0	0	0	0	0	0	1	0	1	2
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1350	"AWI"	1350	2134	3065	2611	12	0	0	2	0	0	204	0	0	0	0	0	3	1	22	0	0	0	0	0	1	0	5	0	31	0	0	0	9	96	0	0	19	0	0	1	0	0	0	0	0	0	0	2	0	0	1
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1354	"AWI"	1354	2297	3198	2761	14	0	0	0	0	0	239	0	0	0	0	0	0	0	32	0	0	0	0	0	0	1	9	0	51	0	1	0	2	96	0	0	23	0	0	0	0	0	0	0	0	0	0	1	0	0	1
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1358	"AWI"	1358	2448	3314	2906	20	0	0	3	0	0	177	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	10	0	33	0	0	0	0	136	0	0	18	1	0	0	0	0	0	0	0	0	0	2	0	0	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1362	"AWI"	1362	2631	3431	3054	21	0	0	1	1	0	199	0	0	0	0	1	0	0	56	1	0	0	0	0	0	0	12	0	26	0	0	0	4	86	0	0	39	0	1	0	0	0	0	0	0	0	0	1	0	0	2
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1366	"AWI"	1366	2795	3541	3204	14	1	0	1	0	0	176	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	6	0	37	0	0	0	5	108	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1370	"AWI"	1370	3008	3645	3351	23	0	0	2	0	0	269	0	0	0	0	0	0	0	28	0	0	0	0	0	0	1	7	0	37	0	1	0	4	189	0	0	18	0	0	0	0	0	0	0	4	0	0	1	0	1	3
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1374	"AWI"	1374	3268	3757	3492	23	0	0	2	1	0	223	0	0	0	0	0	0	1	23	0	0	0	0	0	0	0	12	0	37	0	0	0	1	84	0	0	38	0	0	0	0	0	0	0	0	0	2	3	0	0	2
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1378	"AWI"	1378	3459	3894	3652	23	0	0	1	1	0	241	0	0	0	0	0	0	0	35	0	0	0	0	0	1	1	4	0	31	0	0	0	3	125	0	0	14	0	2	0	0	0	0	0	0	0	0	3	1	1	5
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1382	"AWI"	1382	3572	4147	3813	24	0	0	2	0	0	297	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	5	0	46	0	1	0	1	140	0	0	34	0	0	0	0	0	0	0	0	0	1	0	0	0	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1386	"AWI"	1386	3696	4348	3987	20	0	0	1	1	0	263	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	7	0	26	0	1	0	0	129	0	0	19	0	0	0	0	0	0	0	0	0	0	4	0	0	1
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1390	"AWI"	1390	3835	4500	4153	21	0	0	1	2	0	238	0	0	0	0	0	4	0	14	1	0	0	13	0	0	0	9	0	32	0	1	0	0	105	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	2	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1394	"AWI"	1394	4017	4653	4321	22	0	0	1	1	0	345	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	8	1	46	0	0	0	0	148	0	0	19	0	0	0	0	0	0	0	0	0	0	2	0	2	3
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1398	"AWI"	1398	4215	4780	4484	27	0	0	0	0	0	230	0	0	0	0	0	1	0	27	1	0	0	0	0	0	0	4	1	28	0	1	0	0	162	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1403	"AWI"	1403	4416	5090	4721	14	0	3	1	0	0	235	0	0	0	0	0	2	0	22	0	0	0	0	0	0	0	10	0	27	0	0	0	5	101	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1	3
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1406	"AWI"	1406	4506	5315	4865	16	0	0	0	1	0	231	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	12	0	26	0	0	0	4	70	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1410	"AWI"	1410	4644	5579	5067	22	0	0	2	1	0	249	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	8	0	23	0	1	0	1	81	0	0	17	0	0	0	3	0	0	0	0	0	0	2	0	0	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1414	"AWI"	1414	4800	5828	5276	29	0	0	2	0	0	302	0	1	0	0	0	1	1	34	0	0	0	0	0	0	0	14	0	36	0	0	0	2	150	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	6
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1418	"AWI"	1418	4975	6011	5485	29	0	0	0	0	0	205	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	5	0	26	0	0	0	0	109	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	1
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1422	"AWI"	1422	5167	6192	5699	28	0	0	0	0	0	216	0	0	0	0	1	0	0	34	0	0	0	0	0	0	0	5	0	32	0	0	0	0	106	0	0	16	0	0	1	0	0	0	0	0	0	2	1	0	1	3
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1426	"AWI"	1426	5410	6347	5909	37	0	0	0	0	0	253	0	0	0	0	0	1	0	18	0	0	0	0	0	0	0	3	0	15	0	0	0	0	86	0	0	8	0	1	1	0	0	0	0	0	0	0	1	0	4	2
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1430	"AWI"	1430	5629	6479	6114	44	0	0	0	1	0	0	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	4	0	15	0	0	0	0	125	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	2
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1434	"AWI"	1434	5900	6619	6316	34	0	0	0	1	0	273	0	0	0	0	0	1	0	17	0	0	0	0	0	0	1	9	0	24	0	1	0	0	98	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1438	"AWI"	1438	6263	6737	6494	47	0	0	1	0	0	216	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	6	0	42	0	0	0	0	120	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	1	2
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1442	"AWI"	1442	6467	6992	6705	38	1	0	0	0	0	302	0	0	0	0	0	1	1	20	0	0	0	0	0	0	0	3	0	52	0	0	0	0	100	0	0	14	0	3	0	0	0	0	0	0	0	1	0	0	1	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1446	"AWI"	1446	6635	7273	6938	63	0	0	0	1	0	353	0	0	0	0	1	2	0	29	0	0	0	0	0	2	1	10	0	71	0	0	0	0	182	0	0	18	0	0	1	0	0	0	0	6	0	0	2	0	3	3
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1450	"AWI"	1450	6838	7474	7175	59	0	0	0	0	0	232	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	5	0	51	0	0	0	1	115	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1454	"AWI"	1454	7107	7619	7400	45	0	0	0	0	0	203	0	0	0	0	0	0	0	24	0	0	0	0	1	1	0	5	0	49	0	0	0	0	151	0	0	15	0	1	0	0	0	0	0	0	0	1	0	0	1	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1458	"AWI"	1458	7337	7756	7586	59	0	0	0	0	0	277	0	0	0	0	0	1	2	20	0	0	0	0	1	0	0	3	0	72	0	0	0	0	72	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	1	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1462	"AWI"	1462	7451	7925	7704	43	1	0	0	0	0	224	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	1	0	47	0	0	0	0	100	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1466	"AWI"	1466	7548	8059	7804	59	1	0	0	0	0	243	0	0	0	0	1	1	0	23	0	0	0	0	0	0	0	9	0	107	0	1	0	1	164	0	0	20	0	2	0	0	0	0	0	0	0	0	0	0	3	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1470	"AWI"	1470	7650	8170	7907	29	0	0	0	0	0	290	0	0	0	0	0	0	1	21	0	0	0	0	0	0	0	2	0	82	0	0	0	0	105	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1474	"AWI"	1474	7752	8278	8012	24	0	0	1	0	0	222	0	0	0	0	0	2	0	12	0	0	0	0	0	0	0	3	0	52	0	0	0	0	107	0	0	34	0	0	0	0	0	0	0	0	0	1	0	0	1	1
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1478	"AWI"	1478	7865	8381	8116	18	1	0	0	0	0	203	0	0	0	0	0	2	2	13	0	0	0	0	0	0	0	3	0	84	0	0	0	0	71	0	0	28	1	1	0	0	0	0	0	0	0	0	0	0	1	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1482	"AWI"	1482	7993	8486	8226	14	0	0	0	0	0	221	0	0	0	0	0	0	2	12	0	0	1	0	0	0	0	8	0	64	1	1	0	0	78	0	0	30	0	1	0	0	0	0	0	0	0	0	0	0	2	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1486	"AWI"	1486	8107	8613	8354	7	0	0	0	0	0	458	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	4	0	22	0	1	0	0	51	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	3
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1490	"AWI"	1490	8220	8844	8499	11	1	0	0	0	0	338	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	5	0	66	0	0	0	1	106	0	0	30	1	1	0	0	0	0	0	0	0	0	1	0	1	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1494	"AWI"	1494	8337	9016	8653	5	0	0	0	1	0	256	0	0	0	0	0	1	1	6	0	1	0	0	0	0	0	6	0	15	0	0	0	1	81	0	0	20	0	2	0	0	0	0	0	0	0	1	0	0	1	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1498	"AWI"	1498	8473	9172	8806	2	0	0	0	1	0	291	0	0	0	0	0	2	0	12	0	0	0	0	0	0	0	8	1	20	0	1	0	0	37	0	0	23	2	2	0	0	0	1	0	0	0	0	0	0	0	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1502	"AWI"	1502	8612	9293	8962	2	0	0	0	1	0	257	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	6	0	20	0	0	0	0	48	0	0	32	0	0	1	0	0	0	0	0	0	1	0	0	1	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1506	"AWI"	1506	8786	9408	9121	2	0	0	0	0	0	361	0	0	0	0	0	2	0	10	0	0	0	0	1	0	0	8	0	12	0	1	0	0	65	0	0	30	1	2	0	0	0	0	0	0	0	1	0	0	1	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1510	"AWI"	1510	9003	9525	9282	0	0	0	0	1	0	332	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	6	0	51	0	0	0	0	33	0	0	23	2	2	0	0	0	0	0	0	0	0	0	0	0	1
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1514	"AWI"	1514	9213	9763	9495	0	1	0	1	2	0	221	0	0	0	0	0	0	0	17	0	6	0	0	1	0	0	9	1	64	0	0	0	0	36	0	0	34	4	0	0	0	0	0	0	0	0	0	1	0	0	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1518	"AWI"	1518	9388	10441	9784	1	0	0	0	1	0	225	0	0	0	0	0	1	0	12	0	1	0	0	1	0	0	10	0	63	0	0	0	0	31	0	0	22	7	0	0	0	0	0	0	21	0	0	2	0	3	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1522	"AWI"	1522	9599	10843	10130	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	0	2	0	0	0	0	0	1	0	31	0	0	0	0	39	0	0	14	2	1	0	0	0	0	0	0	0	0	0	0	0	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1526	"AWI"	1526	9819	11184	10472	0	1	0	0	0	0	123	0	0	0	0	0	0	0	12	0	2	0	0	1	0	0	6	0	35	0	0	0	0	27	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1530	"AWI"	1530	10097	11481	10814	0	0	0	0	2	0	106	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	3	0	37	0	0	0	0	21	0	0	16	0	1	0	0	0	0	0	5	0	0	0	0	0	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1534	"AWI"	1534	10453	11763	11148	0	0	0	1	0	0	94	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	39	0	0	0	1	43	0	1	13	3	0	0	0	0	0	0	7	0	0	0	0	0	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1538	"AWI"	1538	10864	12026	11450	1	1	0	0	1	0	117	0	0	0	0	0	0	1	11	1	0	0	0	0	0	0	3	0	19	0	1	0	0	26	0	0	12	1	0	0	0	0	0	0	11	0	0	0	0	0	0
