"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	100	"AWI"	100	3013	3850	3450	36	0	106	1	0	0	3	0	59	0	0	0	2	0	0	10	64	0	0	0	0	0	0	0	0	2	1	7	0	0	81	291	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	110	"AWI"	110	3294	4034	3667	30	1	11	0	0	0	1	0	6	0	0	0	0	0	0	0	81	0	0	0	0	1	0	0	0	1	0	4	0	0	79	79	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	115	"AWI"	115	3489	4109	3784	33	0	27	0	0	0	1	0	19	1	0	0	0	0	0	2	43	0	0	0	0	1	0	0	0	0	0	1	0	0	91	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	2	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	120	"AWI"	120	3584	4260	3901	24	0	35	0	0	0	5	0	11	0	0	0	0	0	0	1	20	0	0	0	0	1	0	0	0	0	0	4	0	0	104	80	0	0	0	0	0	5	0	0	0	0	1	1	0	0	0	0	2	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	130	"AWI"	130	3785	4507	4141	50	1	38	1	0	0	11	0	37	0	0	0	2	0	0	3	117	0	0	0	0	0	0	0	0	1	0	12	0	0	197	236	0	0	0	0	0	21	0	0	0	0	8	0	0	0	0	0	5	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	140	"AWI"	140	4057	4719	4371	72	3	24	1	0	0	5	0	16	0	0	0	0	0	0	2	61	0	0	0	0	1	0	0	0	0	0	6	0	0	93	144	0	0	0	0	0	14	0	0	0	0	2	1	0	0	0	0	3	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	150	"AWI"	150	4191	5015	4571	79	0	26	1	0	0	3	0	23	0	0	0	1	0	0	5	192	0	0	0	0	2	1	0	0	0	0	15	0	0	73	193	0	0	0	0	0	11	0	0	0	1	2	0	0	0	1	0	1	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	160	"AWI"	160	4341	5266	4776	37	0	91	0	0	0	5	0	23	0	0	0	0	0	0	6	40	0	0	0	0	3	1	0	0	1	0	16	0	0	57	106	0	0	0	0	0	14	0	0	0	1	2	2	0	0	0	0	0	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	170	"AWI"	170	4523	5495	4991	100	2	107	2	0	0	19	0	48	0	0	0	0	0	0	10	247	0	0	0	0	6	0	0	0	2	0	8	0	0	62	326	0	0	0	0	0	24	0	0	0	2	10	1	0	0	0	0	6	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	180	"AWI"	180	4725	5677	5214	80	3	25	1	0	0	9	0	10	0	0	0	1	0	0	1	47	0	0	0	0	3	1	0	0	0	0	6	0	0	25	141	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	1	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	190	"AWI"	190	4922	5849	5431	33	0	28	0	0	0	6	0	27	1	0	0	0	0	0	6	220	0	0	0	0	5	0	0	0	1	0	11	0	0	10	222	0	0	0	0	0	10	0	0	0	1	3	0	1	0	0	0	4	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	200	"AWI"	200	5164	5997	5643	48	0	13	1	0	0	5	0	10	0	0	0	1	0	0	1	38	0	0	0	0	1	0	0	0	0	0	8	0	0	8	175	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	1	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	210	"AWI"	210	5489	6121	5854	40	2	24	0	0	0	15	0	45	0	0	0	0	0	0	6	254	0	0	0	0	1	1	0	0	2	1	5	0	0	5	173	0	0	0	0	0	31	0	0	0	1	3	0	0	0	1	0	1	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	220	"AWI"	220	5711	6280	6023	91	1	14	0	0	0	3	0	13	0	0	0	0	0	0	2	285	0	0	0	0	3	0	0	0	0	0	5	0	0	5	142	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	230	"AWI"	230	5822	6480	6147	41	1	21	0	0	0	7	0	41	1	0	0	0	0	0	3	432	0	0	0	0	2	0	0	0	1	0	5	0	0	0	132	0	0	0	0	0	5	0	0	0	0	2	0	1	0	1	0	5	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	240	"AWI"	240	5925	6651	6278	56	0	60	0	0	0	6	0	138	0	0	0	0	0	0	3	200	0	0	0	0	2	0	0	0	0	0	3	0	0	1	135	0	0	0	0	0	8	0	0	0	0	2	1	0	0	0	0	5	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	250	"AWI"	250	6055	6815	6415	57	0	23	1	0	0	5	0	94	0	0	0	0	0	0	9	82	0	0	0	0	0	0	0	0	0	0	8	0	0	2	154	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	260	"AWI"	260	6179	6960	6551	51	0	18	0	0	0	1	0	68	0	0	0	0	0	0	6	17	0	0	0	0	1	0	0	0	0	0	10	0	0	0	101	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	4	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	270	"AWI"	270	6308	7095	6687	35	1	20	2	0	0	9	0	47	0	0	0	1	0	0	1	40	0	0	0	0	0	0	0	0	0	0	6	0	0	4	243	0	0	0	0	1	17	0	0	0	1	1	0	0	0	0	0	7	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	280	"AWI"	280	6442	7237	6819	29	2	12	0	0	0	0	0	56	0	0	0	0	0	0	5	24	0	0	0	0	1	0	0	0	1	0	6	0	0	2	100	0	0	0	0	0	12	0	0	0	0	1	1	0	0	0	0	3	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	290	"AWI"	290	6603	7368	6951	164	0	24	0	0	0	9	0	54	0	0	0	0	0	0	4	118	0	0	0	0	0	5	0	0	1	0	1	0	0	0	265	0	0	0	0	0	33	0	0	0	0	9	1	0	0	1	0	16	0	1
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	300	"AWI"	300	6806	7708	7254	80	0	4	0	0	0	0	0	10	0	0	0	1	0	0	0	117	0	0	0	0	0	0	0	0	0	0	1	0	0	4	112	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	4	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	305	"AWI"	305	6984	7796	7404	115	0	23	0	0	0	1	0	34	0	0	0	0	0	0	1	97	0	0	0	0	0	5	0	0	2	0	3	0	0	1	157	0	0	0	0	0	9	0	0	0	0	3	2	0	0	0	0	12	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	310	"AWI"	310	7079	7944	7558	200	3	9	0	0	0	3	0	21	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	132	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	9	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	315	"AWI"	315	7368	8013	7693	186	0	39	1	0	0	8	0	45	0	0	0	0	0	0	14	20	0	0	0	0	0	3	0	0	0	0	2	1	0	7	433	0	0	0	0	0	16	0	0	0	0	2	2	0	0	0	0	29	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	320	"AWI"	320	7533	8150	7839	54	0	10	0	0	0	4	0	20	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	2	125	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	5	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	325	"AWI"	325	7621	8312	7941	78	0	24	0	0	0	2	0	22	0	0	0	0	0	0	13	5	0	0	0	0	1	0	0	0	0	0	2	0	0	9	484	0	0	0	0	0	8	0	0	0	0	3	0	0	0	1	0	10	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	330	"AWI"	330	7667	8590	8028	5	0	23	0	0	0	5	0	62	1	0	0	1	0	0	32	5	1	0	0	0	0	0	1	0	4	0	4	0	0	1	903	0	0	0	0	0	10	0	0	0	0	8	2	0	0	2	0	12	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	335	"AWI"	335	7741	8717	8136	0	0	21	0	1	0	3	0	68	0	0	0	1	0	0	8	11	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	13	0	0	0	2	0	2	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	340	"AWI"	340	7786	8949	8234	6	0	44	0	0	0	12	0	117	0	0	0	4	0	0	20	12	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	20	0	0	0	6	0	5	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	345	"AWI"	345	7878	9084	8346	1	0	21	1	0	0	4	0	74	1	0	0	4	0	0	5	17	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	26	0	1	0	2	0	4	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	350	"AWI"	350	7932	9251	8452	3	0	25	0	0	0	10	0	88	0	0	0	6	0	0	4	20	2	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	2	36	1	0	0	1	0	1	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	355	"AWI"	355	8009	9387	8561	16	0	33	0	1	0	7	0	94	0	0	0	5	0	0	3	25	1	0	0	0	0	0	0	0	11	0	1	0	0	3	0	0	0	0	0	0	8	0	0	0	1	11	1	0	0	2	0	6	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	360	"AWI"	360	8066	9567	8661	35	0	39	1	0	0	11	0	66	0	0	0	0	0	0	5	30	0	0	0	0	0	0	0	0	6	0	5	0	0	21	525	0	0	0	0	0	13	0	0	0	1	10	2	0	0	0	0	7	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	365	"AWI"	365	8150	9691	8770	1	0	0	1	0	0	26	0	25	0	0	0	1	0	0	0	14	0	0	0	0	0	0	0	0	34	0	0	0	0	0	203	0	0	0	0	0	3	0	0	0	0	20	1	0	0	5	0	0	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	370	"AWI"	370	8212	9864	8876	10	0	13	1	0	0	13	0	63	0	0	0	4	0	0	0	17	2	0	0	0	1	0	0	0	21	0	1	0	0	4	0	0	0	0	0	0	3	3	0	0	1	24	0	0	0	0	0	1	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	375	"AWI"	375	8292	9980	8984	1	0	11	2	0	0	38	0	72	0	0	0	10	0	0	2	27	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	65	6	3	1	1	0	0	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	380	"AWI"	380	8355	10146	9087	14	0	18	0	0	0	16	0	86	0	0	0	10	0	0	3	32	0	0	0	0	0	0	0	0	32	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	45	1	0	0	1	0	0	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	385	"AWI"	385	8453	10277	9200	23	0	87	0	0	0	17	0	119	0	0	0	5	0	0	13	65	0	0	0	0	0	1	0	0	17	1	1	0	0	12	523	0	0	0	2	0	18	0	0	0	2	27	4	0	0	2	0	11	0	0
15807	24312	"Eggen ob Blatten"	46.37194	7.99056	390	"AWI"	390	8523	10434	9306	5	0	10	3	0	0	31	0	44	0	0	0	7	0	0	2	37	2	0	0	0	1	0	0	0	8	1	0	0	0	3	435	0	0	0	0	0	7	0	0	0	0	41	4	0	0	3	0	0	0	0
