"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Larix"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
16617	26321	"Atemlöchermoos"	46.9375	11.01528	660	"AWI"	660	5817	6802	6466	6	0	202	0	0	0	0	0	0	68	0	0	0	0	0	0	0	16	19	0	6	0	29	3	1	0	5	5	0	0	2	334	240	0	52	0	25	0	0	0	0	1	4	0	0	0	1	0	2	9	0
16617	26321	"Atemlöchermoos"	46.9375	11.01528	670	"AWI"	670	6376	6918	6718	4	0	210	0	0	2	0	6	0	87	0	0	0	0	0	0	0	17	9	0	0	0	4	16	0	0	4	4	0	0	0	240	276	0	41	0	22	0	0	0	1	6	3	0	0	0	0	3	4	23	0
16617	26321	"Atemlöchermoos"	46.9375	11.01528	680	"AWI"	680	6754	7245	6944	0	2	202	0	0	2	0	3	0	139	0	0	0	0	0	0	0	28	11	0	0	0	4	13	0	0	6	5	0	0	0	257	296	0	32	0	30	0	0	0	0	1	0	0	0	0	0	1	3	29	0
16617	26321	"Atemlöchermoos"	46.9375	11.01528	690	"AWI"	690	6886	7728	7186	1	1	351	0	0	0	0	4	0	156	0	0	0	0	0	0	0	31	4	0	0	0	4	23	0	0	11	13	0	0	0	294	279	0	36	0	49	0	0	0	0	7	5	1	0	0	0	4	4	30	0
16617	26321	"Atemlöchermoos"	46.9375	11.01528	700	"AWI"	700	7044	8010	7444	1	2	206	0	0	1	0	2	0	135	0	0	0	0	0	0	0	30	16	1	0	0	1	11	0	0	6	9	0	0	3	226	207	0	28	0	0	1	1	0	0	6	1	0	0	0	0	1	0	17	0
16617	26321	"Atemlöchermoos"	46.9375	11.01528	710	"AWI"	710	7235	8264	7719	0	1	228	0	0	2	0	1	0	78	0	0	0	0	0	0	0	25	7	0	0	0	0	12	0	0	7	10	0	0	1	203	322	0	37	0	28	0	0	0	0	5	4	0	0	0	0	0	2	27	0
16617	26321	"Atemlöchermoos"	46.9375	11.01528	720	"AWI"	720	7438	8445	7976	0	0	209	0	1	3	0	3	0	70	0	2	0	0	0	0	0	30	12	0	0	0	0	16	0	0	8	7	0	0	1	224	310	0	33	0	33	0	0	0	0	2	1	0	0	0	1	0	5	36	1
16617	26321	"Atemlöchermoos"	46.9375	11.01528	730	"AWI"	730	7698	8652	8247	0	2	131	0	0	1	0	0	0	39	0	0	0	0	0	0	1	18	6	0	0	0	0	4	0	1	1	4	0	0	1	162	239	0	15	0	19	1	0	0	0	4	1	0	0	0	1	2	7	15	0
16617	26321	"Atemlöchermoos"	46.9375	11.01528	740	"AWI"	740	8005	8787	8503	0	5	121	0	0	1	0	1	0	34	0	0	0	0	0	0	0	11	6	0	0	0	0	3	0	0	2	8	0	0	0	165	239	0	20	0	19	1	0	0	1	2	1	0	0	0	0	1	3	18	0
16617	26321	"Atemlöchermoos"	46.9375	11.01528	750	"AWI"	750	8480	8911	8739	0	3	127	0	0	2	0	5	0	62	0	0	0	0	0	0	1	30	10	1	0	0	0	4	0	0	6	12	0	0	0	191	355	0	24	0	16	0	0	0	1	3	6	1	0	0	2	0	6	20	0
16617	26321	"Atemlöchermoos"	46.9375	11.01528	760	"AWI"	760	8727	9142	8912	0	1	155	0	0	2	0	0	0	63	0	0	0	0	0	0	0	21	7	0	0	0	0	3	0	0	3	6	0	0	3	231	313	1	23	0	27	3	0	0	0	2	3	0	0	0	2	2	3	25	0
16617	26321	"Atemlöchermoos"	46.9375	11.01528	770	"AWI"	770	8817	9383	9047	0	2	231	0	0	0	0	2	0	87	0	0	0	0	0	0	0	38	20	0	5	0	0	12	0	0	6	11	0	0	1	250	411	0	49	1	34	0	0	0	2	1	4	0	0	0	1	5	6	36	1
16617	26321	"Atemlöchermoos"	46.9375	11.01528	780	"AWI"	780	8927	9584	9188	0	4	261	0	0	4	0	5	0	80	1	0	0	0	0	0	0	32	14	0	0	0	0	17	0	0	8	14	0	0	2	324	520	0	50	0	30	0	1	0	0	0	1	0	0	0	0	2	7	56	1
16617	26321	"Atemlöchermoos"	46.9375	11.01528	790	"AWI"	790	9025	9736	9334	0	2	325	0	0	4	0	8	0	110	1	0	0	0	0	0	0	68	15	0	0	0	0	17	0	0	7	19	0	0	0	389	584	0	44	0	37	2	0	0	1	5	8	0	0	0	2	4	15	47	1
16617	26321	"Atemlöchermoos"	46.9375	11.01528	800	"AWI"	800	9124	9875	9482	0	7	299	0	0	2	0	4	0	162	0	0	0	0	0	0	0	70	19	0	0	0	0	14	0	0	3	11	0	0	0	144	290	0	82	1	38	2	0	0	0	5	11	0	0	0	2	2	8	42	1
16617	26321	"Atemlöchermoos"	46.9375	11.01528	805	"AWI"	805	9241	9920	9595	0	6	263	0	0	3	0	4	0	258	0	0	0	0	0	0	0	49	1	0	0	0	0	15	0	0	2	13	0	0	5	55	249	1	24	0	16	0	0	0	0	6	5	0	0	0	1	1	3	32	0
16617	26321	"Atemlöchermoos"	46.9375	11.01528	810	"AWI"	810	9306	10016	9701	0	2	110	0	0	1	0	2	0	62	0	0	0	0	0	0	0	32	17	0	0	0	0	8	0	0	3	24	0	0	2	13	321	0	25	0	10	0	0	0	1	1	2	0	1	0	1	1	3	23	0
16617	26321	"Atemlöchermoos"	46.9375	11.01528	815	"AWI"	815	9815	10122	9966	0	3	118	0	0	0	0	3	0	227	0	0	0	0	0	0	0	48	7	0	0	0	0	9	0	0	5	27	0	0	0	6	740	0	20	0	16	41	0	0	1	1	0	0	0	0	2	2	9	0	0
16617	26321	"Atemlöchermoos"	46.9375	11.01528	820	"AWI"	820	9944	10643	10220	0	1	124	0	0	2	0	0	0	121	0	0	0	0	0	0	0	58	7	1	0	0	0	2	0	0	1	25	0	0	0	3	593	0	36	0	7	1	0	0	0	1	3	0	0	0	1	1	15	28	0
16617	26321	"Atemlöchermoos"	46.9375	11.01528	825	"AWI"	825	10116	10922	10503	0	1	271	0	0	3	0	7	0	311	0	0	0	0	0	0	1	89	5	0	0	0	0	6	0	0	0	14	0	0	1	0	514	0	35	0	34	1	0	0	0	2	1	0	0	0	1	3	10	65	0
16617	26321	"Atemlöchermoos"	46.9375	11.01528	830	"AWI"	830	10198	11401	10755	0	0	104	1	0	2	0	6	0	283	0	0	0	0	0	0	0	47	9	0	0	0	0	3	0	0	2	17	0	0	2	0	736	0	20	0	20	1	0	0	0	4	0	0	0	0	0	1	9	65	2
16617	26321	"Atemlöchermoos"	46.9375	11.01528	835	"AWI"	835	10565	11532	11043	0	1	52	1	0	8	0	5	0	257	1	0	0	0	0	0	0	25	2	0	0	0	0	2	0	0	3	20	0	0	1	0	752	0	66	0	22	1	0	0	0	6	6	1	0	0	0	4	3	15	0
16617	26321	"Atemlöchermoos"	46.9375	11.01528	840	"AWI"	840	10729	11819	11324	0	0	13	0	0	5	0	14	0	404	0	0	0	0	0	0	0	20	11	1	0	0	0	0	0	0	3	8	0	0	0	0	802	0	63	0	13	2	0	0	1	9	6	0	0	0	1	7	0	11	0
16617	26321	"Atemlöchermoos"	46.9375	11.01528	845	"AWI"	845	10922	11975	11501	0	0	1	2	0	1	0	32	0	258	0	0	0	0	0	0	0	1	26	2	0	0	0	0	0	0	29	2	0	0	0	0	458	0	195	0	1	0	0	0	2	17	5	0	0	0	1	2	0	0	0
