"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Linaceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"
15774	24243	"Brve"	50.06635	14.23871	100	"AWI"	100	1221	1873	1577	41	0	33	12	0	1	19	0	50	19	0	0	0	0	0	0	0	28	84	4	0	0	15	7	0	0	0	0	0	0	0	0	0	0	5	31	222	0	107	0	1	6	57	0	0	14	0	25	0	0	0	1	0	0	0	1
15774	24243	"Brve"	50.06635	14.23871	105	"AWI"	105	1326	1912	1650	53	0	31	8	0	1	17	0	44	19	0	3	0	0	0	0	0	21	122	2	0	0	12	5	0	0	0	0	0	0	0	0	0	0	4	28	284	12	125	0	0	4	82	0	11	17	0	17	0	0	1	1	0	4	0	0
15774	24243	"Brve"	50.06635	14.23871	110	"AWI"	110	1390	1982	1723	47	0	11	2	0	0	9	0	21	13	0	0	0	0	0	0	0	6	118	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	4	15	247	0	100	0	1	0	79	0	11	14	0	2	0	0	1	0	0	5	0	0
15774	24243	"Brve"	50.06635	14.23871	115	"AWI"	115	1500	2011	1792	21	0	7	2	0	0	8	0	27	8	0	0	0	0	0	0	0	8	83	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	2	20	415	0	79	0	0	0	53	0	12	12	0	5	0	0	1	0	0	4	0	0
15774	24243	"Brve"	50.06635	14.23871	120	"AWI"	120	1570	2063	1867	16	0	1	1	0	0	4	0	25	0	0	0	0	0	0	0	0	8	21	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	19	452	0	0	0	0	0	11	0	0	5	0	5	0	0	0	0	0	1	0	0
15774	24243	"Brve"	50.06635	14.23871	125	"AWI"	125	1714	2094	1928	13	0	2	2	0	0	13	0	38	2	2	0	0	0	0	0	1	18	32	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	12	534	0	0	0	0	2	19	0	0	10	0	3	0	0	0	2	0	1	0	0
15774	24243	"Brve"	50.06635	14.23871	130	"AWI"	130	1810	2140	1998	1	0	13	2	0	0	21	0	49	3	4	0	0	0	0	0	0	25	41	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	4	583	0	0	0	0	3	24	0	0	14	0	1	0	0	0	4	0	0	0	0
15774	24243	"Brve"	50.06635	14.23871	135	"AWI"	135	1849	2204	2041	32	0	18	3	0	0	23	0	58	2	2	0	0	0	0	0	0	21	68	0	0	0	6	0	0	0	0	0	0	0	0	1	1	0	1	13	612	0	0	0	0	3	37	0	0	19	0	1	0	0	1	2	0	2	0	0
15774	24243	"Brve"	50.06635	14.23871	140	"AWI"	140	1881	2303	2080	46	0	20	3	0	0	19	0	51	0	0	0	0	0	0	0	2	10	76	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	1	18	473	0	0	0	0	3	39	0	0	17	0	1	0	0	1	0	0	4	0	0
15774	24243	"Brve"	50.06635	14.23871	145	"AWI"	145	1929	2344	2125	33	0	21	6	0	0	23	0	60	4	0	2	0	0	0	0	0	6	213	0	0	0	10	1	0	0	0	0	7	0	0	0	5	0	8	24	341	0	151	0	4	2	40	0	22	16	5	2	0	2	1	1	0	2	0	0
15774	24243	"Brve"	50.06635	14.23871	150	"AWI"	150	1960	2420	2167	23	0	28	9	0	1	29	0	77	8	0	10	0	0	0	0	0	2	373	0	0	0	17	1	0	0	0	0	9	0	0	0	8	0	10	31	248	0	192	0	7	0	44	0	0	16	6	3	0	3	1	1	0	0	0	0
15774	24243	"Brve"	50.06635	14.23871	155	"AWI"	155	2011	2456	2213	27	0	33	11	0	2	24	0	82	3	0	13	0	0	0	0	0	16	502	0	0	0	21	2	0	0	0	0	0	0	0	1	4	3	10	21	166	0	153	0	4	0	61	0	0	11	9	5	2	2	1	2	2	0	0	0
15774	24243	"Brve"	50.06635	14.23871	160	"AWI"	160	2044	2521	2258	42	0	52	17	0	0	29	0	123	0	0	19	0	0	2	0	0	37	850	0	0	0	35	3	0	0	1	0	0	0	0	1	1	0	11	19	158	0	0	0	2	0	104	0	0	11	0	8	3	0	0	4	5	0	2	0
15774	24243	"Brve"	50.06635	14.23871	165	"AWI"	165	2095	2558	2300	32	0	46	9	0	0	22	0	76	0	0	3	2	0	0	0	0	24	313	0	0	0	21	4	0	0	0	0	0	0	0	1	2	0	5	12	117	0	0	0	3	0	66	0	0	9	0	5	2	0	0	3	5	0	3	0
15774	24243	"Brve"	50.06635	14.23871	170	"AWI"	170	2129	2614	2344	27	0	37	2	0	0	19	0	43	0	0	0	3	0	0	0	0	15	76	0	0	0	10	4	0	0	0	0	0	0	0	0	2	0	1	6	99	0	0	0	0	0	42	0	0	8	0	1	0	0	0	1	4	0	0	0
15774	24243	"Brve"	50.06635	14.23871	175	"AWI"	175	2188	2643	2386	17	0	132	10	0	0	20	0	58	1	0	0	1	0	0	0	0	75	63	0	0	0	32	5	0	0	1	0	0	0	0	0	1	0	2	14	130	0	0	0	0	0	55	0	0	7	0	2	0	0	1	10	17	0	0	0
15774	24243	"Brve"	50.06635	14.23871	180	"AWI"	180	2221	2688	2429	11	1	209	13	0	0	12	0	51	2	0	0	0	0	0	0	0	107	26	0	0	0	41	3	0	0	0	0	0	0	0	0	0	0	3	16	113	0	0	0	0	0	48	0	0	4	0	2	0	0	2	14	24	0	0	0
15774	24243	"Brve"	50.06635	14.23871	185	"AWI"	185	2267	2767	2488	12	1	213	7	0	0	13	0	51	1	0	0	1	0	0	0	0	108	21	0	0	0	21	2	0	0	0	0	0	0	0	0	0	0	2	23	113	5	0	0	0	0	48	0	0	4	3	0	0	0	2	16	26	0	0	0
15774	24243	"Brve"	50.06635	14.23871	190	"AWI"	190	2306	2881	2544	28	3	261	0	0	0	14	0	55	0	0	0	0	0	0	0	0	96	18	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	31	120	7	0	0	0	0	50	0	0	3	0	0	0	0	1	17	23	0	0	0
15774	24243	"Brve"	50.06635	14.23871	195	"AWI"	195	2356	2961	2604	14	3	351	0	0	0	8	0	40	1	0	0	0	0	0	0	0	72	72	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	1	60	193	5	0	0	0	0	55	0	0	4	2	0	0	0	3	14	27	0	1	0
15774	24243	"Brve"	50.06635	14.23871	200	"AWI"	200	2390	3076	2661	1	1	519	0	0	0	4	0	32	2	0	0	0	0	0	0	0	43	141	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	102	310	0	0	0	0	0	72	0	0	7	0	0	0	0	4	15	23	0	0	0
