"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3233	4197	"Le Grand Lemps"	45.47333	5.41667	130	"AWI"	130	144	1642	931	3	0	5	0	0	0	4	0	3	8	2	0	19	0	0	4	0	12	81	0	0	0	0	6	1	0	24	0	0	0	5	0	17	5	0	0	50	0	0	3	40	2	0	0	0	0	7	0	0	0	0	0	0	0	0	1	6	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	140	"AWI"	140	163	1761	983	12	0	2	1	0	0	0	0	2	5	2	0	6	0	0	0	0	15	41	0	0	0	0	18	0	0	16	2	0	0	7	0	35	0	0	0	44	0	0	3	64	1	0	0	0	0	6	1	0	0	0	0	0	0	0	0	4	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	150	"AWI"	150	273	1798	1043	0	1	4	3	0	0	0	0	13	1	0	0	2	0	0	7	0	28	17	0	0	0	1	8	1	0	16	19	0	0	18	1	28	5	0	0	26	0	0	0	79	5	0	0	0	0	7	5	0	0	0	0	0	0	0	0	11	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	155	"AWI"	155	316	1820	1071	0	0	7	0	0	0	1	0	9	0	0	0	1	0	0	3	0	29	5	0	0	0	0	7	0	0	14	7	0	0	11	5	27	4	0	0	30	0	0	0	94	3	0	0	0	0	7	3	0	0	0	0	0	0	0	1	1	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	160	"AWI"	160	355	1841	1099	0	0	7	0	0	0	1	0	26	1	3	0	7	0	0	4	1	36	12	0	0	0	3	16	0	0	18	8	0	0	14	1	29	8	0	0	38	0	0	0	106	2	0	0	0	0	18	2	0	0	0	0	0	0	0	0	6	1
3233	4197	"Le Grand Lemps"	45.47333	5.41667	165	"AWI"	165	394	1866	1129	0	0	10	1	0	0	3	0	16	3	0	0	7	0	0	8	0	38	4	0	0	0	0	6	0	0	5	15	0	0	11	1	10	0	0	0	19	0	0	0	72	1	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	170	"AWI"	170	436	1896	1157	1	0	10	0	0	0	4	0	13	2	0	0	3	0	0	4	0	39	9	0	0	0	0	15	0	0	26	7	0	0	9	9	14	3	0	0	22	0	0	0	130	2	0	0	0	0	9	2	0	0	0	0	0	1	0	0	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	175	"AWI"	175	476	1924	1185	0	0	5	2	0	0	1	0	18	1	0	0	10	0	0	12	0	36	3	0	0	3	0	9	1	0	9	8	0	0	11	1	11	5	0	0	31	0	0	0	70	4	0	0	0	0	6	4	0	0	0	0	0	0	0	0	7	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	185	"AWI"	185	523	2003	1243	0	0	5	3	0	0	2	0	14	2	0	0	5	0	0	13	2	25	9	0	0	0	0	8	1	0	11	0	0	0	3	1	6	14	0	0	59	0	0	0	77	1	0	1	0	0	19	3	0	0	0	0	0	0	0	0	7	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	190	"AWI"	190	549	2048	1270	0	0	7	2	0	0	3	0	20	0	1	0	5	0	0	7	0	13	4	0	0	0	1	8	1	0	10	7	0	4	3	1	5	4	0	0	48	0	0	0	83	3	0	1	0	0	15	1	0	0	0	0	0	1	0	1	11	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	195	"AWI"	195	567	2088	1298	0	0	6	0	0	0	2	0	13	0	1	0	12	0	0	8	0	26	2	0	0	0	0	4	0	0	8	1	0	0	8	0	2	11	0	0	27	0	0	0	104	1	0	1	0	0	8	1	0	0	0	0	0	0	0	0	12	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	200	"AWI"	200	583	2121	1328	0	0	9	0	0	0	2	0	37	2	0	0	7	0	0	4	0	34	3	0	0	0	0	7	0	0	11	1	0	0	13	3	2	7	0	0	52	0	0	0	103	3	0	0	0	0	5	5	0	0	0	0	0	0	0	4	12	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	205	"AWI"	205	605	2168	1357	1	0	15	0	0	0	1	0	75	0	1	0	8	0	0	4	0	34	3	0	0	0	0	7	0	0	6	0	0	0	3	2	3	5	0	0	30	0	0	0	84	4	0	1	0	0	13	4	0	0	0	0	0	0	0	0	6	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	210	"AWI"	210	623	2221	1386	2	0	25	2	0	0	2	0	64	0	1	0	8	0	0	8	0	60	3	0	0	0	0	1	0	0	9	0	0	0	18	0	13	7	0	0	19	0	0	0	103	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	215	"AWI"	215	691	2239	1410	2	0	34	1	0	0	1	0	63	1	2	0	0	0	0	3	0	78	5	0	0	0	0	14	0	0	4	3	0	0	16	0	10	14	0	0	32	0	0	0	94	1	0	0	0	0	5	2	0	0	0	0	1	0	0	0	10	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	225	"AWI"	225	826	2286	1459	6	0	21	1	0	0	2	0	30	1	1	0	0	0	1	7	0	58	4	0	0	2	0	5	0	0	9	0	0	0	17	0	6	5	0	0	23	0	0	0	74	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	3	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	230	"AWI"	230	887	2315	1484	3	2	20	0	0	0	5	0	46	2	0	0	10	0	0	3	0	79	1	0	0	0	0	19	3	0	13	3	0	0	7	0	4	13	0	0	56	0	0	0	105	2	0	0	0	0	11	5	0	0	0	0	0	2	0	1	4	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	245	"AWI"	245	1052	2397	1566	4	0	15	0	0	0	1	0	47	0	0	0	2	0	0	2	0	24	1	0	0	0	1	16	1	0	4	0	0	0	8	0	1	0	0	0	34	0	0	0	61	2	0	0	0	0	8	2	0	0	0	0	0	0	1	1	6	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	250	"AWI"	250	1102	2428	1592	6	0	20	0	0	0	4	0	47	0	1	0	12	0	1	1	0	28	1	0	0	0	0	13	0	0	1	0	0	0	10	2	3	8	0	0	37	0	0	0	45	1	0	0	0	0	14	3	0	0	0	0	0	0	0	4	4	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	255	"AWI"	255	1148	2461	1621	1	0	35	0	0	0	3	0	41	1	0	0	8	0	0	0	0	40	4	0	0	0	0	9	0	0	7	1	0	0	3	0	1	2	0	0	32	0	0	0	60	0	0	0	0	0	5	4	0	0	0	0	0	0	0	5	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	260	"AWI"	260	1191	2499	1647	3	1	20	0	0	0	3	0	37	1	1	0	21	0	0	0	0	13	2	0	0	3	0	24	0	0	3	3	0	0	4	0	4	0	0	0	65	1	0	0	60	0	0	0	0	0	8	6	0	0	0	0	0	0	0	1	9	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	265	"AWI"	265	1231	2533	1675	9	0	13	3	0	0	3	0	17	0	2	0	0	0	0	0	0	16	3	0	0	0	0	25	0	0	0	0	0	0	5	0	3	0	0	0	124	1	0	0	47	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	270	"AWI"	270	1263	2578	1703	11	0	44	1	0	0	0	0	28	0	0	0	0	0	0	0	0	24	0	0	0	0	0	22	0	0	2	0	0	0	14	0	2	0	0	0	202	0	0	0	55	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	275	"AWI"	275	1295	2620	1737	2	1	77	0	0	0	1	0	15	0	1	0	0	0	0	1	0	15	0	0	0	0	0	53	0	0	2	0	0	0	9	0	5	0	0	0	203	0	0	0	28	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	280	"AWI"	280	1319	2671	1765	11	0	50	0	0	0	0	0	2	0	0	0	5	0	0	6	0	26	6	0	0	0	0	60	0	0	4	0	0	0	2	0	6	8	0	0	94	0	0	0	77	4	0	0	0	0	1	5	0	0	0	0	0	0	0	3	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	285	"AWI"	285	1560	2788	1982	18	0	80	0	0	0	0	0	18	0	0	0	0	0	0	3	0	44	10	0	0	0	0	51	0	0	1	0	0	0	5	0	36	0	0	0	157	0	0	0	48	3	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	290	"AWI"	290	1784	2902	2199	6	0	23	1	0	0	1	0	3	1	0	0	0	0	0	0	0	36	15	0	0	0	0	53	0	0	1	0	0	0	3	0	11	0	0	0	161	0	0	0	26	0	0	0	0	0	0	40	0	0	0	0	0	0	1	2	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	300	"AWI"	300	2160	3187	2642	7	0	18	1	0	0	4	0	17	0	0	0	10	0	1	0	0	9	0	0	0	0	0	21	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	23	0	0	0	0	0	0	6	0	0	1	0	0	1	0	5	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	310	"AWI"	310	2478	3558	3082	61	0	41	1	0	0	2	0	50	0	0	0	0	0	2	0	0	40	33	0	0	0	0	50	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	81	5	0	0	0	0	1	5	0	0	0	0	0	0	3	6	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	320	"AWI"	320	2756	4030	3520	81	0	20	1	0	0	0	0	6	0	0	0	0	0	0	0	0	16	3	0	0	0	0	65	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0	0	32	2	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	335	"AWI"	335	3114	4841	4167	45	0	27	0	0	2	3	0	11	0	0	0	0	0	0	0	0	35	8	0	0	0	0	107	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	30	0	0	1	0	0	0	3	0	0	0	0	2	0	7	13	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	340	"AWI"	340	3229	5123	4380	100	0	9	0	0	2	1	0	4	1	0	0	0	0	0	0	0	13	7	0	0	0	0	76	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	1	0	5	7	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	345	"AWI"	345	3334	5406	4593	36	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	34	0	0	0	0	31	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	2	0	5	4	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	350	"AWI"	350	3433	5694	4808	86	0	8	0	0	4	0	0	11	0	0	0	0	0	0	0	0	18	14	0	0	0	0	76	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	21	3	0	0	0	0	0	2	0	0	0	0	0	0	10	19	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	355	"AWI"	355	3706	5725	4909	96	1	3	0	0	6	0	0	5	0	0	0	0	0	0	0	0	20	15	0	0	0	0	69	2	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	16	0	0	0	0	0	0	1	0	1	0	0	1	0	3	13	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	360	"AWI"	360	3967	5759	5011	62	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	13	0	0	0	0	51	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	0	1	0	0	0	0	3	8	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	370	"AWI"	370	4450	5843	5213	190	0	8	0	0	1	0	0	5	0	0	0	0	0	0	0	0	16	15	0	0	0	0	41	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	22	1	0	0	0	0	0	2	0	0	0	0	0	0	3	8	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	375	"AWI"	375	4653	5905	5313	122	0	6	0	0	1	1	0	1	2	0	0	0	0	0	0	0	22	12	0	0	0	0	44	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	34	0	0	1	0	0	0	2	0	0	0	0	2	0	5	15	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	380	"AWI"	380	4818	5992	5423	175	1	9	0	0	1	0	0	11	0	0	0	0	0	0	0	0	38	12	0	0	0	0	43	1	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	47	5	0	0	0	0	1	0	0	0	0	0	1	0	4	8	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	385	"AWI"	385	4949	6103	5534	70	2	5	1	0	1	0	0	36	0	0	0	0	0	0	0	0	56	26	0	0	0	0	46	3	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	57	2	0	1	0	0	2	1	0	0	0	0	0	0	2	11	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	390	"AWI"	390	5053	6216	5650	34	0	7	0	0	0	0	0	11	0	0	0	0	0	0	0	0	23	16	0	0	0	0	24	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	23	0	0	0	0	0	0	5	0	0	3	0	0	0	2	2	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	395	"AWI"	395	5144	6374	5763	120	4	15	0	0	1	0	0	10	0	0	0	0	0	0	0	0	47	30	0	0	0	0	24	9	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	34	2	0	0	0	0	0	5	0	0	0	0	2	0	0	9	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	405	"AWI"	405	5277	6789	5975	97	5	5	0	0	2	2	0	12	0	0	0	0	0	0	0	0	45	20	0	0	0	0	27	9	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	46	1	0	1	0	0	0	9	0	0	0	0	8	0	5	16	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	410	"AWI"	410	5323	7020	6082	61	4	9	0	0	0	1	0	16	0	0	0	0	0	0	0	0	80	34	0	0	0	0	36	12	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	51	3	0	1	0	0	0	9	0	0	0	0	10	0	6	20	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	415	"AWI"	415	5371	7264	6184	34	1	8	0	0	1	3	0	21	1	0	0	0	0	1	0	0	58	35	0	0	0	0	61	11	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	72	3	0	0	0	0	1	3	0	0	0	0	14	0	5	34	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	420	"AWI"	420	5398	7518	6287	54	2	9	0	0	2	0	0	11	1	0	0	0	0	0	0	0	64	29	0	0	0	0	34	25	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	40	0	0	0	0	0	0	1	1	0	0	0	18	0	14	24	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	425	"AWI"	425	5593	7556	6410	44	1	6	0	0	0	2	0	5	0	0	0	0	0	0	0	0	46	9	0	0	0	0	31	8	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	45	1	0	0	0	0	0	4	0	0	0	0	18	0	7	26	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	430	"AWI"	430	5781	7595	6536	75	1	6	0	0	1	1	0	2	0	0	0	0	0	0	0	0	52	25	0	0	0	0	42	22	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	40	2	0	1	0	0	0	3	0	0	0	0	15	0	10	30	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	435	"AWI"	435	5971	7630	6664	43	4	8	0	0	3	0	0	2	0	0	0	0	0	0	0	0	52	20	0	0	0	0	35	9	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	37	2	0	0	0	0	0	2	0	0	0	0	17	0	17	37	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	440	"AWI"	440	6152	7673	6792	56	2	6	0	0	0	1	0	6	0	0	0	0	0	0	0	0	53	26	0	0	0	0	28	15	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	36	3	0	0	0	0	0	1	0	0	0	0	20	0	12	30	0	1
3233	4197	"Le Grand Lemps"	45.47333	5.41667	445	"AWI"	445	6334	7715	6920	43	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	38	11	0	0	0	0	18	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	10	0	18	30	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	450	"AWI"	450	6509	7757	7043	40	3	4	1	0	1	0	0	0	1	0	0	0	0	0	0	0	54	24	0	0	0	0	20	18	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	38	2	0	0	0	0	0	0	0	0	0	0	19	0	14	24	1	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	455	"AWI"	455	6680	7800	7169	42	2	8	1	0	1	2	0	4	0	0	0	0	0	1	0	0	64	23	0	0	0	0	23	28	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	30	4	0	0	0	0	1	4	0	0	0	0	20	0	13	28	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	460	"AWI"	460	6851	7848	7299	44	0	5	0	0	1	0	0	5	0	0	0	0	0	0	0	0	55	20	0	0	0	0	16	15	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	31	2	0	0	0	0	0	1	0	0	1	0	23	0	13	35	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	465	"AWI"	465	7023	7905	7429	32	3	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	42	21	0	0	0	0	9	19	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	21	4	0	0	0	0	0	0	0	0	0	0	23	0	13	23	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	475	"AWI"	475	7314	8028	7688	13	1	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	31	14	1	0	0	0	4	20	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	23	2	0	0	0	0	0	1	0	0	0	0	17	0	10	15	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	490	"AWI"	490	7669	8380	8064	38	3	6	0	0	3	0	0	4	0	0	0	0	0	2	0	0	73	23	0	0	0	0	9	25	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	44	2	0	0	0	0	1	0	0	0	0	0	31	0	25	33	0	1
3233	4197	"Le Grand Lemps"	45.47333	5.41667	495	"AWI"	495	7705	8396	8085	18	2	4	0	0	7	2	0	2	0	0	0	0	0	0	0	0	80	24	0	0	0	0	8	23	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	55	3	0	0	0	0	0	2	0	0	0	0	25	0	23	29	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	500	"AWI"	500	7742	8415	8106	55	1	6	0	0	1	2	0	2	2	0	0	0	0	1	0	0	81	29	0	0	0	0	10	26	0	0	1	0	2	0	0	19	0	0	0	0	0	0	0	60	3	0	0	0	0	0	0	0	0	0	0	14	0	18	34	1	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	505	"AWI"	505	7776	8436	8129	14	3	4	0	0	2	1	0	1	0	0	0	0	0	1	0	0	98	20	0	0	0	0	3	22	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	75	4	0	0	0	0	0	0	0	0	0	0	11	0	11	32	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	510	"AWI"	510	7800	8456	8151	24	2	5	0	0	1	0	0	6	1	0	0	0	0	0	0	0	104	16	0	0	0	0	0	40	0	0	1	1	0	0	0	11	0	0	0	0	0	0	0	72	3	0	0	0	0	0	0	0	0	0	0	6	0	24	49	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	515	"AWI"	515	7827	8481	8171	26	3	13	0	0	3	1	0	13	0	0	0	0	0	1	0	0	95	17	0	0	0	0	6	30	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	79	4	0	0	0	0	0	0	0	0	0	0	7	0	23	41	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	520	"AWI"	520	7853	8507	8192	17	2	6	0	0	1	1	0	7	0	0	0	0	0	0	0	0	73	22	0	0	0	0	2	24	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	42	1	0	1	0	0	1	0	0	0	0	0	4	0	14	31	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	525	"AWI"	525	7872	8536	8214	19	1	9	0	0	5	1	0	4	0	0	0	0	0	0	0	0	108	16	0	0	0	0	2	28	2	0	0	0	0	0	0	9	0	0	0	0	0	0	0	72	3	0	0	0	0	0	0	0	0	0	0	4	0	21	41	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	530	"AWI"	530	7889	8571	8233	10	3	11	0	0	2	1	0	7	0	0	0	0	0	0	0	0	123	15	0	0	0	0	1	36	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	59	2	0	1	0	0	0	0	0	0	0	0	3	0	22	28	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	535	"AWI"	535	7903	8615	8255	19	3	4	0	0	5	1	0	3	0	0	0	0	0	0	0	0	121	15	0	0	0	0	1	30	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	78	1	0	0	0	0	0	0	0	0	0	0	5	0	26	57	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	540	"AWI"	540	7918	8653	8276	40	1	7	0	0	3	2	0	3	0	0	0	0	0	0	0	0	102	19	0	0	0	0	1	39	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	78	1	0	0	0	0	1	0	0	0	0	0	1	0	26	37	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	545	"AWI"	545	7934	8698	8298	30	3	14	0	0	5	0	0	2	1	0	0	0	0	0	0	0	85	15	0	0	0	0	1	60	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	79	2	0	1	0	0	0	1	0	0	0	0	1	0	26	59	0	0
