"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	27	"AWI"	27	38	317	173	0	0	24	1	1	0	0	0	1	0	0	0	0	19	0	0	0	0	1	44	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	19	0	0	0	0	16	1	4	0	0	0	5	0	0	0	0	0	2	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	39	"AWI"	39	139	425	281	1	0	23	7	6	1	1	0	2	0	5	0	0	10	0	3	0	0	4	105	0	0	5	0	0	0	0	1	2	0	0	2	0	0	0	7	4	0	0	0	12	0	5	0	0	0	2	0	0	3	0	0	2	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	42	"AWI"	42	167	448	307	2	0	20	5	7	0	1	0	0	0	4	0	0	5	0	1	0	0	2	177	7	0	2	0	0	0	0	0	1	0	0	0	0	0	0	14	11	0	0	0	16	0	2	1	0	0	1	0	0	3	0	0	1	0	2
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	45	"AWI"	45	192	475	333	1	0	10	1	8	0	1	0	1	0	4	0	2	14	0	1	0	0	0	70	0	0	4	0	0	0	0	1	2	0	0	1	0	0	0	5	12	0	0	0	18	0	8	0	0	0	2	0	0	4	0	0	2	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	47.5	"AWI"	47.5	216	492	356.5	1	0	14	1	2	0	0	0	0	0	3	0	0	7	0	1	0	0	2	140	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	5	2	0	0	0	8	0	1	0	0	0	1	0	0	6	0	0	7	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	50	"AWI"	50	235	515	380	2	0	16	6	0	1	0	0	1	0	2	1	0	7	0	2	0	1	2	131	2	0	3	0	2	0	0	3	2	0	0	0	0	0	1	11	7	0	0	0	20	0	4	0	0	0	2	2	0	2	0	0	0	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	52.5	"AWI"	52.5	261.5	530.5	400.5	0	0	25	2	4	0	0	0	1	0	2	1	0	3	0	1	0	0	0	97	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	15	4	0	0	0	18	1	1	0	0	0	7	0	0	5	0	0	0	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	55	"AWI"	55	281	551	423	0	0	16	2	2	0	0	0	0	0	4	0	0	3	0	0	0	0	0	71	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	9	4	0	0	0	4	0	1	1	0	0	1	0	0	2	0	0	1	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	60	"AWI"	60	332	585	468	0	0	18	1	6	0	3	0	0	0	5	0	1	19	0	1	0	0	2	112	2	0	4	0	0	0	0	2	7	0	0	1	0	0	0	3	10	0	0	0	15	0	3	0	0	0	3	0	0	5	0	0	0	0	1
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	62.5	"AWI"	62.5	362.5	598	489.5	0	0	20	1	6	0	1	0	1	0	2	0	1	31	0	1	0	0	0	126	0	0	5	0	0	0	0	2	1	0	0	1	0	0	0	2	3	0	0	0	15	0	3	2	0	0	7	0	0	2	0	0	1	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	65	"AWI"	65	384	617	512	0	0	9	11	3	0	1	12	0	0	6	1	0	41	0	0	0	0	1	108	4	0	2	1	1	0	0	2	0	0	0	0	0	0	0	2	13	0	0	0	14	0	1	0	0	0	3	0	0	7	0	0	0	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	67.5	"AWI"	67.5	420	631.5	533.5	0	0	10	7	7	0	2	0	2	0	2	1	0	70	0	1	0	0	2	93	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	1	12	0	0	0	14	0	1	0	0	0	6	0	0	16	0	0	0	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	70	"AWI"	70	443	653	555	0	0	8	6	5	0	0	0	0	0	5	0	1	64	0	1	0	0	2	108	3	0	5	0	2	0	0	1	0	0	1	0	0	0	1	8	8	0	0	0	15	1	0	1	3	0	18	0	0	14	1	0	2	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	72.5	"AWI"	72.5	482.5	671.5	576.5	0	0	126	2	4	0	2	0	0	0	1	0	0	57	0	0	0	0	2	91	3	0	3	1	0	0	0	2	1	0	0	0	0	0	0	4	6	0	0	0	19	0	0	0	0	0	19	0	0	8	1	0	0	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	75	"AWI"	75	510	692	599	0	0	16	4	5	1	9	0	3	0	3	0	0	50	1	1	0	0	3	59	0	9	0	1	0	0	0	4	1	0	0	4	0	0	0	1	7	0	0	1	22	1	1	2	0	0	45	0	0	9	0	1	2	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	77	"AWI"	77	546	715	625	0	0	19	2	2	0	2	0	7	0	2	0	1	39	0	0	0	0	2	60	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	8	0	0	1	11	0	3	0	0	0	17	0	0	2	1	0	3	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	79	"AWI"	79	564	747	648	0	0	48	10	5	1	1	0	1	0	1	0	1	39	0	0	0	0	1	56	0	0	2	0	1	0	0	2	3	0	0	1	0	0	1	2	8	0	0	0	18	0	2	1	0	3	25	0	0	11	0	0	1	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	81.5	"AWI"	81.5	593.5	804.5	684.5	0	0	41	4	8	0	3	37	2	0	2	0	0	16	0	0	0	0	3	55	11	0	1	0	0	0	0	6	5	0	0	0	0	1	0	1	16	0	0	0	30	0	4	1	0	0	4	0	0	4	0	0	1	0	1
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	84	"AWI"	84	619	879	725	0	0	43	6	3	0	2	0	1	0	7	0	0	11	0	2	0	0	6	122	5	0	1	1	1	0	1	1	1	0	1	0	0	1	1	2	27	0	0	0	21	0	1	0	0	0	3	0	0	7	0	0	4	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	87	"AWI"	87	657	949	779	0	0	74	6	2	1	2	0	1	0	2	0	3	11	1	1	0	0	1	85	0	0	2	1	0	0	0	0	4	0	0	0	0	0	1	1	14	0	0	0	18	0	1	0	0	0	4	0	1	5	0	0	3	0	2
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	90	"AWI"	90	685	1028	832	0	0	49	3	4	0	3	0	2	0	3	0	0	21	0	0	0	0	2	82	2	0	2	0	2	0	0	1	3	0	0	0	0	0	0	1	9	0	0	2	26	0	1	0	3	0	4	0	0	0	0	0	3	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	92.5	"AWI"	92.5	724.5	1061	879.5	0	0	56	8	4	0	2	17	2	0	5	0	4	23	0	1	0	0	6	82	0	0	2	1	0	0	0	0	2	0	0	2	0	0	0	3	3	0	0	0	15	0	0	4	0	0	2	0	0	3	0	1	2	0	3
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	95	"AWI"	95	747	1112	926	0	2	60	2	4	0	1	0	1	0	4	0	0	36	0	1	0	0	3	36	0	0	2	1	0	0	0	0	4	0	0	0	0	0	1	0	9	0	0	0	17	2	1	5	0	0	5	0	0	5	1	0	5	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	97.5	"AWI"	97.5	801	1140	972.5	0	0	57	0	5	0	0	0	4	0	1	0	2	25	0	2	0	0	3	31	0	0	1	1	0	0	1	0	2	0	0	3	0	0	1	0	9	0	0	0	10	4	2	14	0	0	6	0	0	15	0	0	8	0	3
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	100	"AWI"	100	831	1186	1019	0	0	45	3	4	0	4	8	1	0	1	1	2	27	0	1	0	0	0	43	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	7	0	0	0	11	0	2	6	0	0	4	0	0	2	1	0	13	0	1
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	102.5	"AWI"	102.5	896.5	1209	1062	1	0	9	1	6	0	0	0	0	0	0	1	0	29	0	1	0	0	3	36	0	0	1	1	4	0	0	0	1	0	0	1	0	0	1	1	8	0	0	0	17	0	1	2	0	0	6	0	0	2	0	0	7	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	105	"AWI"	105	937	1244	1107	0	0	12	1	16	0	2	0	1	0	1	0	0	28	1	8	0	0	2	26	0	0	2	1	4	0	0	0	1	0	0	1	0	0	1	1	8	0	0	0	6	1	1	2	0	0	3	0	0	0	0	0	4	0	1
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	107.5	"AWI"	107.5	1025.5	1265	1158.5	0	0	26	1	18	0	3	0	2	0	1	0	0	41	0	6	0	0	4	36	0	0	1	1	3	0	0	1	4	0	0	3	1	0	1	0	6	0	0	1	39	3	0	2	0	0	10	0	0	1	1	0	7	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	110	"AWI"	110	1075	1324	1213	0	0	30	2	17	0	7	0	4	0	4	0	1	51	0	2	0	0	4	23	0	0	0	6	8	0	0	1	1	0	0	5	0	0	5	0	3	0	0	0	44	8	2	2	0	0	9	0	0	5	0	1	10	2	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	112.5	"AWI"	112.5	1136.5	1433.5	1288	0	0	26	1	7	0	3	0	7	0	3	0	0	44	0	1	0	0	3	54	0	0	0	8	6	0	0	1	11	0	0	3	0	0	1	1	2	0	0	0	42	2	2	0	0	0	13	0	0	0	2	0	7	1	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	115	"AWI"	115	1176	1596	1355	0	0	32	3	4	0	1	0	2	0	1	0	0	3	0	2	0	0	1	134	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	3	4	0	0	0	17	0	0	0	0	0	3	0	0	0	0	1	3	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	123	"AWI"	123	1395	1988	1635	0	0	28	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	12	17	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	1	3	0	0	0	19	0	7	0	0	0	1	0	0	1	0	7	1	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	132	"AWI"	132	1594	2542	1967	0	0	5	2	2	0	3	0	0	0	0	0	0	1	0	2	0	0	7	16	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	14	0	8	0	0	0	0	0	0	0	0	1	0	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	150	"AWI"	150	2049	3441	2648	0	0	13	2	8	0	0	0	1	0	1	0	0	0	1	5	0	0	1	72	0	0	1	1	0	0	0	0	7	0	0	0	0	0	0	2	17	0	0	0	13	0	15	0	0	0	0	0	0	0	0	1	0	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	155	"AWI"	155	2208	3667	2840	0	0	39	4	2	0	0	0	0	0	1	0	0	0	0	4	0	0	8	48	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	3	0	0	0	27	0	20	1	0	0	1	0	0	0	0	0	1	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	160	"AWI"	160	2356	3862	3033	0	0	12	4	6	0	0	0	2	0	1	0	0	0	0	1	0	0	8	47	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	4	14	0	0	0	25	0	3	0	0	0	0	0	0	0	0	1	0	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	165	"AWI"	165	2517	4071	3225	0	0	15	2	1	0	6	0	0	0	0	0	0	0	0	2	0	0	5	18	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	12	0	13	0	0	0	1	0	0	0	0	1	0	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	185	"AWI"	185	3188	4874	3982	0	0	123	4	1	2	1	0	17	0	0	0	0	1	0	1	0	0	36	19	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	21	0	3	2	0	0	1	0	0	0	0	26	0	0	0
15919	24516	"Saint-Michel-en-Brenne"	46.80944	1.16389	200	"AWI"	200	3742	5481	4571	0	0	163	4	0	0	0	0	7	0	0	0	0	0	1	2	0	0	23	31	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	3	3	0	0	0	31	2	0	4	0	0	1	0	0	0	0	15	0	0	0
