"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	27.5	"AWI"	27.5	411.5	1474	946.5	2	0	92	0	2	6	0	11	0	1	1	0	0	0	0	0	4	649	0	0	0	0	8	0	1	0	0	0	13	0	3	0	0	0	0	88	192	1	0	0	0	2	0	0	0	0	0	1	5	0	0	1	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	30	"AWI"	30	449	1592	1036	9	0	95	0	2	4	0	9	0	1	2	0	0	0	0	0	3	609	0	0	0	0	17	0	2	0	1	0	9	0	3	0	0	0	0	134	150	3	0	0	1	5	0	0	0	0	0	1	4	2	1	1	0	1	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	32.5	"AWI"	32.5	574	1624	1121.5	10	0	100	0	2	4	0	4	0	2	1	0	0	0	0	0	1	729	0	0	0	0	8	5	0	0	0	0	6	0	2	0	0	0	0	131	176	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	35	"AWI"	35	666	1667	1211	9	0	122	0	1	1	0	9	0	0	0	0	0	1	0	0	5	607	0	0	0	0	5	0	1	0	0	0	28	0	1	0	0	0	1	114	161	1	0	0	0	6	0	0	1	0	0	0	1	0	0	3	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	37.5	"AWI"	37.5	739	1733	1299	8	0	78	1	2	3	0	5	0	1	2	0	0	0	1	0	2	902	0	0	0	0	11	2	0	0	0	0	6	0	0	0	0	0	0	67	180	3	0	0	2	1	0	0	0	0	1	0	2	0	0	1	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	40	"AWI"	40	791	1817	1384	4	0	118	0	4	3	0	11	0	1	0	0	0	0	0	0	2	814	0	0	0	0	6	1	0	0	0	0	23	0	0	0	0	0	0	68	118	1	0	0	1	1	0	0	0	0	0	1	3	0	0	1	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	42.5	"AWI"	42.5	988.5	1854.5	1458	8	0	119	0	1	7	0	12	0	5	1	0	0	0	0	0	5	763	0	0	0	0	6	0	0	0	0	0	41	0	0	0	0	0	0	61	100	2	0	0	0	3	0	0	0	0	2	3	1	0	1	0	0	1	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	45	"AWI"	45	1172	1896	1534	7	0	90	0	3	6	0	4	0	1	0	0	0	6	0	0	6	857	0	0	0	0	6	1	0	0	0	0	36	0	0	0	0	0	0	46	105	1	0	0	0	4	0	0	0	0	1	4	1	0	0	2	0	1	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	47.5	"AWI"	47.5	1317	1955	1611.5	2	0	88	0	2	5	0	4	0	0	0	0	0	0	0	0	2	819	0	0	0	1	6	1	0	0	0	0	17	0	1	0	0	0	0	58	100	2	0	0	0	3	0	0	0	0	1	2	3	0	0	2	0	3	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	50	"AWI"	50	1415	2038	1695	6	0	154	0	3	8	0	7	0	0	1	0	0	0	0	0	4	649	0	0	0	0	4	1	0	0	0	0	48	0	1	0	0	0	1	65	160	2	0	0	0	3	0	0	0	0	1	2	0	0	0	4	1	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	52.5	"AWI"	52.5	1611.5	2156	1847.5	3	0	73	0	0	7	0	4	0	0	0	0	0	2	0	0	4	688	0	0	0	0	2	2	1	0	0	0	9	0	0	0	0	0	0	93	142	1	0	0	1	0	0	0	0	0	0	1	2	0	0	2	0	1	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	55	"AWI"	55	1686	2368	2002	4	0	115	0	6	6	0	14	0	0	1	0	0	0	0	0	8	447	0	0	0	3	7	0	1	0	0	0	23	0	0	0	0	0	0	97	181	1	0	0	2	3	0	0	0	0	0	0	1	0	1	2	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	57.5	"AWI"	57.5	1731	2673	2144.5	0	0	91	0	7	4	0	3	0	0	12	0	0	1	0	0	0	497	0	0	0	0	6	0	7	4	0	0	16	0	0	0	1	0	0	46	133	1	0	0	5	5	0	0	0	0	0	2	2	0	2	4	5	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	60	"AWI"	60	1769	3008	2289	9	0	115	0	11	4	0	7	0	0	0	0	0	0	0	0	1	593	1	0	0	0	8	0	0	0	0	0	36	0	0	0	0	0	0	62	163	1	0	0	1	2	0	0	0	0	0	4	10	0	1	1	1	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	62.5	"AWI"	62.5	1993.5	3062	2453.5	1	0	115	0	68	11	0	15	0	1	0	0	0	0	0	0	1	400	0	0	0	0	4	0	0	0	0	0	15	0	1	0	0	0	0	62	174	0	0	0	0	3	0	0	0	0	0	1	6	0	0	1	0	1	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	65	"AWI"	65	2156	3128	2629	6	0	110	3	50	6	0	5	0	2	1	0	0	0	0	0	3	248	0	0	0	0	16	0	1	0	0	0	16	0	1	0	0	0	0	157	209	3	0	0	0	3	0	0	0	0	0	1	11	0	1	3	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	67.5	"AWI"	67.5	2273.5	3215	2813	10	0	127	0	11	10	0	9	0	1	1	0	0	0	0	0	4	577	0	0	0	1	11	0	0	0	0	0	37	0	0	0	0	0	0	100	187	1	0	0	0	2	0	0	0	0	0	1	10	0	1	1	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	70	"AWI"	70	2362	3367	2982	2	0	36	1	3	2	0	3	0	0	0	0	0	0	0	0	3	79	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	13	75	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	72.5	"AWI"	72.5	2612.5	3404	3080.5	1	0	21	0	1	1	0	0	0	0	0	0	0	0	0	0	1	87	0	0	0	1	1	0	0	1	0	0	18	0	0	0	0	0	0	14	34	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	75	"AWI"	75	2797	3450	3187	10	0	113	0	4	5	0	9	0	0	0	0	0	0	0	0	3	417	0	0	0	2	2	0	1	0	0	0	60	0	2	0	0	0	0	79	276	2	0	0	0	2	0	0	0	0	0	1	11	0	0	1	1	0	1
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	77.5	"AWI"	77.5	2914	3554	3293.5	15	1	84	0	42	4	0	5	0	0	0	0	0	0	0	0	2	522	0	0	0	1	12	2	0	0	0	0	44	0	0	0	0	0	0	124	213	0	0	0	0	4	0	0	0	0	0	2	2	0	1	0	0	1	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	80	"AWI"	80	2982	3754	3393	12	0	112	0	13	6	0	12	0	1	0	0	0	0	0	0	3	449	0	0	4	0	0	1	1	0	0	0	21	0	0	0	0	0	0	183	249	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	3	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	82.5	"AWI"	82.5	3068.5	3793.5	3452.5	12	0	101	0	6	5	0	6	0	0	0	0	0	0	0	0	2	485	0	0	0	1	12	0	1	0	0	0	25	0	2	0	0	0	0	126	191	1	0	0	0	4	0	0	0	0	0	2	3	0	0	1	0	3	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	85	"AWI"	85	3126	3846	3514	0	0	117	0	33	1	0	8	0	1	0	0	0	0	0	0	5	300	0	0	0	6	6	0	0	0	0	0	13	0	0	0	0	0	0	189	287	1	0	0	3	10	0	0	0	0	0	0	5	0	4	0	2	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	87.5	"AWI"	87.5	3163	3925	3573	10	1	75	0	8	2	0	6	0	0	0	0	0	0	1	1	2	650	0	0	0	0	20	0	0	0	0	0	14	0	0	0	0	0	0	137	215	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	2	2	1
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	90	"AWI"	90	3194	4033	3629	11	0	93	0	2	3	0	17	0	0	0	0	0	0	0	0	5	632	0	0	0	0	10	0	1	0	0	0	7	0	0	0	0	0	0	89	144	1	0	0	0	1	0	0	0	0	0	1	47	0	1	0	0	3	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	92.5	"AWI"	92.5	3272	4064	3685	10	0	120	0	7	3	0	20	0	0	0	0	0	0	0	0	17	470	0	0	0	2	7	0	1	0	0	0	2	0	0	0	0	0	0	61	213	0	0	0	3	0	0	0	0	0	0	1	11	0	1	1	0	3	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	95	"AWI"	95	3349	4103	3746	7	0	129	0	6	7	0	14	0	0	1	0	0	0	0	0	11	830	0	0	0	0	15	0	3	0	0	0	9	0	2	0	0	0	0	56	164	0	0	0	0	4	0	0	0	0	1	0	7	0	1	0	0	3	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	97.5	"AWI"	97.5	3402.5	4154	3807	0	0	175	0	22	7	0	18	0	1	0	0	0	0	1	0	6	380	0	0	0	1	15	0	4	0	0	0	39	0	2	0	0	0	0	78	183	2	0	0	1	4	0	0	0	0	0	4	8	2	3	3	2	8	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	100	"AWI"	100	3444	4232	3867	3	1	65	0	8	4	0	4	0	0	1	0	0	0	0	0	4	726	0	0	0	0	4	1	0	0	0	0	39	0	2	0	0	0	0	156	178	2	0	0	0	0	0	1	2	0	0	1	5	0	2	0	4	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	102.5	"AWI"	102.5	3552	4256	3921.5	14	0	52	0	9	0	0	10	0	0	0	0	0	0	0	0	1	698	0	0	0	0	8	0	0	0	0	0	18	0	0	0	0	0	1	110	164	0	0	0	0	3	0	0	0	0	1	2	15	0	0	1	0	0	1
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	105	"AWI"	105	3646	4288	3982	0	0	36	0	16	1	0	3	0	0	0	0	0	0	0	0	0	792	0	0	0	0	5	0	0	0	0	0	19	0	0	0	0	0	0	63	131	1	0	0	2	2	0	0	0	0	1	0	111	0	1	1	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	107.5	"AWI"	107.5	3708	4326.5	4042.5	1	0	54	0	22	4	0	7	0	1	0	0	0	0	0	0	3	708	0	0	0	0	5	0	1	0	0	0	18	0	0	0	0	0	1	60	183	0	0	0	0	1	0	0	0	0	0	0	80	2	1	1	0	1	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	110	"AWI"	110	3757	4389	4103	4	0	58	0	6	1	0	5	0	0	0	0	0	0	0	0	1	958	0	0	0	1	3	0	0	0	0	0	26	0	0	0	0	0	0	64	145	0	0	0	0	3	0	1	0	0	0	1	25	0	0	0	0	1	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	112.5	"AWI"	112.5	3831	4407.5	4146.5	8	0	58	0	4	2	0	6	0	0	0	0	0	0	0	0	1	1129	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	1	1	48	121	0	0	0	0	1	0	1	0	0	0	0	2	0	1	0	0	1	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	115	"AWI"	115	3884	4435	4190	2	1	43	0	3	1	0	4	0	0	1	0	0	0	0	0	2	787	0	0	0	0	7	0	1	0	0	0	0	0	1	1	0	0	0	41	85	0	0	0	0	7	0	1	0	0	1	0	1	0	1	0	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	117.5	"AWI"	117.5	3917	4480	4234	0	0	213	0	23	0	0	7	0	0	3	0	0	0	0	0	7	288	0	0	0	0	17	0	3	0	0	0	3	0	0	0	0	0	0	43	122	0	0	0	2	4	0	0	0	0	0	6	9	0	4	16	2	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	120	"AWI"	120	3951	4545	4278	3	0	201	0	31	1	0	4	0	0	4	0	0	0	0	0	8	132	0	0	0	2	7	0	1	2	0	0	12	0	2	1	0	0	0	25	152	0	0	0	6	0	0	0	0	0	0	1	7	0	7	18	1	3	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	122.5	"AWI"	122.5	4007	4564	4313	1	0	212	0	19	2	0	7	0	0	5	0	0	0	0	0	8	122	0	0	0	0	6	0	4	2	0	0	6	0	3	0	0	0	0	60	135	0	0	0	4	0	0	0	0	0	0	4	6	0	4	12	0	4	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	125	"AWI"	125	4052	4592	4351	1	0	240	0	26	3	0	6	0	1	13	2	0	1	0	0	6	111	0	0	0	2	6	0	4	2	0	0	6	0	0	0	0	0	0	34	111	0	0	0	3	2	0	0	0	0	0	7	3	0	3	11	1	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	127.5	"AWI"	127.5	4084	4628.5	4391.5	1	0	335	0	38	2	0	10	0	1	10	0	0	0	0	1	8	105	0	0	0	3	0	0	4	0	0	0	9	0	1	0	0	0	0	25	108	1	0	0	4	0	0	0	0	0	0	4	10	0	6	14	1	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	130	"AWI"	130	4111	4677	4428	2	0	315	1	23	2	0	6	0	0	2	2	0	0	0	0	8	118	0	0	0	0	3	0	3	4	0	0	3	0	0	0	0	0	0	57	133	0	0	0	2	0	0	0	0	0	0	2	3	0	3	10	0	1	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	132.5	"AWI"	132.5	4169	4703	4459.5	1	0	427	0	23	2	0	7	0	0	3	0	0	0	0	3	14	87	0	0	0	2	2	0	4	4	0	0	5	0	0	0	0	0	0	28	101	0	0	0	1	0	0	0	0	0	1	4	7	0	4	7	2	1	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	135	"AWI"	135	4216	4731	4494	1	0	192	0	17	1	0	9	0	0	0	0	0	0	0	0	3	529	0	0	0	1	0	0	1	0	0	0	22	0	0	0	1	0	0	45	105	0	0	0	0	0	0	0	0	0	1	2	7	0	4	8	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	137.5	"AWI"	137.5	4252.5	4768	4529.5	4	1	34	0	3	1	0	3	0	1	0	0	0	0	0	0	0	746	0	0	0	0	10	0	0	0	0	0	34	0	0	0	0	0	0	67	159	0	0	0	1	3	0	0	0	0	0	0	3	0	0	1	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	140	"AWI"	140	4279	4812	4562	6	3	72	0	8	3	0	9	0	0	0	0	0	0	0	0	4	616	0	0	0	0	16	0	0	0	0	0	29	0	0	0	0	0	0	115	236	0	0	0	2	4	0	0	0	0	0	1	5	0	0	0	3	2	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	142.5	"AWI"	142.5	4311	4833.5	4587.5	1	0	88	0	6	3	0	6	0	1	0	0	0	0	0	0	5	817	0	0	0	0	3	0	2	0	0	0	3	0	0	0	0	0	0	28	63	0	0	0	0	3	0	0	0	0	1	0	7	0	0	1	0	2	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	145	"AWI"	145	4338	4861	4612	1	0	86	1	7	5	0	12	0	0	1	0	0	0	0	0	2	822	0	0	0	0	12	2	0	0	0	0	1	0	0	0	0	0	1	22	109	0	0	0	0	2	0	0	0	0	0	1	12	0	0	2	0	3	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	147.5	"AWI"	147.5	4360.5	4892	4636	3	0	110	0	3	5	0	15	0	0	1	0	0	0	0	0	9	394	0	0	0	0	6	1	0	0	0	0	0	0	2	0	0	0	0	179	306	0	0	0	0	6	0	0	1	0	0	2	10	0	0	0	4	2	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	150	"AWI"	150	4375	4929	4661	9	0	18	0	2	1	0	7	0	0	0	0	0	0	0	0	4	941	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	70	122	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	152.5	"AWI"	152.5	4416.5	4950.5	4686	7	0	40	0	0	0	0	3	0	0	2	0	0	0	0	0	8	774	0	0	0	0	5	2	0	1	0	0	0	0	0	0	0	0	0	61	134	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	155	"AWI"	155	4446	4975	4712	5	0	102	0	1	2	0	10	0	1	1	0	0	0	0	0	12	461	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	164	211	1	0	0	0	1	0	0	0	0	0	1	5	0	0	1	2	1	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	157.5	"AWI"	157.5	4477	5006.5	4735.5	4	0	40	0	1	0	0	5	0	0	0	0	0	0	0	0	2	863	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	61	100	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	160	"AWI"	160	4499	5044	4760	3	1	21	0	1	0	0	4	0	0	1	0	0	0	0	0	1	732	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	101	157	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	162.5	"AWI"	162.5	4532.5	5063	4785.5	3	0	101	0	4	6	0	1	0	0	0	0	0	0	0	0	1	677	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	73	126	1	0	0	0	4	0	0	0	0	0	0	6	0	0	0	1	2	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	165	"AWI"	165	4560	5087	4811	3	0	76	0	1	3	0	7	0	1	0	0	0	0	0	0	1	827	0	0	0	0	6	0	3	0	0	0	1	0	0	0	0	0	0	76	111	0	0	0	2	3	0	0	0	0	0	0	4	0	1	9	1	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	167.5	"AWI"	167.5	4584	5115	4836	5	0	44	0	1	2	0	10	0	1	0	0	0	0	0	0	2	718	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	103	176	0	0	0	0	4	0	0	0	0	2	0	5	0	0	0	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	170	"AWI"	170	4604	5153	4861	7	1	31	0	1	2	0	1	0	0	1	0	0	0	0	0	0	805	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	118	162	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	172.5	"AWI"	172.5	4648	5167.5	4884	4	0	65	0	0	2	0	5	0	1	0	0	0	0	0	0	3	758	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	78	109	0	0	0	0	3	0	0	0	0	0	0	4	0	0	1	0	2	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	175	"AWI"	175	4692	5183	4908	6	0	42	0	3	1	0	1	0	1	2	0	0	0	0	0	0	700	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	145	164	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	1	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	177.5	"AWI"	177.5	4720.5	5206.5	4932.5	12	3	80	0	10	0	0	2	0	1	1	0	0	0	0	0	2	502	0	0	0	0	7	1	0	0	0	0	3	0	1	0	0	0	0	163	231	0	0	0	1	2	0	0	0	0	0	0	7	0	0	0	0	1	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	180	"AWI"	180	4743	5238	4959	8	1	50	0	18	1	0	4	0	0	2	0	0	0	0	0	1	651	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	149	121	0	0	0	0	1	0	0	0	0	0	1	6	0	0	2	1	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	182.5	"AWI"	182.5	4792.5	5257.5	4987	9	0	48	0	109	2	0	3	0	0	1	0	0	0	0	0	3	482	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	124	260	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	185	"AWI"	185	4821	5282	5017	13	0	70	0	33	0	0	11	0	3	1	0	0	0	0	0	2	423	0	0	0	1	6	0	1	0	0	0	0	0	1	0	0	0	0	220	298	0	0	0	2	3	0	0	0	0	0	0	12	0	0	0	1	2	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	187.5	"AWI"	187.5	4844.5	5314.5	5045.5	2	0	177	0	22	3	0	16	0	1	7	0	0	0	0	0	22	141	0	0	0	0	1	2	1	0	0	0	1	0	2	0	0	0	0	129	212	0	0	0	0	2	0	0	0	0	0	3	12	2	1	1	1	2	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	190	"AWI"	190	4861	5357	5075	8	0	43	0	23	0	0	4	0	0	2	0	0	0	0	0	26	0	1	0	0	2	3	4	0	25	0	0	0	0	0	0	0	0	0	315	324	0	0	0	5	0	0	0	0	0	0	18	12	0	2	3	1	2	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	192.5	"AWI"	192.5	4892	5380	5105.5	3	0	39	0	26	0	0	7	0	0	1	0	0	0	0	0	1	317	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	103	204	0	0	0	0	0	0	0	0	0	0	0	116	0	0	1	0	2	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	195	"AWI"	195	4917	5413	5138	2	0	55	0	26	1	0	5	0	0	5	0	0	0	0	0	5	427	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	151	184	0	0	0	0	0	0	0	1	0	0	0	163	0	1	0	1	1	0
