"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Lamiaceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Tilia"	"Ulmus"
23796	41228	"Comerslade"	51.12028	-3.80472	58.5	"AWI"	58.5	4020	5702	4750	18	0	1	0	0	8	0	0	0	0	0	99	0	0	17	0	0	2	0	0	0	0	0	0	99	0	33	0	0	0	1	2	0	0	1	1
23796	41228	"Comerslade"	51.12028	-3.80472	59.5	"AWI"	59.5	4034	5925.5	4853.5	3	0	2	0	0	7	0	0	0	0	0	90	0	0	14	0	0	1	0	0	0	0	2	0	130	0	30	3	0	0	0	0	0	0	0	3
23796	41228	"Comerslade"	51.12028	-3.80472	60.5	"AWI"	60.5	4104.5	6059.5	4947	10	0	1	0	0	16	0	0	0	0	0	93	0	0	11	0	0	1	0	0	0	0	4	0	107	0	31	2	0	0	2	0	0	1	1	1
23796	41228	"Comerslade"	51.12028	-3.80472	61.5	"AWI"	61.5	4205	6107	5039	7	0	1	1	0	10	0	1	0	0	0	87	0	0	24	0	1	1	0	0	0	0	1	0	118	0	36	3	0	0	0	0	0	0	0	5
23796	41228	"Comerslade"	51.12028	-3.80472	62.5	"AWI"	62.5	4278.5	6158	5144	15	0	2	0	0	9	0	0	0	0	0	96	0	1	20	0	0	2	0	0	0	0	2	0	117	0	42	0	0	0	0	0	0	0	0	6
23796	41228	"Comerslade"	51.12028	-3.80472	63.5	"AWI"	63.5	4345.5	6214	5250.5	20	1	1	0	0	16	0	0	0	0	0	102	0	0	23	0	1	1	0	0	2	0	2	0	95	0	30	0	0	0	0	0	0	0	1	2
23796	41228	"Comerslade"	51.12028	-3.80472	64.5	"AWI"	64.5	4418.5	6269.5	5360	14	0	2	0	0	41	0	0	0	0	0	162	0	0	7	0	0	1	0	0	0	0	2	0	14	0	29	0	0	0	0	0	0	0	0	7
23796	41228	"Comerslade"	51.12028	-3.80472	73.5	"AWI"	73.5	5395	6675	6227.5	9	0	4	0	0	22	0	1	0	0	0	133	0	0	11	0	0	0	0	0	0	5	7	0	11	0	65	1	0	2	0	3	1	1	3	10
23796	41228	"Comerslade"	51.12028	-3.80472	80.5	"AWI"	80.5	6594.5	6867	6729.5	11	2	4	0	0	40	0	0	0	0	0	143	0	0	6	0	0	1	0	0	1	0	3	0	14	0	60	0	4	0	0	0	0	0	1	8
23796	41228	"Comerslade"	51.12028	-3.80472	88.5	"AWI"	88.5	6788.5	7609.5	7201	7	0	9	0	0	19	0	1	0	0	0	150	0	1	11	0	1	0	0	0	1	0	7	0	10	0	56	1	0	0	0	5	0	0	0	2
23796	41228	"Comerslade"	51.12028	-3.80472	96.5	"AWI"	96.5	7328.5	7857	7613.5	7	0	2	0	0	14	0	0	0	0	0	162	0	0	18	0	0	4	1	0	1	0	5	0	18	0	51	0	0	0	1	2	0	0	0	6
23796	41228	"Comerslade"	51.12028	-3.80472	104.5	"AWI"	104.5	7732.5	7990.5	7901	1	0	4	0	0	21	0	1	0	0	0	125	0	0	27	0	1	2	1	1	0	0	7	0	35	0	26	0	23	0	0	20	0	0	0	7
23796	41228	"Comerslade"	51.12028	-3.80472	112.5	"AWI"	112.5	7896.5	8179	8045	1	3	1	0	0	13	0	0	0	0	0	106	1	0	45	0	0	1	0	0	2	0	10	0	33	0	40	2	0	1	0	13	0	0	0	11
23796	41228	"Comerslade"	51.12028	-3.80472	120.5	"AWI"	120.5	7982.5	8276	8130.5	1	1	0	0	0	21	0	0	1	0	0	120	0	1	43	0	0	0	0	0	2	0	9	0	37	5	24	1	0	0	0	11	0	1	1	9
23796	41228	"Comerslade"	51.12028	-3.80472	128.5	"AWI"	128.5	8098.5	8515	8289	5	0	2	0	0	24	0	0	0	0	0	111	1	0	32	10	2	0	1	2	0	0	8	0	39	7	28	3	0	1	3	14	3	2	0	4
