"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Nyssa"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Pterocarya"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14634	22953	"Ispani 2"	41.860556	41.79985	740	"AWI"	740	2966	4583	3829	6.5	1	931	7	0	11	0	0	0	14	0	0	0	0	0	44	0	0	0	23	75	0	0	0	0	21	4	1	0	0	0	7	0	0	0	0	0	0	0	0	5	57.5	0	0	0	0	0	0	0	28	0	0	9	0	1	0	0	2	0	0	4	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	749	"AWI"	749	3058	4704	3932	1.5	0	940	9	0	5	0	0	0	1	0	0	0	0	0	66	0	0	0	29	63	0	0	0	0	20	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2	49.5	0	0	0	0	0	0	0	19	0	0	6	0	0	0	0	2	0	0	7	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	760	"AWI"	760	3229	4769	4069	5	0	376	6	0	9	0	0	0	1	0	0	0	0	0	23	0	0	0	16	71	1	0	0	0	25	2	1	0	0	0	3	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	1	24	0	0	9	0	3	0	0	6	0	0	4	0	1	0
14634	22953	"Ispani 2"	41.860556	41.79985	772	"AWI"	772	3371	4883	4215	3	0	431	2	0	4	0	0	0	0	0	0	0	0	0	9	0	0	0	52	11	1	0	0	0	67	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	39.5	0	0	0	0	0	0	0	57	0	0	1	0	3	0	0	1	0	0	6	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	780	"AWI"	780	3446	4959	4307	6.5	0	465	4	0	4	0	0	0	1	0	0	0	0	0	13	0	0	0	43	10	0	0	0	0	50	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	36.5	0	0	0	0	0	0	0	43	0	0	0	0	3	0	0	0	0	0	6	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	790	"AWI"	790	3624	5019	4411	1	0	392	7	0	8	0	0	0	0	0	0	0	0	0	18	0	0	0	35	36	0	0	0	0	47	0	4	0	0	1	3	0	1	1	0	0	0	0	30	2	37.5	0	0	0	0	0	0	0	69	0	0	1	0	13	0	0	0	0	0	9	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	799	"AWI"	799	3731	5077	4522	5.5	0	295	7	0	8	0	0	0	0	0	0	0	0	0	34	0	0	0	35	36	1	0	0	0	48	0	1	0	0	0	11	0	1	1	0	0	0	0	0	1.5	51.5	0	0	0	0	0	0	0	49	0	0	1	0	5	0	0	1	0	0	8	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	810	"AWI"	810	3868	5179	4652	2.5	0	179	3	0	5	0	0	0	1	0	0	0	0	0	27	0	0	0	43	21	0	0	0	0	36	0	0	0	0	0	1	0	1	0	0	0	0	0	22	1	0	0	0	0	0	0	0	1	24	0	0	0	0	3	0	0	0	0	0	4	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	822	"AWI"	822	4117	5229	4786	2	0	204	6	0	3	0	0	0	0	0	0	0	0	0	21	0	0	0	32	20	0	0	0	0	46	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	25	0	0	0	0	5	0	0	1	0	0	8	1	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	830	"AWI"	830	4242	5275	4883	2.5	0	265	5	0	0	0	0	0	1	0	0	0	0	0	37	0	0	0	30	24	1	0	0	0	56	1	0	0	0	0	3	1	1	0	0	0	0	0	0	0	45	0	1	0	0	0	0	0	31	0	0	0	0	1	0	0	3	0	0	9	0	1	0
14634	22953	"Ispani 2"	41.860556	41.79985	840	"AWI"	840	4393	5363	5002	3	0	479	2	0	4	0	0	0	3	0	0	0	0	0	32	0	0	0	23	19	0	0	0	0	52	0	5	0	0	0	4	0	0	0	1	0	0	0	20	0	0	0	0	0	0	0	0	0	36	0	0	3	0	24	0	0	0	0	0	3	0	1	0
14634	22953	"Ispani 2"	41.860556	41.79985	849	"AWI"	849	4656	5384	5085	0	0	604	6	0	4	0	0	0	6	0	0	0	0	2	33	0	0	0	16	25	0	1	0	0	49	0	7	1	0	2	1	0	0	1	0	0	0	0	27	5	35.5	0	0	0	0	0	0	0	35	0	0	0	0	37	0	0	2	0	0	11	0	1	0
14634	22953	"Ispani 2"	41.860556	41.79985	860	"AWI"	860	4913	5424	5225	3	0	736	7	0	5	0	0	0	1	0	0	0	0	1	77	0	0	0	13	57	0	0	0	0	21	3	0	0	0	0	4	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	24	0	0	5	0	11	0	0	3	0	0	5	0	1	0
14634	22953	"Ispani 2"	41.860556	41.79985	871	"AWI"	871	5035	5537	5341	0	0	81	1	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	3	16	0	0	0	0	12	2	0	0	0	0	3	0	0	1	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	1	1	0	7	0	1	0
14634	22953	"Ispani 2"	41.860556	41.79985	880	"AWI"	880	5081	5662	5392	4	0	427	1	0	3	0	0	0	1	0	0	0	0	0	147	0	0	0	10	44	0	0	0	0	20	0	2	0	0	0	2	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	12	0	0	1	0	10	0	0	0	1	0	4	0	9	0
14634	22953	"Ispani 2"	41.860556	41.79985	890	"AWI"	890	5107	5846	5448	1	0	158	4	0	4	0	0	0	0	0	0	0	0	1	173	0	0	0	15	50	0	0	0	0	7	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	15.5	0	0	0	0	0	0	0	7	0	0	1	0	7	0	0	0	0	0	1	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	898	"AWI"	898	5122	6004	5492	1	0	638	2	0	4	0	0	0	0	0	0	0	0	0	40	0	0	0	31	5	0	0	0	0	39	0	1	0	0	0	1	0	0	0	0	0	0	0	35	0	31.5	0	0	0	0	0	0	1	22	0	0	0	0	1	0	0	0	0	0	6	0	0	0
