"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3513	4539	"Ylimysneva"	62.13333	22.86667	105	"AWI"	105	2417	3825	3200	0	24	0	0	0	0	0	487	0	0	0	0	0	0	0	0	7	10	0	12	0	0	0	0	0	0	0	0	54	231	2	0	0	0	6	1	0	0	0	0	0	0	1	1	1
3513	4539	"Ylimysneva"	62.13333	22.86667	110	"AWI"	110	2922	3966	3446	0	28	0	0	1	0	0	327	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	28	149	0	0	0	0	1	0	0	0	1	2	0	0	2	4	0
3513	4539	"Ylimysneva"	62.13333	22.86667	115	"AWI"	115	3189	4274	3720	0	41	0	0	2	0	0	449	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	1	0	0	0	0	5	105	0	0	0	0	4	0	0	0	0	3	0	0	2	8	0
3513	4539	"Ylimysneva"	62.13333	22.86667	120	"AWI"	120	3426	4559	3978	0	48	0	0	0	0	0	318	0	0	0	0	0	0	0	0	16	4	0	4	0	0	1	0	0	0	0	0	8	138	0	0	0	0	0	1	0	0	1	1	0	0	1	7	0
3513	4539	"Ylimysneva"	62.13333	22.86667	125	"AWI"	125	3589	4841	4246	0	69	2	0	1	2	0	516	0	0	0	1	0	0	0	0	18	28	0	0	0	0	2	1	0	0	0	0	12	307	0	0	0	0	3	0	0	1	0	2	0	0	5	18	1
3513	4539	"Ylimysneva"	62.13333	22.86667	130	"AWI"	130	3700	5259	4499	0	89	0	0	1	0	0	427	0	0	0	0	0	0	0	0	14	15	0	0	0	0	3	0	0	0	0	0	4	142	0	0	0	0	1	0	0	0	0	1	0	0	0	10	0
3513	4539	"Ylimysneva"	62.13333	22.86667	135	"AWI"	135	3909	5603	4744	0	37	0	0	2	0	0	384	0	0	0	0	0	0	0	1	15	10	0	6	0	0	3	0	0	0	0	0	35	162	0	0	0	0	4	0	0	0	0	1	0	0	3	6	0
3513	4539	"Ylimysneva"	62.13333	22.86667	140	"AWI"	140	4315	5695	4992	0	51	1	0	1	0	0	404	0	0	0	0	0	0	0	0	9	7	0	0	0	0	2	0	0	0	0	0	1	182	0	0	0	0	3	0	0	0	0	0	0	0	4	7	0
3513	4539	"Ylimysneva"	62.13333	22.86667	145	"AWI"	145	4631	5820	5258	2	57	0	0	0	0	0	287	0	0	0	0	0	0	0	0	5	15	0	0	0	0	3	0	0	0	0	0	1	180	0	0	0	1	9	0	0	0	1	3	0	0	4	8	0
3513	4539	"Ylimysneva"	62.13333	22.86667	150	"AWI"	150	4833	6060	5523	0	27	0	0	0	0	0	432	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	2	0	0	0	1	0	0	4	7	0
3513	4539	"Ylimysneva"	62.13333	22.86667	155	"AWI"	155	5136	6201	5739	0	40	0	0	0	0	0	347	0	0	0	0	0	0	0	0	7	11	0	0	0	0	1	1	0	0	0	0	1	145	0	0	0	0	1	0	0	0	0	5	0	0	1	11	0
3513	4539	"Ylimysneva"	62.13333	22.86667	160	"AWI"	160	5328	6534	5958	0	64	1	0	0	0	0	491	0	0	0	0	0	0	0	0	9	17	0	8	0	0	1	0	0	0	0	0	1	121	0	0	0	0	3	0	0	0	0	3	0	0	1	15	0
3513	4539	"Ylimysneva"	62.13333	22.86667	165	"AWI"	165	5438	7058	6161	0	50	0	0	0	2	0	325	0	0	1	2	0	0	0	0	15	56	0	0	0	0	3	0	0	0	0	0	0	124	0	8	0	0	1	0	0	0	1	4	0	0	1	6	1
3513	4539	"Ylimysneva"	62.13333	22.86667	170	"AWI"	170	5633	7347	6359	0	66	0	1	0	0	0	319	0	0	0	0	0	0	0	0	17	54	0	0	0	0	1	0	0	0	0	0	0	161	0	0	0	0	3	0	0	0	0	5	0	0	2	12	0
3513	4539	"Ylimysneva"	62.13333	22.86667	175	"AWI"	175	5780	7534	6566	0	77	0	0	0	0	0	343	0	0	0	0	0	0	0	0	21	55	0	0	0	0	0	1	0	0	0	0	0	126	0	0	0	0	5	0	0	0	0	1	0	1	1	18	0
3513	4539	"Ylimysneva"	62.13333	22.86667	180	"AWI"	180	5873	7774	6761	0	86	0	0	0	0	0	322	0	0	1	0	0	0	0	0	11	19	0	9	0	0	0	0	0	0	0	0	0	96	0	0	0	1	2	0	0	0	0	1	0	0	0	13	0
3513	4539	"Ylimysneva"	62.13333	22.86667	185	"AWI"	185	6011	8033	6957	0	26	0	0	0	0	0	402	0	0	0	0	0	0	0	0	7	10	0	0	0	0	1	0	0	0	0	0	0	111	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0
3513	4539	"Ylimysneva"	62.13333	22.86667	190	"AWI"	190	6190	8177	7168	0	63	0	0	0	0	0	408	0	0	2	0	0	0	0	0	6	19	0	0	0	0	1	0	0	0	0	0	0	74	0	0	0	0	1	0	0	0	1	4	0	0	0	6	0
3513	4539	"Ylimysneva"	62.13333	22.86667	195	"AWI"	195	6319	8354	7376	0	86	0	0	0	0	0	610	0	0	0	0	1	0	0	0	7	20	0	0	0	0	1	0	0	1	0	0	0	92	0	20	0	1	1	0	0	0	0	2	1	0	2	8	0
3513	4539	"Ylimysneva"	62.13333	22.86667	200	"AWI"	200	6432	8614	7581	0	72	0	0	1	0	0	375	0	0	1	0	0	0	0	0	9	15	0	0	0	0	2	0	0	0	0	0	1	84	0	0	0	0	1	0	0	0	1	3	0	0	0	3	0
3513	4539	"Ylimysneva"	62.13333	22.86667	205	"AWI"	205	6733	8700	7769	0	75	0	0	0	0	0	437	1	0	0	0	0	0	0	0	9	16	0	0	0	0	1	0	0	0	0	0	2	45	0	0	0	0	2	0	0	0	0	3	0	0	0	3	0
3513	4539	"Ylimysneva"	62.13333	22.86667	210	"AWI"	210	6938	8818	7976	0	112	0	0	1	0	0	360	0	0	0	0	0	0	0	0	7	23	0	3	0	0	0	0	0	1	0	0	0	147	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1
3513	4539	"Ylimysneva"	62.13333	22.86667	215	"AWI"	215	7085	8974	8185	0	67	0	1	1	0	0	364	1	0	1	0	0	0	0	0	9	23	0	0	0	0	1	1	0	0	0	0	0	101	0	0	0	0	2	0	0	0	0	3	0	0	0	2	0
3513	4539	"Ylimysneva"	62.13333	22.86667	220	"AWI"	220	7415	9085	8352	0	58	0	1	1	0	0	337	0	0	0	0	1	0	0	0	4	9	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	3	0	0	0	2	3	0	0	0	6	1
3513	4539	"Ylimysneva"	62.13333	22.86667	225	"AWI"	225	7804	9155	8522	0	77	0	22	0	0	0	326	0	0	0	0	0	0	0	0	15	41	0	13	0	0	4	1	0	0	0	0	0	132	0	0	0	0	1	0	0	2	0	7	0	0	1	2	5
3513	4539	"Ylimysneva"	62.13333	22.86667	230	"AWI"	230	8080	9283	8702	0	65	1	2	2	0	1	247	0	0	0	0	0	0	0	0	22	75	0	0	0	0	1	0	0	0	0	1	0	177	0	0	0	0	0	2	0	0	1	31	0	0	0	2	0
3513	4539	"Ylimysneva"	62.13333	22.86667	235	"AWI"	235	8350	9425	8895	0	3	0	0	3	0	0	243	0	1	1	0	0	0	1	0	25	121	1	0	0	0	0	1	0	0	0	0	0	269	0	0	0	0	1	1	0	0	0	51	2	0	1	10	0
3513	4539	"Ylimysneva"	62.13333	22.86667	240	"AWI"	240	8566	9690	9114	0	1	0	15	3	0	0	354	1	0	0	0	0	0	0	0	12	450	2	15	0	0	1	3	0	2	0	0	0	117	0	13	0	0	1	1	0	1	2	9	0	0	0	9	0
3513	4539	"Ylimysneva"	62.13333	22.86667	245	"AWI"	245	8672	10219	9314	0	5	3	15	9	0	0	353	1	0	0	0	0	0	3	0	11	388	1	15	1	0	2	1	0	3	0	1	0	138	0	0	0	0	1	18	0	0	4	15	0	0	0	6	0
3513	4539	"Ylimysneva"	62.13333	22.86667	250	"AWI"	250	8741	10820	9489	0	9	2	17	7	0	0	371	5	0	0	0	0	1	0	0	5	631	0	23	0	1	1	0	0	3	0	1	0	126	0	0	0	0	1	18	0	1	5	12	1	0	0	6	0
