"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	145	"AWI"	145	7792	8448	8181	177	5	0	0	3	0	2	0	0	117	0	0	1	0	0	0	0	0	0	0	96	0	54	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	33	1	1	0	0	0	0	1	0	0	0	0	12	44	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	150	"AWI"	150	7993	8622	8342	214	1	12	0	2	1	0	0	0	147	0	0	0	2	0	0	0	0	0	0	76	0	29	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	33	0	0	0	0	1	0	0	0	0	0	0	10	28	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	155	"AWI"	155	8075	8721	8426	38	3	0	0	2	0	1	0	0	198	0	0	0	1	0	1	0	0	0	0	176	0	53	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	125	0	0	0	0	0	0	3	0	0	0	0	19	60	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	160	"AWI"	160	8121	8889	8502	15	0	0	0	1	5	0	0	0	72	0	0	0	2	0	0	0	0	0	0	227	0	71	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	14	1	0	0	0	17	39	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	165	"AWI"	165	8199	8979	8591	6	4	0	0	3	2	0	0	0	147	0	0	0	0	0	0	0	0	0	0	204	0	7	0	0	0	1	0	0	11	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	4	1	0	0	0	11	38	0	0	1
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	170	"AWI"	170	8257	9124	8670	2	3	0	0	8	1	0	0	0	46	0	0	0	0	0	1	0	0	0	0	266	0	876	0	0	0	0	0	0	22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	1	0	0	0	1	10	0	0	0	0	21	56	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	175	"AWI"	175	8337	9205	8759	2	1	0	1	2	2	0	0	0	191	0	0	0	1	0	0	0	0	0	0	220	0	187	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	1	6	0	0	0	0	10	36	0	3	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	180	"AWI"	180	8390	9317	8842	2	0	0	0	2	1	1	0	0	49	0	0	0	1	0	0	0	0	0	0	178	0	212	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	1	0	0	0	0	0	0	0	0	0	12	24	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	185	"AWI"	185	8477	9386	8927	1	0	0	0	2	1	0	0	0	301	0	1	0	1	0	0	0	0	0	0	152	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	106	0	2	0	0	1	0	0	0	0	0	0	9	30	1	4	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	190	"AWI"	190	8538	9496	9014	0	0	0	0	2	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	313	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	92	1	0	0	0	0	1	2	0	0	0	0	10	33	0	2	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	195	"AWI"	195	8635	9563	9098	0	1	0	0	2	2	1	0	0	17	0	0	0	1	0	0	0	0	0	0	305	0	42	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	60	1	0	0	0	0	0	1	1	0	0	0	8	31	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	200	"AWI"	200	8699	9661	9188	10	0	0	0	0	1	2	0	0	57	0	0	0	0	0	0	0	0	0	0	236	0	19	0	0	1	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	19	109	0	1	0	0	0	0	4	0	0	1	0	7	42	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	210	"AWI"	210	8883	9806	9359	0	1	0	1	3	1	0	0	0	50	0	0	0	0	0	0	0	0	0	0	247	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	57	0	0	0	0	0	0	4	0	0	0	1	15	47	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	215	"AWI"	215	8977	9870	9445	0	1	0	0	0	4	2	0	0	51	0	0	0	0	0	1	0	0	0	0	255	0	14	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	59	0	0	0	0	0	0	0	1	0	0	0	6	50	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	220	"AWI"	220	9051	9965	9530	0	0	0	0	0	1	2	0	0	26	0	0	0	3	0	0	0	0	0	0	205	0	37	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	41	1	0	0	0	0	0	2	0	0	0	0	7	54	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	225	"AWI"	225	9171	10016	9615	0	2	0	1	1	1	2	0	0	1	0	0	0	3	0	0	0	0	0	0	232	0	53	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	50	1	0	0	0	1	0	2	0	0	0	0	7	70	0	1	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	230	"AWI"	230	9254	10090	9700	0	0	0	0	5	0	0	0	0	11	0	1	0	13	0	0	0	0	0	0	217	0	28	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	66	1	0	0	0	0	0	0	2	0	0	0	13	55	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	235	"AWI"	235	9375	10139	9785	0	0	0	0	3	0	3	0	0	37	0	0	0	2	0	1	0	0	2	0	211	0	5	0	0	0	0	0	0	5	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	94	0	0	0	0	1	2	3	0	0	0	0	18	39	0	1	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	240	"AWI"	240	9458	10208	9873	0	2	0	0	9	1	2	0	0	22	0	0	0	2	0	0	0	0	0	0	231	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	61	2	0	1	0	2	0	0	0	0	0	1	17	56	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	245	"AWI"	245	9611	10299	9976	1	1	0	0	7	1	1	0	0	83	0	0	0	25	0	0	0	0	0	0	197	0	19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	67	1	1	0	0	1	0	1	0	0	0	0	7	47	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	250	"AWI"	250	9697	10404	10076	0	0	0	0	4	0	1	0	0	400	0	0	0	1	0	0	0	0	0	0	72	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	21	0	0	0	0	0	0	1	0	0	0	0	3	16	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	255	"AWI"	255	9799	10592	10197	0	0	0	0	5	1	0	0	0	41	0	0	0	0	0	0	0	0	0	0	208	0	110	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	1	0	0	0	0	2	0	0	0	0	12	68	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	260	"AWI"	260	9862	10889	10302	0	2	0	0	3	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	232	0	17	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	2	2	0	0	0	1	4	0	0	0	1	16	39	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	265	"AWI"	265	9991	11026	10440	1	0	0	0	0	1	0	0	0	50	0	0	0	0	0	0	0	0	0	0	223	0	37	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	110	0	0	0	0	0	1	3	0	0	0	0	7	53	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	270	"AWI"	270	10067	11220	10565	0	0	0	0	9	4	2	0	0	69	0	0	0	1	0	3	0	0	0	0	234	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	0	77	0	2	0	0	0	0	4	0	0	0	0	12	37	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	280	"AWI"	280	10277	11545	10832	1	0	0	0	0	0	1	0	0	37	0	0	0	0	0	0	0	0	0	0	148	0	85	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	87	0	2	0	0	0	3	1	0	0	0	0	6	75	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	285	"AWI"	285	10433	11673	10961	1	0	0	0	5	0	5	0	0	56	0	0	0	0	0	0	0	0	0	0	131	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	149	0	0	0	0	0	1	56	1	0	0	0	0	2	1	0	0	0	1	5	52	0	1	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	290	"AWI"	290	10520	11858	11094	0	0	0	0	6	0	3	0	0	38	0	0	0	0	0	1	0	0	0	0	217	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	75	0	0	0	0	0	0	7	0	0	0	0	6	38	0	1	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	295	"AWI"	295	10698	11962	11227	0	0	0	1	3	0	2	0	0	29	0	0	0	0	0	0	0	0	0	0	223	0	71	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	49	1	2	0	7	0	1	10	0	0	1	2	1	39	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	300	"AWI"	300	10802	12143	11363	1	0	0	0	1	0	4	0	0	30	0	0	0	1	0	0	0	0	0	0	245	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	46	1	5	0	0	0	2	15	0	0	0	1	1	36	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	305	"AWI"	305	11019	12254	11483	0	0	0	1	2	0	7	0	0	62	0	1	0	0	0	0	0	0	0	0	218	0	8	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	9	0	61	0	0	0	10	0	2	41	0	0	0	0	0	29	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	310	"AWI"	310	11160	12416	11614	0	0	0	0	7	0	3	0	0	66	0	0	0	0	0	0	0	0	0	0	168	0	12	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	29	1	0	0	11	0	3	46	0	0	0	1	0	13	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	315	"AWI"	315	11286	12679	11817	0	0	9	1	12	0	11	0	0	127	0	1	0	0	0	0	0	0	0	0	56	0	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	14	2	5	0	0	2	14	30	0	0	0	1	0	1	0	1	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	320	"AWI"	320	11358	13107	12001	0	0	0	1	5	0	13	0	0	122	0	0	0	0	0	0	0	0	0	0	52	0	17	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	18	1	3	0	0	2	5	19	0	0	0	0	0	0	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	325	"AWI"	325	11506	13369	12208	0	0	0	1	14	0	10	0	0	162	0	0	0	0	0	0	0	0	0	0	61	0	30	1	0	0	0	0	1	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	4	0	9	1	2	0	0	0	9	38	0	0	0	3	0	0	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	330	"AWI"	330	11604	13768	12409	1	0	13	0	9	0	12	0	0	156	0	0	0	0	0	1	0	0	0	0	19	4	31	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	12	1	3	0	0	1	5	35	0	0	2	2	0	1	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	335	"AWI"	335	11740	14044	12610	1	0	14	1	9	0	20	0	0	132	0	0	0	1	0	1	0	0	0	0	20	0	19	0	1	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	32	0	1	0	11	0	4	1	0	3	8	23	0	1	0	7	0	1	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	340	"AWI"	340	11829	14404	12801	0	0	0	0	12	0	17	0	0	118	0	0	0	0	0	0	0	0	0	0	21	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	5	0	0	2	9	5	0	0	0	5	0	0	0	1	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	347.5	"AWI"	347.5	12043	14782	13115.5	1	0	0	0	2	0	17	0	0	139	0	0	0	1	0	1	0	0	0	0	10	0	24	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	4	0	5	0	0	1	4	3	0	0	1	1	0	0	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	352.5	"AWI"	352.5	12179.5	15065.5	13319	3	0	0	0	8	0	14	0	0	144	0	0	0	0	0	0	0	0	0	0	19	0	19	0	4	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	2	1	6	0	0	1	10	0	4	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	357.5	"AWI"	357.5	12313	15333	13533.5	1	0	0	0	3	0	14	0	0	179	0	0	0	0	0	0	0	0	0	0	3	0	31	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	7	0	2	0	0	5	4	2	0	0	0	7	0	0	0	1	0
