"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Lythraceae"	"Nyssa"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Pterocarya"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Sequoia"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14475	22664	"Lake Mikolajki"	53.77171	21.60414	50	"AWI"	50	225	1678	788	2	2	43	1	0	0	0	3	0	0	0	255	0	0	0	5	0	0	0	0	0	10	14	0	0	0	0	13	0	5	0	0	0	0	1	0	0	0	0	0	0	55	0	48	0	0	0	0	0	20	0	53	1	0	0	0	0	14	13	0	1	0	0	0	0	1	5	8	3	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	55	"AWI"	55	260	1818	869	1	0	45	1	0	0	1	10	0	0	0	157	0	1	0	5	0	0	0	0	0	14	22	0	0	0	0	9	0	4	0	0	0	0	5	0	0	0	0	0	0	48	0	52	0	0	0	86	0	12	0	56	1	0	0	0	1	21	6	0	0	0	0	0	0	0	6	13	5	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	60	"AWI"	60	303	1971	956	0	0	73	2	0	0	0	11	0	0	0	182	0	2	0	9	0	0	0	0	0	25	12	0	0	0	0	9	0	7	0	0	0	0	8	0	0	0	0	0	0	60	0	38	0	0	0	0	0	11	0	64	4	0	0	0	1	19	7	0	0	0	0	0	0	0	3	10	10	1	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	65	"AWI"	65	382	2015	1045	4	1	88	3	0	0	0	7	1	0	0	165	0	1	0	7	0	0	0	0	0	16	8	0	0	0	0	14	0	10	0	0	0	0	1	0	0	0	0	0	0	46	0	42	0	0	0	49	0	12	0	61	2	0	0	0	0	9	15	1	1	0	0	0	3	1	6	12	2	1	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	70	"AWI"	70	433	2067	1142	0	1	84	1	0	0	1	12	0	0	0	167	0	0	0	4	0	0	0	0	1	21	17	0	0	0	0	19	1	8	0	0	0	0	3	0	0	0	0	0	0	60	0	46	0	0	0	0	0	6	0	67	1	0	0	0	0	13	11	0	0	0	0	0	0	1	9	6	3	1	1
14475	22664	"Lake Mikolajki"	53.77171	21.60414	75	"AWI"	75	476	2133	1223	1	2	76	4	0	0	0	11	1	0	0	171	0	1	0	4	0	0	0	0	0	25	21	0	0	0	0	16	0	14	0	0	0	0	3	0	0	0	0	0	0	82	0	32	0	0	0	0	0	7	0	75	0	0	0	0	1	6	17	0	0	0	0	0	1	1	3	16	7	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	80	"AWI"	80	520	2219	1312	1	1	106	2	0	0	0	6	0	0	0	172	0	1	0	10	0	0	0	0	0	25	19	0	0	0	0	17	4	12	0	1	0	0	9	0	0	0	0	0	0	87	0	16	0	0	0	0	0	5	0	99	2	0	0	0	1	10	24	0	0	0	0	0	2	0	1	14	3	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	85	"AWI"	85	605	2282	1403	1	2	95	2	0	0	0	8	0	0	0	168	0	0	0	8	0	0	0	0	0	17	7	0	0	0	0	13	1	5	0	0	0	0	6	0	0	1	0	0	0	79	0	25	0	0	0	0	0	4	0	82	1	0	0	0	1	12	16	0	0	0	0	0	1	2	4	9	3	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	90	"AWI"	90	664	2361	1492	2	2	92	4	0	0	0	7	0	0	1	166	0	0	0	6	0	0	0	0	0	14	16	0	0	0	0	13	1	12	0	0	0	0	9	0	0	0	0	0	4	43	0	38	0	0	0	0	0	6	0	60	3	0	0	0	2	8	12	0	0	0	0	0	2	2	5	11	9	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	95	"AWI"	95	717	2455	1580	0	0	99	0	0	0	0	13	0	0	0	179	1	2	0	3	0	0	0	0	0	21	13	0	0	0	0	15	0	12	1	0	0	0	9	0	0	0	0	0	0	40	0	23	0	0	0	0	0	9	0	74	0	0	0	0	0	4	9	0	1	0	0	0	3	2	7	6	11	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	100	"AWI"	100	776	2572	1664	1	0	88	2	0	0	0	13	0	0	0	162	0	0	5	8	0	0	0	0	0	26	33	0	0	0	0	9	0	30	0	0	0	0	19	0	0	0	0	0	0	38	0	15	0	0	0	0	0	16	0	48	1	0	0	0	1	7	16	0	0	0	0	0	2	0	3	5	8	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	105	"AWI"	105	892	2629	1750	0	0	104	0	0	0	0	12	0	0	0	233	0	1	0	10	0	0	0	0	0	28	17	0	0	0	0	6	0	12	0	0	0	0	14	0	0	0	0	0	5	43	0	14	0	0	0	0	0	13	0	65	1	0	0	0	2	8	19	0	0	0	0	0	1	1	4	7	15	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	110	"AWI"	110	979	2692	1835	3	0	110	2	0	0	0	11	0	0	0	202	0	2	5	6	0	0	0	0	0	27	15	0	0	0	0	11	2	5	0	0	0	0	12	5	0	1	0	0	0	38	0	12	0	0	0	0	0	9	0	65	0	3	0	0	3	10	11	0	0	0	0	0	0	3	1	5	2	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	115	"AWI"	115	1024	2777	1924	0	0	111	4	0	0	0	17	0	0	0	149	0	2	0	5	0	0	0	0	0	24	27	0	0	0	0	6	0	6	0	0	0	0	2	0	0	1	0	0	0	31	0	18	0	0	0	0	0	4	0	58	0	1	0	0	4	28	17	0	0	0	0	0	0	1	1	5	7	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	120	"AWI"	120	1089	2844	2012	0	0	108	6	0	0	0	19	0	0	0	167	0	0	0	5	0	0	0	0	0	27	20	0	0	0	0	11	0	13	0	0	0	0	0	0	0	0	0	0	3	33	0	22	0	0	0	51	0	4	0	77	2	0	0	0	2	12	11	0	0	0	0	0	0	0	4	8	2	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	125	"AWI"	125	1194	2874	2094	0	2	110	8	0	0	0	25	0	0	0	232	0	1	0	10	0	0	0	0	0	24	12	0	0	0	0	18	1	6	0	0	0	0	1	0	0	0	0	0	0	29	0	8	0	0	0	0	0	9	0	84	2	0	0	0	3	18	12	0	0	0	0	0	0	0	1	11	2	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	130	"AWI"	130	1299	2931	2194	1	0	123	3	0	0	0	23	0	0	0	195	0	1	0	5	0	0	0	0	0	29	26	0	0	0	0	8	0	14	0	0	0	0	0	0	0	0	0	0	0	60	0	7	0	0	0	0	0	5	0	74	1	0	0	0	3	28	11	0	0	0	0	0	0	0	2	4	6	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	135	"AWI"	135	1385	2985	2286	0	1	117	4	0	0	0	17	0	0	0	209	0	0	0	4	0	0	0	0	0	25	17	0	0	0	0	11	0	5	0	0	0	0	1	0	0	0	0	0	0	59	0	13	0	0	0	0	0	3	0	81	0	0	0	0	1	26	15	1	0	0	0	0	0	1	4	8	6	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	140	"AWI"	140	1467	3058	2373	0	1	100	3	0	0	0	8	0	0	0	156	0	0	0	5	0	0	0	0	0	33	10	0	0	0	0	6	0	11	0	0	0	0	0	0	0	0	0	0	0	86	0	20	0	0	0	0	0	5	0	91	0	0	0	0	0	25	11	0	0	0	0	0	0	0	3	6	6	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	145	"AWI"	145	1605	3096	2458	0	2	117	2	0	0	0	5	0	0	0	151	0	1	0	0	0	0	0	0	0	25	14	0	0	0	0	15	0	8	0	0	0	0	0	0	0	0	0	0	0	87	0	31	0	0	0	0	0	8	0	65	1	0	0	0	0	8	6	0	0	0	0	0	0	1	5	9	2	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	150	"AWI"	150	1689	3153	2547	1	1	117	1	0	1	0	3	0	0	0	157	0	0	0	1	0	0	0	0	0	24	13	0	0	0	0	7	0	8	0	0	0	0	3	0	0	0	0	0	0	85	0	28	0	0	0	0	0	12	0	69	1	0	0	0	0	7	3	0	1	0	0	0	0	0	5	10	4	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	155	"AWI"	155	1769	3215	2633	1	0	109	0	0	0	0	6	0	0	0	184	0	0	0	11	0	0	0	0	0	21	14	0	0	0	0	14	0	10	0	0	0	0	0	0	0	0	0	0	0	62	0	12	0	0	0	0	0	8	0	71	0	0	0	0	3	6	7	0	0	0	0	0	0	0	8	8	7	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	160	"AWI"	160	1864	3284	2721	1	1	134	3	0	0	0	3	0	0	0	158	0	0	0	9	0	0	0	0	0	24	19	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	40	0	4	0	0	0	0	0	12	0	58	0	0	0	0	2	5	6	0	0	0	0	0	0	0	6	9	12	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	165	"AWI"	165	2003	3319	2812	0	0	117	0	0	0	0	4	0	0	0	227	0	1	0	9	0	0	0	0	0	20	13	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	38	0	3	0	0	0	0	0	19	0	65	2	1	0	0	0	4	10	0	0	0	0	0	0	1	4	6	11	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	170	"AWI"	170	2103	3355	2901	1	2	153	4	0	1	0	7	0	0	0	222	0	0	0	7	0	0	0	0	0	22	13	0	0	0	0	8	0	7	0	0	0	0	1	0	0	0	0	0	0	26	0	6	0	0	0	0	0	18	0	83	1	0	0	0	0	6	9	0	0	0	0	0	0	1	3	11	13	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	175	"AWI"	175	2195	3414	2989	0	0	166	4	0	0	0	17	0	0	0	216	0	0	0	6	0	0	0	0	0	34	18	0	0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0	0	28	0	6	0	0	0	0	0	1	0	65	0	0	0	0	1	11	14	0	0	0	0	0	0	6	5	8	9	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	180	"AWI"	180	2322	3480	3071	3	0	157	2	0	0	0	12	0	0	0	236	0	0	0	2	0	0	0	0	0	18	13	0	0	0	0	6	0	12	0	0	0	0	0	0	0	0	0	0	0	22	0	8	0	0	0	0	0	0	0	72	2	0	0	0	0	14	13	0	0	0	0	0	0	0	5	4	2	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	185	"AWI"	185	2523	3503	3150	0	0	127	2	0	0	0	9	0	0	0	190	0	1	0	4	0	0	0	0	0	19	15	0	0	0	0	7	0	8	0	0	0	0	0	0	0	0	0	0	0	24	0	12	0	0	0	0	0	0	0	71	1	0	1	0	2	12	10	0	0	0	0	0	0	1	2	9	2	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	190	"AWI"	190	2703	3531	3229	1	2	160	5	0	0	0	9	0	0	0	230	0	0	0	1	0	0	0	0	0	28	12	0	0	0	0	10	0	6	0	0	0	0	0	0	0	0	0	0	0	39	0	15	0	0	0	0	0	1	0	69	2	0	0	0	0	11	8	1	1	0	0	0	0	1	6	6	3	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	195	"AWI"	195	2820	3569	3315	2	0	137	1	0	0	0	12	0	0	0	152	0	1	0	0	0	0	0	0	0	27	19	0	0	0	0	7	0	11	0	0	0	0	0	0	0	0	0	0	0	40	0	16	0	0	0	0	0	0	0	60	3	0	0	0	0	14	10	1	0	0	0	0	0	0	4	10	1	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	200	"AWI"	200	2973	3634	3400	0	1	178	2	0	0	0	16	0	0	0	173	0	0	0	1	0	0	0	0	0	33	12	0	0	0	0	6	1	8	0	0	0	0	0	0	0	0	0	0	0	58	0	6	0	0	0	0	0	0	0	80	2	0	0	0	3	10	18	0	0	0	0	0	0	0	8	13	1	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	205	"AWI"	205	3254	3660	3478	0	0	138	3	0	0	0	11	0	0	0	121	0	0	0	1	0	0	0	0	0	65	16	0	0	0	0	5	2	4	0	0	0	0	0	0	0	0	0	0	0	72	0	8	0	0	0	58	0	0	0	73	0	0	0	0	1	11	4	1	0	0	0	0	0	2	6	11	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	210	"AWI"	210	3467	3719	3565	0	1	155	2	0	0	0	12	0	0	0	109	0	0	0	1	0	0	0	0	0	61	20	0	0	0	0	5	0	17	0	0	0	0	0	0	0	0	0	0	0	39	0	14	0	0	0	0	0	0	0	84	4	0	0	0	0	14	3	0	1	0	0	0	0	0	6	14	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	215	"AWI"	215	3510	3915	3659	1	2	142	2	0	0	0	6	0	0	0	152	0	0	0	1	0	0	0	0	0	60	16	0	0	0	0	8	0	13	0	0	0	0	1	0	0	0	0	0	0	26	0	29	0	0	0	0	0	1	0	68	2	1	0	0	2	4	4	0	0	0	0	0	0	1	11	8	1	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	220	"AWI"	220	3560	4132	3761	3	4	143	0	0	0	0	4	0	0	0	141	0	0	0	2	0	0	0	0	0	88	6	0	0	0	0	7	0	13	0	0	0	0	1	0	0	0	0	0	0	43	0	23	0	0	0	0	0	0	0	89	3	0	0	0	0	5	1	0	0	0	0	0	0	2	14	10	2	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	225	"AWI"	225	3609	4364	3891	2	1	158	3	0	0	0	4	0	0	0	153	0	0	0	2	0	0	0	0	0	92	8	0	0	0	0	6	0	14	0	0	0	0	0	0	0	0	0	0	0	24	0	26	0	0	0	0	0	1	0	80	1	0	0	0	1	6	4	0	1	0	0	0	0	1	5	9	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	230	"AWI"	230	3641	4691	4009	0	2	169	2	0	0	0	12	0	0	0	132	0	1	0	2	0	0	0	0	0	135	6	0	0	0	0	8	0	10	0	0	0	0	0	0	0	0	0	0	0	18	0	12	0	0	0	29	0	0	0	100	0	0	0	0	1	2	2	0	0	0	0	0	0	1	18	8	2	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	235	"AWI"	235	3669	5066	4123	1	3	171	2	0	0	0	7	0	0	0	114	0	0	0	1	0	0	0	0	0	162	10	1	0	0	0	7	0	11	0	0	0	0	0	0	0	0	0	0	0	19	0	16	0	0	0	0	0	1	0	101	2	0	0	0	0	3	4	0	0	0	0	0	0	0	25	14	1	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	240	"AWI"	240	3723	5342	4238	0	1	162	1	0	1	0	5	0	0	0	102	0	0	0	2	0	0	0	0	0	102	10	0	0	0	0	4	0	18	0	0	0	0	0	0	0	0	0	0	0	9	0	15	0	0	0	0	0	0	0	116	0	0	0	0	0	4	4	1	0	0	0	0	0	0	19	25	0	1	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	245	"AWI"	245	3796	5465	4372	0	3	191	3	0	0	0	7	0	0	0	73	0	0	0	1	0	0	0	0	0	185	10	0	0	0	0	5	0	16	0	0	0	0	0	0	0	0	0	0	0	12	0	19	0	0	0	0	0	0	0	126	0	0	0	0	0	4	8	0	1	0	0	0	0	0	17	17	3	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	250	"AWI"	250	3843	5631	4507	2	1	183	1	0	0	0	3	0	0	0	87	0	0	0	0	0	0	0	0	0	114	3	0	0	0	0	3	0	13	0	0	0	0	0	0	0	0	0	0	0	10	0	22	0	0	0	0	0	0	0	103	0	0	0	0	0	1	2	1	1	0	0	0	0	0	23	21	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	255	"AWI"	255	3879	5825	4627	1	1	220	5	0	0	0	4	0	0	0	90	0	0	0	3	0	0	0	0	0	100	5	0	0	0	0	3	0	12	0	0	0	0	1	0	0	0	0	0	0	8	0	8	0	0	0	0	0	1	0	143	0	0	0	0	0	1	8	0	2	0	0	0	0	0	21	35	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	260	"AWI"	260	3977	5994	4766	0	0	194	1	0	0	0	1	0	0	0	100	0	0	0	4	0	0	0	0	0	106	6	0	0	0	0	2	0	20	0	0	0	0	0	0	0	0	0	0	0	5	0	9	0	0	0	0	0	1	0	125	2	0	0	0	1	2	1	0	2	0	0	0	0	1	9	31	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	265	"AWI"	265	4081	6088	4913	0	1	146	5	0	0	0	3	0	0	0	62	0	0	0	1	0	0	0	0	0	130	7	0	0	0	0	2	0	6	0	0	0	0	1	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	145	0	0	0	0	0	1	0	0	0	0	0	0	0	1	13	14	2	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	270	"AWI"	270	4144	6228	5056	1	1	193	1	0	0	0	1	0	0	0	119	0	0	0	0	0	0	0	0	0	117	1	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	3	0	13	0	0	0	0	0	0	0	143	0	0	0	0	0	0	4	0	0	0	0	0	0	0	31	14	3	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	275	"AWI"	275	4199	6445	5200	0	3	165	2	0	0	0	0	0	0	0	86	0	0	0	1	0	0	0	0	0	139	8	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	144	0	0	0	0	1	1	2	0	0	0	0	0	0	0	24	29	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	280	"AWI"	280	4319	6622	5338	0	1	182	1	0	0	0	5	0	0	0	109	0	0	0	0	0	0	0	0	0	89	10	0	0	0	0	1	0	18	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	159	0	0	0	0	0	1	1	0	1	0	0	0	0	1	15	46	1	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	285	"AWI"	285	4458	6729	5488	0	2	198	2	0	0	0	2	0	0	0	168	0	0	0	0	0	0	0	0	0	102	5	0	0	0	0	3	0	16	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	138	0	0	0	0	0	0	6	0	2	0	0	0	0	0	28	49	1	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	290	"AWI"	290	4577	6844	5631	0	4	152	0	0	0	0	1	0	0	0	112	0	1	0	2	0	0	0	0	0	102	4	0	0	0	0	1	0	18	0	0	0	0	0	0	0	0	0	0	0	2	0	13	0	0	0	0	0	0	0	91	0	0	0	0	0	1	1	0	2	0	0	0	0	0	28	25	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	295	"AWI"	295	4668	7015	5776	0	1	164	0	0	1	0	6	0	0	0	110	0	0	0	0	0	0	0	0	0	114	8	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	124	0	0	0	0	0	0	4	0	0	0	0	0	0	0	39	49	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	300	"AWI"	300	4806	7160	5919	0	4	177	0	0	0	0	1	0	0	0	145	0	0	0	0	0	0	0	0	0	100	9	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	118	0	0	0	0	0	1	2	0	0	0	0	0	0	0	39	54	0	1	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	305	"AWI"	305	4940	7245	6069	0	2	158	2	0	0	0	4	0	0	0	132	0	0	0	1	0	0	0	0	0	86	10	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	115	1	0	0	0	1	3	2	1	1	0	0	0	0	1	45	47	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	310	"AWI"	310	5030	7359	6222	0	1	178	1	0	0	0	1	0	0	0	121	0	0	0	0	0	0	0	0	0	108	9	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0	0	0	2	0	6	0	0	0	0	0	0	0	86	0	0	0	0	0	0	2	0	0	0	0	0	0	1	49	51	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	315	"AWI"	315	5093	7522	6356	0	2	145	0	0	0	0	6	0	0	0	137	0	2	0	0	0	0	0	0	0	76	11	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	61	0	0	0	0	0	0	1	0	0	0	0	0	0	0	56	47	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	320	"AWI"	320	5266	7653	6489	0	2	190	2	0	0	0	3	0	0	0	138	0	0	0	1	0	0	0	0	0	109	17	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	1	6	0	2	0	0	0	0	0	20	49	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	325	"AWI"	325	5424	7719	6619	0	2	143	1	0	0	0	2	0	0	0	118	0	0	0	4	0	0	0	0	0	77	8	0	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	100	0	0	0	0	0	0	1	1	1	0	0	0	0	0	35	46	0	0	0
