"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Juniperus"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Ulmus"	"Urticaceae"	"Viburnum"
3138	4082	"Håkulls Mosse"	56.28818	12.519322	722	"AWI"	722	11201	11810	11535	39	23	48	118	3	20	125	1	53	99	17	90	39	3	36	0	8	2	631	64	4	69	7	2	125	58	0	11	49	6	43	3	4	4	5	5
3138	4082	"Håkulls Mosse"	56.28818	12.519322	726	"AWI"	726	11302	11919	11636	28	24	48	21	2	23	120	6	53	82	18	95	23	95	36	0	8	2	749	39	1	120	8	2	131	61	69	2	49	5	39	3	5	2	6	5
3138	4082	"Håkulls Mosse"	56.28818	12.519322	730	"AWI"	730	11462	11977	11745	13	35	54	26	5	25	119	0	57	18	23	17	214	103	85	0	10	52	602	54	1	8	2	2	179	63	89	4	55	7	61	3	7	3	1	7
3138	4082	"Håkulls Mosse"	56.28818	12.519322	734	"AWI"	734	11543	12091	11856	1	24	39	23	4	23	81	5	48	17	20	10	443	0	32	66	10	31	660	16	3	2	6	2	176	56	71	2	40	7	36	3	5	3	15	7
3138	4082	"Håkulls Mosse"	56.28818	12.519322	738	"AWI"	738	11684	12169	11946	5	23	49	22	2	22	113	3	54	32	20	140	38	3	53	0	15	10	236	47	1	2	0	2	168	58	0	1	52	8	40	7	4	61	3	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	742	"AWI"	742	11800	12244	12033	26	35	53	27	5	28	149	1	56	20	23	56	39	7	48	0	15	3	210	22	6	3	9	2	127	63	477	16	54	8	49	7	6	59	1	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	746	"AWI"	746	11888	12349	12111	4	30	48	27	4	28	74	4	53	56	24	33	42	3	61	0	15	24	230	390	2	3	0	2	127	59	76	1	49	8	39	7	1	70	10	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	750	"AWI"	750	11978	12391	12177	5	25	37	26	9	24	46	2	48	66	22	33	26	9	33	70	15	2	185	16	3	1	5	2	131	56	71	1	39	8	33	7	6	77	3	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	754	"AWI"	754	12026	12469	12246	1	27	49	26	9	26	119	2	54	15	23	48	47	10	37	0	15	19	316	87	5	2	7	2	130	60	80	2	52	8	85	7	8	0	1	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	758	"AWI"	758	12098	12520	12310	6	30	41	29	4	29	78	2	54	22	26	25	29	4	37	0	15	32	286	77	3	1	7	2	132	58	71	1	52	8	59	7	1	50	2	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	762	"AWI"	762	12135	12559	12377	2	25	40	23	7	24	83	6	48	15	18	79	54	228	32	70	10	3	234	19	2	178	6	2	136	55	70	2	41	7	39	3	6	1	61	6
3138	4082	"Håkulls Mosse"	56.28818	12.519322	766	"AWI"	766	12188	12606	12434	1	26	39	25	0	25	86	6	48	77	22	46	25	5	39	5511	15	207	227	22	9	1	6	2	151	58	5529	3	41	8	36	7	8	90	12	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	770	"AWI"	770	12295	12635	12491	9	26	37	26	10	25	62	4	52	47	23	24	27	5	33	7140	15	982	215	336	7	3	5	2	154	552	71	3	46	8	32	7	7	1	97	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	772	"AWI"	772	12329	12661	12521	166	26	54	25	3	25	759	2	57	87	20	17	19	3	43	0	15	2	65	4	1	2	6	2	48	66	0	1	55	8	44	7	5	35	11	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	774	"AWI"	774	12356	12692	12552	1	26	39	26	4	25	105	7	46	68	23	28	23	7	32	68	15	8	199	7	3	1	6	2	110	53	67	7	40	8	37	7	8	1	1	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	776	"AWI"	776	12385	12720	12576	15	23	37	20	2	20	53	7	46	36	18	104	86	270	29	67	8	2	296	19	7	209	5	2	248	58	76	1	39	5	35	3	6	1	3	5
3138	4082	"Håkulls Mosse"	56.28818	12.519322	778	"AWI"	778	12416	12732	12591	81	24	35	23	9	23	56	7	41	3	20	26	22	5	33	69	15	3	255	7	1	3	9	2	144	55	83	2	36	8	30	7	5	83	31	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	780	"AWI"	780	12441	12744	12607	15	26	37	24	9	25	44	1	41	29	22	25	26	6	32	68	15	5	316	15	2	1	5	2	186	56	69	15	38	8	36	7	8	99	3	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	784	"AWI"	784	12490	12773	12639	1	20	30	683	3	19	88	2	35	60	17	175	11	4	26	5517	9	2	574	51	4	548	6	2	418	40	0	6	31	7	30	3	2	1	4	5
3138	4082	"Håkulls Mosse"	56.28818	12.519322	788	"AWI"	788	12539	12805	12674	1	25	43	25	4	24	87	2	54	6	22	50	21	0	38	0	15	45	208	179	2	1	7	2	135	61	5179	4	46	8	103	7	6	68	2	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	792	"AWI"	792	12576	12839	12710	1	25	39	24	3	24	98	9	52	39	22	56	26	9	32	7126	15	913	263	226	0	1	6	2	135	58	73	2	41	8	38	7	6	68	12	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	796	"AWI"	796	12633	12897	12753	22	24	36	22	10	22	60	7	39	1	18	1	86	138	33	66	10	2	323	58	1	252	1	2	107	49	0	2	37	8	29	7	5	12	1	5
3138	4082	"Håkulls Mosse"	56.28818	12.519322	800	"AWI"	800	12730	12956	12828	1	25	38	24	3	23	93	8	49	92	20	51	20	7	34	70	15	304	228	24	6	2	6	2	96	55	5523	2	40	8	40	7	6	83	69	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	802	"AWI"	802	12751	13001	12864	1	24	38	23	0	23	107	2	48	27	21	60	26	9	37	69	15	431	291	38	2	1	6	2	125	56	5526	2	40	8	39	7	5	94	65	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	804	"AWI"	804	12767	13060	12902	1	26	43	26	9	25	64	4	52	69	23	43	25	6	36	72	15	34	174	348	2	2	7	2	152	553	76	2	48	8	66	7	1	91	15	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	806	"AWI"	806	12801	13099	12935	5	27	49	27	0	25	141	2	54	75	23	55	26	15	38	7117	15	52	195	79	4	2	7	2	143	59	85	1	52	8	63	7	8	8	1	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	808	"AWI"	808	12847	13117	12967	33	25	37	25	8	23	53	1	49	20	19	2	107	197	33	70	10	235	255	88	2	1	5	2	125	60	75	3	39	8	39	7	6	16	35	7
3138	4082	"Håkulls Mosse"	56.28818	12.519322	810	"AWI"	810	12876	13140	12999	8	28	49	27	3	24	68	2	54	16	20	111	16	155	36	0	11	3	327	33	6	2	7	2	190	58	0	1	52	8	62	7	1	10	5	7
3138	4082	"Håkulls Mosse"	56.28818	12.519322	814	"AWI"	814	12911	13215	13066	30	28	53	25	10	25	115	1	56	12	23	230	39	9	39	0	15	9	503	14	5	5	9	2	173	62	139	3	54	8	66	7	5	70	7	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	818	"AWI"	818	12993	13267	13119	10	31	53	29	10	28	151	1	56	36	24	404	53	5	40	0	15	1	498	19	2	2	9	2	178	64	133	1	54	8	54	7	5	29	8	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	822	"AWI"	822	13057	13318	13176	13	26	49	31	9	25	71	4	54	95	23	84	44	0	55	0	15	8	343	21	1	2	0	2	231	59	0	1	52	8	49	7	7	88	1	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	824	"AWI"	824	13079	13361	13204	6	26	48	26	4	25	67	9	53	87	23	36	39	3	36	0	15	4	272	29	3	2	7	2	221	61	0	1	49	8	45	7	7	62	4	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	826	"AWI"	826	13122	13400	13240	15	31	54	29	4	25	77	9	57	15	20	31	56	11	47	0	15	2	344	18	8	6	8	2	277	72	0	1	55	8	62	7	5	37	62	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	828	"AWI"	828	13170	13436	13286	2	31	52	29	3	28	94	9	55	94	23	36	53	15	41	0	15	2	422	76	2	3	8	2	261	63	100	2	53	8	66	7	5	39	12	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	830	"AWI"	830	13196	13491	13330	26	23	37	20	0	20	57	7	48	32	18	34	11	111	28	69	9	21	373	0	0	189	5	2	172	61	71	1	40	7	29	3	4	1	29	5
3138	4082	"Håkulls Mosse"	56.28818	12.519322	834	"AWI"	834	13231	13647	13414	1	26	41	25	7	24	75	2	53	11	20	35	49	5	38	0	15	7	612	12	5	4	7	2	176	57	88	1	48	8	52	7	8	57	1	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	838	"AWI"	838	13391	13763	13554	19	25	37	26	9	24	45	0	44	98	20	22	31	4	29	70	15	3	584	13	5	2	5	2	251	54	65	6	39	8	39	7	6	26	4	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	842	"AWI"	842	13483	14021	13721	1	25	40	20	5	23	59	1	48	3	18	1	34	99	41	72	10	10	485	10	5	138	7	2	135	55	74	6	41	8	47	7	6	41	3	6
3138	4082	"Håkulls Mosse"	56.28818	12.519322	846	"AWI"	846	13643	14316	13915	1	28	41	27	3	26	62	5	53	56	24	11	87	3	36	0	17	1	274	6	9	2	7	2	118	74	88	5	48	8	60	7	1	10	2	0
3138	4082	"Håkulls Mosse"	56.28818	12.519322	850	"AWI"	850	13957	14552	14225	114	23	35	22	10	20	84	5	39	76	18	174	12	262	38	66	9	2	1699	18	2	951	2	2	618	56	0	7	36	7	152	5	4	1	2	5
3138	4082	"Håkulls Mosse"	56.28818	12.519322	854	"AWI"	854	14122	14916	14535	2	23	32	1445	6	20	119	8	36	77	17	165	13	6	52	59	9	3	2060	6	2	325	0	2	554	59	0	5	34	7	103	3	4	1	12	5
3138	4082	"Håkulls Mosse"	56.28818	12.519322	856	"AWI"	856	14230	15062	14677	1	21	30	20	2	20	121	4	34	61	18	141	15	295	34	59	9	55	1705	111	1	866	7	2	311	56	59	1	31	7	50	3	3	1	1	5
3138	4082	"Håkulls Mosse"	56.28818	12.519322	857	"AWI"	857	14289	15097	14747	1	23	32	529	3	20	88	2	36	1	17	319	123	5	42	66	8	5	1386	10	1	205	0	2	289	47	157	1	34	5	54	4	4	1	1	0
3138	4082	"Håkulls Mosse"	56.28818	12.519322	858	"AWI"	858	14328	15138	14815	90	24	35	22	10	23	49	5	38	2	19	6	37	290	73	66	10	3	756	9	2	1	1	2	166	47	0	1	36	8	59	7	5	82	2	7
3138	4082	"Håkulls Mosse"	56.28818	12.519322	859	"AWI"	859	14357	15184	14880	3	23	32	21	4	20	46	1	36	1	18	2	66	175	37	64	10	1	847	8	9	425	8	2	219	47	192	3	34	8	59	7	4	18	9	5
3138	4082	"Håkulls Mosse"	56.28818	12.519322	860	"AWI"	860	14374	15243	14947	5	25	36	27	3	24	51	1	40	1	20	32	40	223	55	70	10	3	537	130	1	3	3	2	91	52	54	6	37	7	32	4	6	1	6	7
3138	4082	"Håkulls Mosse"	56.28818	12.519322	861	"AWI"	861	14396	15309	15012	1	24	32	23	5	23	48	2	36	28	20	110	59	10	74	70	10	3	507	10	1	2	0	2	97	42	201	1	34	7	58	5	5	1	1	8
3138	4082	"Håkulls Mosse"	56.28818	12.519322	862	"AWI"	862	14416	15387	15077	6	23	31	26	6	21	41	2	34	8	19	4	68	404	46	58	10	13	676	22	7	4	8	2	304	38	0	9	32	8	111	7	4	50	2	7
3138	4082	"Håkulls Mosse"	56.28818	12.519322	864	"AWI"	864	14455	15571	15190	14	25	37	25	2	24	45	1	45	1	20	1	44	222	73	7131	10	3	244	12	4	2	5	2	267	59	75	7	41	8	35	7	6	27	7	7
3138	4082	"Håkulls Mosse"	56.28818	12.519322	866	"AWI"	866	14497	15697	15274	2	20	31	326	4	19	75	1	36	0	17	1	26	2	32	66	10	1	144	116	2	80	7	2	215	42	122	5	32	8	34	7	3	17	2	2
3138	4082	"Håkulls Mosse"	56.28818	12.519322	868	"AWI"	868	14533	15752	15330	51	23	35	21	0	20	50	1	38	3	18	5	31	110	32	69	10	1	229	7	4	230	2	2	113	45	73	2	36	8	34	7	4	54	3	6
3138	4082	"Håkulls Mosse"	56.28818	12.519322	870	"AWI"	870	14570	15842	15381	7	24	36	22	0	23	79	8	41	1	19	11	47	173	52	70	10	2	257	48	5	1	4	2	100	54	76	7	37	8	51	7	5	99	13	7
3138	4082	"Håkulls Mosse"	56.28818	12.519322	872	"AWI"	872	14599	15947	15428	3	25	36	29	6	24	62	2	41	4	20	3	43	154	60	70	10	6	213	68	3	1	4	2	73	53	68	8	37	8	33	7	6	17	12	7
3138	4082	"Håkulls Mosse"	56.28818	12.519322	874	"AWI"	874	14620	16071	15478	6	19	28	179	3	18	48	3	34	1	16	6	53	2	24	64	10	26	281	31	9	1	5	2	148	235	0	2	32	8	27	7	0	65	2	2
