"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Ulmus"	"Urticaceae"
14497	22706	"Loch Laxford"	58.367324	-5.048628	22.5	"AWI"	22.5	209	593.5	461	0	0	1.00502512562814	0	0	0	0	0	2.51256281407035	0	0	0	0	0	1.00502512562814	3.51758793969849	88.9447236180904	0	0	0	0	0	1.00502512562814	0	0	1.00502512562814	0	0	0	0	0	0	0	0.50251256281407	0	0	0	0	0.50251256281407
14497	22706	"Loch Laxford"	58.367324	-5.048628	24.5	"AWI"	24.5	285	606	484	0	0	0.740740740740741	0.740740740740741	0	0	0	0	4.44444444444444	0	0	0	0	0	2.22222222222222	5.92592592592593	84.4444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0.740740740740741	0	0	0.740740740740741	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	26.5	"AWI"	26.5	353.5	620	507	0	0	0.613496932515337	0	0	0	0	0	0.613496932515337	0	0	0	0	0	0	14.7239263803681	83.4355828220859	0	0	0	0	0	0.613496932515337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	28.5	"AWI"	28.5	405	635.5	531.5	0	0	0.72992700729927	0	0	0	0	0	3.64963503649635	0	0	0	0	0	1.45985401459854	13.1386861313869	78.8321167883212	0	0	0	0	0	0	0.72992700729927	0	1.45985401459854	0	0	0	0	0	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	30.5	"AWI"	30.5	444.5	655	554.5	0	0	0.763358778625954	0	0	0	0	0	3.81679389312977	0	0	0	0	0	2.29007633587786	10.6870229007634	79.3893129770992	0	0	0	0	0	0	0	0	1.52671755725191	0	0	0	0	0.763358778625954	0	0	0	0	0	0	0	0.763358778625954
14497	22706	"Loch Laxford"	58.367324	-5.048628	32.5	"AWI"	32.5	479	664.5	570	0	0	10.2564102564103	0	2.56410256410256	0	2.56410256410256	0	41.025641025641	0	0	0	0	0	5.12820512820513	25.6410256410256	0	0	0	0	0	0	5.12820512820513	0	0	5.12820512820513	0	0	0	0	2.56410256410256	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	34.5	"AWI"	34.5	507	676.5	586	0	0	0.694444444444444	0	0	0	0	0	11.8055555555556	0	0	0	0	0	8.33333333333333	6.25	71.5277777777778	0	0	0	0	0	0	0.694444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.694444444444444
14497	22706	"Loch Laxford"	58.367324	-5.048628	36.5	"AWI"	36.5	527.5	690.5	603	0	0	3.2258064516129	0	0	0	0.537634408602151	0.537634408602151	20.4301075268817	0	0	0	0	0	7.52688172043011	3.2258064516129	63.4408602150538	0	0	0	0	0	0.537634408602151	0	0	0	0	0	0	0	0.537634408602151	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	38.5	"AWI"	38.5	542	709	620.5	0	0	3.515625	0	0	0	0.390625	0	16.40625	0	0	0	0	0	13.28125	8.203125	51.5625	0	0	0	0	0	0.390625	2.34375	0	2.34375	0	0	0	0	0.390625	0	0	0	0	0	0.390625	0	0.78125
14497	22706	"Loch Laxford"	58.367324	-5.048628	40.5	"AWI"	40.5	555	729.5	636	0	0	6.80628272251309	0	0	0.523560209424084	0	0	19.8952879581152	0	0.523560209424084	0.523560209424084	0	0	5.23560209424084	3.1413612565445	58.1151832460733	0	0	0	0	0	1.57068062827225	0	0	1.57068062827225	0	0	0	0	0	0	0	0.523560209424084	1.04712041884817	0	0	0	0.523560209424084
14497	22706	"Loch Laxford"	58.367324	-5.048628	42.5	"AWI"	42.5	574.5	739.5	646.5	0	0	3.84615384615385	0	0	0.961538461538462	0	0	41.3461538461538	0	0	0	0	0	16.3461538461538	26.9230769230769	0	0	0	0	0.961538461538462	0	0.961538461538462	0.961538461538462	0	4.80769230769231	0	0	0	0	0.961538461538462	0	0	1.92307692307692	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	44.5	"AWI"	44.5	589	751	657	0	0	2.00803212851406	0	0	0	0	0	13.2530120481928	0	0	0	0	0	10.0401606425703	4.01606425702811	67.0682730923695	0	0	0.401606425702811	0	0.401606425702811	0.401606425702811	0.803212851405622	0	0.401606425702811	0	0	0	0	1.20481927710843	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	46.5	"AWI"	46.5	602	765.5	669	0	0	3.43347639484979	0	0	0	0.429184549356223	0	20.6008583690987	0	0	0	0	0	5.5793991416309	4.29184549356223	62.2317596566524	0	0	0	0	0	1.28755364806867	0.429184549356223	0	0.429184549356223	0	0	0.429184549356223	0	0.429184549356223	0	0	0	0	0.429184549356223	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	48.5	"AWI"	48.5	613	778.5	681	0	0	7.03125	0.390625	0	0	0.78125	0	17.96875	0	0	0	0	0	8.984375	12.109375	45.703125	0	0	0.390625	0	0	0.390625	2.34375	0	1.5625	0	0	0	0	0.390625	0	0	0	1.5625	0.390625	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	50.5	"AWI"	50.5	627	795.5	693	0	0	6.48464163822526	0.341296928327645	0.68259385665529	0	0.68259385665529	0	21.160409556314	0	0	0	0	0	9.89761092150171	15.0170648464164	41.296928327645	0	0	0	0	0	0	0.68259385665529	0	1.70648464163823	0	0	0	0	0.341296928327645	0	0	0	1.36518771331058	0	0	0.341296928327645	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	52.5	"AWI"	52.5	655	813.5	710.5	0	0	10.3174603174603	0	0	0	0.264550264550265	0	20.8994708994709	0	0	0	0	0	13.7566137566138	6.61375661375661	44.4444444444444	0	0.264550264550265	0	0.264550264550265	0	1.05820105820106	0.264550264550265	0	0.529100529100529	0	0	0	0	0.793650793650794	0	0	0.264550264550265	0	0.264550264550265	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	54.5	"AWI"	54.5	671.5	837.5	727	0	0	2.33271945979128	0	0	0	0	0	83.7937384898711	0	0	0	0	0	3.00798035604665	1.41190914671578	8.41006752608962	0	0	0	0.0613873542050338	0	0.306936771025169	0.368324125230203	0	0.122774708410068	0	0	0	0	0.184162062615101	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	56.5	"AWI"	56.5	682	865.5	743	0	0	2.9045643153527	0.138312586445367	0	0	0	0	79.5297372060858	0	0	0	0	0	2.4896265560166	2.9045643153527	10.926694329184	0	0	0	0	0	0	0.4149377593361	0	0.4149377593361	0	0	0	0	0.276625172890733	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	58.5	"AWI"	58.5	689.5	902.5	759	0	0	3.40136054421769	0.340136054421769	0	0	0	0	12.9251700680272	0	0.340136054421769	0	0	0	13.6054421768707	6.46258503401361	59.8639455782313	0	0	0	0	0	0.340136054421769	0.680272108843537	0	1.36054421768707	0	0	0	0	0.680272108843537	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	60.5	"AWI"	60.5	705.5	942	782	0	0	5.36912751677852	0	0	0	2.01342281879195	0	22.8187919463087	0	0.671140939597315	0	0	0	9.39597315436242	2.68456375838926	49.6644295302013	0	0	0.671140939597315	0	0	1.34228187919463	1.34228187919463	0	1.34228187919463	0	0	0	0	2.01342281879195	0	0	0.671140939597315	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	62.5	"AWI"	62.5	734.5	979	827.5	0	0	19.4244604316547	0	0.719424460431655	0	0	0	33.8129496402878	0	0	0	0	0	21.5827338129496	14.3884892086331	0	0	0	0.719424460431655	0.719424460431655	0	0	1.43884892086331	0	1.43884892086331	0	0	0	0	5.03597122302158	0	0	0.719424460431655	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	64.5	"AWI"	64.5	751	1027.5	873.5	0	0	5.55555555555556	0	0	0	0	0	20.9401709401709	0	0.427350427350427	0	0	0	10.6837606837607	3.41880341880342	55.5555555555556	0	0	0	0	0	0.854700854700855	0.427350427350427	0	1.28205128205128	0	0	0	0	0.854700854700855	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	66.5	"AWI"	66.5	764	1096	917	0	0	7.25806451612903	0	0	0	0.403225806451613	0	18.1451612903226	0	0	0	0	0	5.24193548387097	2.41935483870968	60.8870967741936	0	0	0	0	0	0.403225806451613	1.20967741935484	0	2.41935483870968	0	0	0	0	1.61290322580645	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	68.5	"AWI"	68.5	773.5	1176	958	0	0	7.26256983240224	0	0	0	0	0	27.3743016759777	0	0.558659217877095	0	0	0	7.26256983240224	3.91061452513966	50.2793296089386	0	0	0	0	0	1.11731843575419	0.558659217877095	0	1.67597765363128	0	0	0	0	0	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	70.5	"AWI"	70.5	799.5	1242	1000	0	0	4.60251046025105	0	0	0	0.418410041841004	0	19.6652719665272	0	0.418410041841004	0	0	0	6.69456066945607	12.9707112970711	50.2092050209205	0	0	0	0	0	0.836820083682008	0.418410041841004	0	1.67364016736402	0	0	0	0	1.25523012552301	0	0	0	0	0	0	0	0.836820083682008
14497	22706	"Loch Laxford"	58.367324	-5.048628	72.5	"AWI"	72.5	867	1258.5	1047	0	0	2.67857142857143	0.446428571428571	0	0	0	0	16.0714285714286	0	0	0	0	0	6.69642857142857	3.125	66.9642857142857	0	0	0	0	0	0.446428571428571	0.446428571428571	0	1.78571428571429	0	0	0	0	1.33928571428571	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	74.5	"AWI"	74.5	917	1274.5	1097	0	0	3.81861575178998	0	0	4.77326968973747	0.238663484486874	0	15.035799522673	0	0	0	0	0	8.59188544152745	2.14797136038186	63.9618138424821	0	0	0.238663484486874	0	0	0.477326968973747	0	0	0.715990453460621	0	0	0	0	0	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	76.5	"AWI"	76.5	959.5	1299	1148.5	0	0	3.4965034965035	0	0	0	0	0	11.1888111888112	0	0	0	0	0	5.59440559440559	1.3986013986014	66.4335664335664	0	0.699300699300699	0	0	0	2.0979020979021	0.699300699300699	0	0	0	6.99300699300699	0	0	0.699300699300699	0	0	0	0	0	0	0.699300699300699	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	78.5	"AWI"	78.5	991.5	1333	1202.5	0	0.395256916996047	1.97628458498024	0	0	0	0	0	22.9249011857708	0	0	0	0	0.395256916996047	5.92885375494071	2.76679841897233	61.6600790513834	0	0	0.395256916996047	0	0	1.97628458498024	0	0	0	0	0	0	0	1.58102766798419	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	80.5	"AWI"	80.5	1021.5	1375.5	1248	0	0	8	0	0	0	0	0	16.4	0	0	0.4	0	0	13.6	2.8	56.8	0	0.4	0	0	0	0	0	0	0.4	0	0	0	0	0.8	0	0	0	0	0.4	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	82.5	"AWI"	82.5	1071.5	1392.5	1287	0	0	3.78378378378378	0	0	0	0	0	16.2162162162162	0	0	0	0	0	10.8108108108108	2.7027027027027	61.6216216216216	0	0.540540540540541	0	0	0	1.08108108108108	1.08108108108108	0	1.08108108108108	0	0	0	0	1.08108108108108	0	0	0	0	0	0	0	0
