"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Juniperus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"
14458	22630	"Domsjön"	58.30954	12.422036	1182	"AWI"	1182	13238	13674	13455	0	9	0	27	0	139	0	0	0	0	0	0	2	3	0	0	7	0	0	2	4	1600	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
14458	22630	"Domsjön"	58.30954	12.422036	1184	"AWI"	1184	13320	13780	13549	0	17	3	63	0	479	0	0	0	2	0	0	0	23	0	0	0	0	0	2	0	1208	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	2
14458	22630	"Domsjön"	58.30954	12.422036	1186	"AWI"	1186	13410	13854	13618	0	12	4	46	0	419	0	0	0	1	0	0	1	20	0	0	0	0	0	8	5	1314	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	2
14458	22630	"Domsjön"	58.30954	12.422036	1188	"AWI"	1188	13472	13955	13684	2	13	1	15	0	305	0	1	0	1	0	0	0	18	0	0	0	0	0	6	4	1441	0	0	0	0	0	0	0	0	0	0	0	6	0	1	3	1	0
14458	22630	"Domsjön"	58.30954	12.422036	1192	"AWI"	1192	13602	14177	13869	0	9	4	50	0	404	0	0	0	0	1	0	0	7	0	0	0	0	0	0	4	1002	0	0	40	0	0	0	0	0	0	1	0	9	0	0	0	0	1
14458	22630	"Domsjön"	58.30954	12.422036	1194	"AWI"	1194	13640	14373	13970	0	8	4	28	0	347	0	0	1	1	1	0	0	15	0	0	0	0	0	0	3	1180	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	3
14458	22630	"Domsjön"	58.30954	12.422036	1198	"AWI"	1198	13838	14536	14180	2	2	0	17	0	134	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	283	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5
14458	22630	"Domsjön"	58.30954	12.422036	1202	"AWI"	1202	13966	14697	14322	2	1	0	12	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
14458	22630	"Domsjön"	58.30954	12.422036	1206	"AWI"	1206	14095	14824	14441	0	4	1	15	0	79	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	687	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0
14458	22630	"Domsjön"	58.30954	12.422036	1210	"AWI"	1210	14207	14956	14564	0	4	0	9	0	159	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
14458	22630	"Domsjön"	58.30954	12.422036	1214	"AWI"	1214	14290	15128	14699	0	1	1	9	0	54	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
14458	22630	"Domsjön"	58.30954	12.422036	1218	"AWI"	1218	14392	15268	14841	0	5	0	16	0	103	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	291	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
14458	22630	"Domsjön"	58.30954	12.422036	1222	"AWI"	1222	14498	15465	14974	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14458	22630	"Domsjön"	58.30954	12.422036	1226	"AWI"	1226	14600	15711	15111	0	7	0	18	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
