"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	140	"AWI"	140	1097	2046	1581	0	0	76	6	3	0	7	0	5	15	0	2	0	1	0	0	48	480	0	0	0	1	55	11	0	0	1	0	0	0	16	0	5	16	281	0	1	148	3	0	0	5	17	7	0	0	0	0	0	2	2	1	1	0	1
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	150	"AWI"	150	1204	2143	1696	0	0	353	1	6	0	5	0	26	7	0	2	0	1	0	0	49	598	0	0	0	2	21	6	0	0	0	0	0	0	5	0	18	0	278	0	0	139	1	0	0	15	10	19	2	0	0	0	0	0	1	4	2	0	1
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	160	"AWI"	160	1358	2225	1817	0	1	93	4	4	0	7	0	4	12	0	5	0	2	1	0	49	727	0	0	0	0	22	10	0	0	1	0	0	0	5	0	11	0	210	0	1	106	9	0	0	7	20	8	1	0	1	0	0	1	1	0	2	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	170	"AWI"	170	1511	2322	1930	0	0	49	4	9	0	3	0	1	12	0	1	5	3	0	0	17	649	0	0	0	0	6	7	0	0	8	0	0	0	0	0	22	0	263	0	0	68	4	0	0	5	3	6	0	0	0	0	0	0	4	2	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	180	"AWI"	180	1649	2445	2046	0	0	39	6	2	0	3	0	5	4	0	1	0	1	0	0	20	355	0	0	0	0	9	9	0	0	0	0	0	0	0	0	15	8	173	0	1	57	1	0	0	5	4	5	0	0	0	0	1	0	2	2	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	190	"AWI"	190	1890	2540	2146	0	2	258	4	6	0	2	0	47	3	0	1	0	0	0	0	99	189	0	0	0	1	48	55	0	0	1	0	0	0	0	0	10	14	369	0	0	235	0	0	0	7	2	9	0	0	0	0	0	1	31	22	8	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	210	"AWI"	210	2231	2958	2485	0	6	253	5	8	3	1	0	9	10	0	0	0	2	0	0	161	552	0	0	0	0	83	38	0	0	1	0	0	0	0	1	25	9	135	1	0	282	0	0	0	8	4	4	0	0	2	0	1	2	35	21	3	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	220	"AWI"	220	2399	3222	2790	0	3	188	1	2	3	1	0	3	5	0	1	1	0	0	0	141	369	0	0	0	0	19	36	0	0	0	0	0	0	0	0	50	0	106	0	0	207	0	0	0	2	2	8	0	0	0	0	2	0	27	27	1	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	230	"AWI"	230	2616	3518	3078	0	4	218	1	14	1	3	0	10	24	0	1	0	2	0	0	242	273	0	0	0	0	16	67	0	0	3	0	0	0	0	1	28	14	199	0	1	276	0	0	0	11	5	22	0	0	0	0	0	0	41	32	2	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	240	"AWI"	240	2816	3720	3393	0	5	185	2	3	2	1	0	2	9	0	1	0	4	0	0	284	125	0	0	0	0	3	92	0	0	0	1	0	0	0	0	17	0	90	0	0	219	2	0	0	3	15	4	0	0	0	0	10	0	39	44	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	245	"AWI"	245	3141	3752	3499	0	2	226	0	0	4	1	0	0	6	0	1	0	0	0	0	360	134	0	0	0	0	6	56	0	0	0	0	0	0	0	0	32	0	75	0	1	242	0	0	0	8	17	3	0	0	0	0	12	0	55	52	1	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	250	"AWI"	250	3413	3797	3612	1	6	339	0	1	1	0	0	0	8	0	0	0	5	0	0	492	196	0	0	0	1	14	106	0	0	0	0	0	0	0	0	50	0	89	0	0	329	0	0	0	9	26	5	2	0	0	0	24	0	109	81	1	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	255	"AWI"	255	3538	3945	3736	0	3	225	2	0	5	0	0	2	3	0	0	0	0	0	0	376	122	0	0	0	0	6	51	0	0	0	0	0	0	0	0	41	0	86	0	0	286	0	0	0	4	8	3	0	0	0	0	5	0	69	54	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	260	"AWI"	260	3598	4044	3810	0	2	236	0	1	3	0	0	2	10	0	0	0	1	0	0	400	112	0	0	0	0	10	103	0	0	0	0	0	0	0	0	39	0	121	0	0	308	0	0	0	7	17	2	0	1	0	0	17	0	61	76	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	265	"AWI"	265	3631	4209	3875	0	3	203	0	0	3	2	0	2	9	0	0	0	4	0	0	348	149	0	0	0	1	5	54	0	0	1	0	0	0	0	0	58	0	56	0	0	228	0	0	0	5	0	2	0	0	0	2	13	0	60	56	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	270	"AWI"	270	3655	4399	3936	0	6	266	0	0	2	1	0	3	4	0	0	0	2	0	0	418	65	0	0	0	1	2	75	0	0	0	0	0	0	0	0	53	0	66	0	0	322	0	0	0	2	9	1	1	0	0	0	25	0	67	53	1	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	275	"AWI"	275	3722	4467	4012	0	5	394	3	0	1	2	0	29	6	0	0	0	1	0	0	386	119	0	0	0	0	6	114	0	0	0	0	0	0	0	0	56	0	76	0	0	401	2	0	0	1	13	5	0	0	0	0	4	0	45	45	1	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	280	"AWI"	280	3760	4570	4085	0	5	247	1	0	2	0	0	2	0	0	0	0	0	0	0	357	20	0	0	0	0	2	50	0	0	0	0	0	0	0	0	33	0	18	0	0	253	0	0	0	4	0	3	0	0	0	0	14	0	15	36	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	285	"AWI"	285	3790	4688	4152	0	0	242	0	0	1	0	0	13	2	0	0	0	2	0	0	324	30	0	0	0	0	0	31	2	0	2	1	0	0	0	0	27	0	17	0	0	218	0	0	0	2	0	5	0	0	0	1	12	0	16	31	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	290	"AWI"	290	3859	4750	4233	0	0	54	1	0	0	2	0	0	4	0	0	0	3	0	0	61	18	0	0	0	1	0	17	1	0	0	0	0	0	0	0	28	0	12	0	0	81	0	0	0	3	1	3	0	0	0	0	0	0	13	11	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	305	"AWI"	305	4009	5020	4448	0	4	71	0	0	0	0	0	0	2	0	0	0	0	0	0	80	38	0	0	0	0	0	23	0	0	0	0	0	0	0	0	29	0	21	0	0	83	0	0	0	3	4	1	0	0	0	0	1	0	28	16	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	310	"AWI"	310	4054	5094	4517	0	2	183	0	0	5	0	0	7	3	0	0	0	1	0	1	187	57	0	0	0	0	1	71	0	30	0	0	0	0	0	0	61	0	0	0	0	301	1	0	0	6	1	0	0	0	0	0	3	0	51	43	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	315	"AWI"	315	4081	5189	4587	0	7	300	0	1	10	0	0	1	5	0	0	0	0	0	0	285	25	0	0	0	0	1	87	0	0	0	0	0	0	0	0	61	0	28	0	0	415	1	0	0	7	0	1	0	0	0	0	0	0	72	84	0	0	1
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	320	"AWI"	320	4159	5245	4659	0	0	241	0	1	0	0	0	15	0	0	1	0	0	0	0	170	187	0	0	0	0	3	74	0	0	0	0	0	0	0	1	48	0	151	0	0	348	1	0	0	17	16	10	0	0	1	0	2	0	65	39	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	335	"AWI"	335	4323	5459	4875	0	4	172	1	0	1	0	0	1	20	0	0	0	1	0	0	151	124	0	0	0	0	2	73	0	0	1	0	0	1	0	1	49	0	100	0	1	279	1	0	0	11	51	4	0	0	0	1	1	0	36	47	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	340	"AWI"	340	4376	5536	4949	0	2	111	1	0	0	0	0	4	19	0	0	0	2	0	0	92	117	0	0	0	0	1	48	0	0	0	0	0	0	0	0	40	0	51	0	0	207	0	0	0	4	12	6	0	0	0	0	0	0	41	22	1	0	1
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	345	"AWI"	345	4413	5639	5022	0	5	227	1	0	3	0	0	1	11	0	0	0	0	0	0	162	34	0	0	0	0	2	96	0	0	0	0	0	0	0	0	33	0	151	0	0	324	1	0	0	14	3	4	0	1	0	0	0	0	85	78	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	350	"AWI"	350	4492	5686	5097	0	1	345	1	0	1	0	0	2	0	0	0	0	0	0	0	230	29	0	0	0	0	0	48	0	0	0	0	0	0	0	0	43	0	116	0	0	235	0	0	0	7	1	1	0	0	0	0	0	0	61	55	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	355	"AWI"	355	4545	5749	5173	0	1	372	0	0	2	0	0	3	4	0	1	0	0	0	0	320	13	0	0	0	0	1	46	0	0	0	0	0	0	0	0	34	0	155	0	0	264	0	0	0	5	1	2	0	1	0	0	0	1	65	45	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	360	"AWI"	360	4598	5829	5243	0	1	166	0	0	0	0	0	11	6	0	1	0	0	0	0	186	58	0	0	0	0	0	20	0	0	0	0	0	1	0	0	15	0	211	0	0	138	0	0	0	8	0	3	0	0	0	0	0	0	30	19	1	1	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	365	"AWI"	365	4686	5871	5314	0	4	199	0	1	2	1	0	2	15	0	0	0	4	0	0	280	222	0	0	0	1	2	50	0	0	1	0	0	0	0	0	49	0	198	0	0	398	0	0	0	18	1	10	0	0	0	0	1	0	62	11	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	370	"AWI"	370	4750	5940	5385	0	2	96	0	0	1	0	0	2	1	0	0	0	1	0	0	94	120	0	0	0	0	0	21	0	0	0	0	0	0	0	0	36	0	74	0	0	177	0	0	0	5	0	1	0	0	0	0	0	0	38	5	0	0	1
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	375	"AWI"	375	4802	6024	5459	0	4	263	0	0	2	0	0	12	2	0	0	0	0	0	0	238	327	0	0	0	0	2	60	0	0	0	0	0	0	0	0	58	0	120	0	0	365	0	1	0	3	0	2	0	1	0	1	0	0	54	19	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	380	"AWI"	380	4913	6071	5532	0	1	232	0	0	0	0	0	6	0	0	0	0	0	0	0	183	94	0	0	0	0	0	34	0	0	0	0	0	0	0	0	18	0	65	0	0	181	0	0	0	0	0	1	0	0	0	0	0	0	31	10	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	385	"AWI"	385	4995	6144	5607	0	1	235	0	0	0	0	0	32	0	0	0	0	0	0	0	131	37	0	0	0	0	0	36	0	0	0	0	0	0	0	0	12	0	66	0	0	171	0	0	0	1	0	0	0	0	0	0	0	0	27	14	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	390	"AWI"	390	5053	6214	5683	0	1	450	0	1	1	0	0	38	0	0	0	0	0	0	0	310	10	1	0	0	0	1	42	0	0	0	0	0	0	0	0	25	0	116	0	0	162	1	0	0	2	1	3	0	0	0	0	0	0	36	11	0	0	1
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	395	"AWI"	395	5142	6256	5757	0	5	310	0	3	1	5	0	14	6	0	0	0	1	0	0	298	235	0	0	0	0	1	53	0	0	0	0	0	0	0	0	60	0	346	0	0	395	2	0	0	20	0	35	0	0	1	0	2	0	51	28	5	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	400	"AWI"	400	5212	6306	5831	0	6	375	1	1	0	3	0	30	15	0	0	0	4	0	0	343	388	0	0	0	2	0	63	0	0	1	0	0	1	0	0	53	0	329	0	0	301	2	0	0	19	0	41	1	0	0	0	0	0	57	26	1	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	405	"AWI"	405	5259	6380	5903	0	1	258	0	0	0	1	0	23	12	0	0	0	3	0	0	265	198	0	0	0	1	0	45	0	0	0	0	0	0	0	0	49	0	289	0	0	310	1	0	0	13	1	27	1	0	0	0	1	0	39	39	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	410	"AWI"	410	5365	6413	5971	0	1	280	1	0	2	0	0	4	5	0	1	0	8	0	0	368	188	0	0	0	0	0	35	0	0	0	0	0	0	0	0	23	0	143	0	0	266	3	0	0	0	0	17	3	0	0	0	0	0	36	30	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	415	"AWI"	415	5440	6462	6046	0	1	474	2	1	1	4	0	8	6	0	0	0	6	0	0	608	170	0	0	0	0	0	89	0	0	0	0	0	3	0	0	39	0	275	0	0	425	1	0	0	4	0	11	0	0	0	0	9	0	72	61	2	0	1
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	420	"AWI"	420	5521	6534	6121	0	2	293	0	0	6	0	0	6	11	0	0	0	2	0	0	305	126	0	0	0	0	0	25	0	0	0	0	0	0	0	0	37	0	125	0	0	240	1	0	0	3	0	8	0	0	0	0	8	0	69	37	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	425	"AWI"	425	5643	6568	6188	0	1	383	0	0	1	7	0	2	6	0	0	0	2	0	0	370	770	0	0	0	0	0	71	0	0	1	0	0	0	0	0	58	0	256	0	0	353	0	0	0	7	0	7	0	0	0	0	9	0	84	102	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	430	"AWI"	430	5731	6606	6261	0	2	313	0	0	3	1	0	9	6	0	0	0	1	0	0	461	114	0	0	0	0	0	46	0	0	0	0	0	0	0	0	33	0	154	0	0	258	1	0	0	0	0	9	0	0	0	0	2	0	49	52	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	435	"AWI"	435	5799	6673	6338	0	1	340	1	2	3	1	0	13	15	0	1	0	3	0	0	474	143	0	0	0	0	0	58	0	0	1	0	0	0	0	0	61	0	182	1	0	384	0	0	0	8	1	19	1	0	0	0	7	1	58	33	0	1	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	440	"AWI"	440	5972	6700	6401	0	1	317	0	1	0	1	0	7	7	0	0	0	3	0	0	326	242	0	0	0	0	0	73	1	0	0	0	0	0	0	0	55	0	256	0	0	290	0	0	0	6	0	11	0	0	0	0	0	0	87	75	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	445	"AWI"	445	6099	6737	6470	0	2	270	0	0	7	5	0	8	16	0	0	0	5	0	0	328	60	0	0	0	1	0	54	0	0	0	0	0	0	0	0	49	0	431	0	0	354	0	0	0	14	1	3	1	0	0	0	2	0	121	132	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	450	"AWI"	450	6172	6793	6544	0	0	172	1	2	1	1	0	5	4	0	0	0	0	0	0	226	39	0	0	0	0	0	21	0	0	0	0	0	0	0	0	72	0	187	0	0	235	0	0	0	2	0	0	0	0	0	0	2	0	82	101	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	455	"AWI"	455	6393	6826	6619	0	0	234	1	0	5	5	0	0	3	0	0	0	1	0	0	415	57	0	0	0	0	0	41	0	0	0	0	0	0	0	0	67	0	364	0	0	411	0	0	0	2	1	10	1	0	1	1	4	0	91	126	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	460	"AWI"	460	6533	6885	6703	0	0	144	0	1	2	0	0	5	2	0	0	0	0	0	0	247	54	0	0	0	0	0	27	0	0	0	0	0	0	0	0	41	0	205	0	0	278	0	0	0	6	0	1	1	1	0	0	0	0	70	58	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	465	"AWI"	465	6597	7032	6780	0	1	152	0	0	5	1	0	2	3	0	0	0	1	0	0	179	56	0	0	0	0	0	42	0	0	0	0	0	0	0	0	36	0	262	0	1	277	0	0	0	3	0	6	0	0	0	0	4	0	68	75	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	470	"AWI"	470	6695	7158	6910	0	0	114	0	0	0	0	0	0	2	0	0	0	1	0	0	190	50	0	0	0	0	0	26	0	0	0	0	0	0	0	0	73	0	154	0	0	186	0	0	0	8	0	0	1	0	0	0	0	0	58	76	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	480	"AWI"	480	6791	7576	7155	0	0	189	0	1	1	1	0	9	0	0	0	0	0	0	0	255	95	0	0	0	0	0	43	1	0	0	0	0	0	0	0	59	0	330	0	0	306	1	0	0	0	1	2	2	0	0	0	1	0	87	118	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	485	"AWI"	485	6992	7617	7282	0	0	209	0	4	1	1	0	2	4	0	0	0	2	0	0	263	50	0	0	0	0	0	33	0	0	0	0	0	0	0	0	46	0	278	0	0	298	1	0	0	9	0	0	0	0	0	0	2	0	86	91	0	1	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	490	"AWI"	490	7123	7660	7416	0	0	90	0	0	2	0	0	3	1	0	0	0	0	0	0	192	79	0	0	0	0	0	20	0	0	0	0	0	0	0	0	48	0	179	0	1	166	0	0	0	0	1	3	0	0	0	0	0	0	63	62	0	0	1
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	500	"AWI"	500	7481	7809	7639	0	0	5	1	0	0	1	0	1	1	0	0	0	1	0	0	119	63	0	0	0	0	0	1	0	0	0	0	0	0	0	0	32	0	37	0	3	52	0	0	0	2	2	0	0	0	0	0	0	0	22	34	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	510	"AWI"	510	7636	8208	7840	0	0	1	0	11	0	0	0	0	1	0	0	0	0	0	0	178	282	0	0	0	0	0	2	0	0	0	0	0	0	0	0	115	0	73	0	2	95	0	0	0	5	1	1	0	0	0	0	0	0	15	65	1	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	520	"AWI"	520	7716	8554	8019	0	0	5	0	18	0	0	0	1	4	0	0	0	0	0	0	262	367	0	0	0	0	0	4	0	0	0	0	0	0	0	0	111	0	175	0	0	190	0	0	0	8	0	1	0	0	0	0	0	0	10	40	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	530	"AWI"	530	7811	8910	8188	0	0	5	1	34	1	1	0	1	0	0	0	0	0	0	0	271	695	0	0	0	0	0	5	0	0	0	0	0	0	0	0	111	0	104	0	1	191	0	0	0	5	0	2	0	0	0	0	0	0	9	118	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	540	"AWI"	540	7874	9218	8363	0	0	3	1	15	3	1	0	1	0	0	0	0	0	0	0	269	468	0	0	0	0	0	6	0	0	0	0	0	0	0	0	106	0	98	0	1	141	0	0	0	4	0	1	0	0	0	0	0	0	2	99	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	550	"AWI"	550	7990	9431	8544	0	10	0	0	35	0	0	0	3	0	0	0	0	0	0	0	516	488	0	0	0	0	0	1	0	0	0	0	0	0	0	0	71	0	42	0	0	161	0	0	0	7	0	4	0	0	0	0	0	0	2	112	1	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	560	"AWI"	560	8104	9699	8722	0	0	2	0	22	0	1	0	0	0	0	1	0	0	0	0	623	374	0	0	0	0	0	6	0	0	0	0	0	0	0	0	53	0	107	0	0	143	0	0	0	5	0	3	1	0	0	0	0	0	3	158	3	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	570	"AWI"	570	8199	9997	8892	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	762	385	0	0	0	0	0	1	0	0	0	0	0	0	0	0	105	0	53	0	0	181	0	0	0	3	0	10	0	0	0	0	0	0	0	111	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	580	"AWI"	580	8331	10220	9069	0	0	0	1	7	0	0	0	1	0	0	0	0	0	0	0	552	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	29	0	2	92	0	0	0	2	0	3	1	0	0	0	0	1	0	93	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	590	"AWI"	590	8450	10429	9240	0	1	0	0	32	1	10	0	4	0	0	0	0	0	0	0	467	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	73	0	5	122	0	0	0	4	0	42	3	2	0	0	0	0	0	442	1	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	600	"AWI"	600	8567	10705	9419	0	0	0	0	4	0	8	0	6	0	0	0	0	0	0	0	347	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	7	0	0	47	0	0	0	0	0	4	0	0	0	0	0	0	0	76	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	610	"AWI"	610	8702	10918	9605	0	0	0	0	6	0	4	0	5	0	0	0	0	0	0	0	385	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	6	0	0	62	0	0	0	0	0	4	0	0	0	0	0	0	0	48	0	0	0
