"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Juniperus"	"Nartheciaceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Tilia"	"Ulmus"
14463	22640	"Teanga"	57.31917	-7.28472	80.5	"AWI"	80.5	683.5	1550.5	1073.5	17	0	0	0	0	0	5	0	3	0	81	0	235	0	0	0	0	6	0	0	13	0	0	0	13	0	0	0	0	0	0	3
14463	22640	"Teanga"	57.31917	-7.28472	88.5	"AWI"	88.5	902.5	1866	1335.5	13	0	0	0	0	0	4	0	0	0	72	0	249	0	0	1	0	8	0	0	13	0	0	0	17	0	0	0	1	0	0	1
14463	22640	"Teanga"	57.31917	-7.28472	96.5	"AWI"	96.5	1005	2450	1571	11	0	0	0	2	0	13	0	0	0	49	0	210	0	0	2	0	12	0	0	7	0	0	0	14	0	0	0	2	0	0	2
14463	22640	"Teanga"	57.31917	-7.28472	104.5	"AWI"	104.5	1215	2655.5	1878	11	0	0	1	0	0	8	0	0	0	59	0	214	0	0	2	0	5	0	0	19	0	0	0	15	0	0	1	0	0	0	2
14463	22640	"Teanga"	57.31917	-7.28472	112.5	"AWI"	112.5	1343.5	3051.5	2161.5	9	0	0	0	0	0	7	0	0	0	47	0	174	0	0	0	0	8	0	0	15	0	0	0	22	0	0	0	0	0	0	2
14463	22640	"Teanga"	57.31917	-7.28472	120.5	"AWI"	120.5	1661	3202	2452	12	0	0	0	0	0	7	0	0	3	34	0	187	0	0	0	0	4	0	0	23	0	0	0	21	0	0	0	0	0	0	2
14463	22640	"Teanga"	57.31917	-7.28472	128.5	"AWI"	128.5	1852.5	3487	2747.5	16	1	0	0	1	0	18	0	2	0	28	1	233	0	0	4	0	3	0	0	22	6	0	0	38	0	0	2	1	0	0	2
14463	22640	"Teanga"	57.31917	-7.28472	136.5	"AWI"	136.5	2346	3634	2990	14	2	0	0	0	0	19	0	0	0	58	0	95	0	0	3	2	1	0	0	25	0	0	0	38	0	0	0	3	0	0	3
14463	22640	"Teanga"	57.31917	-7.28472	144.5	"AWI"	144.5	2669.5	3893.5	3261.5	18	1	1	0	0	0	10	0	0	0	34	0	128	0	0	2	3	5	0	0	23	0	0	0	41	0	0	1	0	0	0	3
14463	22640	"Teanga"	57.31917	-7.28472	152.5	"AWI"	152.5	2961.5	4171.5	3536.5	13	0	0	0	1	0	7	0	0	0	30	0	188	0	0	2	1	2	0	0	44	0	0	0	32	0	0	0	0	0	0	0
14463	22640	"Teanga"	57.31917	-7.28472	160.5	"AWI"	160.5	3103	4752	3794.5	23	0	0	1	0	0	11	0	0	0	35	0	150	0	0	2	0	2	0	0	60	0	0	0	52	0	0	1	2	0	0	2
14463	22640	"Teanga"	57.31917	-7.28472	168.5	"AWI"	168.5	3345.5	4980	4083	34	0	0	1	0	0	19	0	0	0	67	0	70	0	0	0	2	7	0	0	54	0	0	0	63	0	0	0	4	0	0	5
14463	22640	"Teanga"	57.31917	-7.28472	176.5	"AWI"	176.5	3492	5389.5	4358.5	22	0	0	0	0	0	18	0	0	0	45	0	112	0	0	1	1	3	0	0	60	0	0	0	43	0	0	0	0	0	0	4
14463	22640	"Teanga"	57.31917	-7.28472	184.5	"AWI"	184.5	3779.5	5585.5	4671	27	0	0	1	0	0	11	0	0	0	71	0	145	0	0	0	5	4	0	0	49	0	0	0	55	0	0	0	1	0	0	3
14463	22640	"Teanga"	57.31917	-7.28472	192.5	"AWI"	192.5	3936.5	5929	4972	33	1	0	0	0	0	15	0	1	0	69	0	127	0	0	4	0	2	0	0	45	6	0	0	55	0	0	0	5	0	0	4
14463	22640	"Teanga"	57.31917	-7.28472	200.5	"AWI"	200.5	4292	6074	5251	26	0	0	0	1	0	14	0	0	0	51	0	196	0	0	4	0	6	0	0	35	0	0	0	71	0	0	0	3	1	0	6
14463	22640	"Teanga"	57.31917	-7.28472	208.5	"AWI"	208.5	4531.5	6314.5	5547	35	0	0	0	0	0	13	0	1	0	56	0	221	0	0	8	0	10	0	0	24	0	0	0	62	0	0	0	3	3	0	11
14463	22640	"Teanga"	57.31917	-7.28472	216.5	"AWI"	216.5	5045.5	6420	5801.5	17	0	0	0	0	0	12	0	0	0	31	0	94	0	0	2	0	3	0	0	14	0	0	0	30	0	0	1	4	2	0	2
14463	22640	"Teanga"	57.31917	-7.28472	224.5	"AWI"	224.5	5348	6634	6078	15	1	0	0	1	0	7	0	0	0	51	0	171	0	0	4	1	5	0	1	40	0	0	0	25	0	3	0	5	0	0	6
14463	22640	"Teanga"	57.31917	-7.28472	232.5	"AWI"	232.5	5736	6765.5	6302	18	0	0	0	0	0	13	0	0	0	69	0	48	0	0	1	5	15	0	0	76	3	0	0	38	0	0	0	2	0	0	16
14463	22640	"Teanga"	57.31917	-7.28472	240.5	"AWI"	240.5	5941.5	7048	6528.5	23	0	0	0	0	0	6	0	0	0	56	0	26	0	0	3	2	1	0	0	74	0	0	0	36	0	0	0	1	1	0	21
14463	22640	"Teanga"	57.31917	-7.28472	248.5	"AWI"	248.5	6163.5	7170	6715	16	0	2	0	0	0	16	0	0	0	99	0	18	0	0	0	3	12	0	0	49	0	0	0	54	0	0	0	5	0	0	19
14463	22640	"Teanga"	57.31917	-7.28472	256.5	"AWI"	256.5	6287	7384	6897.5	25	0	2	0	0	0	12	0	0	0	77	0	25	0	0	0	1	10	0	0	55	0	0	0	38	0	0	0	4	0	0	21
14463	22640	"Teanga"	57.31917	-7.28472	264.5	"AWI"	264.5	6573.5	7477.5	7084	16	1	0	0	0	0	21	0	0	0	77	0	17	0	0	2	3	12	0	0	65	0	0	0	34	0	0	1	2	2	0	17
14463	22640	"Teanga"	57.31917	-7.28472	272.5	"AWI"	272.5	6729	7628.5	7276	5	0	0	0	0	0	1	0	0	0	46	0	35	0	0	1	0	12	0	0	104	0	0	0	29	0	0	0	1	0	0	10
14463	22640	"Teanga"	57.31917	-7.28472	280.5	"AWI"	280.5	6953	7712.5	7419.5	8	0	0	0	0	0	2	0	0	0	54	0	63	0	0	0	0	4	0	0	103	0	0	0	19	0	0	0	0	0	0	2
14463	22640	"Teanga"	57.31917	-7.28472	288.5	"AWI"	288.5	7075	7896.5	7552	14	0	0	0	0	0	12	0	0	0	72	0	42	0	0	0	3	0	0	0	72	0	0	0	34	0	0	0	1	0	0	14
14463	22640	"Teanga"	57.31917	-7.28472	296.5	"AWI"	296.5	7198.5	7982.5	7644.5	10	0	0	0	0	0	11	0	0	0	90	0	37	0	0	0	0	0	0	0	86	0	0	0	30	0	0	0	0	0	0	18
14463	22640	"Teanga"	57.31917	-7.28472	304.5	"AWI"	304.5	7290	8109.5	7736	9	0	0	0	0	0	14	0	0	0	93	0	29	0	0	0	0	0	0	0	84	0	0	0	34	0	0	0	2	0	0	21
14463	22640	"Teanga"	57.31917	-7.28472	312.5	"AWI"	312.5	7421.5	8193.5	7833	2	0	0	0	0	0	8	0	0	0	43	0	24	0	0	0	0	0	0	0	43	0	0	0	11	0	0	0	1	0	0	10
14463	22640	"Teanga"	57.31917	-7.28472	320.5	"AWI"	320.5	7513.5	8305	7928.5	10	0	2	0	0	0	19	0	1	0	77	0	40	0	0	2	1	0	0	0	68	0	0	0	25	0	0	0	7	1	0	20
14463	22640	"Teanga"	57.31917	-7.28472	328.5	"AWI"	328.5	7684.5	8383	8021.5	7	1	0	0	0	0	26	0	0	0	95	0	41	0	0	0	1	0	0	0	55	0	0	0	27	0	0	2	2	3	0	17
14463	22640	"Teanga"	57.31917	-7.28472	336.5	"AWI"	336.5	7777.5	8493	8118	3	1	0	0	0	0	8	0	0	0	40	0	34	0	0	0	0	0	0	0	37	0	0	0	21	0	0	1	1	0	0	7
14463	22640	"Teanga"	57.31917	-7.28472	344.5	"AWI"	344.5	7895.5	8643	8254.5	9	0	0	2	0	0	19	0	0	0	119	0	37	0	0	0	0	1	0	0	65	0	0	0	43	0	0	0	0	0	0	14
14463	22640	"Teanga"	57.31917	-7.28472	352.5	"AWI"	352.5	7965	8955	8384	6	0	0	0	0	0	15	0	0	0	70	0	11	0	0	0	1	0	0	0	38	0	0	0	13	0	0	0	2	0	0	9
14463	22640	"Teanga"	57.31917	-7.28472	360.5	"AWI"	360.5	8085	9084	8520	6	1	0	0	0	0	18	0	0	0	84	0	40	0	0	1	1	0	0	0	47	0	0	0	31	0	0	0	0	0	0	16
14463	22640	"Teanga"	57.31917	-7.28472	368.5	"AWI"	368.5	8155.5	9282	8655	0	0	0	0	0	0	5	0	0	0	35	0	17	0	0	0	0	0	0	0	29	0	0	0	7	0	0	0	2	0	0	6
14463	22640	"Teanga"	57.31917	-7.28472	376.5	"AWI"	376.5	8300.5	9401	8808	0	0	0	0	0	0	26	0	0	0	95	0	37	0	0	0	0	0	0	0	37	0	0	0	20	0	0	1	0	0	0	24
14463	22640	"Teanga"	57.31917	-7.28472	384.5	"AWI"	384.5	8380	9625.5	8957.5	0	0	0	2	0	0	26	0	0	0	172	0	46	0	0	0	1	0	0	0	25	0	0	0	36	0	0	1	5	0	0	62
14463	22640	"Teanga"	57.31917	-7.28472	392.5	"AWI"	392.5	8530.5	9818.5	9147.5	0	0	0	0	0	0	46	0	0	0	174	0	45	0	0	0	1	0	0	0	33	0	0	0	29	0	0	0	8	0	0	43
14463	22640	"Teanga"	57.31917	-7.28472	400.5	"AWI"	400.5	8634	10148	9330.5	0	1	0	0	0	0	46	0	0	0	134	0	48	0	0	0	3	0	0	0	33	0	0	0	30	0	0	1	3	0	0	38
14463	22640	"Teanga"	57.31917	-7.28472	408.5	"AWI"	408.5	8815.5	10307	9528.5	0	0	0	0	0	0	19	0	0	0	81	0	16	0	1	0	1	0	0	0	25	0	0	0	14	0	0	3	3	0	0	16
14463	22640	"Teanga"	57.31917	-7.28472	416.5	"AWI"	416.5	8935	10550.5	9716.5	0	0	0	0	0	0	55	0	0	0	143	0	26	0	0	0	4	0	0	0	28	0	0	0	23	0	0	0	11	0	0	31
14463	22640	"Teanga"	57.31917	-7.28472	424.5	"AWI"	424.5	9141	10714	9903	0	0	0	0	0	0	41	0	0	0	139	0	37	0	0	0	0	0	0	0	36	0	0	0	28	0	0	0	12	0	1	43
14463	22640	"Teanga"	57.31917	-7.28472	432.5	"AWI"	432.5	9270	10944.5	10085	0	0	1	0	0	0	50	0	0	0	125	0	14	0	0	0	5	0	0	0	26	0	0	0	15	0	0	3	9	1	0	31
14463	22640	"Teanga"	57.31917	-7.28472	440.5	"AWI"	440.5	9503.5	11084.5	10279.5	0	0	0	0	0	0	65	0	0	0	110	0	38	0	0	0	3	0	0	0	35	0	0	0	14	0	0	0	3	2	0	30
14463	22640	"Teanga"	57.31917	-7.28472	448.5	"AWI"	448.5	9671	11294.5	10480	0	0	0	0	0	0	42	0	0	0	137	0	13	0	0	0	10	0	0	0	28	0	0	0	9	0	0	1	5	0	0	11
14463	22640	"Teanga"	57.31917	-7.28472	456.5	"AWI"	456.5	9984.5	11417	10645	0	1	0	0	0	0	64	0	0	0	195	0	45	0	0	0	8	0	0	0	35	0	0	0	7	0	0	0	10	0	0	30
14463	22640	"Teanga"	57.31917	-7.28472	464.5	"AWI"	464.5	10175.5	11601	10826	0	2	0	0	0	0	36	0	0	0	107	0	59	0	0	0	19	0	0	0	24	0	0	0	3	0	0	0	3	0	0	5
14463	22640	"Teanga"	57.31917	-7.28472	472.5	"AWI"	472.5	10382	11764	11007	0	1	0	0	0	0	48	0	0	0	62	0	42	0	0	0	27	0	0	0	19	0	0	0	3	0	0	1	10	0	0	3
14463	22640	"Teanga"	57.31917	-7.28472	480.5	"AWI"	480.5	10509.5	12048	11186	0	1	0	0	0	0	19	0	0	0	17	0	63	0	0	0	16	0	0	0	15	0	0	0	0	0	0	0	2	0	0	0
