"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Corylus"	"Cyperaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Tilia"	"Ulmus"
3338	4332	"Påidre"	58.27592	25.50484	545	"AWI"	545	6374	7057	6751	117	2	1	0	105	79	21	0	8	64	13	4	8	0	0	18	44
3338	4332	"Påidre"	58.27592	25.50484	550	"AWI"	550	6432	7094	6797	120	2	0	5	126	79	17	0	10	43	15	5	6	2	1	27	54
3338	4332	"Påidre"	58.27592	25.50484	555	"AWI"	555	6474	7133	6841	103	2	1	2	165	66	16	0	10	58	16	1	7	3	1	9	56
3338	4332	"Påidre"	58.27592	25.50484	560	"AWI"	560	6535	7161	6885	120	2	2	2	186	81	20	0	7	55	18	3	6	2	0	12	73
3338	4332	"Påidre"	58.27592	25.50484	565	"AWI"	565	6582	7202	6931	113	3	2	1	152	73	19	0	8	84	14	4	11	1	0	6	45
3338	4332	"Påidre"	58.27592	25.50484	570	"AWI"	570	6643	7232	6974	124	1	0	0	205	91	20	0	8	83	14	2	7	0	0	6	50
3338	4332	"Påidre"	58.27592	25.50484	575	"AWI"	575	6711	7264	7020	125	0	1	4	202	84	22	0	5	65	18	2	6	0	0	11	40
3338	4332	"Påidre"	58.27592	25.50484	580	"AWI"	580	6762	7311	7066	23	0	1	1	274	47	6	0	5	168	5	1	3	0	0	0	38
3338	4332	"Påidre"	58.27592	25.50484	585	"AWI"	585	6848	7337	7108	7	0	1	0	167	11	5	0	3	98	4	1	0	0	1	0	8
3338	4332	"Påidre"	58.27592	25.50484	590	"AWI"	590	6912	7366	7153	20	3	3	0	229	37	7	0	1	125	6	0	0	0	0	0	25
3338	4332	"Påidre"	58.27592	25.50484	595	"AWI"	595	6962	7408	7202	15	4	5	0	195	23	5	0	0	103	3	0	5	0	0	0	2
3338	4332	"Påidre"	58.27592	25.50484	600	"AWI"	600	7000	7477	7245	10	2	3	0	161	15	3	0	0	93	3	0	0	0	0	0	2
3338	4332	"Påidre"	58.27592	25.50484	605	"AWI"	605	7024	7585	7286	9	1	3	0	121	3	3	0	0	99	2	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	610	"AWI"	610	7059	7651	7336	0	2	0	3	350	0	17	0	0	150	23	0	0	1	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	615	"AWI"	615	7090	7736	7382	0	1	1	0	134	0	5	0	0	66	5	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	620	"AWI"	620	7121	7829	7427	0	2	16	0	288	0	16	0	0	112	20	0	6	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	625	"AWI"	625	7155	7897	7479	1	1	4	1	163	5	4	0	0	83	5	0	0	0	2	0	1
3338	4332	"Påidre"	58.27592	25.50484	630	"AWI"	630	7178	7980	7531	0	2	2	0	157	0	6	0	0	75	5	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	635	"AWI"	635	7223	8054	7581	0	13	12	0	145	0	16	0	0	105	15	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	640	"AWI"	640	7258	8129	7632	0	4	8	0	140	0	9	0	1	109	10	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	645	"AWI"	645	7295	8218	7681	0	2	4	0	153	0	7	0	0	97	7	0	2	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	650	"AWI"	650	7336	8281	7735	0	1	2	0	130	0	10	0	0	122	10	0	5	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	655	"AWI"	655	7370	8353	7785	0	0	6	1	93	0	10	0	1	156	12	0	6	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	660	"AWI"	660	7406	8420	7835	0	2	5	0	83	0	4	0	0	167	3	0	6	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	665	"AWI"	665	7447	8490	7886	0	6	9	0	111	0	18	0	0	189	15	0	8	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	670	"AWI"	670	7480	8568	7933	0	4	5	0	58	0	8	0	0	101	10	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	675	"AWI"	675	7525	8627	7988	0	21	33	0	139	0	19	0	0	262	11	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	680	"AWI"	680	7563	8696	8041	0	26	32	4	74	0	14	0	6	120	16	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	685	"AWI"	685	7601	8770	8090	0	25	38	0	48	0	17	0	16	141	13	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	690	"AWI"	690	7646	8830	8142	0	26	47	0	51	0	21	0	11	138	13	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	695	"AWI"	695	7678	8894	8191	0	26	59	0	46	4	26	0	20	134	18	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	700	"AWI"	700	7720	8956	8245	0	40	68	4	88	2	23	0	20	120	22	0	10	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	705	"AWI"	705	7755	9025	8295	0	24	34	0	41	0	17	0	16	73	15	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	710	"AWI"	710	7788	9101	8347	0	24	30	0	37	0	16	0	16	144	12	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	715	"AWI"	715	7838	9170	8400	0	13	31	0	37	0	25	0	9	54	16	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	720	"AWI"	720	7873	9238	8454	0	11	25	0	67	0	12	0	4	79	18	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	725	"AWI"	725	7916	9297	8510	0	13	28	0	58	0	13	0	2	90	15	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	730	"AWI"	730	7955	9364	8563	0	11	20	0	48	0	26	0	4	88	13	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	735	"AWI"	735	7999	9430	8615	0	12	19	0	59	0	26	0	5	86	18	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	740	"AWI"	740	8044	9492	8666	0	8	6	2	19	0	8	0	3	79	7	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	745	"AWI"	745	8077	9550	8717	0	7	8	0	26	0	10	0	5	69	7	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	750	"AWI"	750	8118	9616	8766	0	5	8	0	27	0	5	0	4	69	4	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	755	"AWI"	755	8163	9684	8818	0	5	8	0	22	0	7	0	3	75	5	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	760	"AWI"	760	8196	9751	8871	0	21	23	0	44	0	19	0	16	240	14	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	765	"AWI"	765	8243	9805	8918	0	18	28	0	38	0	17	0	12	200	13	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	770	"AWI"	770	8278	9874	8969	0	24	33	0	17	0	21	0	26	207	13	0	0	0	0	0	0
3338	4332	"Påidre"	58.27592	25.50484	773	"AWI"	773	8293	9920	8995	0	14	22	0	26	0	26	0	20	61	18	0	0	0	0	0	0
